"","Kod","Nazwa","rok","Dochody_powiatu_na_1_mieszkanca_ogolem_zl"
"1720",1434000,"Powiat wołomiński",2007,445.85
"1721",1435000,"Powiat wyszkowski",2007,691.22
"1722",1436000,"Powiat zwoleński",2007,568.19
"1723",1437000,"Powiat żuromiński",2007,702.37
"1724",1438000,"Powiat żyrardowski",2007,652.25
"1725",1601000,"Powiat brzeski",2007,677.84
"1726",1602000,"Powiat głubczycki",2007,839.52
"1727",1603000,"Powiat kędzierzyńsko-kozielski",2007,621.4
"1728",1604000,"Powiat kluczborski",2007,675.09
"1729",1605000,"Powiat krapkowicki",2007,437.87
"1730",1606000,"Powiat namysłowski",2007,811.28
"1731",1607000,"Powiat nyski",2007,669.53
"1732",1608000,"Powiat oleski",2007,623.43
"1733",1609000,"Powiat opolski",2007,384.34
"1734",1610000,"Powiat prudnicki",2007,607.17
"1735",1611000,"Powiat strzelecki",2007,618.24
"1736",1801000,"Powiat bieszczadzki",2007,1216.67
"1737",1802000,"Powiat brzozowski",2007,574.96
"1738",1803000,"Powiat dębicki",2007,649.98
"1739",1804000,"Powiat jarosławski",2007,731.76
"1740",1805000,"Powiat jasielski",2007,693.89
"1741",1806000,"Powiat kolbuszowski",2007,487.95
"1742",1807000,"Powiat krośnieński",2007,444.22
"1743",1808000,"Powiat leżajski",2007,794.09
"1744",1809000,"Powiat lubaczowski",2007,941.07
"1745",1810000,"Powiat łańcucki",2007,600.19
"1746",1811000,"Powiat mielecki",2007,732.24
"1747",1812000,"Powiat niżański",2007,472.32
"1748",1813000,"Powiat przemyski",2007,377.15
"1749",1814000,"Powiat przeworski",2007,478.3
"1750",1815000,"Powiat ropczycko-sędziszowski",2007,681.79
"1751",1816000,"Powiat rzeszowski",2007,434.56
"1752",1817000,"Powiat sanocki",2007,760.43
"1753",1818000,"Powiat stalowowolski",2007,638.96
"1754",1819000,"Powiat strzyżowski",2007,660.75
"1755",1820000,"Powiat tarnobrzeski",2007,528.94
"1756",1821000,"Powiat leski",2007,979.14
"1757",2001000,"Powiat augustowski",2007,720.59
"1758",2002000,"Powiat białostocki",2007,506.92
"1759",2003000,"Powiat bielski",2007,710.28
"1760",2004000,"Powiat grajewski",2007,598.36
"1761",2005000,"Powiat hajnowski",2007,718.45
"1762",2006000,"Powiat kolneński",2007,455.91
"1763",2007000,"Powiat łomżyński",2007,386.16
"1764",2008000,"Powiat moniecki",2007,530.05
"1765",2009000,"Powiat sejneński",2007,675.5
"1766",2010000,"Powiat siemiatycki",2007,643.82
"1767",2011000,"Powiat sokólski",2007,587.44
"1768",2012000,"Powiat suwalski",2007,544.39
"1769",2013000,"Powiat wysokomazowiecki",2007,691.63
"1770",2014000,"Powiat zambrowski",2007,709.06
"1771",2201000,"Powiat bytowski",2007,735.18
"1772",2202000,"Powiat chojnicki",2007,694.94
"1773",2203000,"Powiat człuchowski",2007,946.78
"1774",2204000,"Powiat gdański",2007,426.13
"1775",2205000,"Powiat kartuski",2007,603.41
"1776",2206000,"Powiat kościerski",2007,750.96
"1777",2207000,"Powiat kwidzyński",2007,721.5
"1778",2208000,"Powiat lęborski",2007,775.23
"1779",2209000,"Powiat malborski",2007,870.9
"1780",2210000,"Powiat nowodworski",2007,742.24
"1781",2211000,"Powiat pucki",2007,594.19
"1782",2212000,"Powiat słupski",2007,657.82
"1783",2213000,"Powiat starogardzki",2007,633.18
"1784",2214000,"Powiat tczewski",2007,745.92
"1785",2215000,"Powiat wejherowski",2007,512.65
"1786",2216000,"Powiat sztumski",2007,715.42
"1787",2401000,"Powiat będziński",2007,496.7
"1788",2402000,"Powiat bielski",2007,383.93
"1789",2403000,"Powiat cieszyński",2007,738.94
"1790",2404000,"Powiat częstochowski",2007,408.44
"1791",2405000,"Powiat gliwicki",2007,423.43
"1792",2406000,"Powiat kłobucki",2007,463.2
"1793",2407000,"Powiat lubliniecki",2007,811.83
"1794",2408000,"Powiat mikołowski",2007,617.77
"1795",2409000,"Powiat myszkowski",2007,594.01
"1796",2410000,"Powiat pszczyński",2007,575.64
"1797",2411000,"Powiat raciborski",2007,731.98
"1798",2412000,"Powiat rybnicki",2007,386.53
"1799",2413000,"Powiat tarnogórski",2007,784.98
"1800",2414000,"Powiat bieruńsko-lędziński",2007,438.88
"1801",2415000,"Powiat wodzisławski",2007,624.08
"1802",2416000,"Powiat zawierciański",2007,624.47
"1803",2417000,"Powiat żywiecki",2007,596.27
"1804",2601000,"Powiat buski",2007,849.43
"1805",2602000,"Powiat jędrzejowski",2007,629.23
"1806",2603000,"Powiat kazimierski",2007,736.94
"1807",2604000,"Powiat kielecki",2007,435.06
"1808",2605000,"Powiat konecki",2007,627.71
"1809",2606000,"Powiat opatowski",2007,946.4
"1810",2607000,"Powiat ostrowiecki",2007,704.08
"1811",2608000,"Powiat pińczowski",2007,715.33
"1812",2609000,"Powiat sandomierski",2007,688.89
"1813",2610000,"Powiat skarżyski",2007,835.63
"1814",2611000,"Powiat starachowicki",2007,743.91
"1815",2612000,"Powiat staszowski",2007,686.95
"1816",2613000,"Powiat włoszczowski",2007,635.89
"1817",2801000,"Powiat bartoszycki",2007,726.55
"1818",2802000,"Powiat braniewski",2007,757.25
"1819",2803000,"Powiat działdowski",2007,584.55
"1820",2804000,"Powiat elbląski",2007,653.36
"1821",2805000,"Powiat ełcki",2007,895.86
"1822",2806000,"Powiat giżycki",2007,835.08
"1823",2807000,"Powiat iławski",2007,655.34
"1824",2808000,"Powiat kętrzyński",2007,824.22
"1825",2809000,"Powiat lidzbarski",2007,930.74
"1826",2810000,"Powiat mrągowski",2007,787.48
"1827",2811000,"Powiat nidzicki",2007,823.86
"1828",2812000,"Powiat nowomiejski",2007,600.79
"1829",2813000,"Powiat olecki",2007,1122.83
"1830",2814000,"Powiat olsztyński",2007,592.33
"1831",2815000,"Powiat ostródzki",2007,770.32
"1832",2816000,"Powiat piski",2007,733.79
"1833",2817000,"Powiat szczycieński",2007,892.37
"1834",2818000,"Powiat gołdapski",2007,766.8
"1835",2819000,"Powiat węgorzewski",2007,1281.34
"1836",3001000,"Powiat chodzieski",2007,708.33
"1837",3002000,"Powiat czarnkowsko-trzcianecki",2007,802.65
"1838",3003000,"Powiat gnieźnieński",2007,683.95
"1839",3004000,"Powiat gostyński",2007,695.45
"1840",3005000,"Powiat grodziski",2007,484.93
"1841",3006000,"Powiat jarociński",2007,677.45
"1842",3007000,"Powiat kaliski",2007,332.26
"1843",3008000,"Powiat kępiński",2007,565.28
"1844",3009000,"Powiat kolski",2007,655.61
"1845",3010000,"Powiat koniński",2007,386.74
"1846",3011000,"Powiat kościański",2007,586.27
"1847",3012000,"Powiat krotoszyński",2007,776.31
"1848",3013000,"Powiat leszczyński",2007,445.91
"1849",3014000,"Powiat międzychodzki",2007,921.86
"1850",3015000,"Powiat nowotomyski",2007,597.96
"1851",3016000,"Powiat obornicki",2007,567.23
"1852",3017000,"Powiat ostrowski",2007,634.46
"1853",3018000,"Powiat ostrzeszowski",2007,746.15
"1854",3019000,"Powiat pilski",2007,747.08
"1855",3020000,"Powiat pleszewski",2007,773.32
"1856",3021000,"Powiat poznański",2007,475.22
"1857",3022000,"Powiat rawicki",2007,644.68
"1858",3023000,"Powiat słupecki",2007,781.15
"1859",3024000,"Powiat szamotulski",2007,629.02
"1860",3025000,"Powiat średzki",2007,582.1
"1861",3026000,"Powiat śremski",2007,642.31
"1862",3027000,"Powiat turecki",2007,632.26
"1863",3028000,"Powiat wągrowiecki",2007,730.94
"1864",3029000,"Powiat wolsztyński",2007,690.82
"1865",3030000,"Powiat wrzesiński",2007,620.3
"1866",3031000,"Powiat złotowski",2007,585.99
"1867",3201000,"Powiat białogardzki",2007,1095.85
"1868",3202000,"Powiat choszczeński",2007,648.47
"1869",3203000,"Powiat drawski",2007,724.37
"1870",3204000,"Powiat goleniowski",2007,686.44
"1871",3205000,"Powiat gryficki",2007,877.35
"1872",3206000,"Powiat gryfiński",2007,699.29
"1873",3207000,"Powiat kamieński",2007,885.78
"1874",3208000,"Powiat kołobrzeski",2007,744.33
"1875",3209000,"Powiat koszaliński",2007,833.82
"1876",3210000,"Powiat myśliborski",2007,788.98
"1877",3211000,"Powiat policki",2007,779.76
"1878",3212000,"Powiat pyrzycki",2007,732.54
"1879",3213000,"Powiat sławieński",2007,693.31
"1880",3214000,"Powiat stargardzki",2007,604.03
"1881",3215000,"Powiat szczecinecki",2007,763.04
"1882",3216000,"Powiat świdwiński",2007,784.21
"1883",3217000,"Powiat wałecki",2007,550.88
"1884",3218000,"Powiat łobeski",2007,711.69
"1885",201000,"Powiat bolesławiecki",2008,624.98
"1886",202000,"Powiat dzierżoniowski",2008,725.47
"1887",203000,"Powiat głogowski",2008,879.04
"1888",204000,"Powiat górowski",2008,908.38
"1889",205000,"Powiat jaworski",2008,1004.57
"1890",206000,"Powiat jeleniogórski",2008,863.97
"1891",207000,"Powiat kamiennogórski",2008,662.01
"1892",208000,"Powiat kłodzki",2008,788.62
"1893",209000,"Powiat legnicki",2008,889.05
"1894",210000,"Powiat lubański",2008,734.28
"1895",211000,"Powiat lubiński",2008,846.81
"1896",212000,"Powiat lwówecki",2008,895.32
"1897",213000,"Powiat milicki",2008,1354.6
"1898",214000,"Powiat oleśnicki",2008,816.87
"1899",215000,"Powiat oławski",2008,648.18
"1900",216000,"Powiat polkowicki",2008,777.84
"1901",217000,"Powiat strzeliński",2008,833.38
"1902",218000,"Powiat średzki",2008,625.21
"1903",219000,"Powiat świdnicki",2008,724.02
"1904",220000,"Powiat trzebnicki",2008,649.9
"1905",221000,"Powiat wałbrzyski",2008,663.1
"1906",222000,"Powiat wołowski",2008,832.1
"1907",223000,"Powiat wrocławski",2008,679.57
"1908",224000,"Powiat ząbkowicki",2008,906.4
"1909",225000,"Powiat zgorzelecki",2008,710.36
"1910",226000,"Powiat złotoryjski",2008,819.62
"1911",401000,"Powiat aleksandrowski",2008,664.75
"1912",402000,"Powiat brodnicki",2008,662.06
"1913",403000,"Powiat bydgoski",2008,457.8
"1914",404000,"Powiat chełmiński",2008,783.13
"1915",405000,"Powiat golubsko-dobrzyński",2008,680.34
"1916",406000,"Powiat grudziądzki",2008,413.06
"1917",407000,"Powiat inowrocławski",2008,746.62
"1918",408000,"Powiat lipnowski",2008,590.77
"1919",409000,"Powiat mogileński",2008,907.64
"1920",410000,"Powiat nakielski",2008,709.23
"1921",411000,"Powiat radziejowski",2008,787.04
"1922",412000,"Powiat rypiński",2008,718.01
"1923",413000,"Powiat sępoleński",2008,913.73
"1924",414000,"Powiat świecki",2008,607.19
"1925",415000,"Powiat toruński",2008,567.86
"1926",416000,"Powiat tucholski",2008,974.52
"1927",417000,"Powiat wąbrzeski",2008,742.42
"1928",418000,"Powiat włocławski",2008,526.27
"1929",419000,"Powiat żniński",2008,744
"1930",601000,"Powiat bialski",2008,586.06
"1931",602000,"Powiat biłgorajski",2008,671.95
"1932",603000,"Powiat chełmski",2008,582.92
"1933",604000,"Powiat hrubieszowski",2008,624.32
"1934",605000,"Powiat janowski",2008,676.9
"1935",606000,"Powiat krasnostawski",2008,853.3
"1936",607000,"Powiat kraśnicki",2008,673.14
"1937",608000,"Powiat lubartowski",2008,598.65
"1938",609000,"Powiat lubelski",2008,594.99
"1939",610000,"Powiat łęczyński",2008,1432.77
"1940",611000,"Powiat łukowski",2008,668.53
"1941",612000,"Powiat opolski",2008,616.46
"1942",613000,"Powiat parczewski",2008,659.52
"1943",614000,"Powiat puławski",2008,740.4
"1944",615000,"Powiat radzyński",2008,595.32
"1945",616000,"Powiat rycki",2008,691.04
"1946",617000,"Powiat świdnicki",2008,621.48
"1947",618000,"Powiat tomaszowski",2008,651.93
"1948",619000,"Powiat włodawski",2008,931.26
"1949",620000,"Powiat zamojski",2008,380.29
"1950",801000,"Powiat gorzowski",2008,522.09
"1951",802000,"Powiat krośnieński",2008,886.63
"1952",803000,"Powiat międzyrzecki",2008,796.85
"1953",804000,"Powiat nowosolski",2008,710.7
"1954",805000,"Powiat słubicki",2008,593.92
"1955",806000,"Powiat strzelecko-drezdenecki",2008,691.37
"1956",807000,"Powiat sulęciński",2008,827.18
"1957",808000,"Powiat świebodziński",2008,850.22
"1958",809000,"Powiat zielonogórski",2008,643.01
"1959",810000,"Powiat żagański",2008,658.58
"1960",811000,"Powiat żarski",2008,721.69
"1961",812000,"Powiat wschowski",2008,745.11
"1962",1001000,"Powiat bełchatowski",2008,734.25
"1963",1002000,"Powiat kutnowski",2008,855.56
"1964",1003000,"Powiat łaski",2008,662.61
"1965",1004000,"Powiat łęczycki",2008,754.98
"1966",1005000,"Powiat łowicki",2008,704.56
"1967",1006000,"Powiat łódzki wschodni",2008,633.09
"1968",1007000,"Powiat opoczyński",2008,634.54
"1969",1008000,"Powiat pabianicki",2008,615.72
"1970",1009000,"Powiat pajęczański",2008,574.66
"1971",1010000,"Powiat piotrkowski",2008,503.05
"1972",1011000,"Powiat poddębicki",2008,891.18
"1973",1012000,"Powiat radomszczański",2008,1124.75
"1974",1013000,"Powiat rawski",2008,1016.02
"1975",1014000,"Powiat sieradzki",2008,781.68
"1976",1015000,"Powiat skierniewicki",2008,377.17
"1977",1016000,"Powiat tomaszowski",2008,704.7
"1978",1017000,"Powiat wieluński",2008,686.84
"1979",1018000,"Powiat wieruszowski",2008,721.21
"1980",1019000,"Powiat zduńskowolski",2008,758.85
"1981",1020000,"Powiat zgierski",2008,625.49
"1982",1021000,"Powiat brzeziński",2008,728.93
"1983",1201000,"Powiat bocheński",2008,693.83
"1984",1202000,"Powiat brzeski",2008,669.73
"1985",1203000,"Powiat chrzanowski",2008,549.9
"1986",1204000,"Powiat dąbrowski",2008,586.46
"1987",1205000,"Powiat gorlicki",2008,827.15
"1988",1206000,"Powiat krakowski",2008,478.49
"1989",1207000,"Powiat limanowski",2008,726.17
"1990",1208000,"Powiat miechowski",2008,893.47
"1991",1209000,"Powiat myślenicki",2008,623.99
"1992",1210000,"Powiat nowosądecki",2008,512.69
"1993",1211000,"Powiat nowotarski",2008,738.93
"1994",1212000,"Powiat olkuski",2008,691.39
"1995",1213000,"Powiat oświęcimski",2008,811.53
"1996",1214000,"Powiat proszowicki",2008,654.82
"1997",1215000,"Powiat suski",2008,791.93
"1998",1216000,"Powiat tarnowski",2008,505.31
"1999",1217000,"Powiat tatrzański",2008,847.73
"2000",1218000,"Powiat wadowicki",2008,638.93
"2001",1219000,"Powiat wielicki",2008,452.1
"2002",1401000,"Powiat białobrzeski",2008,767.69
"2003",1402000,"Powiat ciechanowski",2008,745.76
"2004",1403000,"Powiat garwoliński",2008,914.06
"2005",1404000,"Powiat gostyniński",2008,859.77
"2006",1405000,"Powiat grodziski",2008,880.37
"2007",1406000,"Powiat grójecki",2008,769.29
"2008",1407000,"Powiat kozienicki",2008,709.7
"2009",1408000,"Powiat legionowski",2008,607.63
"2010",1409000,"Powiat lipski",2008,939.19
"2011",1410000,"Powiat łosicki",2008,777.87
"2012",1411000,"Powiat makowski",2008,853.44
"2013",1412000,"Powiat miński",2008,655.15
"2014",1413000,"Powiat mławski",2008,679
"2015",1414000,"Powiat nowodworski",2008,546.21
"2016",1415000,"Powiat ostrołęcki",2008,617.56
"2017",1416000,"Powiat ostrowski",2008,676
"2018",1417000,"Powiat otwocki",2008,730.53
"2019",1418000,"Powiat piaseczyński",2008,1058.48
"2020",1419000,"Powiat płocki",2008,650.71
"2021",1420000,"Powiat płoński",2008,740.14
"2022",1421000,"Powiat pruszkowski",2008,753.05
"2023",1422000,"Powiat przasnyski",2008,927.09
"2024",1423000,"Powiat przysuski",2008,939.19
"2025",1424000,"Powiat pułtuski",2008,966.24
"2026",1425000,"Powiat radomski",2008,603.69
"2027",1426000,"Powiat siedlecki",2008,381.87
"2028",1427000,"Powiat sierpecki",2008,787.31
"2029",1428000,"Powiat sochaczewski",2008,729.34
"2030",1429000,"Powiat sokołowski",2008,767.65
"2031",1430000,"Powiat szydłowiecki",2008,660.74
"2032",1432000,"Powiat warszawski zachodni",2008,917.69
"2033",1433000,"Powiat węgrowski",2008,709.9
"2034",1434000,"Powiat wołomiński",2008,541.98
"2035",1435000,"Powiat wyszkowski",2008,821.06
"2036",1436000,"Powiat zwoleński",2008,647.11
"2037",1437000,"Powiat żuromiński",2008,824.68
"2038",1438000,"Powiat żyrardowski",2008,644.34
"2039",1601000,"Powiat brzeski",2008,772.17
"2040",1602000,"Powiat głubczycki",2008,862.64
"2041",1603000,"Powiat kędzierzyńsko-kozielski",2008,673.75
"2042",1604000,"Powiat kluczborski",2008,706.66
"2043",1605000,"Powiat krapkowicki",2008,462.11
"2044",1606000,"Powiat namysłowski",2008,971.94
"2045",1607000,"Powiat nyski",2008,682.28
"2046",1608000,"Powiat oleski",2008,669.08
"2047",1609000,"Powiat opolski",2008,439.29
"2048",1610000,"Powiat prudnicki",2008,646.98
"2049",1611000,"Powiat strzelecki",2008,712.35
"2050",1801000,"Powiat bieszczadzki",2008,1091.38
"2051",1802000,"Powiat brzozowski",2008,729.64
"2052",1803000,"Powiat dębicki",2008,688.54
"2053",1804000,"Powiat jarosławski",2008,846.5
"2054",1805000,"Powiat jasielski",2008,741.19
"2055",1806000,"Powiat kolbuszowski",2008,545.07
"2056",1807000,"Powiat krośnieński",2008,506.42
"2057",1808000,"Powiat leżajski",2008,816.34
"2058",1809000,"Powiat lubaczowski",2008,1195.95
"2059",1810000,"Powiat łańcucki",2008,665.37
"2060",1811000,"Powiat mielecki",2008,750.92
"2061",1812000,"Powiat niżański",2008,561.01
"2062",1813000,"Powiat przemyski",2008,457.65
"2063",1814000,"Powiat przeworski",2008,619.16
"2064",1815000,"Powiat ropczycko-sędziszowski",2008,828.53
"2065",1816000,"Powiat rzeszowski",2008,500.99
"2066",1817000,"Powiat sanocki",2008,712.19
"2067",1818000,"Powiat stalowowolski",2008,700.16
"2068",1819000,"Powiat strzyżowski",2008,778.81
"2069",1820000,"Powiat tarnobrzeski",2008,591.78
"2070",1821000,"Powiat leski",2008,917.55
"2071",2001000,"Powiat augustowski",2008,775.3
"2072",2002000,"Powiat białostocki",2008,588.38
"2073",2003000,"Powiat bielski",2008,769.51
"2074",2004000,"Powiat grajewski",2008,744.22
"2075",2005000,"Powiat hajnowski",2008,671.9
"2076",2006000,"Powiat kolneński",2008,573.25
"2077",2007000,"Powiat łomżyński",2008,423.33
"2078",2008000,"Powiat moniecki",2008,611.2
"2079",2009000,"Powiat sejneński",2008,766.34
"2080",2010000,"Powiat siemiatycki",2008,743.62
"2081",2011000,"Powiat sokólski",2008,640.55
"2082",2012000,"Powiat suwalski",2008,627.47
"2083",2013000,"Powiat wysokomazowiecki",2008,704.66
"2084",2014000,"Powiat zambrowski",2008,817.4
"2085",2201000,"Powiat bytowski",2008,800.03
"2086",2202000,"Powiat chojnicki",2008,772.74
"2087",2203000,"Powiat człuchowski",2008,1039.09
"2088",2204000,"Powiat gdański",2008,457.9
"2089",2205000,"Powiat kartuski",2008,632.72
"2090",2206000,"Powiat kościerski",2008,797.34
"2091",2207000,"Powiat kwidzyński",2008,766.03
"2092",2208000,"Powiat lęborski",2008,859.21
"2093",2209000,"Powiat malborski",2008,949.69
"2094",2210000,"Powiat nowodworski",2008,883.54
"2095",2211000,"Powiat pucki",2008,653.29
"2096",2212000,"Powiat słupski",2008,673.3
"2097",2213000,"Powiat starogardzki",2008,705.76
"2098",2214000,"Powiat tczewski",2008,931.99
"2099",2215000,"Powiat wejherowski",2008,577.91
"2100",2216000,"Powiat sztumski",2008,744.93
"2101",2401000,"Powiat będziński",2008,619.92
"2102",2402000,"Powiat bielski",2008,493.91
"2103",2403000,"Powiat cieszyński",2008,757.83
"2104",2404000,"Powiat częstochowski",2008,526.44
"2105",2405000,"Powiat gliwicki",2008,464.37
"2106",2406000,"Powiat kłobucki",2008,480.48
"2107",2407000,"Powiat lubliniecki",2008,914.01
"2108",2408000,"Powiat mikołowski",2008,699.01
"2109",2409000,"Powiat myszkowski",2008,671.21
"2110",2410000,"Powiat pszczyński",2008,621.69
"2111",2411000,"Powiat raciborski",2008,1053.51
"2112",2412000,"Powiat rybnicki",2008,437.17
"2113",2413000,"Powiat tarnogórski",2008,798.03
"2114",2414000,"Powiat bieruńsko-lędziński",2008,520.95
"2115",2415000,"Powiat wodzisławski",2008,646.92
"2116",2416000,"Powiat zawierciański",2008,744.54
"2117",2417000,"Powiat żywiecki",2008,647.71
"2118",2601000,"Powiat buski",2008,1025.05
"2119",2602000,"Powiat jędrzejowski",2008,741.35
"2120",2603000,"Powiat kazimierski",2008,827.87
"2121",2604000,"Powiat kielecki",2008,531
"2122",2605000,"Powiat konecki",2008,687.09
"2123",2606000,"Powiat opatowski",2008,1127.82
"2124",2607000,"Powiat ostrowiecki",2008,832.16
"2125",2608000,"Powiat pińczowski",2008,793.93
"2126",2609000,"Powiat sandomierski",2008,810.56
"2127",2610000,"Powiat skarżyski",2008,917.56
"2128",2611000,"Powiat starachowicki",2008,746.57
"2129",2612000,"Powiat staszowski",2008,677.14
"2130",2613000,"Powiat włoszczowski",2008,674.16
