"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_noclegi_udzielone_turystom_krajowym_w_turystycznych_obiektach_noclegowych_ogolem_na_10_tys_mieszkancow_ogolem"
"67562",1209000,"Powiat myślenicki",2017,5608
"67563",1210000,"Powiat nowosądecki",2017,94101
"67564",1211000,"Powiat nowotarski",2017,50254
"67565",1212000,"Powiat olkuski",2017,2652
"67566",1213000,"Powiat oświęcimski",2017,5218
"67567",1214000,"Powiat proszowicki",2017,2292
"67568",1215000,"Powiat suski",2017,20631
"67569",1216000,"Powiat tarnowski",2017,3765
"67570",1217000,"Powiat tatrzański",2017,399992
"67571",1218000,"Powiat wadowicki",2017,12661
"67572",1219000,"Powiat wielicki",2017,12201
"67573",1261000,"Powiat m.Kraków",2017,30411
"67574",1262000,"Powiat m.Nowy Sącz",2017,5862
"67575",1263000,"Powiat m.Tarnów",2017,6801
"67576",1401000,"Powiat białobrzeski",2017,2578
"67577",1402000,"Powiat ciechanowski",2017,4758
"67578",1403000,"Powiat garwoliński",2017,5273
"67579",1404000,"Powiat gostyniński",2017,0
"67580",1405000,"Powiat grodziski",2017,8492
"67581",1406000,"Powiat grójecki",2017,5711
"67582",1407000,"Powiat kozienicki",2017,8010
"67583",1408000,"Powiat legionowski",2017,36093
"67584",1409000,"Powiat lipski",2017,0
"67585",1410000,"Powiat łosicki",2017,6875
"67586",1411000,"Powiat makowski",2017,648
"67587",1412000,"Powiat miński",2017,4511
"67588",1413000,"Powiat mławski",2017,4572
"67589",1414000,"Powiat nowodworski",2017,5778
"67590",1415000,"Powiat ostrołęcki",2017,1841
"67591",1416000,"Powiat ostrowski",2017,3025
"67592",1417000,"Powiat otwocki",2017,9128
"67593",1418000,"Powiat piaseczyński",2017,6824
"67594",1419000,"Powiat płocki",2017,5731
"67595",1420000,"Powiat płoński",2017,4958
"67596",1421000,"Powiat pruszkowski",2017,10034
"67597",1422000,"Powiat przasnyski",2017,1614
"67598",1423000,"Powiat przysuski",2017,3901
"67599",1424000,"Powiat pułtuski",2017,0
"67600",1425000,"Powiat radomski",2017,1638
"67601",1426000,"Powiat siedlecki",2017,1048
"67602",1427000,"Powiat sierpecki",2017,0
"67603",1428000,"Powiat sochaczewski",2017,3754
"67604",1429000,"Powiat sokołowski",2017,1147
"67605",1430000,"Powiat szydłowiecki",2017,10993
"67606",1432000,"Powiat warszawski zachodni",2017,11038
"67607",1433000,"Powiat węgrowski",2017,6772
"67608",1434000,"Powiat wołomiński",2017,3632
"67609",1435000,"Powiat wyszkowski",2017,5390
"67610",1436000,"Powiat zwoleński",2017,0
"67611",1437000,"Powiat żuromiński",2017,0
"67612",1438000,"Powiat żyrardowski",2017,10788
"67613",1461000,"Powiat m.Ostrołęka",2017,4598
"67614",1462000,"Powiat m.Płock",2017,6494
"67615",1463000,"Powiat m.Radom",2017,3954
"67616",1464000,"Powiat m.Siedlce",2017,11099
"67617",1465000,"Powiat m. st. Warszawa",2017,20516
"67618",1601000,"Powiat brzeski",2017,4552
"67619",1602000,"Powiat głubczycki",2017,2713
"67620",1603000,"Powiat kędzierzyńsko-kozielski",2017,3619
"67621",1604000,"Powiat kluczborski",2017,6545
"67622",1605000,"Powiat krapkowicki",2017,6532
"67623",1606000,"Powiat namysłowski",2017,4054
"67624",1607000,"Powiat nyski",2017,21652
"67625",1608000,"Powiat oleski",2017,3534
"67626",1609000,"Powiat opolski",2017,6133
"67627",1610000,"Powiat prudnicki",2017,4540
"67628",1611000,"Powiat strzelecki",2017,6527
"67629",1661000,"Powiat m.Opole",2017,11767
"67630",1801000,"Powiat bieszczadzki",2017,147172
"67631",1802000,"Powiat brzozowski",2017,2612
"67632",1803000,"Powiat dębicki",2017,4881
"67633",1804000,"Powiat jarosławski",2017,6722
"67634",1805000,"Powiat jasielski",2017,1895
"67635",1806000,"Powiat kolbuszowski",2017,2644
"67636",1807000,"Powiat krośnieński",2017,49158
"67637",1808000,"Powiat leżajski",2017,2837
"67638",1809000,"Powiat lubaczowski",2017,35087
"67639",1810000,"Powiat łańcucki",2017,6698
"67640",1811000,"Powiat mielecki",2017,3868
"67641",1812000,"Powiat niżański",2017,3601
"67642",1813000,"Powiat przemyski",2017,6387
"67643",1814000,"Powiat przeworski",2017,3203
"67644",1815000,"Powiat ropczycko-sędziszowski",2017,6214
"67645",1816000,"Powiat rzeszowski",2017,7452
"67646",1817000,"Powiat sanocki",2017,11922
"67647",1818000,"Powiat stalowowolski",2017,5245
"67648",1819000,"Powiat strzyżowski",2017,2355
"67649",1820000,"Powiat tarnobrzeski",2017,6441
"67650",1821000,"Powiat leski",2017,290605
"67651",1861000,"Powiat m.Krosno",2017,9092
"67652",1862000,"Powiat m.Przemyśl",2017,11377
"67653",1863000,"Powiat m.Rzeszów",2017,14847
"67654",1864000,"Powiat m.Tarnobrzeg",2017,5134
"67655",2001000,"Powiat augustowski",2017,35985
"67656",2002000,"Powiat białostocki",2017,7588
"67657",2003000,"Powiat bielski",2017,4509
"67658",2004000,"Powiat grajewski",2017,9419
"67659",2005000,"Powiat hajnowski",2017,24889
"67660",2006000,"Powiat kolneński",2017,604
"67661",2007000,"Powiat łomżyński",2017,5128
"67662",2008000,"Powiat moniecki",2017,1862
"67663",2009000,"Powiat sejneński",2017,21832
"67664",2010000,"Powiat siemiatycki",2017,7056
"67665",2011000,"Powiat sokólski",2017,2374
"67666",2012000,"Powiat suwalski",2017,13458
"67667",2013000,"Powiat wysokomazowiecki",2017,2595
"67668",2014000,"Powiat zambrowski",2017,747
"67669",2061000,"Powiat m.Białystok",2017,7504
"67670",2062000,"Powiat m.Łomża",2017,2916
"67671",2063000,"Powiat m.Suwałki",2017,12347
"67672",2201000,"Powiat bytowski",2017,8111
"67673",2202000,"Powiat chojnicki",2017,13893
"67674",2203000,"Powiat człuchowski",2017,19595
"67675",2204000,"Powiat gdański",2017,14394
"67676",2205000,"Powiat kartuski",2017,12128
"67677",2206000,"Powiat kościerski",2017,44576
"67678",2207000,"Powiat kwidzyński",2017,4411
"67679",2208000,"Powiat lęborski",2017,87914
"67680",2209000,"Powiat malborski",2017,8916
"67681",2210000,"Powiat nowodworski",2017,234634
"67682",2211000,"Powiat pucki",2017,195575
"67683",2212000,"Powiat słupski",2017,95900
"67684",2213000,"Powiat starogardzki",2017,6292
"67685",2214000,"Powiat tczewski",2017,5908
"67686",2215000,"Powiat wejherowski",2017,9133
"67687",2216000,"Powiat sztumski",2017,635
"67688",2261000,"Powiat m.Gdańsk",2017,31905
"67689",2262000,"Powiat m.Gdynia",2017,10723
"67690",2263000,"Powiat m.Słupsk",2017,7439
"67691",2264000,"Powiat m.Sopot",2017,171948
"67692",2401000,"Powiat będziński",2017,5582
"67693",2402000,"Powiat bielski",2017,29840
"67694",2403000,"Powiat cieszyński",2017,94783
"67695",2404000,"Powiat częstochowski",2017,1789
"67696",2405000,"Powiat gliwicki",2017,1786
"67697",2406000,"Powiat kłobucki",2017,4031
"67698",2407000,"Powiat lubliniecki",2017,6484
"67699",2408000,"Powiat mikołowski",2017,1780
"67700",2409000,"Powiat myszkowski",2017,4142
"67701",2410000,"Powiat pszczyński",2017,8093
"67702",2411000,"Powiat raciborski",2017,4909
"67703",2412000,"Powiat rybnicki",2017,0
"67704",2413000,"Powiat tarnogórski",2017,4205
"67705",2414000,"Powiat bieruńsko-lędziński",2017,4061
"67706",2415000,"Powiat wodzisławski",2017,2237
"67707",2416000,"Powiat zawierciański",2017,14736
"67708",2417000,"Powiat żywiecki",2017,25741
"67709",2461000,"Powiat m.Bielsko-Biała",2017,10451
"67710",2462000,"Powiat m.Bytom",2017,2666
"67711",2463000,"Powiat m.Chorzów",2017,7284
"67712",2464000,"Powiat m.Częstochowa",2017,10984
"67713",2465000,"Powiat m.Dąbrowa Górnicza",2017,3500
"67714",2466000,"Powiat m.Gliwice",2017,8746
"67715",2467000,"Powiat m.Jastrzębie-Zdrój",2017,0
"67716",2468000,"Powiat m.Jaworzno",2017,6537
"67717",2469000,"Powiat m.Katowice",2017,16626
"67718",2470000,"Powiat m.Mysłowice",2017,0
"67719",2471000,"Powiat m.Piekary Śląskie",2017,6197
"67720",2472000,"Powiat m.Ruda Śląska",2017,1857
"67721",2473000,"Powiat m.Rybnik",2017,2478
"67722",2474000,"Powiat m.Siemianowice Śląskie",2017,0
"67723",2475000,"Powiat m.Sosnowiec",2017,2909
"67724",2476000,"Powiat m.Świętochłowice",2017,0
"67725",2477000,"Powiat m.Tychy",2017,5542
"67726",2478000,"Powiat m.Zabrze",2017,6141
"67727",2479000,"Powiat m.Żory",2017,4524
"67728",2601000,"Powiat buski",2017,101571
"67729",2602000,"Powiat jędrzejowski",2017,3669
"67730",2603000,"Powiat kazimierski",2017,1595
"67731",2604000,"Powiat kielecki",2017,10253
"67732",2605000,"Powiat konecki",2017,6018
"67733",2606000,"Powiat opatowski",2017,2649
"67734",2607000,"Powiat ostrowiecki",2017,4682
"67735",2608000,"Powiat pińczowski",2017,2440
"67736",2609000,"Powiat sandomierski",2017,9115
"67737",2610000,"Powiat skarżyski",2017,5428
"67738",2611000,"Powiat starachowicki",2017,8625
"67739",2612000,"Powiat staszowski",2017,4829
"67740",2613000,"Powiat włoszczowski",2017,2238
"67741",2661000,"Powiat m.Kielce",2017,12268
"67742",2801000,"Powiat bartoszycki",2017,3850
"67743",2802000,"Powiat braniewski",2017,3484
"67744",2803000,"Powiat działdowski",2017,4521
"67745",2804000,"Powiat elbląski",2017,5391
"67746",2805000,"Powiat ełcki",2017,6396
"67747",2806000,"Powiat giżycki",2017,50784
"67748",2807000,"Powiat iławski",2017,13604
"67749",2808000,"Powiat kętrzyński",2017,3601
"67750",2809000,"Powiat lidzbarski",2017,11204
"67751",2810000,"Powiat mrągowski",2017,110110
"67752",2811000,"Powiat nidzicki",2017,3877
"67753",2812000,"Powiat nowomiejski",2017,2857
"67754",2813000,"Powiat olecki",2017,5721
"67755",2814000,"Powiat olsztyński",2017,24618
"67756",2815000,"Powiat ostródzki",2017,27096
"67757",2816000,"Powiat piski",2017,26807
"67758",2817000,"Powiat szczycieński",2017,16948
"67759",2818000,"Powiat gołdapski",2017,51557
"67760",2819000,"Powiat węgorzewski",2017,19367
"67761",2861000,"Powiat m.Elbląg",2017,9592
"67762",2862000,"Powiat m.Olsztyn",2017,18716
"67763",3001000,"Powiat chodzieski",2017,7589
"67764",3002000,"Powiat czarnkowsko-trzcianecki",2017,3602
"67765",3003000,"Powiat gnieźnieński",2017,10050
"67766",3004000,"Powiat gostyński",2017,2319
"67767",3005000,"Powiat grodziski",2017,7593
"67768",3006000,"Powiat jarociński",2017,9653
"67769",3007000,"Powiat kaliski",2017,3132
"67770",3008000,"Powiat kępiński",2017,903
"67771",3009000,"Powiat kolski",2017,1188
"67772",3010000,"Powiat koniński",2017,14207
"67773",3011000,"Powiat kościański",2017,2808
"67774",3012000,"Powiat krotoszyński",2017,3204
"67775",3013000,"Powiat leszczyński",2017,28391
"67776",3014000,"Powiat międzychodzki",2017,30790
"67777",3015000,"Powiat nowotomyski",2017,9909
"67778",3016000,"Powiat obornicki",2017,4152
"67779",3017000,"Powiat ostrowski",2017,5136
"67780",3018000,"Powiat ostrzeszowski",2017,5190
"67781",3019000,"Powiat pilski",2017,5119
"67782",3020000,"Powiat pleszewski",2017,6616
"67783",3021000,"Powiat poznański",2017,8833
"67784",3022000,"Powiat rawicki",2017,1780
"67785",3023000,"Powiat słupecki",2017,6320
"67786",3024000,"Powiat szamotulski",2017,3966
"67787",3025000,"Powiat średzki",2017,9292
"67788",3026000,"Powiat śremski",2017,4426
"67789",3027000,"Powiat turecki",2017,1215
"67790",3028000,"Powiat wągrowiecki",2017,9332
"67791",3029000,"Powiat wolsztyński",2017,13772
"67792",3030000,"Powiat wrzesiński",2017,5072
"67793",3031000,"Powiat złotowski",2017,3484
"67794",3061000,"Powiat m.Kalisz",2017,3724
"67795",3062000,"Powiat m.Konin",2017,1920
"67796",3063000,"Powiat m.Leszno",2017,3595
"67797",3064000,"Powiat m.Poznań",2017,19447
"67798",3201000,"Powiat białogardzki",2017,2707
"67799",3202000,"Powiat choszczeński",2017,3000
"67800",3203000,"Powiat drawski",2017,21907
"67801",3204000,"Powiat goleniowski",2017,5634
"67802",3205000,"Powiat gryficki",2017,201222
"67803",3206000,"Powiat gryfiński",2017,7682
"67804",3207000,"Powiat kamieński",2017,268599
"67805",3208000,"Powiat kołobrzeski",2017,420539
"67806",3209000,"Powiat koszaliński",2017,178352
"67807",3210000,"Powiat myśliborski",2017,5428
"67808",3211000,"Powiat policki",2017,7681
"67809",3212000,"Powiat pyrzycki",2017,2137
"67810",3213000,"Powiat sławieński",2017,212848
"67811",3214000,"Powiat stargardzki",2017,7096
"67812",3215000,"Powiat szczecinecki",2017,7039
"67813",3216000,"Powiat świdwiński",2017,18544
"67814",3217000,"Powiat wałecki",2017,20023
"67815",3218000,"Powiat łobeski",2017,3493
"67816",3261000,"Powiat m.Koszalin",2017,5985
"67817",3262000,"Powiat m.Szczecin",2017,14747
"67818",3263000,"Powiat m.Świnoujście",2017,240063
"67819",201000,"Powiat bolesławiecki",2018,8313
"67820",202000,"Powiat dzierżoniowski",2018,5948
"67821",203000,"Powiat głogowski",2018,3878
"67822",204000,"Powiat górowski",2018,0
"67823",205000,"Powiat jaworski",2018,11963
"67824",206000,"Powiat jeleniogórski",2018,298093
"67825",207000,"Powiat kamiennogórski",2018,5590
"67826",208000,"Powiat kłodzki",2018,116794
"67827",209000,"Powiat legnicki",2018,6099
"67828",210000,"Powiat lubański",2018,93092
"67829",211000,"Powiat lubiński",2018,6458
"67830",212000,"Powiat lwówecki",2018,12159
"67831",213000,"Powiat milicki",2018,9038
"67832",214000,"Powiat oleśnicki",2018,6140
"67833",215000,"Powiat oławski",2018,7036
"67834",216000,"Powiat polkowicki",2018,0
"67835",217000,"Powiat strzeliński",2018,794
"67836",218000,"Powiat średzki",2018,2727
"67837",219000,"Powiat świdnicki",2018,7780
"67838",220000,"Powiat trzebnicki",2018,3834
"67839",221000,"Powiat wałbrzyski",2018,51763
"67840",222000,"Powiat wołowski",2018,2533
"67841",223000,"Powiat wrocławski",2018,8810
"67842",224000,"Powiat ząbkowicki",2018,11611
"67843",225000,"Powiat zgorzelecki",2018,11361
"67844",226000,"Powiat złotoryjski",2018,3634
"67845",261000,"Powiat m.Jelenia Góra",2018,42434
"67846",262000,"Powiat m.Legnica",2018,9290
"67847",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"67848",264000,"Powiat m.Wrocław",2018,21078
"67849",265000,"Powiat m.Wałbrzych od 2013",2018,8399
"67850",401000,"Powiat aleksandrowski",2018,265534
"67851",402000,"Powiat brodnicki",2018,14840
"67852",403000,"Powiat bydgoski",2018,8707
"67853",404000,"Powiat chełmiński",2018,3107
"67854",405000,"Powiat golubsko-dobrzyński",2018,8623
"67855",406000,"Powiat grudziądzki",2018,3524
"67856",407000,"Powiat inowrocławski",2018,40070
"67857",408000,"Powiat lipnowski",2018,3600
"67858",409000,"Powiat mogileński",2018,3493
"67859",410000,"Powiat nakielski",2018,1445
"67860",411000,"Powiat radziejowski",2018,1693
"67861",412000,"Powiat rypiński",2018,0
"67862",413000,"Powiat sępoleński",2018,7363
"67863",414000,"Powiat świecki",2018,7490
"67864",415000,"Powiat toruński",2018,8509
"67865",416000,"Powiat tucholski",2018,13157
"67866",417000,"Powiat wąbrzeski",2018,0
"67867",418000,"Powiat włocławski",2018,40705
"67868",419000,"Powiat żniński",2018,17959
"67869",461000,"Powiat m.Bydgoszcz",2018,9820
"67870",462000,"Powiat m.Grudziądz",2018,9990
"67871",463000,"Powiat m.Toruń",2018,22713
"67872",464000,"Powiat m.Włocławek",2018,5914
"67873",601000,"Powiat bialski",2018,9975
"67874",602000,"Powiat biłgorajski",2018,2212
"67875",603000,"Powiat chełmski",2018,151
"67876",604000,"Powiat hrubieszowski",2018,2781
"67877",605000,"Powiat janowski",2018,11024
"67878",606000,"Powiat krasnostawski",2018,2229
"67879",607000,"Powiat kraśnicki",2018,708
"67880",608000,"Powiat lubartowski",2018,4032
"67881",609000,"Powiat lubelski",2018,4819
"67882",610000,"Powiat łęczyński",2018,3236
"67883",611000,"Powiat łukowski",2018,392
"67884",612000,"Powiat opolski",2018,4917
"67885",613000,"Powiat parczewski",2018,8271
"67886",614000,"Powiat puławski",2018,58665
"67887",615000,"Powiat radzyński",2018,829
"67888",616000,"Powiat rycki",2018,1622
"67889",617000,"Powiat świdnicki",2018,3566
"67890",618000,"Powiat tomaszowski",2018,6213
"67891",619000,"Powiat włodawski",2018,33102
"67892",620000,"Powiat zamojski",2018,16306
"67893",661000,"Powiat m.Biała Podlaska",2018,8063
"67894",662000,"Powiat m.Chełm",2018,5314
"67895",663000,"Powiat m.Lublin",2018,12340
"67896",664000,"Powiat m.Zamość",2018,15979
"67897",801000,"Powiat gorzowski",2018,5060
"67898",802000,"Powiat krośnieński",2018,11526
"67899",803000,"Powiat międzyrzecki",2018,15724
"67900",804000,"Powiat nowosolski",2018,2479
"67901",805000,"Powiat słubicki",2018,30921
"67902",806000,"Powiat strzelecko-drezdenecki",2018,23465
"67903",807000,"Powiat sulęciński",2018,17218
"67904",808000,"Powiat świebodziński",2018,29436
"67905",809000,"Powiat zielonogórski",2018,6991
"67906",810000,"Powiat żagański",2018,4119
"67907",811000,"Powiat żarski",2018,3245
"67908",812000,"Powiat wschowski",2018,23487
"67909",861000,"Powiat m.Gorzów Wielkopolski",2018,6969
"67910",862000,"Powiat m.Zielona Góra",2018,7611
"67911",1001000,"Powiat bełchatowski",2018,10567
"67912",1002000,"Powiat kutnowski",2018,4017
"67913",1003000,"Powiat łaski",2018,6255
"67914",1004000,"Powiat łęczycki",2018,1710
"67915",1005000,"Powiat łowicki",2018,2885
"67916",1006000,"Powiat łódzki wschodni",2018,4002
"67917",1007000,"Powiat opoczyński",2018,967
"67918",1008000,"Powiat pabianicki",2018,7830
"67919",1009000,"Powiat pajęczański",2018,3150
"67920",1010000,"Powiat piotrkowski",2018,13430
"67921",1011000,"Powiat poddębicki",2018,27197
"67922",1012000,"Powiat radomszczański",2018,2255
"67923",1013000,"Powiat rawski",2018,8246
"67924",1014000,"Powiat sieradzki",2018,5439
"67925",1015000,"Powiat skierniewicki",2018,0
"67926",1016000,"Powiat tomaszowski",2018,20912
"67927",1017000,"Powiat wieluński",2018,9715
"67928",1018000,"Powiat wieruszowski",2018,3548
"67929",1019000,"Powiat zduńskowolski",2018,3993
"67930",1020000,"Powiat zgierski",2018,5455
"67931",1021000,"Powiat brzeziński",2018,5290
"67932",1061000,"Powiat m.Łódź",2018,11244
"67933",1062000,"Powiat m.Piotrków Trybunalski",2018,5806
"67934",1063000,"Powiat m.Skierniewice",2018,0
"67935",1201000,"Powiat bocheński",2018,9582
"67936",1202000,"Powiat brzeski",2018,3643
"67937",1203000,"Powiat chrzanowski",2018,742
"67938",1204000,"Powiat dąbrowski",2018,973
"67939",1205000,"Powiat gorlicki",2018,19151
"67940",1206000,"Powiat krakowski",2018,5879
"67941",1207000,"Powiat limanowski",2018,8369
"67942",1208000,"Powiat miechowski",2018,10263
"67943",1209000,"Powiat myślenicki",2018,4980
"67944",1210000,"Powiat nowosądecki",2018,95942
"67945",1211000,"Powiat nowotarski",2018,52686
"67946",1212000,"Powiat olkuski",2018,3001
"67947",1213000,"Powiat oświęcimski",2018,6998
"67948",1214000,"Powiat proszowicki",2018,2657
"67949",1215000,"Powiat suski",2018,21579
"67950",1216000,"Powiat tarnowski",2018,3861
"67951",1217000,"Powiat tatrzański",2018,429782
"67952",1218000,"Powiat wadowicki",2018,13393
"67953",1219000,"Powiat wielicki",2018,13441
"67954",1261000,"Powiat m.Kraków",2018,33748
"67955",1262000,"Powiat m.Nowy Sącz",2018,6374
"67956",1263000,"Powiat m.Tarnów",2018,6541
"67957",1401000,"Powiat białobrzeski",2018,4683
"67958",1402000,"Powiat ciechanowski",2018,5212
"67959",1403000,"Powiat garwoliński",2018,8835
"67960",1404000,"Powiat gostyniński",2018,2082
"67961",1405000,"Powiat grodziski",2018,6561
"67962",1406000,"Powiat grójecki",2018,4415
"67963",1407000,"Powiat kozienicki",2018,7983
"67964",1408000,"Powiat legionowski",2018,37271
"67965",1409000,"Powiat lipski",2018,0
"67966",1410000,"Powiat łosicki",2018,7542
"67967",1411000,"Powiat makowski",2018,2771
"67968",1412000,"Powiat miński",2018,4900
"67969",1413000,"Powiat mławski",2018,3945
"67970",1414000,"Powiat nowodworski",2018,6133
"67971",1415000,"Powiat ostrołęcki",2018,1835
"67972",1416000,"Powiat ostrowski",2018,3268
"67973",1417000,"Powiat otwocki",2018,9717
"67974",1418000,"Powiat piaseczyński",2018,10403
"67975",1419000,"Powiat płocki",2018,5102
"67976",1420000,"Powiat płoński",2018,5404
