"","Kod","Nazwa","rok","Gestosc_zaludnienia_oraz_wskazniki_ludnosc_na_1_km2_osoba"
"5736",221000,"Powiat wałbrzyski",2017,131
"5737",222000,"Powiat wołowski",2017,70
"5738",223000,"Powiat wrocławski",2017,126
"5739",224000,"Powiat ząbkowicki",2017,82
"5740",225000,"Powiat zgorzelecki",2017,108
"5741",226000,"Powiat złotoryjski",2017,77
"5742",261000,"Powiat m.Jelenia Góra",2017,733
"5743",262000,"Powiat m.Legnica",2017,1782
"5744",263000,"Powiat m.Wałbrzych do 2002",2017,NA
"5745",264000,"Powiat m.Wrocław",2017,2181
"5746",265000,"Powiat m.Wałbrzych od 2013",2017,1341
"5747",401000,"Powiat aleksandrowski",2017,117
"5748",402000,"Powiat brodnicki",2017,76
"5749",403000,"Powiat bydgoski",2017,83
"5750",404000,"Powiat chełmiński",2017,99
"5751",405000,"Powiat golubsko-dobrzyński",2017,74
"5752",406000,"Powiat grudziądzki",2017,55
"5753",407000,"Powiat inowrocławski",2017,132
"5754",408000,"Powiat lipnowski",2017,65
"5755",409000,"Powiat mogileński",2017,68
"5756",410000,"Powiat nakielski",2017,77
"5757",411000,"Powiat radziejowski",2017,67
"5758",412000,"Powiat rypiński",2017,75
"5759",413000,"Powiat sępoleński",2017,52
"5760",414000,"Powiat świecki",2017,67
"5761",415000,"Powiat toruński",2017,86
"5762",416000,"Powiat tucholski",2017,45
"5763",417000,"Powiat wąbrzeski",2017,69
"5764",418000,"Powiat włocławski",2017,59
"5765",419000,"Powiat żniński",2017,72
"5766",461000,"Powiat m.Bydgoszcz",2017,2002
"5767",462000,"Powiat m.Grudziądz",2017,1656
"5768",463000,"Powiat m.Toruń",2017,1750
"5769",464000,"Powiat m.Włocławek",2017,1325
"5770",601000,"Powiat bialski",2017,41
"5771",602000,"Powiat biłgorajski",2017,61
"5772",603000,"Powiat chełmski",2017,42
"5773",604000,"Powiat hrubieszowski",2017,51
"5774",605000,"Powiat janowski",2017,53
"5775",606000,"Powiat krasnostawski",2017,62
"5776",607000,"Powiat kraśnicki",2017,96
"5777",608000,"Powiat lubartowski",2017,69
"5778",609000,"Powiat lubelski",2017,91
"5779",610000,"Powiat łęczyński",2017,90
"5780",611000,"Powiat łukowski",2017,77
"5781",612000,"Powiat opolski",2017,74
"5782",613000,"Powiat parczewski",2017,37
"5783",614000,"Powiat puławski",2017,122
"5784",615000,"Powiat radzyński",2017,62
"5785",616000,"Powiat rycki",2017,92
"5786",617000,"Powiat świdnicki",2017,155
"5787",618000,"Powiat tomaszowski",2017,57
"5788",619000,"Powiat włodawski",2017,31
"5789",620000,"Powiat zamojski",2017,58
"5790",661000,"Powiat m.Biała Podlaska",2017,1165
"5791",662000,"Powiat m.Chełm",2017,1795
"5792",663000,"Powiat m.Lublin",2017,2305
"5793",664000,"Powiat m.Zamość",2017,2121
"5794",801000,"Powiat gorzowski",2017,59
"5795",802000,"Powiat krośnieński",2017,40
"5796",803000,"Powiat międzyrzecki",2017,42
"5797",804000,"Powiat nowosolski",2017,113
"5798",805000,"Powiat słubicki",2017,47
"5799",806000,"Powiat strzelecko-drezdenecki",2017,40
"5800",807000,"Powiat sulęciński",2017,30
"5801",808000,"Powiat świebodziński",2017,60
"5802",809000,"Powiat zielonogórski",2017,56
"5803",810000,"Powiat żagański",2017,71
"5804",811000,"Powiat żarski",2017,70
"5805",812000,"Powiat wschowski",2017,63
"5806",861000,"Powiat m.Gorzów Wielkopolski",2017,1450
"5807",862000,"Powiat m.Zielona Góra",2017,502
"5808",1001000,"Powiat bełchatowski",2017,117
"5809",1002000,"Powiat kutnowski",2017,111
"5810",1003000,"Powiat łaski",2017,81
"5811",1004000,"Powiat łęczycki",2017,65
"5812",1005000,"Powiat łowicki",2017,80
"5813",1006000,"Powiat łódzki wschodni",2017,142
"5814",1007000,"Powiat opoczyński",2017,74
"5815",1008000,"Powiat pabianicki",2017,242
"5816",1009000,"Powiat pajęczański",2017,65
"5817",1010000,"Powiat piotrkowski",2017,64
"5818",1011000,"Powiat poddębicki",2017,47
"5819",1012000,"Powiat radomszczański",2017,79
"5820",1013000,"Powiat rawski",2017,76
"5821",1014000,"Powiat sieradzki",2017,80
"5822",1015000,"Powiat skierniewicki",2017,51
"5823",1016000,"Powiat tomaszowski",2017,115
"5824",1017000,"Powiat wieluński",2017,83
"5825",1018000,"Powiat wieruszowski",2017,73
"5826",1019000,"Powiat zduńskowolski",2017,182
"5827",1020000,"Powiat zgierski",2017,194
"5828",1021000,"Powiat brzeziński",2017,86
"5829",1061000,"Powiat m.Łódź",2017,2354
"5830",1062000,"Powiat m.Piotrków Trybunalski",2017,1105
"5831",1063000,"Powiat m.Skierniewice",2017,1396
"5832",1201000,"Powiat bocheński",2017,164
"5833",1202000,"Powiat brzeski",2017,158
"5834",1203000,"Powiat chrzanowski",2017,340
"5835",1204000,"Powiat dąbrowski",2017,112
"5836",1205000,"Powiat gorlicki",2017,113
"5837",1206000,"Powiat krakowski",2017,223
"5838",1207000,"Powiat limanowski",2017,138
"5839",1208000,"Powiat miechowski",2017,73
"5840",1209000,"Powiat myślenicki",2017,188
"5841",1210000,"Powiat nowosądecki",2017,139
"5842",1211000,"Powiat nowotarski",2017,130
"5843",1212000,"Powiat olkuski",2017,182
"5844",1213000,"Powiat oświęcimski",2017,380
"5845",1214000,"Powiat proszowicki",2017,105
"5846",1215000,"Powiat suski",2017,123
"5847",1216000,"Powiat tarnowski",2017,143
"5848",1217000,"Powiat tatrzański",2017,144
"5849",1218000,"Powiat wadowicki",2017,248
"5850",1219000,"Powiat wielicki",2017,305
"5851",1261000,"Powiat m.Kraków",2017,2348
"5852",1262000,"Powiat m.Nowy Sącz",2017,1460
"5853",1263000,"Powiat m.Tarnów",2017,1515
"5854",1401000,"Powiat białobrzeski",2017,52
"5855",1402000,"Powiat ciechanowski",2017,85
"5856",1403000,"Powiat garwoliński",2017,85
"5857",1404000,"Powiat gostyniński",2017,74
"5858",1405000,"Powiat grodziski",2017,253
"5859",1406000,"Powiat grójecki",2017,78
"5860",1407000,"Powiat kozienicki",2017,66
"5861",1408000,"Powiat legionowski",2017,295
"5862",1409000,"Powiat lipski",2017,47
"5863",1410000,"Powiat łosicki",2017,41
"5864",1411000,"Powiat makowski",2017,43
"5865",1412000,"Powiat miński",2017,131
"5866",1413000,"Powiat mławski",2017,62
"5867",1414000,"Powiat nowodworski",2017,114
"5868",1415000,"Powiat ostrołęcki",2017,42
"5869",1416000,"Powiat ostrowski",2017,60
"5870",1417000,"Powiat otwocki",2017,201
"5871",1418000,"Powiat piaseczyński",2017,293
"5872",1419000,"Powiat płocki",2017,62
"5873",1420000,"Powiat płoński",2017,64
"5874",1421000,"Powiat pruszkowski",2017,661
"5875",1422000,"Powiat przasnyski",2017,43
"5876",1423000,"Powiat przysuski",2017,53
"5877",1424000,"Powiat pułtuski",2017,63
"5878",1425000,"Powiat radomski",2017,99
"5879",1426000,"Powiat siedlecki",2017,51
"5880",1427000,"Powiat sierpecki",2017,62
"5881",1428000,"Powiat sochaczewski",2017,116
"5882",1429000,"Powiat sokołowski",2017,48
"5883",1430000,"Powiat szydłowiecki",2017,88
"5884",1432000,"Powiat warszawski zachodni",2017,216
"5885",1433000,"Powiat węgrowski",2017,54
"5886",1434000,"Powiat wołomiński",2017,254
"5887",1435000,"Powiat wyszkowski",2017,84
"5888",1436000,"Powiat zwoleński",2017,64
"5889",1437000,"Powiat żuromiński",2017,49
"5890",1438000,"Powiat żyrardowski",2017,143
"5891",1461000,"Powiat m.Ostrołęka",2017,1824
"5892",1462000,"Powiat m.Płock",2017,1372
"5893",1463000,"Powiat m.Radom",2017,1919
"5894",1464000,"Powiat m.Siedlce",2017,2437
"5895",1465000,"Powiat m. st. Warszawa",2017,3412
"5896",1601000,"Powiat brzeski",2017,103
"5897",1602000,"Powiat głubczycki",2017,69
"5898",1603000,"Powiat kędzierzyńsko-kozielski",2017,152
"5899",1604000,"Powiat kluczborski",2017,78
"5900",1605000,"Powiat krapkowicki",2017,145
"5901",1606000,"Powiat namysłowski",2017,57
"5902",1607000,"Powiat nyski",2017,113
"5903",1608000,"Powiat oleski",2017,67
"5904",1609000,"Powiat opolski",2017,81
"5905",1610000,"Powiat prudnicki",2017,98
"5906",1611000,"Powiat strzelecki",2017,101
"5907",1661000,"Powiat m.Opole",2017,861
"5908",1801000,"Powiat bieszczadzki",2017,19
"5909",1802000,"Powiat brzozowski",2017,122
"5910",1803000,"Powiat dębicki",2017,174
"5911",1804000,"Powiat jarosławski",2017,118
"5912",1805000,"Powiat jasielski",2017,137
"5913",1806000,"Powiat kolbuszowski",2017,81
"5914",1807000,"Powiat krośnieński",2017,113
"5915",1808000,"Powiat leżajski",2017,119
"5916",1809000,"Powiat lubaczowski",2017,43
"5917",1810000,"Powiat łańcucki",2017,179
"5918",1811000,"Powiat mielecki",2017,155
"5919",1812000,"Powiat niżański",2017,85
"5920",1813000,"Powiat przemyski",2017,61
"5921",1814000,"Powiat przeworski",2017,113
"5922",1815000,"Powiat ropczycko-sędziszowski",2017,135
"5923",1816000,"Powiat rzeszowski",2017,147
"5924",1817000,"Powiat sanocki",2017,82
"5925",1818000,"Powiat stalowowolski",2017,129
"5926",1819000,"Powiat strzyżowski",2017,123
"5927",1820000,"Powiat tarnobrzeski",2017,102
"5928",1821000,"Powiat leski",2017,32
"5929",1861000,"Powiat m.Krosno",2017,1071
"5930",1862000,"Powiat m.Przemyśl",2017,1339
"5931",1863000,"Powiat m.Rzeszów",2017,1575
"5932",1864000,"Powiat m.Tarnobrzeg",2017,555
"5933",2001000,"Powiat augustowski",2017,35
"5934",2002000,"Powiat białostocki",2017,49
"5935",2003000,"Powiat bielski",2017,40
"5936",2004000,"Powiat grajewski",2017,49
"5937",2005000,"Powiat hajnowski",2017,27
"5938",2006000,"Powiat kolneński",2017,41
"5939",2007000,"Powiat łomżyński",2017,38
"5940",2008000,"Powiat moniecki",2017,30
"5941",2009000,"Powiat sejneński",2017,24
"5942",2010000,"Powiat siemiatycki",2017,31
"5943",2011000,"Powiat sokólski",2017,33
"5944",2012000,"Powiat suwalski",2017,28
"5945",2013000,"Powiat wysokomazowiecki",2017,45
"5946",2014000,"Powiat zambrowski",2017,60
"5947",2061000,"Powiat m.Białystok",2017,2911
"5948",2062000,"Powiat m.Łomża",2017,1931
"5949",2063000,"Powiat m.Suwałki",2017,1062
"5950",2201000,"Powiat bytowski",2017,36
"5951",2202000,"Powiat chojnicki",2017,71
"5952",2203000,"Powiat człuchowski",2017,36
"5953",2204000,"Powiat gdański",2017,144
"5954",2205000,"Powiat kartuski",2017,119
"5955",2206000,"Powiat kościerski",2017,62
"5956",2207000,"Powiat kwidzyński",2017,100
"5957",2208000,"Powiat lęborski",2017,94
"5958",2209000,"Powiat malborski",2017,129
"5959",2210000,"Powiat nowodworski",2017,53
"5960",2211000,"Powiat pucki",2017,148
"5961",2212000,"Powiat słupski",2017,43
"5962",2213000,"Powiat starogardzki",2017,95
"5963",2214000,"Powiat tczewski",2017,166
"5964",2215000,"Powiat wejherowski",2017,166
"5965",2216000,"Powiat sztumski",2017,57
"5966",2261000,"Powiat m.Gdańsk",2017,1772
"5967",2262000,"Powiat m.Gdynia",2017,1823
"5968",2263000,"Powiat m.Słupsk",2017,2120
"5969",2264000,"Powiat m.Sopot",2017,2114
"5970",2401000,"Powiat będziński",2017,410
"5971",2402000,"Powiat bielski",2017,358
"5972",2403000,"Powiat cieszyński",2017,244
"5973",2404000,"Powiat częstochowski",2017,89
"5974",2405000,"Powiat gliwicki",2017,174
"5975",2406000,"Powiat kłobucki",2017,96
"5976",2407000,"Powiat lubliniecki",2017,93
"5977",2408000,"Powiat mikołowski",2017,419
"5978",2409000,"Powiat myszkowski",2017,149
"5979",2410000,"Powiat pszczyński",2017,235
"5980",2411000,"Powiat raciborski",2017,200
"5981",2412000,"Powiat rybnicki",2017,349
"5982",2413000,"Powiat tarnogórski",2017,216
"5983",2414000,"Powiat bieruńsko-lędziński",2017,377
"5984",2415000,"Powiat wodzisławski",2017,550
"5985",2416000,"Powiat zawierciański",2017,119
"5986",2417000,"Powiat żywiecki",2017,147
"5987",2461000,"Powiat m.Bielsko-Biała",2017,1377
"5988",2462000,"Powiat m.Bytom",2017,2425
"5989",2463000,"Powiat m.Chorzów",2017,3280
"5990",2464000,"Powiat m.Częstochowa",2017,1405
"5991",2465000,"Powiat m.Dąbrowa Górnicza",2017,642
"5992",2466000,"Powiat m.Gliwice",2017,1354
"5993",2467000,"Powiat m.Jastrzębie-Zdrój",2017,1050
"5994",2468000,"Powiat m.Jaworzno",2017,604
"5995",2469000,"Powiat m.Katowice",2017,1799
"5996",2470000,"Powiat m.Mysłowice",2017,1138
"5997",2471000,"Powiat m.Piekary Śląskie",2017,1392
"5998",2472000,"Powiat m.Ruda Śląska",2017,1783
"5999",2473000,"Powiat m.Rybnik",2017,938
"6000",2474000,"Powiat m.Siemianowice Śląskie",2017,2648
"6001",2475000,"Powiat m.Sosnowiec",2017,2240
"6002",2476000,"Powiat m.Świętochłowice",2017,3785
"6003",2477000,"Powiat m.Tychy",2017,1567
"6004",2478000,"Powiat m.Zabrze",2017,2169
"6005",2479000,"Powiat m.Żory",2017,963
"6006",2601000,"Powiat buski",2017,75
"6007",2602000,"Powiat jędrzejowski",2017,69
"6008",2603000,"Powiat kazimierski",2017,81
"6009",2604000,"Powiat kielecki",2017,94
"6010",2605000,"Powiat konecki",2017,71
"6011",2606000,"Powiat opatowski",2017,58
"6012",2607000,"Powiat ostrowiecki",2017,180
"6013",2608000,"Powiat pińczowski",2017,64
"6014",2609000,"Powiat sandomierski",2017,116
"6015",2610000,"Powiat skarżyski",2017,191
"6016",2611000,"Powiat starachowicki",2017,174
"6017",2612000,"Powiat staszowski",2017,78
"6018",2613000,"Powiat włoszczowski",2017,50
"6019",2661000,"Powiat m.Kielce",2017,1795
"6020",2801000,"Powiat bartoszycki",2017,45
"6021",2802000,"Powiat braniewski",2017,35
"6022",2803000,"Powiat działdowski",2017,69
"6023",2804000,"Powiat elbląski",2017,41
"6024",2805000,"Powiat ełcki",2017,82
"6025",2806000,"Powiat giżycki",2017,51
"6026",2807000,"Powiat iławski",2017,67
"6027",2808000,"Powiat kętrzyński",2017,52
"6028",2809000,"Powiat lidzbarski",2017,45
"6029",2810000,"Powiat mrągowski",2017,47
"6030",2811000,"Powiat nidzicki",2017,35
"6031",2812000,"Powiat nowomiejski",2017,64
"6032",2813000,"Powiat olecki",2017,40
"6033",2814000,"Powiat olsztyński",2017,44
"6034",2815000,"Powiat ostródzki",2017,60
"6035",2816000,"Powiat piski",2017,32
"6036",2817000,"Powiat szczycieński",2017,36
"6037",2818000,"Powiat gołdapski",2017,35
"6038",2819000,"Powiat węgorzewski",2017,33
"6039",2861000,"Powiat m.Elbląg",2017,1515
"6040",2862000,"Powiat m.Olsztyn",2017,1959
"6041",3001000,"Powiat chodzieski",2017,69
"6042",3002000,"Powiat czarnkowsko-trzcianecki",2017,48
"6043",3003000,"Powiat gnieźnieński",2017,116
"6044",3004000,"Powiat gostyński",2017,94
"6045",3005000,"Powiat grodziski",2017,81
"6046",3006000,"Powiat jarociński",2017,122
"6047",3007000,"Powiat kaliski",2017,72
"6048",3008000,"Powiat kępiński",2017,93
"6049",3009000,"Powiat kolski",2017,87
"6050",3010000,"Powiat koniński",2017,82
"6051",3011000,"Powiat kościański",2017,110
"6052",3012000,"Powiat krotoszyński",2017,109
"6053",3013000,"Powiat leszczyński",2017,69
"6054",3014000,"Powiat międzychodzki",2017,50
"6055",3015000,"Powiat nowotomyski",2017,74
"6056",3016000,"Powiat obornicki",2017,84
"6057",3017000,"Powiat ostrowski",2017,139
"6058",3018000,"Powiat ostrzeszowski",2017,72
"6059",3019000,"Powiat pilski",2017,108
"6060",3020000,"Powiat pleszewski",2017,89
"6061",3021000,"Powiat poznański",2017,201
"6062",3022000,"Powiat rawicki",2017,109
"6063",3023000,"Powiat słupecki",2017,71
"6064",3024000,"Powiat szamotulski",2017,81
"6065",3025000,"Powiat średzki",2017,93
"6066",3026000,"Powiat śremski",2017,107
"6067",3027000,"Powiat turecki",2017,91
"6068",3028000,"Powiat wągrowiecki",2017,68
"6069",3029000,"Powiat wolsztyński",2017,84
"6070",3030000,"Powiat wrzesiński",2017,110
"6071",3031000,"Powiat złotowski",2017,42
"6072",3061000,"Powiat m.Kalisz",2017,1464
"6073",3062000,"Powiat m.Konin",2017,910
"6074",3063000,"Powiat m.Leszno",2017,2015
"6075",3064000,"Powiat m.Poznań",2017,2057
"6076",3201000,"Powiat białogardzki",2017,57
"6077",3202000,"Powiat choszczeński",2017,37
"6078",3203000,"Powiat drawski",2017,33
"6079",3204000,"Powiat goleniowski",2017,51
"6080",3205000,"Powiat gryficki",2017,60
"6081",3206000,"Powiat gryfiński",2017,44
"6082",3207000,"Powiat kamieński",2017,47
"6083",3208000,"Powiat kołobrzeski",2017,110
"6084",3209000,"Powiat koszaliński",2017,40
"6085",3210000,"Powiat myśliborski",2017,56
"6086",3211000,"Powiat policki",2017,118
"6087",3212000,"Powiat pyrzycki",2017,55
"6088",3213000,"Powiat sławieński",2017,54
"6089",3214000,"Powiat stargardzki",2017,79
"6090",3215000,"Powiat szczecinecki",2017,44
"6091",3216000,"Powiat świdwiński",2017,44
"6092",3217000,"Powiat wałecki",2017,38
"6093",3218000,"Powiat łobeski",2017,35
"6094",3261000,"Powiat m.Koszalin",2017,1095
"6095",3262000,"Powiat m.Szczecin",2017,1344
"6096",3263000,"Powiat m.Świnoujście",2017,208
"6097",201000,"Powiat bolesławiecki",2018,69
"6098",202000,"Powiat dzierżoniowski",2018,212
"6099",203000,"Powiat głogowski",2018,202
"6100",204000,"Powiat górowski",2018,48
"6101",205000,"Powiat jaworski",2018,87
"6102",206000,"Powiat jeleniogórski",2018,102
"6103",207000,"Powiat kamiennogórski",2018,110
"6104",208000,"Powiat kłodzki",2018,97
"6105",209000,"Powiat legnicki",2018,74
"6106",210000,"Powiat lubański",2018,128
"6107",211000,"Powiat lubiński",2018,149
"6108",212000,"Powiat lwówecki",2018,65
"6109",213000,"Powiat milicki",2018,52
"6110",214000,"Powiat oleśnicki",2018,102
"6111",215000,"Powiat oławski",2018,146
"6112",216000,"Powiat polkowicki",2018,81
"6113",217000,"Powiat strzeliński",2018,70
"6114",218000,"Powiat średzki",2018,77
"6115",219000,"Powiat świdnicki",2018,213
"6116",220000,"Powiat trzebnicki",2018,83
"6117",221000,"Powiat wałbrzyski",2018,130
"6118",222000,"Powiat wołowski",2018,70
"6119",223000,"Powiat wrocławski",2018,131
"6120",224000,"Powiat ząbkowicki",2018,82
"6121",225000,"Powiat zgorzelecki",2018,107
"6122",226000,"Powiat złotoryjski",2018,76
"6123",261000,"Powiat m.Jelenia Góra",2018,728
"6124",262000,"Powiat m.Legnica",2018,1772
"6125",263000,"Powiat m.Wałbrzych do 2002",2018,NA
"6126",264000,"Powiat m.Wrocław",2018,2188
"6127",265000,"Powiat m.Wałbrzych od 2013",2018,1329
"6128",401000,"Powiat aleksandrowski",2018,116
"6129",402000,"Powiat brodnicki",2018,76
"6130",403000,"Powiat bydgoski",2018,84
"6131",404000,"Powiat chełmiński",2018,99
"6132",405000,"Powiat golubsko-dobrzyński",2018,74
"6133",406000,"Powiat grudziądzki",2018,55
"6134",407000,"Powiat inowrocławski",2018,131
"6135",408000,"Powiat lipnowski",2018,65
"6136",409000,"Powiat mogileński",2018,68
"6137",410000,"Powiat nakielski",2018,77
"6138",411000,"Powiat radziejowski",2018,67
"6139",412000,"Powiat rypiński",2018,75
"6140",413000,"Powiat sępoleński",2018,52
"6141",414000,"Powiat świecki",2018,67
"6142",415000,"Powiat toruński",2018,87
"6143",416000,"Powiat tucholski",2018,45
"6144",417000,"Powiat wąbrzeski",2018,69
"6145",418000,"Powiat włocławski",2018,59
"6146",419000,"Powiat żniński",2018,72
"6147",461000,"Powiat m.Bydgoszcz",2018,1990
"6148",462000,"Powiat m.Grudziądz",2018,1646
"6149",463000,"Powiat m.Toruń",2018,1746
"6150",464000,"Powiat m.Włocławek",2018,1314
"6151",601000,"Powiat bialski",2018,40
"6152",602000,"Powiat biłgorajski",2018,60
"6153",603000,"Powiat chełmski",2018,41
"6154",604000,"Powiat hrubieszowski",2018,50
"6155",605000,"Powiat janowski",2018,53
"6156",606000,"Powiat krasnostawski",2018,62
"6157",607000,"Powiat kraśnicki",2018,96
"6158",608000,"Powiat lubartowski",2018,69
"6159",609000,"Powiat lubelski",2018,92
"6160",610000,"Powiat łęczyński",2018,90
"6161",611000,"Powiat łukowski",2018,77
"6162",612000,"Powiat opolski",2018,74
"6163",613000,"Powiat parczewski",2018,37
"6164",614000,"Powiat puławski",2018,122
"6165",615000,"Powiat radzyński",2018,61
"6166",616000,"Powiat rycki",2018,91
"6167",617000,"Powiat świdnicki",2018,154
"6168",618000,"Powiat tomaszowski",2018,56
"6169",619000,"Powiat włodawski",2018,31
"6170",620000,"Powiat zamojski",2018,57
"6171",661000,"Powiat m.Biała Podlaska",2018,1161
"6172",662000,"Powiat m.Chełm",2018,1776
"6173",663000,"Powiat m.Lublin",2018,2303
"6174",664000,"Powiat m.Zamość",2018,2103
"6175",801000,"Powiat gorzowski",2018,59
"6176",802000,"Powiat krośnieński",2018,40
"6177",803000,"Powiat międzyrzecki",2018,42
"6178",804000,"Powiat nowosolski",2018,112
"6179",805000,"Powiat słubicki",2018,47
"6180",806000,"Powiat strzelecko-drezdenecki",2018,40
"6181",807000,"Powiat sulęciński",2018,30
"6182",808000,"Powiat świebodziński",2018,60
"6183",809000,"Powiat zielonogórski",2018,56
"6184",810000,"Powiat żagański",2018,70
"6185",811000,"Powiat żarski",2018,70
"6186",812000,"Powiat wschowski",2018,63
"6187",861000,"Powiat m.Gorzów Wielkopolski",2018,1446
"6188",862000,"Powiat m.Zielona Góra",2018,504
"6189",1001000,"Powiat bełchatowski",2018,117
"6190",1002000,"Powiat kutnowski",2018,110
"6191",1003000,"Powiat łaski",2018,81
"6192",1004000,"Powiat łęczycki",2018,65
"6193",1005000,"Powiat łowicki",2018,80
"6194",1006000,"Powiat łódzki wschodni",2018,143
"6195",1007000,"Powiat opoczyński",2018,74
"6196",1008000,"Powiat pabianicki",2018,242
"6197",1009000,"Powiat pajęczański",2018,64
"6198",1010000,"Powiat piotrkowski",2018,64
"6199",1011000,"Powiat poddębicki",2018,47
"6200",1012000,"Powiat radomszczański",2018,79
"6201",1013000,"Powiat rawski",2018,76
"6202",1014000,"Powiat sieradzki",2018,79
"6203",1015000,"Powiat skierniewicki",2018,51
"6204",1016000,"Powiat tomaszowski",2018,114
"6205",1017000,"Powiat wieluński",2018,83
"6206",1018000,"Powiat wieruszowski",2018,73
"6207",1019000,"Powiat zduńskowolski",2018,181
"6208",1020000,"Powiat zgierski",2018,194
"6209",1021000,"Powiat brzeziński",2018,86
"6210",1061000,"Powiat m.Łódź",2018,2337
"6211",1062000,"Powiat m.Piotrków Trybunalski",2018,1096
"6212",1063000,"Powiat m.Skierniewice",2018,1392
"6213",1201000,"Powiat bocheński",2018,164
"6214",1202000,"Powiat brzeski",2018,158
"6215",1203000,"Powiat chrzanowski",2018,339
"6216",1204000,"Powiat dąbrowski",2018,112
"6217",1205000,"Powiat gorlicki",2018,113
"6218",1206000,"Powiat krakowski",2018,225
"6219",1207000,"Powiat limanowski",2018,138
"6220",1208000,"Powiat miechowski",2018,73
"6221",1209000,"Powiat myślenicki",2018,189
"6222",1210000,"Powiat nowosądecki",2018,139
"6223",1211000,"Powiat nowotarski",2018,130
"6224",1212000,"Powiat olkuski",2018,181
"6225",1213000,"Powiat oświęcimski",2018,379
"6226",1214000,"Powiat proszowicki",2018,105
"6227",1215000,"Powiat suski",2018,123
"6228",1216000,"Powiat tarnowski",2018,143
"6229",1217000,"Powiat tatrzański",2018,144
"6230",1218000,"Powiat wadowicki",2018,248
"6231",1219000,"Powiat wielicki",2018,309
"6232",1261000,"Powiat m.Kraków",2018,2359
"6233",1262000,"Powiat m.Nowy Sącz",2018,1457
"6234",1263000,"Powiat m.Tarnów",2018,1507
"6235",1401000,"Powiat białobrzeski",2018,52
"6236",1402000,"Powiat ciechanowski",2018,85
"6237",1403000,"Powiat garwoliński",2018,85
"6238",1404000,"Powiat gostyniński",2018,74
"6239",1405000,"Powiat grodziski",2018,256
"6240",1406000,"Powiat grójecki",2018,78
"6241",1407000,"Powiat kozienicki",2018,66
"6242",1408000,"Powiat legionowski",2018,299
"6243",1409000,"Powiat lipski",2018,46
"6244",1410000,"Powiat łosicki",2018,40
"6245",1411000,"Powiat makowski",2018,43
"6246",1412000,"Powiat miński",2018,132
"6247",1413000,"Powiat mławski",2018,62
"6248",1414000,"Powiat nowodworski",2018,114
"6249",1415000,"Powiat ostrołęcki",2018,42
"6250",1416000,"Powiat ostrowski",2018,60
"6251",1417000,"Powiat otwocki",2018,201
"6252",1418000,"Powiat piaseczyński",2018,298
"6253",1419000,"Powiat płocki",2018,62
"6254",1420000,"Powiat płoński",2018,63
"6255",1421000,"Powiat pruszkowski",2018,667
"6256",1422000,"Powiat przasnyski",2018,43
"6257",1423000,"Powiat przysuski",2018,52
"6258",1424000,"Powiat pułtuski",2018,63
"6259",1425000,"Powiat radomski",2018,99
"6260",1426000,"Powiat siedlecki",2018,51
"6261",1427000,"Powiat sierpecki",2018,61
"6262",1428000,"Powiat sochaczewski",2018,116
"6263",1429000,"Powiat sokołowski",2018,48
"6264",1430000,"Powiat szydłowiecki",2018,88
"6265",1432000,"Powiat warszawski zachodni",2018,219
"6266",1433000,"Powiat węgrowski",2018,54
"6267",1434000,"Powiat wołomiński",2018,257
"6268",1435000,"Powiat wyszkowski",2018,85
"6269",1436000,"Powiat zwoleński",2018,63
"6270",1437000,"Powiat żuromiński",2018,48
"6271",1438000,"Powiat żyrardowski",2018,142
"6272",1461000,"Powiat m.Ostrołęka",2018,1562
"6273",1462000,"Powiat m.Płock",2018,1363
"6274",1463000,"Powiat m.Radom",2018,1905
"6275",1464000,"Powiat m.Siedlce",2018,2444
"6276",1465000,"Powiat m. st. Warszawa",2018,3437
"6277",1601000,"Powiat brzeski",2018,103
"6278",1602000,"Powiat głubczycki",2018,68
"6279",1603000,"Powiat kędzierzyńsko-kozielski",2018,151
"6280",1604000,"Powiat kluczborski",2018,77
"6281",1605000,"Powiat krapkowicki",2018,145
"6282",1606000,"Powiat namysłowski",2018,57
"6283",1607000,"Powiat nyski",2018,112
"6284",1608000,"Powiat oleski",2018,66
"6285",1609000,"Powiat opolski",2018,81
"6286",1610000,"Powiat prudnicki",2018,97
"6287",1611000,"Powiat strzelecki",2018,100
"6288",1661000,"Powiat m.Opole",2018,861
"6289",1801000,"Powiat bieszczadzki",2018,19
"6290",1802000,"Powiat brzozowski",2018,122
"6291",1803000,"Powiat dębicki",2018,174
"6292",1804000,"Powiat jarosławski",2018,117
"6293",1805000,"Powiat jasielski",2018,137
"6294",1806000,"Powiat kolbuszowski",2018,81
"6295",1807000,"Powiat krośnieński",2018,113
"6296",1808000,"Powiat leżajski",2018,119
"6297",1809000,"Powiat lubaczowski",2018,43
"6298",1810000,"Powiat łańcucki",2018,179
"6299",1811000,"Powiat mielecki",2018,155
"6300",1812000,"Powiat niżański",2018,85
"6301",1813000,"Powiat przemyski",2018,61
"6302",1814000,"Powiat przeworski",2018,112
"6303",1815000,"Powiat ropczycko-sędziszowski",2018,136
"6304",1816000,"Powiat rzeszowski",2018,148
"6305",1817000,"Powiat sanocki",2018,82
"6306",1818000,"Powiat stalowowolski",2018,128
"6307",1819000,"Powiat strzyżowski",2018,122
"6308",1820000,"Powiat tarnobrzeski",2018,102
"6309",1821000,"Powiat leski",2018,32
