"","Kod","Nazwa","rok","BEZROBOCIE_ogolem_w_proc_bezrobotnych_ogolem_proc"
"11857",664000,"Powiat m.Zamość",2017,48.2
"11858",801000,"Powiat gorzowski",2017,33.2
"11859",802000,"Powiat krośnieński",2017,32.8
"11860",803000,"Powiat międzyrzecki",2017,41.3
"11861",804000,"Powiat nowosolski",2017,36.3
"11862",805000,"Powiat słubicki",2017,21.5
"11863",806000,"Powiat strzelecko-drezdenecki",2017,31.1
"11864",807000,"Powiat sulęciński",2017,32.2
"11865",808000,"Powiat świebodziński",2017,30.8
"11866",809000,"Powiat zielonogórski",2017,34.7
"11867",810000,"Powiat żagański",2017,27.4
"11868",811000,"Powiat żarski",2017,30.5
"11869",812000,"Powiat wschowski",2017,39.9
"11870",861000,"Powiat m.Gorzów Wielkopolski",2017,22.1
"11871",862000,"Powiat m.Zielona Góra",2017,20.9
"11872",1001000,"Powiat bełchatowski",2017,39.3
"11873",1002000,"Powiat kutnowski",2017,46.8
"11874",1003000,"Powiat łaski",2017,41.7
"11875",1004000,"Powiat łęczycki",2017,51.3
"11876",1005000,"Powiat łowicki",2017,46.1
"11877",1006000,"Powiat łódzki wschodni",2017,45.7
"11878",1007000,"Powiat opoczyński",2017,22.2
"11879",1008000,"Powiat pabianicki",2017,35.4
"11880",1009000,"Powiat pajęczański",2017,38.4
"11881",1010000,"Powiat piotrkowski",2017,36.2
"11882",1011000,"Powiat poddębicki",2017,47.3
"11883",1012000,"Powiat radomszczański",2017,46.8
"11884",1013000,"Powiat rawski",2017,37.2
"11885",1014000,"Powiat sieradzki",2017,33.7
"11886",1015000,"Powiat skierniewicki",2017,44.5
"11887",1016000,"Powiat tomaszowski",2017,34.3
"11888",1017000,"Powiat wieluński",2017,47.1
"11889",1018000,"Powiat wieruszowski",2017,30.6
"11890",1019000,"Powiat zduńskowolski",2017,48.4
"11891",1020000,"Powiat zgierski",2017,35.1
"11892",1021000,"Powiat brzeziński",2017,30.8
"11893",1061000,"Powiat m.Łódź",2017,46.3
"11894",1062000,"Powiat m.Piotrków Trybunalski",2017,37.7
"11895",1063000,"Powiat m.Skierniewice",2017,45.3
"11896",1201000,"Powiat bocheński",2017,44.5
"11897",1202000,"Powiat brzeski",2017,45.6
"11898",1203000,"Powiat chrzanowski",2017,38.6
"11899",1204000,"Powiat dąbrowski",2017,41.5
"11900",1205000,"Powiat gorlicki",2017,37.6
"11901",1206000,"Powiat krakowski",2017,41.3
"11902",1207000,"Powiat limanowski",2017,36.1
"11903",1208000,"Powiat miechowski",2017,48.8
"11904",1209000,"Powiat myślenicki",2017,19.7
"11905",1210000,"Powiat nowosądecki",2017,40.3
"11906",1211000,"Powiat nowotarski",2017,34.7
"11907",1212000,"Powiat olkuski",2017,39.2
"11908",1213000,"Powiat oświęcimski",2017,36.4
"11909",1214000,"Powiat proszowicki",2017,46.8
"11910",1215000,"Powiat suski",2017,21.1
"11911",1216000,"Powiat tarnowski",2017,41.2
"11912",1217000,"Powiat tatrzański",2017,52.4
"11913",1218000,"Powiat wadowicki",2017,33.4
"11914",1219000,"Powiat wielicki",2017,39.8
"11915",1261000,"Powiat m.Kraków",2017,40.9
"11916",1262000,"Powiat m.Nowy Sącz",2017,32
"11917",1263000,"Powiat m.Tarnów",2017,44
"11918",1401000,"Powiat białobrzeski",2017,46.6
"11919",1402000,"Powiat ciechanowski",2017,36.9
"11920",1403000,"Powiat garwoliński",2017,50.3
"11921",1404000,"Powiat gostyniński",2017,48.6
"11922",1405000,"Powiat grodziski",2017,28.4
"11923",1406000,"Powiat grójecki",2017,20.5
"11924",1407000,"Powiat kozienicki",2017,50
"11925",1408000,"Powiat legionowski",2017,37
"11926",1409000,"Powiat lipski",2017,41.1
"11927",1410000,"Powiat łosicki",2017,43.3
"11928",1411000,"Powiat makowski",2017,52.9
"11929",1412000,"Powiat miński",2017,39.9
"11930",1413000,"Powiat mławski",2017,38.6
"11931",1414000,"Powiat nowodworski",2017,38.2
"11932",1415000,"Powiat ostrołęcki",2017,48
"11933",1416000,"Powiat ostrowski",2017,44.1
"11934",1417000,"Powiat otwocki",2017,34.5
"11935",1418000,"Powiat piaseczyński",2017,40
"11936",1419000,"Powiat płocki",2017,42.5
"11937",1420000,"Powiat płoński",2017,44
"11938",1421000,"Powiat pruszkowski",2017,45.3
"11939",1422000,"Powiat przasnyski",2017,45.6
"11940",1423000,"Powiat przysuski",2017,53.8
"11941",1424000,"Powiat pułtuski",2017,45.6
"11942",1425000,"Powiat radomski",2017,49.8
"11943",1426000,"Powiat siedlecki",2017,40.9
"11944",1427000,"Powiat sierpecki",2017,53.3
"11945",1428000,"Powiat sochaczewski",2017,40.4
"11946",1429000,"Powiat sokołowski",2017,39.4
"11947",1430000,"Powiat szydłowiecki",2017,50
"11948",1432000,"Powiat warszawski zachodni",2017,40.8
"11949",1433000,"Powiat węgrowski",2017,50.4
"11950",1434000,"Powiat wołomiński",2017,41.5
"11951",1435000,"Powiat wyszkowski",2017,26.7
"11952",1436000,"Powiat zwoleński",2017,32.1
"11953",1437000,"Powiat żuromiński",2017,46.5
"11954",1438000,"Powiat żyrardowski",2017,53.1
"11955",1461000,"Powiat m.Ostrołęka",2017,54.5
"11956",1462000,"Powiat m.Płock",2017,41.1
"11957",1463000,"Powiat m.Radom",2017,48.4
"11958",1464000,"Powiat m.Siedlce",2017,43.3
"11959",1465000,"Powiat m. st. Warszawa",2017,41.5
"11960",1601000,"Powiat brzeski",2017,38.3
"11961",1602000,"Powiat głubczycki",2017,46.4
"11962",1603000,"Powiat kędzierzyńsko-kozielski",2017,44.2
"11963",1604000,"Powiat kluczborski",2017,40.7
"11964",1605000,"Powiat krapkowicki",2017,44.2
"11965",1606000,"Powiat namysłowski",2017,39.6
"11966",1607000,"Powiat nyski",2017,27.9
"11967",1608000,"Powiat oleski",2017,43.3
"11968",1609000,"Powiat opolski",2017,41.5
"11969",1610000,"Powiat prudnicki",2017,37.7
"11970",1611000,"Powiat strzelecki",2017,30.1
"11971",1661000,"Powiat m.Opole",2017,40.7
"11972",1801000,"Powiat bieszczadzki",2017,48.9
"11973",1802000,"Powiat brzozowski",2017,53.9
"11974",1803000,"Powiat dębicki",2017,41.8
"11975",1804000,"Powiat jarosławski",2017,49.9
"11976",1805000,"Powiat jasielski",2017,48.6
"11977",1806000,"Powiat kolbuszowski",2017,44.9
"11978",1807000,"Powiat krośnieński",2017,38.7
"11979",1808000,"Powiat leżajski",2017,40.7
"11980",1809000,"Powiat lubaczowski",2017,33.5
"11981",1810000,"Powiat łańcucki",2017,44.9
"11982",1811000,"Powiat mielecki",2017,41.3
"11983",1812000,"Powiat niżański",2017,46
"11984",1813000,"Powiat przemyski",2017,48.7
"11985",1814000,"Powiat przeworski",2017,46.2
"11986",1815000,"Powiat ropczycko-sędziszowski",2017,37.9
"11987",1816000,"Powiat rzeszowski",2017,52.4
"11988",1817000,"Powiat sanocki",2017,39.7
"11989",1818000,"Powiat stalowowolski",2017,26.3
"11990",1819000,"Powiat strzyżowski",2017,46.9
"11991",1820000,"Powiat tarnobrzeski",2017,42.3
"11992",1821000,"Powiat leski",2017,45.8
"11993",1861000,"Powiat m.Krosno",2017,34.7
"11994",1862000,"Powiat m.Przemyśl",2017,55.5
"11995",1863000,"Powiat m.Rzeszów",2017,56.4
"11996",1864000,"Powiat m.Tarnobrzeg",2017,44.2
"11997",2001000,"Powiat augustowski",2017,40.7
"11998",2002000,"Powiat białostocki",2017,45
"11999",2003000,"Powiat bielski",2017,43.1
"12000",2004000,"Powiat grajewski",2017,48.5
"12001",2005000,"Powiat hajnowski",2017,41.6
"12002",2006000,"Powiat kolneński",2017,54.7
"12003",2007000,"Powiat łomżyński",2017,43.8
"12004",2008000,"Powiat moniecki",2017,38.9
"12005",2009000,"Powiat sejneński",2017,45.7
"12006",2010000,"Powiat siemiatycki",2017,49.6
"12007",2011000,"Powiat sokólski",2017,53.4
"12008",2012000,"Powiat suwalski",2017,33.9
"12009",2013000,"Powiat wysokomazowiecki",2017,46.8
"12010",2014000,"Powiat zambrowski",2017,46.3
"12011",2061000,"Powiat m.Białystok",2017,45.8
"12012",2062000,"Powiat m.Łomża",2017,39.6
"12013",2063000,"Powiat m.Suwałki",2017,34.8
"12014",2201000,"Powiat bytowski",2017,32.8
"12015",2202000,"Powiat chojnicki",2017,46.1
"12016",2203000,"Powiat człuchowski",2017,38.2
"12017",2204000,"Powiat gdański",2017,42.2
"12018",2205000,"Powiat kartuski",2017,20.8
"12019",2206000,"Powiat kościerski",2017,29.3
"12020",2207000,"Powiat kwidzyński",2017,43.4
"12021",2208000,"Powiat lęborski",2017,21.5
"12022",2209000,"Powiat malborski",2017,33.1
"12023",2210000,"Powiat nowodworski",2017,17.2
"12024",2211000,"Powiat pucki",2017,22.7
"12025",2212000,"Powiat słupski",2017,29.6
"12026",2213000,"Powiat starogardzki",2017,23.3
"12027",2214000,"Powiat tczewski",2017,41.3
"12028",2215000,"Powiat wejherowski",2017,28.7
"12029",2216000,"Powiat sztumski",2017,34.2
"12030",2261000,"Powiat m.Gdańsk",2017,37.5
"12031",2262000,"Powiat m.Gdynia",2017,28.2
"12032",2263000,"Powiat m.Słupsk",2017,27.1
"12033",2264000,"Powiat m.Sopot",2017,28.4
"12034",2401000,"Powiat będziński",2017,40.9
"12035",2402000,"Powiat bielski",2017,28.8
"12036",2403000,"Powiat cieszyński",2017,38.3
"12037",2404000,"Powiat częstochowski",2017,40
"12038",2405000,"Powiat gliwicki",2017,41.1
"12039",2406000,"Powiat kłobucki",2017,34.6
"12040",2407000,"Powiat lubliniecki",2017,43
"12041",2408000,"Powiat mikołowski",2017,31
"12042",2409000,"Powiat myszkowski",2017,31.8
"12043",2410000,"Powiat pszczyński",2017,29.5
"12044",2411000,"Powiat raciborski",2017,41.1
"12045",2412000,"Powiat rybnicki",2017,38
"12046",2413000,"Powiat tarnogórski",2017,42.8
"12047",2414000,"Powiat bieruńsko-lędziński",2017,32.9
"12048",2415000,"Powiat wodzisławski",2017,38
"12049",2416000,"Powiat zawierciański",2017,43
"12050",2417000,"Powiat żywiecki",2017,36.7
"12051",2461000,"Powiat m.Bielsko-Biała",2017,32.3
"12052",2462000,"Powiat m.Bytom",2017,41
"12053",2463000,"Powiat m.Chorzów",2017,36
"12054",2464000,"Powiat m.Częstochowa",2017,35.9
"12055",2465000,"Powiat m.Dąbrowa Górnicza",2017,46.9
"12056",2466000,"Powiat m.Gliwice",2017,39.1
"12057",2467000,"Powiat m.Jastrzębie-Zdrój",2017,31.4
"12058",2468000,"Powiat m.Jaworzno",2017,35.2
"12059",2469000,"Powiat m.Katowice",2017,36.4
"12060",2470000,"Powiat m.Mysłowice",2017,29.3
"12061",2471000,"Powiat m.Piekary Śląskie",2017,38.8
"12062",2472000,"Powiat m.Ruda Śląska",2017,24.3
"12063",2473000,"Powiat m.Rybnik",2017,37.2
"12064",2474000,"Powiat m.Siemianowice Śląskie",2017,26.6
"12065",2475000,"Powiat m.Sosnowiec",2017,37.8
"12066",2476000,"Powiat m.Świętochłowice",2017,36
"12067",2477000,"Powiat m.Tychy",2017,33.2
"12068",2478000,"Powiat m.Zabrze",2017,29.7
"12069",2479000,"Powiat m.Żory",2017,29.7
"12070",2601000,"Powiat buski",2017,30.2
"12071",2602000,"Powiat jędrzejowski",2017,38
"12072",2603000,"Powiat kazimierski",2017,51.9
"12073",2604000,"Powiat kielecki",2017,26.4
"12074",2605000,"Powiat konecki",2017,27
"12075",2606000,"Powiat opatowski",2017,37.9
"12076",2607000,"Powiat ostrowiecki",2017,35.5
"12077",2608000,"Powiat pińczowski",2017,50
"12078",2609000,"Powiat sandomierski",2017,39
"12079",2610000,"Powiat skarżyski",2017,31.6
"12080",2611000,"Powiat starachowicki",2017,44.4
"12081",2612000,"Powiat staszowski",2017,31.9
"12082",2613000,"Powiat włoszczowski",2017,39.3
"12083",2661000,"Powiat m.Kielce",2017,41.6
"12084",2801000,"Powiat bartoszycki",2017,47.8
"12085",2802000,"Powiat braniewski",2017,47.6
"12086",2803000,"Powiat działdowski",2017,50.5
"12087",2804000,"Powiat elbląski",2017,45.5
"12088",2805000,"Powiat ełcki",2017,40.7
"12089",2806000,"Powiat giżycki",2017,30.8
"12090",2807000,"Powiat iławski",2017,20.3
"12091",2808000,"Powiat kętrzyński",2017,37.7
"12092",2809000,"Powiat lidzbarski",2017,40.2
"12093",2810000,"Powiat mrągowski",2017,29.4
"12094",2811000,"Powiat nidzicki",2017,31.6
"12095",2812000,"Powiat nowomiejski",2017,36.3
"12096",2813000,"Powiat olecki",2017,47.9
"12097",2814000,"Powiat olsztyński",2017,42.1
"12098",2815000,"Powiat ostródzki",2017,39.3
"12099",2816000,"Powiat piski",2017,34.3
"12100",2817000,"Powiat szczycieński",2017,29
"12101",2818000,"Powiat gołdapski",2017,38.9
"12102",2819000,"Powiat węgorzewski",2017,38.9
"12103",2861000,"Powiat m.Elbląg",2017,39.2
"12104",2862000,"Powiat m.Olsztyn",2017,35.3
"12105",3001000,"Powiat chodzieski",2017,44
"12106",3002000,"Powiat czarnkowsko-trzcianecki",2017,24.4
"12107",3003000,"Powiat gnieźnieński",2017,35.6
"12108",3004000,"Powiat gostyński",2017,39.4
"12109",3005000,"Powiat grodziski",2017,33.7
"12110",3006000,"Powiat jarociński",2017,25
"12111",3007000,"Powiat kaliski",2017,34.7
"12112",3008000,"Powiat kępiński",2017,38.4
"12113",3009000,"Powiat kolski",2017,27.2
"12114",3010000,"Powiat koniński",2017,44.4
"12115",3011000,"Powiat kościański",2017,38
"12116",3012000,"Powiat krotoszyński",2017,29.7
"12117",3013000,"Powiat leszczyński",2017,37.1
"12118",3014000,"Powiat międzychodzki",2017,23.1
"12119",3015000,"Powiat nowotomyski",2017,23.8
"12120",3016000,"Powiat obornicki",2017,34.1
"12121",3017000,"Powiat ostrowski",2017,29
"12122",3018000,"Powiat ostrzeszowski",2017,37.1
"12123",3019000,"Powiat pilski",2017,33.6
"12124",3020000,"Powiat pleszewski",2017,13.2
"12125",3021000,"Powiat poznański",2017,38.3
"12126",3022000,"Powiat rawicki",2017,30.4
"12127",3023000,"Powiat słupecki",2017,32.9
"12128",3024000,"Powiat szamotulski",2017,42.8
"12129",3025000,"Powiat średzki",2017,40.1
"12130",3026000,"Powiat śremski",2017,28.8
"12131",3027000,"Powiat turecki",2017,30.2
"12132",3028000,"Powiat wągrowiecki",2017,28.1
"12133",3029000,"Powiat wolsztyński",2017,34
"12134",3030000,"Powiat wrzesiński",2017,20.2
"12135",3031000,"Powiat złotowski",2017,35.3
"12136",3061000,"Powiat m.Kalisz",2017,32.7
"12137",3062000,"Powiat m.Konin",2017,45.4
"12138",3063000,"Powiat m.Leszno",2017,38.9
"12139",3064000,"Powiat m.Poznań",2017,33.6
"12140",3201000,"Powiat białogardzki",2017,45.1
"12141",3202000,"Powiat choszczeński",2017,40
"12142",3203000,"Powiat drawski",2017,39.7
"12143",3204000,"Powiat goleniowski",2017,38.7
"12144",3205000,"Powiat gryficki",2017,23.8
"12145",3206000,"Powiat gryfiński",2017,49.6
"12146",3207000,"Powiat kamieński",2017,42.9
"12147",3208000,"Powiat kołobrzeski",2017,27.5
"12148",3209000,"Powiat koszaliński",2017,39.8
"12149",3210000,"Powiat myśliborski",2017,39
"12150",3211000,"Powiat policki",2017,41
"12151",3212000,"Powiat pyrzycki",2017,42.7
"12152",3213000,"Powiat sławieński",2017,34.5
"12153",3214000,"Powiat stargardzki",2017,37.5
"12154",3215000,"Powiat szczecinecki",2017,42.1
"12155",3216000,"Powiat świdwiński",2017,30.3
"12156",3217000,"Powiat wałecki",2017,32.7
"12157",3218000,"Powiat łobeski",2017,46.5
"12158",3261000,"Powiat m.Koszalin",2017,39.3
"12159",3262000,"Powiat m.Szczecin",2017,30.3
"12160",3263000,"Powiat m.Świnoujście",2017,28.2
"12161",201000,"Powiat bolesławiecki",2018,23.7
"12162",202000,"Powiat dzierżoniowski",2018,21.9
"12163",203000,"Powiat głogowski",2018,44.6
"12164",204000,"Powiat górowski",2018,38.7
"12165",205000,"Powiat jaworski",2018,38.3
"12166",206000,"Powiat jeleniogórski",2018,44.2
"12167",207000,"Powiat kamiennogórski",2018,19.8
"12168",208000,"Powiat kłodzki",2018,35.1
"12169",209000,"Powiat legnicki",2018,48.8
"12170",210000,"Powiat lubański",2018,35
"12171",211000,"Powiat lubiński",2018,34.2
"12172",212000,"Powiat lwówecki",2018,36.6
"12173",213000,"Powiat milicki",2018,46.1
"12174",214000,"Powiat oleśnicki",2018,35.7
"12175",215000,"Powiat oławski",2018,44.7
"12176",216000,"Powiat polkowicki",2018,37.9
"12177",217000,"Powiat strzeliński",2018,45.3
"12178",218000,"Powiat średzki",2018,40.1
"12179",219000,"Powiat świdnicki",2018,28.5
"12180",220000,"Powiat trzebnicki",2018,41.1
"12181",221000,"Powiat wałbrzyski",2018,28.7
"12182",222000,"Powiat wołowski",2018,50.8
"12183",223000,"Powiat wrocławski",2018,39.7
"12184",224000,"Powiat ząbkowicki",2018,32.8
"12185",225000,"Powiat zgorzelecki",2018,41.7
"12186",226000,"Powiat złotoryjski",2018,46
"12187",261000,"Powiat m.Jelenia Góra",2018,21.4
"12188",262000,"Powiat m.Legnica",2018,43.9
"12189",264000,"Powiat m.Wrocław",2018,37.5
"12190",265000,"Powiat m.Wałbrzych od 2013",2018,30.3
"12191",401000,"Powiat aleksandrowski",2018,40.1
"12192",402000,"Powiat brodnicki",2018,43
"12193",403000,"Powiat bydgoski",2018,38.7
"12194",404000,"Powiat chełmiński",2018,46.2
"12195",405000,"Powiat golubsko-dobrzyński",2018,43.9
"12196",406000,"Powiat grudziądzki",2018,48.6
"12197",407000,"Powiat inowrocławski",2018,43.3
"12198",408000,"Powiat lipnowski",2018,39.3
"12199",409000,"Powiat mogileński",2018,42.1
"12200",410000,"Powiat nakielski",2018,41.8
"12201",411000,"Powiat radziejowski",2018,51.6
"12202",412000,"Powiat rypiński",2018,39.7
"12203",413000,"Powiat sępoleński",2018,39.5
"12204",414000,"Powiat świecki",2018,37.7
"12205",415000,"Powiat toruński",2018,41.2
"12206",416000,"Powiat tucholski",2018,48
"12207",417000,"Powiat wąbrzeski",2018,49.7
"12208",418000,"Powiat włocławski",2018,56.7
"12209",419000,"Powiat żniński",2018,40.8
"12210",461000,"Powiat m.Bydgoszcz",2018,39.2
"12211",462000,"Powiat m.Grudziądz",2018,44.1
"12212",463000,"Powiat m.Toruń",2018,40.6
"12213",464000,"Powiat m.Włocławek",2018,53.1
"12214",601000,"Powiat bialski",2018,47.2
"12215",602000,"Powiat biłgorajski",2018,29
"12216",603000,"Powiat chełmski",2018,46
"12217",604000,"Powiat hrubieszowski",2018,44.4
"12218",605000,"Powiat janowski",2018,39.3
"12219",606000,"Powiat krasnostawski",2018,50.4
"12220",607000,"Powiat kraśnicki",2018,46.1
"12221",608000,"Powiat lubartowski",2018,52.1
"12222",609000,"Powiat lubelski",2018,42
"12223",610000,"Powiat łęczyński",2018,33.4
"12224",611000,"Powiat łukowski",2018,30.9
"12225",612000,"Powiat opolski",2018,41.3
"12226",613000,"Powiat parczewski",2018,48.4
"12227",614000,"Powiat puławski",2018,32.8
"12228",615000,"Powiat radzyński",2018,42.1
"12229",616000,"Powiat rycki",2018,45.8
"12230",617000,"Powiat świdnicki",2018,46.9
"12231",618000,"Powiat tomaszowski",2018,28.9
"12232",619000,"Powiat włodawski",2018,46.2
"12233",620000,"Powiat zamojski",2018,44.3
"12234",661000,"Powiat m.Biała Podlaska",2018,47.1
"12235",662000,"Powiat m.Chełm",2018,41.8
"12236",663000,"Powiat m.Lublin",2018,47.2
"12237",664000,"Powiat m.Zamość",2018,44.1
"12238",801000,"Powiat gorzowski",2018,28.2
"12239",802000,"Powiat krośnieński",2018,38.5
"12240",803000,"Powiat międzyrzecki",2018,42.7
"12241",804000,"Powiat nowosolski",2018,41.4
"12242",805000,"Powiat słubicki",2018,27.6
"12243",806000,"Powiat strzelecko-drezdenecki",2018,27
"12244",807000,"Powiat sulęciński",2018,30.9
"12245",808000,"Powiat świebodziński",2018,28.3
"12246",809000,"Powiat zielonogórski",2018,32.2
"12247",810000,"Powiat żagański",2018,27.3
"12248",811000,"Powiat żarski",2018,35.6
"12249",812000,"Powiat wschowski",2018,38.2
"12250",861000,"Powiat m.Gorzów Wielkopolski",2018,15.4
"12251",862000,"Powiat m.Zielona Góra",2018,27.8
"12252",1001000,"Powiat bełchatowski",2018,39
"12253",1002000,"Powiat kutnowski",2018,46.5
"12254",1003000,"Powiat łaski",2018,39.7
"12255",1004000,"Powiat łęczycki",2018,52.3
"12256",1005000,"Powiat łowicki",2018,42
"12257",1006000,"Powiat łódzki wschodni",2018,48.4
"12258",1007000,"Powiat opoczyński",2018,21.7
"12259",1008000,"Powiat pabianicki",2018,37.1
"12260",1009000,"Powiat pajęczański",2018,38.5
"12261",1010000,"Powiat piotrkowski",2018,36.5
"12262",1011000,"Powiat poddębicki",2018,46.8
"12263",1012000,"Powiat radomszczański",2018,41.6
"12264",1013000,"Powiat rawski",2018,39.2
"12265",1014000,"Powiat sieradzki",2018,31.6
"12266",1015000,"Powiat skierniewicki",2018,43.9
"12267",1016000,"Powiat tomaszowski",2018,32.3
"12268",1017000,"Powiat wieluński",2018,49.8
"12269",1018000,"Powiat wieruszowski",2018,31.5
"12270",1019000,"Powiat zduńskowolski",2018,44.3
"12271",1020000,"Powiat zgierski",2018,32.1
"12272",1021000,"Powiat brzeziński",2018,31.4
"12273",1061000,"Powiat m.Łódź",2018,45.6
"12274",1062000,"Powiat m.Piotrków Trybunalski",2018,37.1
"12275",1063000,"Powiat m.Skierniewice",2018,44.1
"12276",1201000,"Powiat bocheński",2018,47.5
"12277",1202000,"Powiat brzeski",2018,45.2
"12278",1203000,"Powiat chrzanowski",2018,37.7
"12279",1204000,"Powiat dąbrowski",2018,43.4
"12280",1205000,"Powiat gorlicki",2018,35.1
"12281",1206000,"Powiat krakowski",2018,40.3
"12282",1207000,"Powiat limanowski",2018,38.1
"12283",1208000,"Powiat miechowski",2018,49.9
"12284",1209000,"Powiat myślenicki",2018,14.7
"12285",1210000,"Powiat nowosądecki",2018,44.9
"12286",1211000,"Powiat nowotarski",2018,31.6
"12287",1212000,"Powiat olkuski",2018,41.7
"12288",1213000,"Powiat oświęcimski",2018,34.1
"12289",1214000,"Powiat proszowicki",2018,50.4
"12290",1215000,"Powiat suski",2018,26.8
"12291",1216000,"Powiat tarnowski",2018,41.8
"12292",1217000,"Powiat tatrzański",2018,52.1
"12293",1218000,"Powiat wadowicki",2018,38.9
"12294",1219000,"Powiat wielicki",2018,41.1
"12295",1261000,"Powiat m.Kraków",2018,40.2
"12296",1262000,"Powiat m.Nowy Sącz",2018,23
"12297",1263000,"Powiat m.Tarnów",2018,45.5
"12298",1401000,"Powiat białobrzeski",2018,43.9
"12299",1402000,"Powiat ciechanowski",2018,35.8
"12300",1403000,"Powiat garwoliński",2018,49.4
"12301",1404000,"Powiat gostyniński",2018,47.9
"12302",1405000,"Powiat grodziski",2018,29.4
"12303",1406000,"Powiat grójecki",2018,22
"12304",1407000,"Powiat kozienicki",2018,47.4
"12305",1408000,"Powiat legionowski",2018,35.1
"12306",1409000,"Powiat lipski",2018,39.6
"12307",1410000,"Powiat łosicki",2018,38.8
"12308",1411000,"Powiat makowski",2018,54.4
"12309",1412000,"Powiat miński",2018,39.8
"12310",1413000,"Powiat mławski",2018,34
"12311",1414000,"Powiat nowodworski",2018,40.5
"12312",1415000,"Powiat ostrołęcki",2018,48.3
"12313",1416000,"Powiat ostrowski",2018,44.3
"12314",1417000,"Powiat otwocki",2018,34.4
"12315",1418000,"Powiat piaseczyński",2018,42
"12316",1419000,"Powiat płocki",2018,44.7
"12317",1420000,"Powiat płoński",2018,45.1
"12318",1421000,"Powiat pruszkowski",2018,41.7
"12319",1422000,"Powiat przasnyski",2018,46.6
"12320",1423000,"Powiat przysuski",2018,52.5
"12321",1424000,"Powiat pułtuski",2018,41.9
"12322",1425000,"Powiat radomski",2018,46.9
"12323",1426000,"Powiat siedlecki",2018,40.1
"12324",1427000,"Powiat sierpecki",2018,53.3
"12325",1428000,"Powiat sochaczewski",2018,41.2
"12326",1429000,"Powiat sokołowski",2018,40.4
"12327",1430000,"Powiat szydłowiecki",2018,47.8
"12328",1432000,"Powiat warszawski zachodni",2018,38.6
"12329",1433000,"Powiat węgrowski",2018,43.1
"12330",1434000,"Powiat wołomiński",2018,36.4
"12331",1435000,"Powiat wyszkowski",2018,21.1
"12332",1436000,"Powiat zwoleński",2018,33.3
"12333",1437000,"Powiat żuromiński",2018,49.2
"12334",1438000,"Powiat żyrardowski",2018,52.1
"12335",1461000,"Powiat m.Ostrołęka",2018,51.4
"12336",1462000,"Powiat m.Płock",2018,41.6
"12337",1463000,"Powiat m.Radom",2018,46.2
"12338",1464000,"Powiat m.Siedlce",2018,41.5
"12339",1465000,"Powiat m. st. Warszawa",2018,35.3
"12340",1601000,"Powiat brzeski",2018,32.1
"12341",1602000,"Powiat głubczycki",2018,45.4
"12342",1603000,"Powiat kędzierzyńsko-kozielski",2018,43.3
"12343",1604000,"Powiat kluczborski",2018,36.5
"12344",1605000,"Powiat krapkowicki",2018,41.8
"12345",1606000,"Powiat namysłowski",2018,36.4
"12346",1607000,"Powiat nyski",2018,27.9
"12347",1608000,"Powiat oleski",2018,39.1
"12348",1609000,"Powiat opolski",2018,39.8
"12349",1610000,"Powiat prudnicki",2018,30.7
"12350",1611000,"Powiat strzelecki",2018,31.7
"12351",1661000,"Powiat m.Opole",2018,37.3
"12352",1801000,"Powiat bieszczadzki",2018,45
"12353",1802000,"Powiat brzozowski",2018,52
"12354",1803000,"Powiat dębicki",2018,38.8
"12355",1804000,"Powiat jarosławski",2018,51
"12356",1805000,"Powiat jasielski",2018,46.5
"12357",1806000,"Powiat kolbuszowski",2018,40.7
"12358",1807000,"Powiat krośnieński",2018,30.5
"12359",1808000,"Powiat leżajski",2018,44.2
"12360",1809000,"Powiat lubaczowski",2018,30.4
"12361",1810000,"Powiat łańcucki",2018,42.5
"12362",1811000,"Powiat mielecki",2018,38.4
"12363",1812000,"Powiat niżański",2018,45.8
"12364",1813000,"Powiat przemyski",2018,48.3
"12365",1814000,"Powiat przeworski",2018,45.8
"12366",1815000,"Powiat ropczycko-sędziszowski",2018,44.5
"12367",1816000,"Powiat rzeszowski",2018,50.2
"12368",1817000,"Powiat sanocki",2018,40
"12369",1818000,"Powiat stalowowolski",2018,32
"12370",1819000,"Powiat strzyżowski",2018,50.3
"12371",1820000,"Powiat tarnobrzeski",2018,37.9
"12372",1821000,"Powiat leski",2018,44.4
"12373",1861000,"Powiat m.Krosno",2018,30.5
"12374",1862000,"Powiat m.Przemyśl",2018,54.7
"12375",1863000,"Powiat m.Rzeszów",2018,54.1
"12376",1864000,"Powiat m.Tarnobrzeg",2018,37.7
"12377",2001000,"Powiat augustowski",2018,41.4
"12378",2002000,"Powiat białostocki",2018,43.6
"12379",2003000,"Powiat bielski",2018,45
"12380",2004000,"Powiat grajewski",2018,43.4
"12381",2005000,"Powiat hajnowski",2018,44.4
"12382",2006000,"Powiat kolneński",2018,56.2
"12383",2007000,"Powiat łomżyński",2018,37.5
"12384",2008000,"Powiat moniecki",2018,35
"12385",2009000,"Powiat sejneński",2018,44.5
"12386",2010000,"Powiat siemiatycki",2018,50.7
"12387",2011000,"Powiat sokólski",2018,47.8
"12388",2012000,"Powiat suwalski",2018,37.3
"12389",2013000,"Powiat wysokomazowiecki",2018,46.6
"12390",2014000,"Powiat zambrowski",2018,42.2
"12391",2061000,"Powiat m.Białystok",2018,43.1
"12392",2062000,"Powiat m.Łomża",2018,32.7
