"","Kod","Nazwa","rok","Budynki_mieszkalne_w_gminie_ogolem"
"2630",3026000,"Powiat śremski",2014,7973
"2631",3027000,"Powiat turecki",2014,17490
"2632",3028000,"Powiat wągrowiecki",2014,11705
"2633",3029000,"Powiat wolsztyński",2014,10969
"2634",3030000,"Powiat wrzesiński",2014,13729
"2635",3031000,"Powiat złotowski",2014,10868
"2636",3061000,"Powiat m.Kalisz",2014,9483
"2637",3062000,"Powiat m.Konin",2014,7063
"2638",3063000,"Powiat m.Leszno",2014,7535
"2639",3064000,"Powiat m.Poznań",2014,41630
"2640",3201000,"Powiat białogardzki",2014,5758
"2641",3202000,"Powiat choszczeński",2014,7456
"2642",3203000,"Powiat drawski",2014,8174
"2643",3204000,"Powiat goleniowski",2014,11840
"2644",3205000,"Powiat gryficki",2014,8862
"2645",3206000,"Powiat gryfiński",2014,11486
"2646",3207000,"Powiat kamieński",2014,8524
"2647",3208000,"Powiat kołobrzeski",2014,9252
"2648",3209000,"Powiat koszaliński",2014,11811
"2649",3210000,"Powiat myśliborski",2014,8977
"2650",3211000,"Powiat policki",2014,10246
"2651",3212000,"Powiat pyrzycki",2014,5999
"2652",3213000,"Powiat sławieński",2014,9473
"2653",3214000,"Powiat stargardzki",2014,13055
"2654",3215000,"Powiat szczecinecki",2014,8862
"2655",3216000,"Powiat świdwiński",2014,6017
"2656",3217000,"Powiat wałecki",2014,6785
"2657",3218000,"Powiat łobeski",2014,5409
"2658",3261000,"Powiat m.Koszalin",2014,8085
"2659",3262000,"Powiat m.Szczecin",2014,26279
"2660",3263000,"Powiat m.Świnoujście",2014,2872
"2661",201000,"Powiat bolesławiecki",2015,14240
"2662",202000,"Powiat dzierżoniowski",2015,11684
"2663",203000,"Powiat głogowski",2015,8485
"2664",204000,"Powiat górowski",2015,6782
"2665",205000,"Powiat jaworski",2015,7310
"2666",206000,"Powiat jeleniogórski",2015,11600
"2667",207000,"Powiat kamiennogórski",2015,5619
"2668",208000,"Powiat kłodzki",2015,24439
"2669",209000,"Powiat legnicki",2015,10249
"2670",210000,"Powiat lubański",2015,8818
"2671",211000,"Powiat lubiński",2015,10829
"2672",212000,"Powiat lwówecki",2015,9085
"2673",213000,"Powiat milicki",2015,6803
"2674",214000,"Powiat oleśnicki",2015,16598
"2675",215000,"Powiat oławski",2015,10345
"2676",216000,"Powiat polkowicki",2015,9020
"2677",217000,"Powiat strzeliński",2015,8026
"2678",218000,"Powiat średzki",2015,10908
"2679",219000,"Powiat świdnicki",2015,16569
"2680",220000,"Powiat trzebnicki",2015,16590
"2681",221000,"Powiat wałbrzyski",2015,7375
"2682",222000,"Powiat wołowski",2015,7905
"2683",223000,"Powiat wrocławski",2015,32467
"2684",224000,"Powiat ząbkowicki",2015,11631
"2685",225000,"Powiat zgorzelecki",2015,13341
"2686",226000,"Powiat złotoryjski",2015,6861
"2687",261000,"Powiat m.Jelenia Góra",2015,7575
"2688",262000,"Powiat m.Legnica",2015,6755
"2689",264000,"Powiat m.Wrocław",2015,39600
"2690",265000,"Powiat m.Wałbrzych od 2013",2015,7543
"2691",401000,"Powiat aleksandrowski",2015,12467
"2692",402000,"Powiat brodnicki",2015,15075
"2693",403000,"Powiat bydgoski",2015,25043
"2694",404000,"Powiat chełmiński",2015,7907
"2695",405000,"Powiat golubsko-dobrzyński",2015,8634
"2696",406000,"Powiat grudziądzki",2015,7952
"2697",407000,"Powiat inowrocławski",2015,18508
"2698",408000,"Powiat lipnowski",2015,14498
"2699",409000,"Powiat mogileński",2015,8471
"2700",410000,"Powiat nakielski",2015,13060
"2701",411000,"Powiat radziejowski",2015,9687
"2702",412000,"Powiat rypiński",2015,8333
"2703",413000,"Powiat sępoleński",2015,7006
"2704",414000,"Powiat świecki",2015,17010
"2705",415000,"Powiat toruński",2015,21215
"2706",416000,"Powiat tucholski",2015,10130
"2707",417000,"Powiat wąbrzeski",2015,6014
"2708",418000,"Powiat włocławski",2015,21361
"2709",419000,"Powiat żniński",2015,11255
"2710",461000,"Powiat m.Bydgoszcz",2015,23099
"2711",462000,"Powiat m.Grudziądz",2015,5678
"2712",463000,"Powiat m.Toruń",2015,13842
"2713",464000,"Powiat m.Włocławek",2015,8330
"2714",601000,"Powiat bialski",2015,32539
"2715",602000,"Powiat biłgorajski",2015,25432
"2716",603000,"Powiat chełmski",2015,24988
"2717",604000,"Powiat hrubieszowski",2015,16264
"2718",605000,"Powiat janowski",2015,11594
"2719",606000,"Powiat krasnostawski",2015,19486
"2720",607000,"Powiat kraśnicki",2015,21335
"2721",608000,"Powiat lubartowski",2015,23825
"2722",609000,"Powiat lubelski",2015,43665
"2723",610000,"Powiat łęczyński",2015,11645
"2724",611000,"Powiat łukowski",2015,25625
"2725",612000,"Powiat opolski",2015,15301
"2726",613000,"Powiat parczewski",2015,9795
"2727",614000,"Powiat puławski",2015,23825
"2728",615000,"Powiat radzyński",2015,15842
"2729",616000,"Powiat rycki",2015,14413
"2730",617000,"Powiat świdnicki",2015,12853
"2731",618000,"Powiat tomaszowski",2015,22645
"2732",619000,"Powiat włodawski",2015,9665
"2733",620000,"Powiat zamojski",2015,33915
"2734",661000,"Powiat m.Biała Podlaska",2015,8278
"2735",662000,"Powiat m.Chełm",2015,6735
"2736",663000,"Powiat m.Lublin",2015,22505
"2737",664000,"Powiat m.Zamość",2015,6226
"2738",801000,"Powiat gorzowski",2015,13843
"2739",802000,"Powiat krośnieński",2015,10191
"2740",803000,"Powiat międzyrzecki",2015,8953
"2741",804000,"Powiat nowosolski",2015,12691
"2742",805000,"Powiat słubicki",2015,7169
"2743",806000,"Powiat strzelecko-drezdenecki",2015,8453
"2744",807000,"Powiat sulęciński",2015,6619
"2745",808000,"Powiat świebodziński",2015,8502
"2746",809000,"Powiat zielonogórski",2015,14192
"2747",810000,"Powiat żagański",2015,11519
"2748",811000,"Powiat żarski",2015,15342
"2749",812000,"Powiat wschowski",2015,7053
"2750",861000,"Powiat m.Gorzów Wielkopolski",2015,7530
"2751",862000,"Powiat m.Zielona Góra",2015,13539
"2752",1001000,"Powiat bełchatowski",2015,22189
"2753",1002000,"Powiat kutnowski",2015,17016
"2754",1003000,"Powiat łaski",2015,13282
"2755",1004000,"Powiat łęczycki",2015,10867
"2756",1005000,"Powiat łowicki",2015,19329
"2757",1006000,"Powiat łódzki wschodni",2015,19405
"2758",1007000,"Powiat opoczyński",2015,20102
"2759",1008000,"Powiat pabianicki",2015,20597
"2760",1009000,"Powiat pajęczański",2015,14482
"2761",1010000,"Powiat piotrkowski",2015,27352
"2762",1011000,"Powiat poddębicki",2015,12394
"2763",1012000,"Powiat radomszczański",2015,30042
"2764",1013000,"Powiat rawski",2015,11195
"2765",1014000,"Powiat sieradzki",2015,24966
"2766",1015000,"Powiat skierniewicki",2015,11771
"2767",1016000,"Powiat tomaszowski",2015,24366
"2768",1017000,"Powiat wieluński",2015,18141
"2769",1018000,"Powiat wieruszowski",2015,11048
"2770",1019000,"Powiat zduńskowolski",2015,12298
"2771",1020000,"Powiat zgierski",2015,33234
"2772",1021000,"Powiat brzeziński",2015,7931
"2773",1061000,"Powiat m.Łódź",2015,44598
"2774",1062000,"Powiat m.Piotrków Trybunalski",2015,7394
"2775",1063000,"Powiat m.Skierniewice",2015,6365
"2776",1201000,"Powiat bocheński",2015,25489
"2777",1202000,"Powiat brzeski",2015,23736
"2778",1203000,"Powiat chrzanowski",2015,24136
"2779",1204000,"Powiat dąbrowski",2015,14916
"2780",1205000,"Powiat gorlicki",2015,23942
"2781",1206000,"Powiat krakowski",2015,72869
"2782",1207000,"Powiat limanowski",2015,30232
"2783",1208000,"Powiat miechowski",2015,14107
"2784",1209000,"Powiat myślenicki",2015,29835
"2785",1210000,"Powiat nowosądecki",2015,46352
"2786",1211000,"Powiat nowotarski",2015,43401
"2787",1212000,"Powiat olkuski",2015,22841
"2788",1213000,"Powiat oświęcimski",2015,27166
"2789",1214000,"Powiat proszowicki",2015,11299
"2790",1215000,"Powiat suski",2015,21689
"2791",1216000,"Powiat tarnowski",2015,51248
"2792",1217000,"Powiat tatrzański",2015,16873
"2793",1218000,"Powiat wadowicki",2015,34479
"2794",1219000,"Powiat wielicki",2015,32329
"2795",1261000,"Powiat m.Kraków",2015,47739
"2796",1262000,"Powiat m.Nowy Sącz",2015,11610
"2797",1263000,"Powiat m.Tarnów",2015,11091
"2798",1401000,"Powiat białobrzeski",2015,10109
"2799",1402000,"Powiat ciechanowski",2015,17352
"2800",1403000,"Powiat garwoliński",2015,28411
"2801",1404000,"Powiat gostyniński",2015,10018
"2802",1405000,"Powiat grodziski",2015,23034
"2803",1406000,"Powiat grójecki",2015,24965
"2804",1407000,"Powiat kozienicki",2015,15679
"2805",1408000,"Powiat legionowski",2015,22785
"2806",1409000,"Powiat lipski",2015,11815
"2807",1410000,"Powiat łosicki",2015,9430
"2808",1411000,"Powiat makowski",2015,11967
"2809",1412000,"Powiat miński",2015,38570
"2810",1413000,"Powiat mławski",2015,15901
"2811",1414000,"Powiat nowodworski",2015,16689
"2812",1415000,"Powiat ostrołęcki",2015,23324
"2813",1416000,"Powiat ostrowski",2015,18612
"2814",1417000,"Powiat otwocki",2015,29170
"2815",1418000,"Powiat piaseczyński",2015,42800
"2816",1419000,"Powiat płocki",2015,30340
"2817",1420000,"Powiat płoński",2015,21240
"2818",1421000,"Powiat pruszkowski",2015,31994
"2819",1422000,"Powiat przasnyski",2015,11332
"2820",1423000,"Powiat przysuski",2015,12964
"2821",1424000,"Powiat pułtuski",2015,12885
"2822",1425000,"Powiat radomski",2015,37355
"2823",1426000,"Powiat siedlecki",2015,24776
"2824",1427000,"Powiat sierpecki",2015,11366
"2825",1428000,"Powiat sochaczewski",2015,19003
"2826",1429000,"Powiat sokołowski",2015,15850
"2827",1430000,"Powiat szydłowiecki",2015,10676
"2828",1432000,"Powiat warszawski zachodni",2015,30678
"2829",1433000,"Powiat węgrowski",2015,20018
"2830",1434000,"Powiat wołomiński",2015,51502
"2831",1435000,"Powiat wyszkowski",2015,16736
"2832",1436000,"Powiat zwoleński",2015,10715
"2833",1437000,"Powiat żuromiński",2015,9022
"2834",1438000,"Powiat żyrardowski",2015,14745
"2835",1461000,"Powiat m.Ostrołęka",2015,5187
"2836",1462000,"Powiat m.Płock",2015,9582
"2837",1463000,"Powiat m.Radom",2015,21072
"2838",1464000,"Powiat m.Siedlce",2015,7664
"2839",1465000,"Powiat m. st. Warszawa",2015,91797
"2840",1601000,"Powiat brzeski",2015,12624
"2841",1602000,"Powiat głubczycki",2015,9172
"2842",1603000,"Powiat kędzierzyńsko-kozielski",2015,15267
"2843",1604000,"Powiat kluczborski",2015,10667
"2844",1605000,"Powiat krapkowicki",2015,12040
"2845",1606000,"Powiat namysłowski",2015,8182
"2846",1607000,"Powiat nyski",2015,21807
"2847",1608000,"Powiat oleski",2015,14260
"2848",1609000,"Powiat opolski",2015,32317
"2849",1610000,"Powiat prudnicki",2015,10796
"2850",1611000,"Powiat strzelecki",2015,14639
"2851",1661000,"Powiat m.Opole",2015,10132
"2852",1801000,"Powiat bieszczadzki",2015,3711
"2853",1802000,"Powiat brzozowski",2015,16956
"2854",1803000,"Powiat dębicki",2015,26594
"2855",1804000,"Powiat jarosławski",2015,24522
"2856",1805000,"Powiat jasielski",2015,25548
"2857",1806000,"Powiat kolbuszowski",2015,15450
"2858",1807000,"Powiat krośnieński",2015,28895
"2859",1808000,"Powiat leżajski",2015,15440
"2860",1809000,"Powiat lubaczowski",2015,12947
"2861",1810000,"Powiat łańcucki",2015,20783
"2862",1811000,"Powiat mielecki",2015,25441
"2863",1812000,"Powiat niżański",2015,16981
"2864",1813000,"Powiat przemyski",2015,18514
"2865",1814000,"Powiat przeworski",2015,19989
"2866",1815000,"Powiat ropczycko-sędziszowski",2015,17227
"2867",1816000,"Powiat rzeszowski",2015,45524
"2868",1817000,"Powiat sanocki",2015,17919
"2869",1818000,"Powiat stalowowolski",2015,16774
"2870",1819000,"Powiat strzyżowski",2015,15823
"2871",1820000,"Powiat tarnobrzeski",2015,11151
"2872",1821000,"Powiat leski",2015,5880
"2873",1861000,"Powiat m.Krosno",2015,6355
"2874",1862000,"Powiat m.Przemyśl",2015,5222
"2875",1863000,"Powiat m.Rzeszów",2015,18948
"2876",1864000,"Powiat m.Tarnobrzeg",2015,4393
"2877",2001000,"Powiat augustowski",2015,12589
"2878",2002000,"Powiat białostocki",2015,39895
"2879",2003000,"Powiat bielski",2015,17325
"2880",2004000,"Powiat grajewski",2015,8855
"2881",2005000,"Powiat hajnowski",2015,16079
"2882",2006000,"Powiat kolneński",2015,7904
"2883",2007000,"Powiat łomżyński",2015,14182
"2884",2008000,"Powiat moniecki",2015,10484
"2885",2009000,"Powiat sejneński",2015,5538
"2886",2010000,"Powiat siemiatycki",2015,14357
"2887",2011000,"Powiat sokólski",2015,19716
"2888",2012000,"Powiat suwalski",2015,9665
"2889",2013000,"Powiat wysokomazowiecki",2015,14854
"2890",2014000,"Powiat zambrowski",2015,7242
"2891",2061000,"Powiat m.Białystok",2015,21835
"2892",2062000,"Powiat m.Łomża",2015,5004
"2893",2063000,"Powiat m.Suwałki",2015,5101
"2894",2201000,"Powiat bytowski",2015,12257
"2895",2202000,"Powiat chojnicki",2015,16226
"2896",2203000,"Powiat człuchowski",2015,8052
"2897",2204000,"Powiat gdański",2015,18932
"2898",2205000,"Powiat kartuski",2015,27325
"2899",2206000,"Powiat kościerski",2015,13561
"2900",2207000,"Powiat kwidzyński",2015,10463
"2901",2208000,"Powiat lęborski",2015,8406
"2902",2209000,"Powiat malborski",2015,7234
"2903",2210000,"Powiat nowodworski",2015,6937
"2904",2211000,"Powiat pucki",2015,17800
"2905",2212000,"Powiat słupski",2015,16077
"2906",2213000,"Powiat starogardzki",2015,23039
"2907",2214000,"Powiat tczewski",2015,12351
"2908",2215000,"Powiat wejherowski",2015,32984
"2909",2216000,"Powiat sztumski",2015,5962
"2910",2261000,"Powiat m.Gdańsk",2015,28747
"2911",2262000,"Powiat m.Gdynia",2015,17738
"2912",2263000,"Powiat m.Słupsk",2015,5372
"2913",2264000,"Powiat m.Sopot",2015,2778
"2914",2401000,"Powiat będziński",2015,26040
"2915",2402000,"Powiat bielski",2015,37756
"2916",2403000,"Powiat cieszyński",2015,39260
"2917",2404000,"Powiat częstochowski",2015,41214
"2918",2405000,"Powiat gliwicki",2015,18085
"2919",2406000,"Powiat kłobucki",2015,23777
"2920",2407000,"Powiat lubliniecki",2015,17392
"2921",2408000,"Powiat mikołowski",2015,17036
"2922",2409000,"Powiat myszkowski",2015,19972
"2923",2410000,"Powiat pszczyński",2015,20917
"2924",2411000,"Powiat raciborski",2015,18293
"2925",2412000,"Powiat rybnicki",2015,15189
"2926",2413000,"Powiat tarnogórski",2015,25443
"2927",2414000,"Powiat bieruńsko-lędziński",2015,11256
"2928",2415000,"Powiat wodzisławski",2015,28894
"2929",2416000,"Powiat zawierciański",2015,28411
"2930",2417000,"Powiat żywiecki",2015,41826
"2931",2461000,"Powiat m.Bielsko-Biała",2015,20941
"2932",2462000,"Powiat m.Bytom",2015,8648
"2933",2463000,"Powiat m.Chorzów",2015,4577
"2934",2464000,"Powiat m.Częstochowa",2015,24473
"2935",2465000,"Powiat m.Dąbrowa Górnicza",2015,12812
"2936",2466000,"Powiat m.Gliwice",2015,14165
"2937",2467000,"Powiat m.Jastrzębie-Zdrój",2015,6993
"2938",2468000,"Powiat m.Jaworzno",2015,12559
"2939",2469000,"Powiat m.Katowice",2015,19000
"2940",2470000,"Powiat m.Mysłowice",2015,7864
"2941",2471000,"Powiat m.Piekary Śląskie",2015,5699
"2942",2472000,"Powiat m.Ruda Śląska",2015,8155
"2943",2473000,"Powiat m.Rybnik",2015,19579
"2944",2474000,"Powiat m.Siemianowice Śląskie",2015,3069
"2945",2475000,"Powiat m.Sosnowiec",2015,12231
"2946",2476000,"Powiat m.Świętochłowice",2015,2129
"2947",2477000,"Powiat m.Tychy",2015,8117
"2948",2478000,"Powiat m.Zabrze",2015,10146
"2949",2479000,"Powiat m.Żory",2015,5769
"2950",2601000,"Powiat buski",2015,20161
"2951",2602000,"Powiat jędrzejowski",2015,23072
"2952",2603000,"Powiat kazimierski",2015,9549
"2953",2604000,"Powiat kielecki",2015,54011
"2954",2605000,"Powiat konecki",2015,22448
"2955",2606000,"Powiat opatowski",2015,15294
"2956",2607000,"Powiat ostrowiecki",2015,20961
"2957",2608000,"Powiat pińczowski",2015,10866
"2958",2609000,"Powiat sandomierski",2015,18819
"2959",2610000,"Powiat skarżyski",2015,13765
"2960",2611000,"Powiat starachowicki",2015,17763
"2961",2612000,"Powiat staszowski",2015,18226
"2962",2613000,"Powiat włoszczowski",2015,13562
"2963",2661000,"Powiat m.Kielce",2015,15613
"2964",2801000,"Powiat bartoszycki",2015,7569
"2965",2802000,"Powiat braniewski",2015,5522
"2966",2803000,"Powiat działdowski",2015,11920
"2967",2804000,"Powiat elbląski",2015,9987
"2968",2805000,"Powiat ełcki",2015,8406
"2969",2806000,"Powiat giżycki",2015,7297
"2970",2807000,"Powiat iławski",2015,13547
"2971",2808000,"Powiat kętrzyński",2015,6939
"2972",2809000,"Powiat lidzbarski",2015,5686
"2973",2810000,"Powiat mrągowski",2015,7664
"2974",2811000,"Powiat nidzicki",2015,5457
"2975",2812000,"Powiat nowomiejski",2015,9210
"2976",2813000,"Powiat olecki",2015,4888
"2977",2814000,"Powiat olsztyński",2015,22791
"2978",2815000,"Powiat ostródzki",2015,14483
"2979",2816000,"Powiat piski",2015,7930
"2980",2817000,"Powiat szczycieński",2015,12971
"2981",2818000,"Powiat gołdapski",2015,3697
"2982",2819000,"Powiat węgorzewski",2015,3960
"2983",2861000,"Powiat m.Elbląg",2015,6713
"2984",2862000,"Powiat m.Olsztyn",2015,9830
"2985",3001000,"Powiat chodzieski",2015,7842
"2986",3002000,"Powiat czarnkowsko-trzcianecki",2015,15784
"2987",3003000,"Powiat gnieźnieński",2015,20415
"2988",3004000,"Powiat gostyński",2015,13418
"2989",3005000,"Powiat grodziski",2015,9763
"2990",3006000,"Powiat jarociński",2015,12963
"2991",3007000,"Powiat kaliski",2015,20345
"2992",3008000,"Powiat kępiński",2015,11645
"2993",3009000,"Powiat kolski",2015,19144
"2994",3010000,"Powiat koniński",2015,32542
"2995",3011000,"Powiat kościański",2015,14216
"2996",3012000,"Powiat krotoszyński",2015,14322
"2997",3013000,"Powiat leszczyński",2015,12019
"2998",3014000,"Powiat międzychodzki",2015,6566
"2999",3015000,"Powiat nowotomyski",2015,14381
"3000",3016000,"Powiat obornicki",2015,9168
"3001",3017000,"Powiat ostrowski",2015,30842
"3002",3018000,"Powiat ostrzeszowski",2015,13286
"3003",3019000,"Powiat pilski",2015,17176
"3004",3020000,"Powiat pleszewski",2015,12365
"3005",3021000,"Powiat poznański",2015,78084
"3006",3022000,"Powiat rawicki",2015,10803
"3007",3023000,"Powiat słupecki",2015,13057
"3008",3024000,"Powiat szamotulski",2015,17058
"3009",3025000,"Powiat średzki",2015,9576
"3010",3026000,"Powiat śremski",2015,8140
"3011",3027000,"Powiat turecki",2015,17650
"3012",3028000,"Powiat wągrowiecki",2015,11850
"3013",3029000,"Powiat wolsztyński",2015,11119
"3014",3030000,"Powiat wrzesiński",2015,13905
"3015",3031000,"Powiat złotowski",2015,10968
"3016",3061000,"Powiat m.Kalisz",2015,9571
"3017",3062000,"Powiat m.Konin",2015,7099
"3018",3063000,"Powiat m.Leszno",2015,7620
"3019",3064000,"Powiat m.Poznań",2015,41948
"3020",3201000,"Powiat białogardzki",2015,5792
"3021",3202000,"Powiat choszczeński",2015,7518
"3022",3203000,"Powiat drawski",2015,8270
"3023",3204000,"Powiat goleniowski",2015,12032
"3024",3205000,"Powiat gryficki",2015,8927
"3025",3206000,"Powiat gryfiński",2015,11604
"3026",3207000,"Powiat kamieński",2015,8636
"3027",3208000,"Powiat kołobrzeski",2015,9403
"3028",3209000,"Powiat koszaliński",2015,12111
"3029",3210000,"Powiat myśliborski",2015,9075
"3030",3211000,"Powiat policki",2015,10578
"3031",3212000,"Powiat pyrzycki",2015,6043
"3032",3213000,"Powiat sławieński",2015,9568
"3033",3214000,"Powiat stargardzki",2015,13160
"3034",3215000,"Powiat szczecinecki",2015,8931
"3035",3216000,"Powiat świdwiński",2015,6076
"3036",3217000,"Powiat wałecki",2015,6845
"3037",3218000,"Powiat łobeski",2015,5427
"3038",3261000,"Powiat m.Koszalin",2015,8195
"3039",3262000,"Powiat m.Szczecin",2015,26489
"3040",3263000,"Powiat m.Świnoujście",2015,2888
"3041",201000,"Powiat bolesławiecki",2016,14437
"3042",202000,"Powiat dzierżoniowski",2016,11744
"3043",203000,"Powiat głogowski",2016,8582
"3044",204000,"Powiat górowski",2016,6824
"3045",205000,"Powiat jaworski",2016,7370
"3046",206000,"Powiat jeleniogórski",2016,11691
"3047",207000,"Powiat kamiennogórski",2016,5648
"3048",208000,"Powiat kłodzki",2016,24602
"3049",209000,"Powiat legnicki",2016,10406
"3050",210000,"Powiat lubański",2016,8875
"3051",211000,"Powiat lubiński",2016,11001
"3052",212000,"Powiat lwówecki",2016,9129
"3053",213000,"Powiat milicki",2016,6865
"3054",214000,"Powiat oleśnicki",2016,16870
"3055",215000,"Powiat oławski",2016,10488
"3056",216000,"Powiat polkowicki",2016,9171
