"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_osobowe_szt"
"10611",2861000,"Powiat m.Elbląg",2005,NA
"10612",2862000,"Powiat m.Olsztyn",2005,NA
"10613",3001000,"Powiat chodzieski",2005,NA
"10614",3002000,"Powiat czarnkowsko-trzcianecki",2005,NA
"10615",3003000,"Powiat gnieźnieński",2005,NA
"10616",3004000,"Powiat gostyński",2005,NA
"10617",3005000,"Powiat grodziski",2005,NA
"10618",3006000,"Powiat jarociński",2005,NA
"10619",3007000,"Powiat kaliski",2005,NA
"10620",3008000,"Powiat kępiński",2005,NA
"10621",3009000,"Powiat kolski",2005,NA
"10622",3010000,"Powiat koniński",2005,NA
"10623",3011000,"Powiat kościański",2005,NA
"10624",3012000,"Powiat krotoszyński",2005,NA
"10625",3013000,"Powiat leszczyński",2005,NA
"10626",3014000,"Powiat międzychodzki",2005,NA
"10627",3015000,"Powiat nowotomyski",2005,NA
"10628",3016000,"Powiat obornicki",2005,NA
"10629",3017000,"Powiat ostrowski",2005,NA
"10630",3018000,"Powiat ostrzeszowski",2005,NA
"10631",3019000,"Powiat pilski",2005,NA
"10632",3020000,"Powiat pleszewski",2005,NA
"10633",3021000,"Powiat poznański",2005,NA
"10634",3022000,"Powiat rawicki",2005,NA
"10635",3023000,"Powiat słupecki",2005,NA
"10636",3024000,"Powiat szamotulski",2005,NA
"10637",3025000,"Powiat średzki",2005,NA
"10638",3026000,"Powiat śremski",2005,NA
"10639",3027000,"Powiat turecki",2005,NA
"10640",3028000,"Powiat wągrowiecki",2005,NA
"10641",3029000,"Powiat wolsztyński",2005,NA
"10642",3030000,"Powiat wrzesiński",2005,NA
"10643",3031000,"Powiat złotowski",2005,NA
"10644",3061000,"Powiat m.Kalisz",2005,NA
"10645",3062000,"Powiat m.Konin",2005,NA
"10646",3063000,"Powiat m.Leszno",2005,NA
"10647",3064000,"Powiat m.Poznań",2005,NA
"10648",3201000,"Powiat białogardzki",2005,NA
"10649",3202000,"Powiat choszczeński",2005,NA
"10650",3203000,"Powiat drawski",2005,NA
"10651",3204000,"Powiat goleniowski",2005,NA
"10652",3205000,"Powiat gryficki",2005,NA
"10653",3206000,"Powiat gryfiński",2005,NA
"10654",3207000,"Powiat kamieński",2005,NA
"10655",3208000,"Powiat kołobrzeski",2005,NA
"10656",3209000,"Powiat koszaliński",2005,NA
"10657",3210000,"Powiat myśliborski",2005,NA
"10658",3211000,"Powiat policki",2005,NA
"10659",3212000,"Powiat pyrzycki",2005,NA
"10660",3213000,"Powiat sławieński",2005,NA
"10661",3214000,"Powiat stargardzki",2005,NA
"10662",3215000,"Powiat szczecinecki",2005,NA
"10663",3216000,"Powiat świdwiński",2005,NA
"10664",3217000,"Powiat wałecki",2005,NA
"10665",3218000,"Powiat łobeski",2005,NA
"10666",3261000,"Powiat m.Koszalin",2005,NA
"10667",3262000,"Powiat m.Szczecin",2005,NA
"10668",3263000,"Powiat m.Świnoujście",2005,NA
"10669",201000,"Powiat bolesławiecki",2006,NA
"10670",202000,"Powiat dzierżoniowski",2006,NA
"10671",203000,"Powiat głogowski",2006,NA
"10672",204000,"Powiat górowski",2006,NA
"10673",205000,"Powiat jaworski",2006,NA
"10674",206000,"Powiat jeleniogórski",2006,NA
"10675",207000,"Powiat kamiennogórski",2006,NA
"10676",208000,"Powiat kłodzki",2006,NA
"10677",209000,"Powiat legnicki",2006,NA
"10678",210000,"Powiat lubański",2006,NA
"10679",211000,"Powiat lubiński",2006,NA
"10680",212000,"Powiat lwówecki",2006,NA
"10681",213000,"Powiat milicki",2006,NA
"10682",214000,"Powiat oleśnicki",2006,NA
"10683",215000,"Powiat oławski",2006,NA
"10684",216000,"Powiat polkowicki",2006,NA
"10685",217000,"Powiat strzeliński",2006,NA
"10686",218000,"Powiat średzki",2006,NA
"10687",219000,"Powiat świdnicki",2006,NA
"10688",220000,"Powiat trzebnicki",2006,NA
"10689",221000,"Powiat wałbrzyski",2006,NA
"10690",222000,"Powiat wołowski",2006,NA
"10691",223000,"Powiat wrocławski",2006,NA
"10692",224000,"Powiat ząbkowicki",2006,NA
"10693",225000,"Powiat zgorzelecki",2006,NA
"10694",226000,"Powiat złotoryjski",2006,NA
"10695",261000,"Powiat m.Jelenia Góra",2006,NA
"10696",262000,"Powiat m.Legnica",2006,NA
"10697",263000,"Powiat m.Wałbrzych do 2002",2006,NA
"10698",264000,"Powiat m.Wrocław",2006,NA
"10699",265000,"Powiat m.Wałbrzych od 2013",2006,NA
"10700",401000,"Powiat aleksandrowski",2006,NA
"10701",402000,"Powiat brodnicki",2006,NA
"10702",403000,"Powiat bydgoski",2006,NA
"10703",404000,"Powiat chełmiński",2006,NA
"10704",405000,"Powiat golubsko-dobrzyński",2006,NA
"10705",406000,"Powiat grudziądzki",2006,NA
"10706",407000,"Powiat inowrocławski",2006,NA
"10707",408000,"Powiat lipnowski",2006,NA
"10708",409000,"Powiat mogileński",2006,NA
"10709",410000,"Powiat nakielski",2006,NA
"10710",411000,"Powiat radziejowski",2006,NA
"10711",412000,"Powiat rypiński",2006,NA
"10712",413000,"Powiat sępoleński",2006,NA
"10713",414000,"Powiat świecki",2006,NA
"10714",415000,"Powiat toruński",2006,NA
"10715",416000,"Powiat tucholski",2006,NA
"10716",417000,"Powiat wąbrzeski",2006,NA
"10717",418000,"Powiat włocławski",2006,NA
"10718",419000,"Powiat żniński",2006,NA
"10719",461000,"Powiat m.Bydgoszcz",2006,NA
"10720",462000,"Powiat m.Grudziądz",2006,NA
"10721",463000,"Powiat m.Toruń",2006,NA
"10722",464000,"Powiat m.Włocławek",2006,NA
"10723",601000,"Powiat bialski",2006,NA
"10724",602000,"Powiat biłgorajski",2006,NA
"10725",603000,"Powiat chełmski",2006,NA
"10726",604000,"Powiat hrubieszowski",2006,NA
"10727",605000,"Powiat janowski",2006,NA
"10728",606000,"Powiat krasnostawski",2006,NA
"10729",607000,"Powiat kraśnicki",2006,NA
"10730",608000,"Powiat lubartowski",2006,NA
"10731",609000,"Powiat lubelski",2006,NA
"10732",610000,"Powiat łęczyński",2006,NA
"10733",611000,"Powiat łukowski",2006,NA
"10734",612000,"Powiat opolski",2006,NA
"10735",613000,"Powiat parczewski",2006,NA
"10736",614000,"Powiat puławski",2006,NA
"10737",615000,"Powiat radzyński",2006,NA
"10738",616000,"Powiat rycki",2006,NA
"10739",617000,"Powiat świdnicki",2006,NA
"10740",618000,"Powiat tomaszowski",2006,NA
"10741",619000,"Powiat włodawski",2006,NA
"10742",620000,"Powiat zamojski",2006,NA
"10743",661000,"Powiat m.Biała Podlaska",2006,NA
"10744",662000,"Powiat m.Chełm",2006,NA
"10745",663000,"Powiat m.Lublin",2006,NA
"10746",664000,"Powiat m.Zamość",2006,NA
"10747",801000,"Powiat gorzowski",2006,NA
"10748",802000,"Powiat krośnieński",2006,NA
"10749",803000,"Powiat międzyrzecki",2006,NA
"10750",804000,"Powiat nowosolski",2006,NA
"10751",805000,"Powiat słubicki",2006,NA
"10752",806000,"Powiat strzelecko-drezdenecki",2006,NA
"10753",807000,"Powiat sulęciński",2006,NA
"10754",808000,"Powiat świebodziński",2006,NA
"10755",809000,"Powiat zielonogórski",2006,NA
"10756",810000,"Powiat żagański",2006,NA
"10757",811000,"Powiat żarski",2006,NA
"10758",812000,"Powiat wschowski",2006,NA
"10759",861000,"Powiat m.Gorzów Wielkopolski",2006,NA
"10760",862000,"Powiat m.Zielona Góra",2006,NA
"10761",1001000,"Powiat bełchatowski",2006,NA
"10762",1002000,"Powiat kutnowski",2006,NA
"10763",1003000,"Powiat łaski",2006,NA
"10764",1004000,"Powiat łęczycki",2006,NA
"10765",1005000,"Powiat łowicki",2006,NA
"10766",1006000,"Powiat łódzki wschodni",2006,NA
"10767",1007000,"Powiat opoczyński",2006,NA
"10768",1008000,"Powiat pabianicki",2006,NA
"10769",1009000,"Powiat pajęczański",2006,NA
"10770",1010000,"Powiat piotrkowski",2006,NA
"10771",1011000,"Powiat poddębicki",2006,NA
"10772",1012000,"Powiat radomszczański",2006,NA
"10773",1013000,"Powiat rawski",2006,NA
"10774",1014000,"Powiat sieradzki",2006,NA
"10775",1015000,"Powiat skierniewicki",2006,NA
"10776",1016000,"Powiat tomaszowski",2006,NA
"10777",1017000,"Powiat wieluński",2006,NA
"10778",1018000,"Powiat wieruszowski",2006,NA
"10779",1019000,"Powiat zduńskowolski",2006,NA
"10780",1020000,"Powiat zgierski",2006,NA
"10781",1021000,"Powiat brzeziński",2006,NA
"10782",1061000,"Powiat m.Łódź",2006,NA
"10783",1062000,"Powiat m.Piotrków Trybunalski",2006,NA
"10784",1063000,"Powiat m.Skierniewice",2006,NA
"10785",1201000,"Powiat bocheński",2006,NA
"10786",1202000,"Powiat brzeski",2006,NA
"10787",1203000,"Powiat chrzanowski",2006,NA
"10788",1204000,"Powiat dąbrowski",2006,NA
"10789",1205000,"Powiat gorlicki",2006,NA
"10790",1206000,"Powiat krakowski",2006,NA
"10791",1207000,"Powiat limanowski",2006,NA
"10792",1208000,"Powiat miechowski",2006,NA
"10793",1209000,"Powiat myślenicki",2006,NA
"10794",1210000,"Powiat nowosądecki",2006,NA
"10795",1211000,"Powiat nowotarski",2006,NA
"10796",1212000,"Powiat olkuski",2006,NA
"10797",1213000,"Powiat oświęcimski",2006,NA
"10798",1214000,"Powiat proszowicki",2006,NA
"10799",1215000,"Powiat suski",2006,NA
"10800",1216000,"Powiat tarnowski",2006,NA
"10801",1217000,"Powiat tatrzański",2006,NA
"10802",1218000,"Powiat wadowicki",2006,NA
"10803",1219000,"Powiat wielicki",2006,NA
"10804",1261000,"Powiat m.Kraków",2006,NA
"10805",1262000,"Powiat m.Nowy Sącz",2006,NA
"10806",1263000,"Powiat m.Tarnów",2006,NA
"10807",1401000,"Powiat białobrzeski",2006,NA
"10808",1402000,"Powiat ciechanowski",2006,NA
"10809",1403000,"Powiat garwoliński",2006,NA
"10810",1404000,"Powiat gostyniński",2006,NA
"10811",1405000,"Powiat grodziski",2006,NA
"10812",1406000,"Powiat grójecki",2006,NA
"10813",1407000,"Powiat kozienicki",2006,NA
"10814",1408000,"Powiat legionowski",2006,NA
"10815",1409000,"Powiat lipski",2006,NA
"10816",1410000,"Powiat łosicki",2006,NA
"10817",1411000,"Powiat makowski",2006,NA
"10818",1412000,"Powiat miński",2006,NA
"10819",1413000,"Powiat mławski",2006,NA
"10820",1414000,"Powiat nowodworski",2006,NA
"10821",1415000,"Powiat ostrołęcki",2006,NA
"10822",1416000,"Powiat ostrowski",2006,NA
"10823",1417000,"Powiat otwocki",2006,NA
"10824",1418000,"Powiat piaseczyński",2006,NA
"10825",1419000,"Powiat płocki",2006,NA
"10826",1420000,"Powiat płoński",2006,NA
"10827",1421000,"Powiat pruszkowski",2006,NA
"10828",1422000,"Powiat przasnyski",2006,NA
"10829",1423000,"Powiat przysuski",2006,NA
"10830",1424000,"Powiat pułtuski",2006,NA
"10831",1425000,"Powiat radomski",2006,NA
"10832",1426000,"Powiat siedlecki",2006,NA
"10833",1427000,"Powiat sierpecki",2006,NA
"10834",1428000,"Powiat sochaczewski",2006,NA
"10835",1429000,"Powiat sokołowski",2006,NA
"10836",1430000,"Powiat szydłowiecki",2006,NA
"10837",1432000,"Powiat warszawski zachodni",2006,NA
"10838",1433000,"Powiat węgrowski",2006,NA
"10839",1434000,"Powiat wołomiński",2006,NA
"10840",1435000,"Powiat wyszkowski",2006,NA
"10841",1436000,"Powiat zwoleński",2006,NA
"10842",1437000,"Powiat żuromiński",2006,NA
"10843",1438000,"Powiat żyrardowski",2006,NA
"10844",1461000,"Powiat m.Ostrołęka",2006,NA
"10845",1462000,"Powiat m.Płock",2006,NA
"10846",1463000,"Powiat m.Radom",2006,NA
"10847",1464000,"Powiat m.Siedlce",2006,NA
"10848",1465000,"Powiat m. st. Warszawa",2006,NA
"10849",1601000,"Powiat brzeski",2006,NA
"10850",1602000,"Powiat głubczycki",2006,NA
"10851",1603000,"Powiat kędzierzyńsko-kozielski",2006,NA
"10852",1604000,"Powiat kluczborski",2006,NA
"10853",1605000,"Powiat krapkowicki",2006,NA
"10854",1606000,"Powiat namysłowski",2006,NA
"10855",1607000,"Powiat nyski",2006,NA
"10856",1608000,"Powiat oleski",2006,NA
"10857",1609000,"Powiat opolski",2006,NA
"10858",1610000,"Powiat prudnicki",2006,NA
"10859",1611000,"Powiat strzelecki",2006,NA
"10860",1661000,"Powiat m.Opole",2006,NA
"10861",1801000,"Powiat bieszczadzki",2006,NA
"10862",1802000,"Powiat brzozowski",2006,NA
"10863",1803000,"Powiat dębicki",2006,NA
"10864",1804000,"Powiat jarosławski",2006,NA
"10865",1805000,"Powiat jasielski",2006,NA
"10866",1806000,"Powiat kolbuszowski",2006,NA
"10867",1807000,"Powiat krośnieński",2006,NA
"10868",1808000,"Powiat leżajski",2006,NA
"10869",1809000,"Powiat lubaczowski",2006,NA
"10870",1810000,"Powiat łańcucki",2006,NA
"10871",1811000,"Powiat mielecki",2006,NA
"10872",1812000,"Powiat niżański",2006,NA
"10873",1813000,"Powiat przemyski",2006,NA
"10874",1814000,"Powiat przeworski",2006,NA
"10875",1815000,"Powiat ropczycko-sędziszowski",2006,NA
"10876",1816000,"Powiat rzeszowski",2006,NA
"10877",1817000,"Powiat sanocki",2006,NA
"10878",1818000,"Powiat stalowowolski",2006,NA
"10879",1819000,"Powiat strzyżowski",2006,NA
"10880",1820000,"Powiat tarnobrzeski",2006,NA
"10881",1821000,"Powiat leski",2006,NA
"10882",1861000,"Powiat m.Krosno",2006,NA
"10883",1862000,"Powiat m.Przemyśl",2006,NA
"10884",1863000,"Powiat m.Rzeszów",2006,NA
"10885",1864000,"Powiat m.Tarnobrzeg",2006,NA
"10886",2001000,"Powiat augustowski",2006,NA
"10887",2002000,"Powiat białostocki",2006,NA
"10888",2003000,"Powiat bielski",2006,NA
"10889",2004000,"Powiat grajewski",2006,NA
"10890",2005000,"Powiat hajnowski",2006,NA
"10891",2006000,"Powiat kolneński",2006,NA
"10892",2007000,"Powiat łomżyński",2006,NA
"10893",2008000,"Powiat moniecki",2006,NA
"10894",2009000,"Powiat sejneński",2006,NA
"10895",2010000,"Powiat siemiatycki",2006,NA
"10896",2011000,"Powiat sokólski",2006,NA
"10897",2012000,"Powiat suwalski",2006,NA
"10898",2013000,"Powiat wysokomazowiecki",2006,NA
"10899",2014000,"Powiat zambrowski",2006,NA
"10900",2061000,"Powiat m.Białystok",2006,NA
"10901",2062000,"Powiat m.Łomża",2006,NA
"10902",2063000,"Powiat m.Suwałki",2006,NA
"10903",2201000,"Powiat bytowski",2006,NA
"10904",2202000,"Powiat chojnicki",2006,NA
"10905",2203000,"Powiat człuchowski",2006,NA
"10906",2204000,"Powiat gdański",2006,NA
"10907",2205000,"Powiat kartuski",2006,NA
"10908",2206000,"Powiat kościerski",2006,NA
"10909",2207000,"Powiat kwidzyński",2006,NA
"10910",2208000,"Powiat lęborski",2006,NA
"10911",2209000,"Powiat malborski",2006,NA
"10912",2210000,"Powiat nowodworski",2006,NA
"10913",2211000,"Powiat pucki",2006,NA
"10914",2212000,"Powiat słupski",2006,NA
"10915",2213000,"Powiat starogardzki",2006,NA
"10916",2214000,"Powiat tczewski",2006,NA
"10917",2215000,"Powiat wejherowski",2006,NA
"10918",2216000,"Powiat sztumski",2006,NA
"10919",2261000,"Powiat m.Gdańsk",2006,NA
"10920",2262000,"Powiat m.Gdynia",2006,NA
"10921",2263000,"Powiat m.Słupsk",2006,NA
"10922",2264000,"Powiat m.Sopot",2006,NA
"10923",2401000,"Powiat będziński",2006,NA
"10924",2402000,"Powiat bielski",2006,NA
"10925",2403000,"Powiat cieszyński",2006,NA
"10926",2404000,"Powiat częstochowski",2006,NA
"10927",2405000,"Powiat gliwicki",2006,NA
"10928",2406000,"Powiat kłobucki",2006,NA
"10929",2407000,"Powiat lubliniecki",2006,NA
"10930",2408000,"Powiat mikołowski",2006,NA
"10931",2409000,"Powiat myszkowski",2006,NA
"10932",2410000,"Powiat pszczyński",2006,NA
"10933",2411000,"Powiat raciborski",2006,NA
"10934",2412000,"Powiat rybnicki",2006,NA
"10935",2413000,"Powiat tarnogórski",2006,NA
"10936",2414000,"Powiat bieruńsko-lędziński",2006,NA
"10937",2415000,"Powiat wodzisławski",2006,NA
"10938",2416000,"Powiat zawierciański",2006,NA
"10939",2417000,"Powiat żywiecki",2006,NA
"10940",2461000,"Powiat m.Bielsko-Biała",2006,NA
"10941",2462000,"Powiat m.Bytom",2006,NA
"10942",2463000,"Powiat m.Chorzów",2006,NA
"10943",2464000,"Powiat m.Częstochowa",2006,NA
"10944",2465000,"Powiat m.Dąbrowa Górnicza",2006,NA
"10945",2466000,"Powiat m.Gliwice",2006,NA
"10946",2467000,"Powiat m.Jastrzębie-Zdrój",2006,NA
"10947",2468000,"Powiat m.Jaworzno",2006,NA
"10948",2469000,"Powiat m.Katowice",2006,NA
"10949",2470000,"Powiat m.Mysłowice",2006,NA
"10950",2471000,"Powiat m.Piekary Śląskie",2006,NA
"10951",2472000,"Powiat m.Ruda Śląska",2006,NA
"10952",2473000,"Powiat m.Rybnik",2006,NA
"10953",2474000,"Powiat m.Siemianowice Śląskie",2006,NA
"10954",2475000,"Powiat m.Sosnowiec",2006,NA
"10955",2476000,"Powiat m.Świętochłowice",2006,NA
"10956",2477000,"Powiat m.Tychy",2006,NA
"10957",2478000,"Powiat m.Zabrze",2006,NA
"10958",2479000,"Powiat m.Żory",2006,NA
"10959",2601000,"Powiat buski",2006,NA
"10960",2602000,"Powiat jędrzejowski",2006,NA
"10961",2603000,"Powiat kazimierski",2006,NA
"10962",2604000,"Powiat kielecki",2006,NA
"10963",2605000,"Powiat konecki",2006,NA
"10964",2606000,"Powiat opatowski",2006,NA
"10965",2607000,"Powiat ostrowiecki",2006,NA
"10966",2608000,"Powiat pińczowski",2006,NA
"10967",2609000,"Powiat sandomierski",2006,NA
"10968",2610000,"Powiat skarżyski",2006,NA
"10969",2611000,"Powiat starachowicki",2006,NA
"10970",2612000,"Powiat staszowski",2006,NA
"10971",2613000,"Powiat włoszczowski",2006,NA
"10972",2661000,"Powiat m.Kielce",2006,NA
"10973",2801000,"Powiat bartoszycki",2006,NA
"10974",2802000,"Powiat braniewski",2006,NA
"10975",2803000,"Powiat działdowski",2006,NA
"10976",2804000,"Powiat elbląski",2006,NA
"10977",2805000,"Powiat ełcki",2006,NA
"10978",2806000,"Powiat giżycki",2006,NA
"10979",2807000,"Powiat iławski",2006,NA
"10980",2808000,"Powiat kętrzyński",2006,NA
"10981",2809000,"Powiat lidzbarski",2006,NA
"10982",2810000,"Powiat mrągowski",2006,NA
"10983",2811000,"Powiat nidzicki",2006,NA
"10984",2812000,"Powiat nowomiejski",2006,NA
"10985",2813000,"Powiat olecki",2006,NA
"10986",2814000,"Powiat olsztyński",2006,NA
"10987",2815000,"Powiat ostródzki",2006,NA
"10988",2816000,"Powiat piski",2006,NA
"10989",2817000,"Powiat szczycieński",2006,NA
"10990",2818000,"Powiat gołdapski",2006,NA
"10991",2819000,"Powiat węgorzewski",2006,NA
"10992",2861000,"Powiat m.Elbląg",2006,NA
"10993",2862000,"Powiat m.Olsztyn",2006,NA
"10994",3001000,"Powiat chodzieski",2006,NA
"10995",3002000,"Powiat czarnkowsko-trzcianecki",2006,NA
"10996",3003000,"Powiat gnieźnieński",2006,NA
"10997",3004000,"Powiat gostyński",2006,NA
"10998",3005000,"Powiat grodziski",2006,NA
"10999",3006000,"Powiat jarociński",2006,NA
"11000",3007000,"Powiat kaliski",2006,NA
"11001",3008000,"Powiat kępiński",2006,NA
"11002",3009000,"Powiat kolski",2006,NA
"11003",3010000,"Powiat koniński",2006,NA
"11004",3011000,"Powiat kościański",2006,NA
"11005",3012000,"Powiat krotoszyński",2006,NA
"11006",3013000,"Powiat leszczyński",2006,NA
"11007",3014000,"Powiat międzychodzki",2006,NA
"11008",3015000,"Powiat nowotomyski",2006,NA
"11009",3016000,"Powiat obornicki",2006,NA
"11010",3017000,"Powiat ostrowski",2006,NA
"11011",3018000,"Powiat ostrzeszowski",2006,NA
"11012",3019000,"Powiat pilski",2006,NA
"11013",3020000,"Powiat pleszewski",2006,NA
"11014",3021000,"Powiat poznański",2006,NA
"11015",3022000,"Powiat rawicki",2006,NA
"11016",3023000,"Powiat słupecki",2006,NA
"11017",3024000,"Powiat szamotulski",2006,NA
"11018",3025000,"Powiat średzki",2006,NA
"11019",3026000,"Powiat śremski",2006,NA
"11020",3027000,"Powiat turecki",2006,NA
"11021",3028000,"Powiat wągrowiecki",2006,NA
"11022",3029000,"Powiat wolsztyński",2006,NA
"11023",3030000,"Powiat wrzesiński",2006,NA
"11024",3031000,"Powiat złotowski",2006,NA
"11025",3061000,"Powiat m.Kalisz",2006,NA
"11026",3062000,"Powiat m.Konin",2006,NA
"11027",3063000,"Powiat m.Leszno",2006,NA
"11028",3064000,"Powiat m.Poznań",2006,NA
"11029",3201000,"Powiat białogardzki",2006,NA
"11030",3202000,"Powiat choszczeński",2006,NA
"11031",3203000,"Powiat drawski",2006,NA
"11032",3204000,"Powiat goleniowski",2006,NA
"11033",3205000,"Powiat gryficki",2006,NA
"11034",3206000,"Powiat gryfiński",2006,NA
"11035",3207000,"Powiat kamieński",2006,NA
"11036",3208000,"Powiat kołobrzeski",2006,NA
"11037",3209000,"Powiat koszaliński",2006,NA
"11038",3210000,"Powiat myśliborski",2006,NA
"11039",3211000,"Powiat policki",2006,NA
"11040",3212000,"Powiat pyrzycki",2006,NA
"11041",3213000,"Powiat sławieński",2006,NA
"11042",3214000,"Powiat stargardzki",2006,NA
"11043",3215000,"Powiat szczecinecki",2006,NA
"11044",3216000,"Powiat świdwiński",2006,NA
"11045",3217000,"Powiat wałecki",2006,NA
"11046",3218000,"Powiat łobeski",2006,NA
"11047",3261000,"Powiat m.Koszalin",2006,NA
"11048",3262000,"Powiat m.Szczecin",2006,NA
"11049",3263000,"Powiat m.Świnoujście",2006,NA
"11050",201000,"Powiat bolesławiecki",2007,NA
"11051",202000,"Powiat dzierżoniowski",2007,NA
"11052",203000,"Powiat głogowski",2007,NA
"11053",204000,"Powiat górowski",2007,NA
"11054",205000,"Powiat jaworski",2007,NA
"11055",206000,"Powiat jeleniogórski",2007,NA
"11056",207000,"Powiat kamiennogórski",2007,NA
"11057",208000,"Powiat kłodzki",2007,NA
"11058",209000,"Powiat legnicki",2007,NA
"11059",210000,"Powiat lubański",2007,NA
"11060",211000,"Powiat lubiński",2007,NA
"11061",212000,"Powiat lwówecki",2007,NA
"11062",213000,"Powiat milicki",2007,NA
"11063",214000,"Powiat oleśnicki",2007,NA
"11064",215000,"Powiat oławski",2007,NA
"11065",216000,"Powiat polkowicki",2007,NA
"11066",217000,"Powiat strzeliński",2007,NA
"11067",218000,"Powiat średzki",2007,NA
"11068",219000,"Powiat świdnicki",2007,NA
"11069",220000,"Powiat trzebnicki",2007,NA
"11070",221000,"Powiat wałbrzyski",2007,NA
"11071",222000,"Powiat wołowski",2007,NA
"11072",223000,"Powiat wrocławski",2007,NA
"11073",224000,"Powiat ząbkowicki",2007,NA
"11074",225000,"Powiat zgorzelecki",2007,NA
"11075",226000,"Powiat złotoryjski",2007,NA
