"","Kod","Nazwa","rok","Mieszkania_oddane_do_uzytkowania_ogolem_powierzchnia_uZytkowa_mieszkan_m2"
"14850",3008000,"Powiat kępiński",2008,21539
"14851",3009000,"Powiat kolski",2008,31559
"14852",3010000,"Powiat koniński",2008,55142
"14853",3011000,"Powiat kościański",2008,24988
"14854",3012000,"Powiat krotoszyński",2008,25662
"14855",3013000,"Powiat leszczyński",2008,42846
"14856",3014000,"Powiat międzychodzki",2008,13623
"14857",3015000,"Powiat nowotomyski",2008,38988
"14858",3016000,"Powiat obornicki",2008,22295
"14859",3017000,"Powiat ostrowski",2008,70407
"14860",3018000,"Powiat ostrzeszowski",2008,25374
"14861",3019000,"Powiat pilski",2008,31770
"14862",3020000,"Powiat pleszewski",2008,25339
"14863",3021000,"Powiat poznański",2008,506660
"14864",3022000,"Powiat rawicki",2008,19994
"14865",3023000,"Powiat słupecki",2008,23935
"14866",3024000,"Powiat szamotulski",2008,40461
"14867",3025000,"Powiat średzki",2008,24856
"14868",3026000,"Powiat śremski",2008,18173
"14869",3027000,"Powiat turecki",2008,36073
"14870",3028000,"Powiat wągrowiecki",2008,28880
"14871",3029000,"Powiat wolsztyński",2008,23034
"14872",3030000,"Powiat wrzesiński",2008,51385
"14873",3031000,"Powiat złotowski",2008,15499
"14874",3061000,"Powiat m.Kalisz",2008,37046
"14875",3062000,"Powiat m.Konin",2008,16394
"14876",3063000,"Powiat m.Leszno",2008,38469
"14877",3064000,"Powiat m.Poznań",2008,301670
"14878",3201000,"Powiat białogardzki",2008,9888
"14879",3202000,"Powiat choszczeński",2008,4056
"14880",3203000,"Powiat drawski",2008,11619
"14881",3204000,"Powiat goleniowski",2008,30473
"14882",3205000,"Powiat gryficki",2008,15396
"14883",3206000,"Powiat gryfiński",2008,20479
"14884",3207000,"Powiat kamieński",2008,23892
"14885",3208000,"Powiat kołobrzeski",2008,68882
"14886",3209000,"Powiat koszaliński",2008,38749
"14887",3210000,"Powiat myśliborski",2008,10012
"14888",3211000,"Powiat policki",2008,96302
"14889",3212000,"Powiat pyrzycki",2008,5692
"14890",3213000,"Powiat sławieński",2008,16575
"14891",3214000,"Powiat stargardzki",2008,40021
"14892",3215000,"Powiat szczecinecki",2008,17505
"14893",3216000,"Powiat świdwiński",2008,4030
"14894",3217000,"Powiat wałecki",2008,12731
"14895",3218000,"Powiat łobeski",2008,3427
"14896",3261000,"Powiat m.Koszalin",2008,37514
"14897",3262000,"Powiat m.Szczecin",2008,159597
"14898",3263000,"Powiat m.Świnoujście",2008,45014
"14899",201000,"Powiat bolesławiecki",2009,32794
"14900",202000,"Powiat dzierżoniowski",2009,16407
"14901",203000,"Powiat głogowski",2009,27869
"14902",204000,"Powiat górowski",2009,3776
"14903",205000,"Powiat jaworski",2009,9734
"14904",206000,"Powiat jeleniogórski",2009,39242
"14905",207000,"Powiat kamiennogórski",2009,6843
"14906",208000,"Powiat kłodzki",2009,45002
"14907",209000,"Powiat legnicki",2009,24704
"14908",210000,"Powiat lubański",2009,7559
"14909",211000,"Powiat lubiński",2009,50169
"14910",212000,"Powiat lwówecki",2009,5312
"14911",213000,"Powiat milicki",2009,16106
"14912",214000,"Powiat oleśnicki",2009,44707
"14913",215000,"Powiat oławski",2009,55948
"14914",216000,"Powiat polkowicki",2009,21535
"14915",217000,"Powiat strzeliński",2009,7891
"14916",218000,"Powiat średzki",2009,42793
"14917",219000,"Powiat świdnicki",2009,55448
"14918",220000,"Powiat trzebnicki",2009,53367
"14919",221000,"Powiat wałbrzyski",2009,11290
"14920",222000,"Powiat wołowski",2009,14154
"14921",223000,"Powiat wrocławski",2009,234912
"14922",224000,"Powiat ząbkowicki",2009,14092
"14923",225000,"Powiat zgorzelecki",2009,15220
"14924",226000,"Powiat złotoryjski",2009,9271
"14925",261000,"Powiat m.Jelenia Góra",2009,31066
"14926",262000,"Powiat m.Legnica",2009,17572
"14927",263000,"Powiat m.Wałbrzych do 2002",2009,NA
"14928",264000,"Powiat m.Wrocław",2009,364978
"14929",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"14930",401000,"Powiat aleksandrowski",2009,19681
"14931",402000,"Powiat brodnicki",2009,28121
"14932",403000,"Powiat bydgoski",2009,131773
"14933",404000,"Powiat chełmiński",2009,9427
"14934",405000,"Powiat golubsko-dobrzyński",2009,11449
"14935",406000,"Powiat grudziądzki",2009,12065
"14936",407000,"Powiat inowrocławski",2009,37420
"14937",408000,"Powiat lipnowski",2009,16526
"14938",409000,"Powiat mogileński",2009,7722
"14939",410000,"Powiat nakielski",2009,25523
"14940",411000,"Powiat radziejowski",2009,2942
"14941",412000,"Powiat rypiński",2009,13288
"14942",413000,"Powiat sępoleński",2009,4116
"14943",414000,"Powiat świecki",2009,37061
"14944",415000,"Powiat toruński",2009,80762
"14945",416000,"Powiat tucholski",2009,15833
"14946",417000,"Powiat wąbrzeski",2009,3254
"14947",418000,"Powiat włocławski",2009,26170
"14948",419000,"Powiat żniński",2009,12444
"14949",461000,"Powiat m.Bydgoszcz",2009,63134
"14950",462000,"Powiat m.Grudziądz",2009,17796
"14951",463000,"Powiat m.Toruń",2009,66124
"14952",464000,"Powiat m.Włocławek",2009,33675
"14953",601000,"Powiat bialski",2009,19083
"14954",602000,"Powiat biłgorajski",2009,24181
"14955",603000,"Powiat chełmski",2009,14281
"14956",604000,"Powiat hrubieszowski",2009,7607
"14957",605000,"Powiat janowski",2009,4840
"14958",606000,"Powiat krasnostawski",2009,5662
"14959",607000,"Powiat kraśnicki",2009,19194
"14960",608000,"Powiat lubartowski",2009,27773
"14961",609000,"Powiat lubelski",2009,124365
"14962",610000,"Powiat łęczyński",2009,17852
"14963",611000,"Powiat łukowski",2009,37737
"14964",612000,"Powiat opolski",2009,8874
"14965",613000,"Powiat parczewski",2009,6247
"14966",614000,"Powiat puławski",2009,28499
"14967",615000,"Powiat radzyński",2009,13972
"14968",616000,"Powiat rycki",2009,8710
"14969",617000,"Powiat świdnicki",2009,33586
"14970",618000,"Powiat tomaszowski",2009,14365
"14971",619000,"Powiat włodawski",2009,12326
"14972",620000,"Powiat zamojski",2009,27869
"14973",661000,"Powiat m.Biała Podlaska",2009,38625
"14974",662000,"Powiat m.Chełm",2009,18840
"14975",663000,"Powiat m.Lublin",2009,110908
"14976",664000,"Powiat m.Zamość",2009,21059
"14977",801000,"Powiat gorzowski",2009,36013
"14978",802000,"Powiat krośnieński",2009,12821
"14979",803000,"Powiat międzyrzecki",2009,18575
"14980",804000,"Powiat nowosolski",2009,25707
"14981",805000,"Powiat słubicki",2009,13390
"14982",806000,"Powiat strzelecko-drezdenecki",2009,16008
"14983",807000,"Powiat sulęciński",2009,13822
"14984",808000,"Powiat świebodziński",2009,24358
"14985",809000,"Powiat zielonogórski",2009,68995
"14986",810000,"Powiat żagański",2009,14423
"14987",811000,"Powiat żarski",2009,24000
"14988",812000,"Powiat wschowski",2009,12690
"14989",861000,"Powiat m.Gorzów Wielkopolski",2009,38214
"14990",862000,"Powiat m.Zielona Góra",2009,49801
"14991",1001000,"Powiat bełchatowski",2009,33188
"14992",1002000,"Powiat kutnowski",2009,13674
"14993",1003000,"Powiat łaski",2009,13566
"14994",1004000,"Powiat łęczycki",2009,3825
"14995",1005000,"Powiat łowicki",2009,11426
"14996",1006000,"Powiat łódzki wschodni",2009,48530
"14997",1007000,"Powiat opoczyński",2009,24123
"14998",1008000,"Powiat pabianicki",2009,51691
"14999",1009000,"Powiat pajęczański",2009,7995
"15000",1010000,"Powiat piotrkowski",2009,34786
"15001",1011000,"Powiat poddębicki",2009,9056
"15002",1012000,"Powiat radomszczański",2009,29535
"15003",1013000,"Powiat rawski",2009,14223
"15004",1014000,"Powiat sieradzki",2009,15028
"15005",1015000,"Powiat skierniewicki",2009,16465
"15006",1016000,"Powiat tomaszowski",2009,36935
"15007",1017000,"Powiat wieluński",2009,24556
"15008",1018000,"Powiat wieruszowski",2009,11938
"15009",1019000,"Powiat zduńskowolski",2009,12413
"15010",1020000,"Powiat zgierski",2009,73073
"15011",1021000,"Powiat brzeziński",2009,10829
"15012",1061000,"Powiat m.Łódź",2009,159423
"15013",1062000,"Powiat m.Piotrków Trybunalski",2009,31645
"15014",1063000,"Powiat m.Skierniewice",2009,28105
"15015",1201000,"Powiat bocheński",2009,40926
"15016",1202000,"Powiat brzeski",2009,29399
"15017",1203000,"Powiat chrzanowski",2009,33590
"15018",1204000,"Powiat dąbrowski",2009,12260
"15019",1205000,"Powiat gorlicki",2009,34225
"15020",1206000,"Powiat krakowski",2009,294705
"15021",1207000,"Powiat limanowski",2009,45726
"15022",1208000,"Powiat miechowski",2009,6104
"15023",1209000,"Powiat myślenicki",2009,50767
"15024",1210000,"Powiat nowosądecki",2009,65146
"15025",1211000,"Powiat nowotarski",2009,54888
"15026",1212000,"Powiat olkuski",2009,27647
"15027",1213000,"Powiat oświęcimski",2009,41507
"15028",1214000,"Powiat proszowicki",2009,13557
"15029",1215000,"Powiat suski",2009,35568
"15030",1216000,"Powiat tarnowski",2009,59102
"15031",1217000,"Powiat tatrzański",2009,50061
"15032",1218000,"Powiat wadowicki",2009,44092
"15033",1219000,"Powiat wielicki",2009,118503
"15034",1261000,"Powiat m.Kraków",2009,631349
"15035",1262000,"Powiat m.Nowy Sącz",2009,27114
"15036",1263000,"Powiat m.Tarnów",2009,35896
"15037",1401000,"Powiat białobrzeski",2009,13673
"15038",1402000,"Powiat ciechanowski",2009,30884
"15039",1403000,"Powiat garwoliński",2009,56694
"15040",1404000,"Powiat gostyniński",2009,14008
"15041",1405000,"Powiat grodziski",2009,132762
"15042",1406000,"Powiat grójecki",2009,47247
"15043",1407000,"Powiat kozienicki",2009,19318
"15044",1408000,"Powiat legionowski",2009,143661
"15045",1409000,"Powiat lipski",2009,3914
"15046",1410000,"Powiat łosicki",2009,6344
"15047",1411000,"Powiat makowski",2009,10230
"15048",1412000,"Powiat miński",2009,103248
"15049",1413000,"Powiat mławski",2009,21251
"15050",1414000,"Powiat nowodworski",2009,52675
"15051",1415000,"Powiat ostrołęcki",2009,43690
"15052",1416000,"Powiat ostrowski",2009,10353
"15053",1417000,"Powiat otwocki",2009,116224
"15054",1418000,"Powiat piaseczyński",2009,354013
"15055",1419000,"Powiat płocki",2009,67852
"15056",1420000,"Powiat płoński",2009,38869
"15057",1421000,"Powiat pruszkowski",2009,100639
"15058",1422000,"Powiat przasnyski",2009,8530
"15059",1423000,"Powiat przysuski",2009,7173
"15060",1424000,"Powiat pułtuski",2009,22122
"15061",1425000,"Powiat radomski",2009,66117
"15062",1426000,"Powiat siedlecki",2009,16285
"15063",1427000,"Powiat sierpecki",2009,10318
"15064",1428000,"Powiat sochaczewski",2009,36389
"15065",1429000,"Powiat sokołowski",2009,14765
"15066",1430000,"Powiat szydłowiecki",2009,8835
"15067",1431000,"Powiat warszawski",2009,NA
"15068",1432000,"Powiat warszawski zachodni",2009,151905
"15069",1433000,"Powiat węgrowski",2009,13503
"15070",1434000,"Powiat wołomiński",2009,289454
"15071",1435000,"Powiat wyszkowski",2009,42501
"15072",1436000,"Powiat zwoleński",2009,17607
"15073",1437000,"Powiat żuromiński",2009,11259
"15074",1438000,"Powiat żyrardowski",2009,36815
"15075",1461000,"Powiat m.Ostrołęka",2009,14090
"15076",1462000,"Powiat m.Płock",2009,37382
"15077",1463000,"Powiat m.Radom",2009,64511
"15078",1464000,"Powiat m.Siedlce",2009,29438
"15079",1465000,"Powiat m. st. Warszawa",2009,1438989
"15080",1601000,"Powiat brzeski",2009,18097
"15081",1602000,"Powiat głubczycki",2009,4000
"15082",1603000,"Powiat kędzierzyńsko-kozielski",2009,10423
"15083",1604000,"Powiat kluczborski",2009,13067
"15084",1605000,"Powiat krapkowicki",2009,15902
"15085",1606000,"Powiat namysłowski",2009,13911
"15086",1607000,"Powiat nyski",2009,23840
"15087",1608000,"Powiat oleski",2009,7141
"15088",1609000,"Powiat opolski",2009,42146
"15089",1610000,"Powiat prudnicki",2009,8646
"15090",1611000,"Powiat strzelecki",2009,8766
"15091",1661000,"Powiat m.Opole",2009,40654
"15092",1801000,"Powiat bieszczadzki",2009,5511
"15093",1802000,"Powiat brzozowski",2009,14646
"15094",1803000,"Powiat dębicki",2009,38966
"15095",1804000,"Powiat jarosławski",2009,26291
"15096",1805000,"Powiat jasielski",2009,10506
"15097",1806000,"Powiat kolbuszowski",2009,11107
"15098",1807000,"Powiat krośnieński",2009,30832
"15099",1808000,"Powiat leżajski",2009,12709
"15100",1809000,"Powiat lubaczowski",2009,12018
"15101",1810000,"Powiat łańcucki",2009,32075
"15102",1811000,"Powiat mielecki",2009,42481
"15103",1812000,"Powiat niżański",2009,12552
"15104",1813000,"Powiat przemyski",2009,19667
"15105",1814000,"Powiat przeworski",2009,18013
"15106",1815000,"Powiat ropczycko-sędziszowski",2009,17731
"15107",1816000,"Powiat rzeszowski",2009,89308
"15108",1817000,"Powiat sanocki",2009,17886
"15109",1818000,"Powiat stalowowolski",2009,27693
"15110",1819000,"Powiat strzyżowski",2009,13670
"15111",1820000,"Powiat tarnobrzeski",2009,12515
"15112",1821000,"Powiat leski",2009,11831
"15113",1861000,"Powiat m.Krosno",2009,15989
"15114",1862000,"Powiat m.Przemyśl",2009,7847
"15115",1863000,"Powiat m.Rzeszów",2009,106240
"15116",1864000,"Powiat m.Tarnobrzeg",2009,15419
"15117",2001000,"Powiat augustowski",2009,30757
"15118",2002000,"Powiat białostocki",2009,68744
"15119",2003000,"Powiat bielski",2009,12759
"15120",2004000,"Powiat grajewski",2009,10908
"15121",2005000,"Powiat hajnowski",2009,9576
"15122",2006000,"Powiat kolneński",2009,5502
"15123",2007000,"Powiat łomżyński",2009,14104
"15124",2008000,"Powiat moniecki",2009,6409
"15125",2009000,"Powiat sejneński",2009,4067
"15126",2010000,"Powiat siemiatycki",2009,10355
"15127",2011000,"Powiat sokólski",2009,19435
"15128",2012000,"Powiat suwalski",2009,13718
"15129",2013000,"Powiat wysokomazowiecki",2009,6859
"15130",2014000,"Powiat zambrowski",2009,6190
"15131",2061000,"Powiat m.Białystok",2009,126896
"15132",2062000,"Powiat m.Łomża",2009,32066
"15133",2063000,"Powiat m.Suwałki",2009,23798
"15134",2201000,"Powiat bytowski",2009,21508
"15135",2202000,"Powiat chojnicki",2009,33719
"15136",2203000,"Powiat człuchowski",2009,14083
"15137",2204000,"Powiat gdański",2009,164577
"15138",2205000,"Powiat kartuski",2009,76028
"15139",2206000,"Powiat kościerski",2009,32494
"15140",2207000,"Powiat kwidzyński",2009,30330
"15141",2208000,"Powiat lęborski",2009,27673
"15142",2209000,"Powiat malborski",2009,17732
"15143",2210000,"Powiat nowodworski",2009,27656
"15144",2211000,"Powiat pucki",2009,99032
"15145",2212000,"Powiat słupski",2009,46432
"15146",2213000,"Powiat starogardzki",2009,51781
"15147",2214000,"Powiat tczewski",2009,37081
"15148",2215000,"Powiat wejherowski",2009,199460
"15149",2216000,"Powiat sztumski",2009,13061
"15150",2261000,"Powiat m.Gdańsk",2009,315762
"15151",2262000,"Powiat m.Gdynia",2009,78966
"15152",2263000,"Powiat m.Słupsk",2009,40965
"15153",2264000,"Powiat m.Sopot",2009,9954
"15154",2401000,"Powiat będziński",2009,51569
"15155",2402000,"Powiat bielski",2009,85944
"15156",2403000,"Powiat cieszyński",2009,61206
"15157",2404000,"Powiat częstochowski",2009,64613
"15158",2405000,"Powiat gliwicki",2009,28545
"15159",2406000,"Powiat kłobucki",2009,36594
"15160",2407000,"Powiat lubliniecki",2009,27435
"15161",2408000,"Powiat mikołowski",2009,64848
"15162",2409000,"Powiat myszkowski",2009,28569
"15163",2410000,"Powiat pszczyński",2009,49937
"15164",2411000,"Powiat raciborski",2009,18854
"15165",2412000,"Powiat rybnicki",2009,33546
"15166",2413000,"Powiat tarnogórski",2009,48569
"15167",2414000,"Powiat bieruńsko-lędziński",2009,16978
"15168",2415000,"Powiat wodzisławski",2009,32815
"15169",2416000,"Powiat zawierciański",2009,28926
"15170",2417000,"Powiat żywiecki",2009,53863
"15171",2461000,"Powiat m.Bielsko-Biała",2009,67002
"15172",2462000,"Powiat m.Bytom",2009,8402
"15173",2463000,"Powiat m.Chorzów",2009,14539
"15174",2464000,"Powiat m.Częstochowa",2009,79477
"15175",2465000,"Powiat m.Dąbrowa Górnicza",2009,23804
"15176",2466000,"Powiat m.Gliwice",2009,63745
"15177",2467000,"Powiat m.Jastrzębie-Zdrój",2009,18065
"15178",2468000,"Powiat m.Jaworzno",2009,21937
"15179",2469000,"Powiat m.Katowice",2009,79960
"15180",2470000,"Powiat m.Mysłowice",2009,15231
"15181",2471000,"Powiat m.Piekary Śląskie",2009,5328
"15182",2472000,"Powiat m.Ruda Śląska",2009,14262
"15183",2473000,"Powiat m.Rybnik",2009,26339
"15184",2474000,"Powiat m.Siemianowice Śląskie",2009,6785
"15185",2475000,"Powiat m.Sosnowiec",2009,28398
"15186",2476000,"Powiat m.Świętochłowice",2009,3312
"15187",2477000,"Powiat m.Tychy",2009,44405
"15188",2478000,"Powiat m.Zabrze",2009,10212
"15189",2479000,"Powiat m.Żory",2009,15931
"15190",2601000,"Powiat buski",2009,11457
"15191",2602000,"Powiat jędrzejowski",2009,9178
"15192",2603000,"Powiat kazimierski",2009,3222
"15193",2604000,"Powiat kielecki",2009,46923
"15194",2605000,"Powiat konecki",2009,14808
"15195",2606000,"Powiat opatowski",2009,7048
"15196",2607000,"Powiat ostrowiecki",2009,15862
"15197",2608000,"Powiat pińczowski",2009,4651
"15198",2609000,"Powiat sandomierski",2009,5679
"15199",2610000,"Powiat skarżyski",2009,11267
"15200",2611000,"Powiat starachowicki",2009,11776
"15201",2612000,"Powiat staszowski",2009,5616
"15202",2613000,"Powiat włoszczowski",2009,16199
"15203",2661000,"Powiat m.Kielce",2009,50793
"15204",2801000,"Powiat bartoszycki",2009,9046
"15205",2802000,"Powiat braniewski",2009,8283
"15206",2803000,"Powiat działdowski",2009,16607
"15207",2804000,"Powiat elbląski",2009,17390
"15208",2805000,"Powiat ełcki",2009,26091
"15209",2806000,"Powiat giżycki",2009,21548
"15210",2807000,"Powiat iławski",2009,32228
"15211",2808000,"Powiat kętrzyński",2009,11990
"15212",2809000,"Powiat lidzbarski",2009,8802
"15213",2810000,"Powiat mrągowski",2009,20253
"15214",2811000,"Powiat nidzicki",2009,11412
"15215",2812000,"Powiat nowomiejski",2009,9018
"15216",2813000,"Powiat olecki",2009,7242
"15217",2814000,"Powiat olsztyński",2009,99493
"15218",2815000,"Powiat ostródzki",2009,30787
"15219",2816000,"Powiat piski",2009,18769
"15220",2817000,"Powiat szczycieński",2009,26242
"15221",2818000,"Powiat gołdapski",2009,5856
"15222",2819000,"Powiat węgorzewski",2009,4799
"15223",2861000,"Powiat m.Elbląg",2009,28076
"15224",2862000,"Powiat m.Olsztyn",2009,47674
"15225",3001000,"Powiat chodzieski",2009,11029
"15226",3002000,"Powiat czarnkowsko-trzcianecki",2009,23292
"15227",3003000,"Powiat gnieźnieński",2009,56457
"15228",3004000,"Powiat gostyński",2009,15187
"15229",3005000,"Powiat grodziski",2009,15098
"15230",3006000,"Powiat jarociński",2009,18660
"15231",3007000,"Powiat kaliski",2009,24352
"15232",3008000,"Powiat kępiński",2009,17745
"15233",3009000,"Powiat kolski",2009,21845
"15234",3010000,"Powiat koniński",2009,67612
"15235",3011000,"Powiat kościański",2009,16186
"15236",3012000,"Powiat krotoszyński",2009,19891
"15237",3013000,"Powiat leszczyński",2009,27556
"15238",3014000,"Powiat międzychodzki",2009,15605
"15239",3015000,"Powiat nowotomyski",2009,25028
"15240",3016000,"Powiat obornicki",2009,27905
"15241",3017000,"Powiat ostrowski",2009,56609
"15242",3018000,"Powiat ostrzeszowski",2009,15501
"15243",3019000,"Powiat pilski",2009,34753
"15244",3020000,"Powiat pleszewski",2009,22678
"15245",3021000,"Powiat poznański",2009,491223
"15246",3022000,"Powiat rawicki",2009,11232
"15247",3023000,"Powiat słupecki",2009,19932
"15248",3024000,"Powiat szamotulski",2009,22321
"15249",3025000,"Powiat średzki",2009,17928
"15250",3026000,"Powiat śremski",2009,16462
"15251",3027000,"Powiat turecki",2009,26383
"15252",3028000,"Powiat wągrowiecki",2009,15885
