"","Kod","Nazwa","rok","Przestepstwa_stwierdzone_przez_Policje_w_zakonczonych_postepowaniach_przygotowawczych_przestepstwa_stwierdzone_przez_Policje_ogolem_na_mieszkancow"
"25049",3025000,"Powiat średzki",2013,15.08
"25050",3026000,"Powiat śremski",2013,14.55
"25051",3027000,"Powiat turecki",2013,28.53
"25052",3028000,"Powiat wągrowiecki",2013,28.21
"25053",3029000,"Powiat wolsztyński",2013,16.97
"25054",3030000,"Powiat wrzesiński",2013,16.34
"25055",3031000,"Powiat złotowski",2013,24.61
"25056",3061000,"Powiat m.Kalisz",2013,35.44
"25057",3062000,"Powiat m.Konin",2013,27.46
"25058",3063000,"Powiat m.Leszno",2013,37.19
"25059",3064000,"Powiat m.Poznań",2013,54.34
"25060",3201000,"Powiat białogardzki",2013,32.37
"25061",3202000,"Powiat choszczeński",2013,29.95
"25062",3203000,"Powiat drawski",2013,23.41
"25063",3204000,"Powiat goleniowski",2013,30.76
"25064",3205000,"Powiat gryficki",2013,30.34
"25065",3206000,"Powiat gryfiński",2013,24.4
"25066",3207000,"Powiat kamieński",2013,29.58
"25067",3208000,"Powiat kołobrzeski",2013,34.01
"25068",3209000,"Powiat koszaliński",2013,21.74
"25069",3210000,"Powiat myśliborski",2013,28.16
"25070",3211000,"Powiat policki",2013,39.74
"25071",3212000,"Powiat pyrzycki",2013,22.01
"25072",3213000,"Powiat sławieński",2013,20.83
"25073",3214000,"Powiat stargardzki",2013,27.07
"25074",3215000,"Powiat szczecinecki",2013,18.95
"25075",3216000,"Powiat świdwiński",2013,27.9
"25076",3217000,"Powiat wałecki",2013,26.93
"25077",3218000,"Powiat łobeski",2013,28.24
"25078",3261000,"Powiat m.Koszalin",2013,35.35
"25079",3262000,"Powiat m.Szczecin",2013,36.68
"25080",3263000,"Powiat m.Świnoujście",2013,27.03
"25081",201000,"Powiat bolesławiecki",2014,26.54
"25082",202000,"Powiat dzierżoniowski",2014,20.62
"25083",203000,"Powiat głogowski",2014,32.9
"25084",204000,"Powiat górowski",2014,19.44
"25085",205000,"Powiat jaworski",2014,15.5
"25086",206000,"Powiat jeleniogórski",2014,20.93
"25087",207000,"Powiat kamiennogórski",2014,20.03
"25088",208000,"Powiat kłodzki",2014,20.01
"25089",209000,"Powiat legnicki",2014,27.13
"25090",210000,"Powiat lubański",2014,23.89
"25091",211000,"Powiat lubiński",2014,28.12
"25092",212000,"Powiat lwówecki",2014,19.27
"25093",213000,"Powiat milicki",2014,16.68
"25094",214000,"Powiat oleśnicki",2014,17.28
"25095",215000,"Powiat oławski",2014,18.82
"25096",216000,"Powiat polkowicki",2014,24.96
"25097",217000,"Powiat strzeliński",2014,22.79
"25098",218000,"Powiat średzki",2014,17.64
"25099",219000,"Powiat świdnicki",2014,27.44
"25100",220000,"Powiat trzebnicki",2014,18.45
"25101",221000,"Powiat wałbrzyski",2014,26.8
"25102",222000,"Powiat wołowski",2014,15.8
"25103",223000,"Powiat wrocławski",2014,20.89
"25104",224000,"Powiat ząbkowicki",2014,20.06
"25105",225000,"Powiat zgorzelecki",2014,25.54
"25106",226000,"Powiat złotoryjski",2014,20.67
"25107",261000,"Powiat m.Jelenia Góra",2014,30.24
"25108",262000,"Powiat m.Legnica",2014,45.39
"25109",264000,"Powiat m.Wrocław",2014,42.22
"25110",265000,"Powiat m.Wałbrzych od 2013",2014,46.53
"25111",401000,"Powiat aleksandrowski",2014,24.72
"25112",402000,"Powiat brodnicki",2014,13.75
"25113",403000,"Powiat bydgoski",2014,16.24
"25114",404000,"Powiat chełmiński",2014,13.71
"25115",405000,"Powiat golubsko-dobrzyński",2014,20.32
"25116",406000,"Powiat grudziądzki",2014,11.35
"25117",407000,"Powiat inowrocławski",2014,20.33
"25118",408000,"Powiat lipnowski",2014,18.22
"25119",409000,"Powiat mogileński",2014,14.16
"25120",410000,"Powiat nakielski",2014,22.64
"25121",411000,"Powiat radziejowski",2014,12.52
"25122",412000,"Powiat rypiński",2014,14.15
"25123",413000,"Powiat sępoleński",2014,17.59
"25124",414000,"Powiat świecki",2014,15.73
"25125",415000,"Powiat toruński",2014,18.62
"25126",416000,"Powiat tucholski",2014,15.49
"25127",417000,"Powiat wąbrzeski",2014,14.8
"25128",418000,"Powiat włocławski",2014,16.55
"25129",419000,"Powiat żniński",2014,16.05
"25130",461000,"Powiat m.Bydgoszcz",2014,21.68
"25131",462000,"Powiat m.Grudziądz",2014,21.76
"25132",463000,"Powiat m.Toruń",2014,28.64
"25133",464000,"Powiat m.Włocławek",2014,31.76
"25134",601000,"Powiat bialski",2014,13.89
"25135",602000,"Powiat biłgorajski",2014,11.72
"25136",603000,"Powiat chełmski",2014,16.75
"25137",604000,"Powiat hrubieszowski",2014,19.22
"25138",605000,"Powiat janowski",2014,10.75
"25139",606000,"Powiat krasnostawski",2014,12.96
"25140",607000,"Powiat kraśnicki",2014,14.45
"25141",608000,"Powiat lubartowski",2014,13.7
"25142",609000,"Powiat lubelski",2014,14.38
"25143",610000,"Powiat łęczyński",2014,18.1
"25144",611000,"Powiat łukowski",2014,12.4
"25145",612000,"Powiat opolski",2014,14.6
"25146",613000,"Powiat parczewski",2014,15.12
"25147",614000,"Powiat puławski",2014,17.58
"25148",615000,"Powiat radzyński",2014,15.08
"25149",616000,"Powiat rycki",2014,13.55
"25150",617000,"Powiat świdnicki",2014,14.07
"25151",618000,"Powiat tomaszowski",2014,14.47
"25152",619000,"Powiat włodawski",2014,14.59
"25153",620000,"Powiat zamojski",2014,11.37
"25154",661000,"Powiat m.Biała Podlaska",2014,20.39
"25155",662000,"Powiat m.Chełm",2014,28.8
"25156",663000,"Powiat m.Lublin",2014,27.83
"25157",664000,"Powiat m.Zamość",2014,16.07
"25158",801000,"Powiat gorzowski",2014,22.29
"25159",802000,"Powiat krośnieński",2014,23.7
"25160",803000,"Powiat międzyrzecki",2014,21.02
"25161",804000,"Powiat nowosolski",2014,40.77
"25162",805000,"Powiat słubicki",2014,39.18
"25163",806000,"Powiat strzelecko-drezdenecki",2014,21.47
"25164",807000,"Powiat sulęciński",2014,31.07
"25165",808000,"Powiat świebodziński",2014,24.55
"25166",809000,"Powiat zielonogórski",2014,33.66
"25167",810000,"Powiat żagański",2014,24.09
"25168",811000,"Powiat żarski",2014,24.74
"25169",812000,"Powiat wschowski",2014,17.96
"25170",861000,"Powiat m.Gorzów Wielkopolski",2014,29.83
"25171",862000,"Powiat m.Zielona Góra",2014,38.5
"25172",1001000,"Powiat bełchatowski",2014,23.46
"25173",1002000,"Powiat kutnowski",2014,17.43
"25174",1003000,"Powiat łaski",2014,14.98
"25175",1004000,"Powiat łęczycki",2014,11.7
"25176",1005000,"Powiat łowicki",2014,15.15
"25177",1006000,"Powiat łódzki wschodni",2014,14.99
"25178",1007000,"Powiat opoczyński",2014,15.18
"25179",1008000,"Powiat pabianicki",2014,15.37
"25180",1009000,"Powiat pajęczański",2014,10.04
"25181",1010000,"Powiat piotrkowski",2014,11.9
"25182",1011000,"Powiat poddębicki",2014,16.28
"25183",1012000,"Powiat radomszczański",2014,19.47
"25184",1013000,"Powiat rawski",2014,17.98
"25185",1014000,"Powiat sieradzki",2014,18.6
"25186",1015000,"Powiat skierniewicki",2014,12.78
"25187",1016000,"Powiat tomaszowski",2014,17.71
"25188",1017000,"Powiat wieluński",2014,17.84
"25189",1018000,"Powiat wieruszowski",2014,19.23
"25190",1019000,"Powiat zduńskowolski",2014,18.5
"25191",1020000,"Powiat zgierski",2014,16.83
"25192",1021000,"Powiat brzeziński",2014,16.18
"25193",1061000,"Powiat m.Łódź",2014,29.07
"25194",1062000,"Powiat m.Piotrków Trybunalski",2014,29.51
"25195",1063000,"Powiat m.Skierniewice",2014,21.34
"25196",1201000,"Powiat bocheński",2014,15.29
"25197",1202000,"Powiat brzeski",2014,27.8
"25198",1203000,"Powiat chrzanowski",2014,27.49
"25199",1204000,"Powiat dąbrowski",2014,21.89
"25200",1205000,"Powiat gorlicki",2014,11.11
"25201",1206000,"Powiat krakowski",2014,14.24
"25202",1207000,"Powiat limanowski",2014,13.29
"25203",1208000,"Powiat miechowski",2014,18.31
"25204",1209000,"Powiat myślenicki",2014,11.48
"25205",1210000,"Powiat nowosądecki",2014,15.35
"25206",1211000,"Powiat nowotarski",2014,13.73
"25207",1212000,"Powiat olkuski",2014,21.28
"25208",1213000,"Powiat oświęcimski",2014,23.42
"25209",1214000,"Powiat proszowicki",2014,8.9
"25210",1215000,"Powiat suski",2014,11.81
"25211",1216000,"Powiat tarnowski",2014,10.18
"25212",1217000,"Powiat tatrzański",2014,29.22
"25213",1218000,"Powiat wadowicki",2014,14.81
"25214",1219000,"Powiat wielicki",2014,13.84
"25215",1261000,"Powiat m.Kraków",2014,34.66
"25216",1262000,"Powiat m.Nowy Sącz",2014,50.08
"25217",1263000,"Powiat m.Tarnów",2014,33.77
"25218",1401000,"Powiat białobrzeski",2014,16.81
"25219",1402000,"Powiat ciechanowski",2014,20.06
"25220",1403000,"Powiat garwoliński",2014,13.9
"25221",1404000,"Powiat gostyniński",2014,13.81
"25222",1405000,"Powiat grodziski",2014,19.57
"25223",1406000,"Powiat grójecki",2014,21.77
"25224",1407000,"Powiat kozienicki",2014,17.21
"25225",1408000,"Powiat legionowski",2014,22.17
"25226",1409000,"Powiat lipski",2014,12.36
"25227",1410000,"Powiat łosicki",2014,14.98
"25228",1411000,"Powiat makowski",2014,15.76
"25229",1412000,"Powiat miński",2014,15.66
"25230",1413000,"Powiat mławski",2014,15.5
"25231",1414000,"Powiat nowodworski",2014,25.67
"25232",1415000,"Powiat ostrołęcki",2014,10.14
"25233",1416000,"Powiat ostrowski",2014,18.59
"25234",1417000,"Powiat otwocki",2014,18.43
"25235",1418000,"Powiat piaseczyński",2014,19.4
"25236",1419000,"Powiat płocki",2014,12.98
"25237",1420000,"Powiat płoński",2014,30.12
"25238",1421000,"Powiat pruszkowski",2014,18.41
"25239",1422000,"Powiat przasnyski",2014,16.39
"25240",1423000,"Powiat przysuski",2014,13.44
"25241",1424000,"Powiat pułtuski",2014,21.81
"25242",1425000,"Powiat radomski",2014,12
"25243",1426000,"Powiat siedlecki",2014,11.14
"25244",1427000,"Powiat sierpecki",2014,13.4
"25245",1428000,"Powiat sochaczewski",2014,17.8
"25246",1429000,"Powiat sokołowski",2014,16.9
"25247",1430000,"Powiat szydłowiecki",2014,19.88
"25248",1432000,"Powiat warszawski zachodni",2014,19.59
"25249",1433000,"Powiat węgrowski",2014,16.73
"25250",1434000,"Powiat wołomiński",2014,22.87
"25251",1435000,"Powiat wyszkowski",2014,18.76
"25252",1436000,"Powiat zwoleński",2014,15.07
"25253",1437000,"Powiat żuromiński",2014,11.33
"25254",1438000,"Powiat żyrardowski",2014,27.39
"25255",1461000,"Powiat m.Ostrołęka",2014,31.5
"25256",1462000,"Powiat m.Płock",2014,24.55
"25257",1463000,"Powiat m.Radom",2014,25.92
"25258",1464000,"Powiat m.Siedlce",2014,19.9
"25259",1465000,"Powiat m. st. Warszawa",2014,29.07
"25260",1601000,"Powiat brzeski",2014,27.26
"25261",1602000,"Powiat głubczycki",2014,22.15
"25262",1603000,"Powiat kędzierzyńsko-kozielski",2014,20.8
"25263",1604000,"Powiat kluczborski",2014,20.36
"25264",1605000,"Powiat krapkowicki",2014,17.97
"25265",1606000,"Powiat namysłowski",2014,18.83
"25266",1607000,"Powiat nyski",2014,22.12
"25267",1608000,"Powiat oleski",2014,23.33
"25268",1609000,"Powiat opolski",2014,14.25
"25269",1610000,"Powiat prudnicki",2014,24.83
"25270",1611000,"Powiat strzelecki",2014,19.16
"25271",1661000,"Powiat m.Opole",2014,39.01
"25272",1801000,"Powiat bieszczadzki",2014,13.08
"25273",1802000,"Powiat brzozowski",2014,9.13
"25274",1803000,"Powiat dębicki",2014,13.28
"25275",1804000,"Powiat jarosławski",2014,11.46
"25276",1805000,"Powiat jasielski",2014,10.19
"25277",1806000,"Powiat kolbuszowski",2014,8.77
"25278",1807000,"Powiat krośnieński",2014,4.74
"25279",1808000,"Powiat leżajski",2014,11.31
"25280",1809000,"Powiat lubaczowski",2014,11.01
"25281",1810000,"Powiat łańcucki",2014,12.4
"25282",1811000,"Powiat mielecki",2014,13.83
"25283",1812000,"Powiat niżański",2014,11.69
"25284",1813000,"Powiat przemyski",2014,9.4
"25285",1814000,"Powiat przeworski",2014,9.68
"25286",1815000,"Powiat ropczycko-sędziszowski",2014,10.21
"25287",1816000,"Powiat rzeszowski",2014,8.71
"25288",1817000,"Powiat sanocki",2014,12.79
"25289",1818000,"Powiat stalowowolski",2014,18.39
"25290",1819000,"Powiat strzyżowski",2014,8.3
"25291",1820000,"Powiat tarnobrzeski",2014,13.36
"25292",1821000,"Powiat leski",2014,18.6
"25293",1861000,"Powiat m.Krosno",2014,29.36
"25294",1862000,"Powiat m.Przemyśl",2014,20.59
"25295",1863000,"Powiat m.Rzeszów",2014,22.03
"25296",1864000,"Powiat m.Tarnobrzeg",2014,23.46
"25297",2001000,"Powiat augustowski",2014,20.84
"25298",2002000,"Powiat białostocki",2014,11.3
"25299",2003000,"Powiat bielski",2014,13.14
"25300",2004000,"Powiat grajewski",2014,12.05
"25301",2005000,"Powiat hajnowski",2014,13.28
"25302",2006000,"Powiat kolneński",2014,12.51
"25303",2007000,"Powiat łomżyński",2014,11.72
"25304",2008000,"Powiat moniecki",2014,9.43
"25305",2009000,"Powiat sejneński",2014,18.21
"25306",2010000,"Powiat siemiatycki",2014,13.44
"25307",2011000,"Powiat sokólski",2014,16.17
"25308",2012000,"Powiat suwalski",2014,17.74
"25309",2013000,"Powiat wysokomazowiecki",2014,10.63
"25310",2014000,"Powiat zambrowski",2014,14.78
"25311",2061000,"Powiat m.Białystok",2014,18.05
"25312",2062000,"Powiat m.Łomża",2014,19.44
"25313",2063000,"Powiat m.Suwałki",2014,22.85
"25314",2201000,"Powiat bytowski",2014,15.66
"25315",2202000,"Powiat chojnicki",2014,20.84
"25316",2203000,"Powiat człuchowski",2014,18.8
"25317",2204000,"Powiat gdański",2014,29.6
"25318",2205000,"Powiat kartuski",2014,15.35
"25319",2206000,"Powiat kościerski",2014,15.76
"25320",2207000,"Powiat kwidzyński",2014,17.89
"25321",2208000,"Powiat lęborski",2014,25.29
"25322",2209000,"Powiat malborski",2014,18.46
"25323",2210000,"Powiat nowodworski",2014,22.68
"25324",2211000,"Powiat pucki",2014,21.23
"25325",2212000,"Powiat słupski",2014,18.44
"25326",2213000,"Powiat starogardzki",2014,20.33
"25327",2214000,"Powiat tczewski",2014,26.11
"25328",2215000,"Powiat wejherowski",2014,18.85
"25329",2216000,"Powiat sztumski",2014,17.65
"25330",2261000,"Powiat m.Gdańsk",2014,26.7
"25331",2262000,"Powiat m.Gdynia",2014,32.27
"25332",2263000,"Powiat m.Słupsk",2014,26.94
"25333",2264000,"Powiat m.Sopot",2014,63.42
"25334",2401000,"Powiat będziński",2014,27.89
"25335",2402000,"Powiat bielski",2014,17.19
"25336",2403000,"Powiat cieszyński",2014,24.18
"25337",2404000,"Powiat częstochowski",2014,13.06
"25338",2405000,"Powiat gliwicki",2014,21.44
"25339",2406000,"Powiat kłobucki",2014,12.34
"25340",2407000,"Powiat lubliniecki",2014,18.58
"25341",2408000,"Powiat mikołowski",2014,24.66
"25342",2409000,"Powiat myszkowski",2014,17.66
"25343",2410000,"Powiat pszczyński",2014,19.8
"25344",2411000,"Powiat raciborski",2014,15.22
"25345",2412000,"Powiat rybnicki",2014,16.66
"25346",2413000,"Powiat tarnogórski",2014,23.07
"25347",2414000,"Powiat bieruńsko-lędziński",2014,27.96
"25348",2415000,"Powiat wodzisławski",2014,21.85
"25349",2416000,"Powiat zawierciański",2014,24.06
"25350",2417000,"Powiat żywiecki",2014,18.63
"25351",2461000,"Powiat m.Bielsko-Biała",2014,32.5
"25352",2462000,"Powiat m.Bytom",2014,37.05
"25353",2463000,"Powiat m.Chorzów",2014,42.54
"25354",2464000,"Powiat m.Częstochowa",2014,24.71
"25355",2465000,"Powiat m.Dąbrowa Górnicza",2014,34.61
"25356",2466000,"Powiat m.Gliwice",2014,36.15
"25357",2467000,"Powiat m.Jastrzębie-Zdrój",2014,24.46
"25358",2468000,"Powiat m.Jaworzno",2014,35.91
"25359",2469000,"Powiat m.Katowice",2014,57.85
"25360",2470000,"Powiat m.Mysłowice",2014,33.73
"25361",2471000,"Powiat m.Piekary Śląskie",2014,36.79
"25362",2472000,"Powiat m.Ruda Śląska",2014,28.42
"25363",2473000,"Powiat m.Rybnik",2014,21.6
"25364",2474000,"Powiat m.Siemianowice Śląskie",2014,33.46
"25365",2475000,"Powiat m.Sosnowiec",2014,37.12
"25366",2476000,"Powiat m.Świętochłowice",2014,30.86
"25367",2477000,"Powiat m.Tychy",2014,28.65
"25368",2478000,"Powiat m.Zabrze",2014,28.41
"25369",2479000,"Powiat m.Żory",2014,30.57
"25370",2601000,"Powiat buski",2014,30.21
"25371",2602000,"Powiat jędrzejowski",2014,17.27
"25372",2603000,"Powiat kazimierski",2014,10.19
"25373",2604000,"Powiat kielecki",2014,11.86
"25374",2605000,"Powiat konecki",2014,12.27
"25375",2606000,"Powiat opatowski",2014,19.87
"25376",2607000,"Powiat ostrowiecki",2014,17.31
"25377",2608000,"Powiat pińczowski",2014,12.66
"25378",2609000,"Powiat sandomierski",2014,12.68
"25379",2610000,"Powiat skarżyski",2014,29.68
"25380",2611000,"Powiat starachowicki",2014,29.59
"25381",2612000,"Powiat staszowski",2014,21.09
"25382",2613000,"Powiat włoszczowski",2014,11.15
"25383",2661000,"Powiat m.Kielce",2014,31.09
"25384",2801000,"Powiat bartoszycki",2014,18.58
"25385",2802000,"Powiat braniewski",2014,20.63
"25386",2803000,"Powiat działdowski",2014,17.01
"25387",2804000,"Powiat elbląski",2014,25.88
"25388",2805000,"Powiat ełcki",2014,19.91
"25389",2806000,"Powiat giżycki",2014,19.52
"25390",2807000,"Powiat iławski",2014,20.5
"25391",2808000,"Powiat kętrzyński",2014,14.05
"25392",2809000,"Powiat lidzbarski",2014,17.94
"25393",2810000,"Powiat mrągowski",2014,27.75
"25394",2811000,"Powiat nidzicki",2014,24.17
"25395",2812000,"Powiat nowomiejski",2014,15.2
"25396",2813000,"Powiat olecki",2014,16.6
"25397",2814000,"Powiat olsztyński",2014,17.71
"25398",2815000,"Powiat ostródzki",2014,19.72
"25399",2816000,"Powiat piski",2014,17.87
"25400",2817000,"Powiat szczycieński",2014,20.35
"25401",2818000,"Powiat gołdapski",2014,15.25
"25402",2819000,"Powiat węgorzewski",2014,20.52
"25403",2861000,"Powiat m.Elbląg",2014,27.73
"25404",2862000,"Powiat m.Olsztyn",2014,27.5
"25405",3001000,"Powiat chodzieski",2014,21.25
"25406",3002000,"Powiat czarnkowsko-trzcianecki",2014,11.55
"25407",3003000,"Powiat gnieźnieński",2014,17.33
"25408",3004000,"Powiat gostyński",2014,13.48
"25409",3005000,"Powiat grodziski",2014,13.11
"25410",3006000,"Powiat jarociński",2014,15.61
"25411",3007000,"Powiat kaliski",2014,13.92
"25412",3008000,"Powiat kępiński",2014,17.71
"25413",3009000,"Powiat kolski",2014,18.53
"25414",3010000,"Powiat koniński",2014,19.69
"25415",3011000,"Powiat kościański",2014,43.47
"25416",3012000,"Powiat krotoszyński",2014,16.23
"25417",3013000,"Powiat leszczyński",2014,10.58
"25418",3014000,"Powiat międzychodzki",2014,14.2
"25419",3015000,"Powiat nowotomyski",2014,16.01
"25420",3016000,"Powiat obornicki",2014,17.69
"25421",3017000,"Powiat ostrowski",2014,26.19
"25422",3018000,"Powiat ostrzeszowski",2014,18.88
"25423",3019000,"Powiat pilski",2014,17.62
"25424",3020000,"Powiat pleszewski",2014,16.4
"25425",3021000,"Powiat poznański",2014,17.71
"25426",3022000,"Powiat rawicki",2014,16.15
"25427",3023000,"Powiat słupecki",2014,10.27
"25428",3024000,"Powiat szamotulski",2014,16.95
"25429",3025000,"Powiat średzki",2014,15.68
"25430",3026000,"Powiat śremski",2014,14.94
"25431",3027000,"Powiat turecki",2014,15.87
"25432",3028000,"Powiat wągrowiecki",2014,21.91
"25433",3029000,"Powiat wolsztyński",2014,13.47
"25434",3030000,"Powiat wrzesiński",2014,13.57
"25435",3031000,"Powiat złotowski",2014,14.93
"25436",3061000,"Powiat m.Kalisz",2014,30.25
"25437",3062000,"Powiat m.Konin",2014,21.16
"25438",3063000,"Powiat m.Leszno",2014,32.25
"25439",3064000,"Powiat m.Poznań",2014,40.61
"25440",3201000,"Powiat białogardzki",2014,23.58
"25441",3202000,"Powiat choszczeński",2014,26.02
"25442",3203000,"Powiat drawski",2014,29.01
"25443",3204000,"Powiat goleniowski",2014,21.41
"25444",3205000,"Powiat gryficki",2014,23.89
"25445",3206000,"Powiat gryfiński",2014,16.32
"25446",3207000,"Powiat kamieński",2014,24.65
"25447",3208000,"Powiat kołobrzeski",2014,31.88
"25448",3209000,"Powiat koszaliński",2014,22.07
"25449",3210000,"Powiat myśliborski",2014,21.61
"25450",3211000,"Powiat policki",2014,18.18
"25451",3212000,"Powiat pyrzycki",2014,17.81
"25452",3213000,"Powiat sławieński",2014,14.08
"25453",3214000,"Powiat stargardzki",2014,16.64
"25454",3215000,"Powiat szczecinecki",2014,15.56
"25455",3216000,"Powiat świdwiński",2014,25.4
"25456",3217000,"Powiat wałecki",2014,26.36
"25457",3218000,"Powiat łobeski",2014,27.58
"25458",3261000,"Powiat m.Koszalin",2014,31.46
"25459",3262000,"Powiat m.Szczecin",2014,34.04
"25460",3263000,"Powiat m.Świnoujście",2014,24.61
"25461",201000,"Powiat bolesławiecki",2015,25.75
"25462",202000,"Powiat dzierżoniowski",2015,15.59
"25463",203000,"Powiat głogowski",2015,22.47
"25464",204000,"Powiat górowski",2015,21.11
"25465",205000,"Powiat jaworski",2015,17.78
"25466",206000,"Powiat jeleniogórski",2015,23.27
"25467",207000,"Powiat kamiennogórski",2015,15.58
"25468",208000,"Powiat kłodzki",2015,19.9
"25469",209000,"Powiat legnicki",2015,42.82
"25470",210000,"Powiat lubański",2015,21.09
"25471",211000,"Powiat lubiński",2015,27.05
"25472",212000,"Powiat lwówecki",2015,19.7
"25473",213000,"Powiat milicki",2015,15.21
"25474",214000,"Powiat oleśnicki",2015,23.24
"25475",215000,"Powiat oławski",2015,22.8
"25476",216000,"Powiat polkowicki",2015,24.26
"25477",217000,"Powiat strzeliński",2015,20.63
"25478",218000,"Powiat średzki",2015,16.8
