"","Kod","Nazwa","rok","Kina_stale_wg_formy_wlasnosci_ogolem_seanse_ogolem"
"23879",3207000,"Powiat kamieński",2010,188
"23880",3208000,"Powiat kołobrzeski",2010,717
"23881",3209000,"Powiat koszaliński",2010,129
"23882",3210000,"Powiat myśliborski",2010,0
"23883",3211000,"Powiat policki",2010,0
"23884",3212000,"Powiat pyrzycki",2010,0
"23885",3213000,"Powiat sławieński",2010,459
"23886",3214000,"Powiat stargardzki",2010,1159
"23887",3215000,"Powiat szczecinecki",2010,1063
"23888",3216000,"Powiat świdwiński",2010,15
"23889",3217000,"Powiat wałecki",2010,719
"23890",3261000,"Powiat m.Koszalin",2010,11623
"23891",3262000,"Powiat m.Szczecin",2010,27889
"23892",3263000,"Powiat m.Świnoujście",2010,0
"23893",201000,"Powiat bolesławiecki",2011,1265
"23894",202000,"Powiat dzierżoniowski",2011,354
"23895",203000,"Powiat głogowski",2011,682
"23896",204000,"Powiat górowski",2011,261
"23897",205000,"Powiat jaworski",2011,0
"23898",206000,"Powiat jeleniogórski",2011,0
"23899",207000,"Powiat kamiennogórski",2011,0
"23900",208000,"Powiat kłodzki",2011,6301
"23901",209000,"Powiat legnicki",2011,0
"23902",210000,"Powiat lubański",2011,343
"23903",211000,"Powiat lubiński",2011,11350
"23904",212000,"Powiat lwówecki",2011,0
"23905",214000,"Powiat oleśnicki",2011,0
"23906",215000,"Powiat oławski",2011,0
"23907",216000,"Powiat polkowicki",2011,390
"23908",217000,"Powiat strzeliński",2011,0
"23909",218000,"Powiat średzki",2011,248
"23910",219000,"Powiat świdnicki",2011,304
"23911",220000,"Powiat trzebnicki",2011,62
"23912",221000,"Powiat wałbrzyski",2011,14676
"23913",222000,"Powiat wołowski",2011,65
"23914",223000,"Powiat wrocławski",2011,0
"23915",224000,"Powiat ząbkowicki",2011,0
"23916",225000,"Powiat zgorzelecki",2011,573
"23917",226000,"Powiat złotoryjski",2011,323
"23918",261000,"Powiat m.Jelenia Góra",2011,1741
"23919",262000,"Powiat m.Legnica",2011,10177
"23920",263000,"Powiat m.Wałbrzych do 2002",2011,NA
"23921",264000,"Powiat m.Wrocław",2011,96346
"23922",265000,"Powiat m.Wałbrzych od 2013",2011,NA
"23923",401000,"Powiat aleksandrowski",2011,0
"23924",402000,"Powiat brodnicki",2011,0
"23925",403000,"Powiat bydgoski",2011,0
"23926",404000,"Powiat chełmiński",2011,0
"23927",405000,"Powiat golubsko-dobrzyński",2011,0
"23928",406000,"Powiat grudziądzki",2011,0
"23929",407000,"Powiat inowrocławski",2011,2025
"23930",408000,"Powiat lipnowski",2011,47
"23931",409000,"Powiat mogileński",2011,287
"23932",410000,"Powiat nakielski",2011,43
"23933",411000,"Powiat radziejowski",2011,0
"23934",412000,"Powiat rypiński",2011,96
"23935",413000,"Powiat sępoleński",2011,26
"23936",414000,"Powiat świecki",2011,1106
"23937",415000,"Powiat toruński",2011,0
"23938",416000,"Powiat tucholski",2011,0
"23939",417000,"Powiat wąbrzeski",2011,15
"23940",419000,"Powiat żniński",2011,0
"23941",461000,"Powiat m.Bydgoszcz",2011,40488
"23942",462000,"Powiat m.Grudziądz",2011,0
"23943",463000,"Powiat m.Toruń",2011,27108
"23944",464000,"Powiat m.Włocławek",2011,9696
"23945",601000,"Powiat bialski",2011,178
"23946",602000,"Powiat biłgorajski",2011,272
"23947",604000,"Powiat hrubieszowski",2011,58
"23948",605000,"Powiat janowski",2011,176
"23949",606000,"Powiat krasnostawski",2011,63
"23950",607000,"Powiat kraśnicki",2011,270
"23951",608000,"Powiat lubartowski",2011,155
"23952",609000,"Powiat lubelski",2011,0
"23953",611000,"Powiat łukowski",2011,348
"23954",612000,"Powiat opolski",2011,14
"23955",613000,"Powiat parczewski",2011,0
"23956",614000,"Powiat puławski",2011,1767
"23957",615000,"Powiat radzyński",2011,87
"23958",616000,"Powiat rycki",2011,61
"23959",617000,"Powiat świdnicki",2011,374
"23960",618000,"Powiat tomaszowski",2011,298
"23961",619000,"Powiat włodawski",2011,212
"23962",620000,"Powiat zamojski",2011,387
"23963",661000,"Powiat m.Biała Podlaska",2011,1814
"23964",662000,"Powiat m.Chełm",2011,555
"23965",663000,"Powiat m.Lublin",2011,18275
"23966",664000,"Powiat m.Zamość",2011,4797
"23967",802000,"Powiat krośnieński",2011,0
"23968",803000,"Powiat międzyrzecki",2011,399
"23969",804000,"Powiat nowosolski",2011,315
"23970",805000,"Powiat słubicki",2011,37
"23971",806000,"Powiat strzelecko-drezdenecki",2011,0
"23972",807000,"Powiat sulęciński",2011,0
"23973",808000,"Powiat świebodziński",2011,0
"23974",809000,"Powiat zielonogórski",2011,0
"23975",810000,"Powiat żagański",2011,44
"23976",811000,"Powiat żarski",2011,482
"23977",812000,"Powiat wschowski",2011,0
"23978",861000,"Powiat m.Gorzów Wielkopolski",2011,11023
"23979",862000,"Powiat m.Zielona Góra",2011,18640
"23980",1001000,"Powiat bełchatowski",2011,380
"23981",1002000,"Powiat kutnowski",2011,101
"23982",1003000,"Powiat łaski",2011,0
"23983",1004000,"Powiat łęczycki",2011,0
"23984",1005000,"Powiat łowicki",2011,602
"23985",1006000,"Powiat łódzki wschodni",2011,209
"23986",1007000,"Powiat opoczyński",2011,56
"23987",1008000,"Powiat pabianicki",2011,797
"23988",1009000,"Powiat pajęczański",2011,38
"23989",1010000,"Powiat piotrkowski",2011,0
"23990",1011000,"Powiat poddębicki",2011,0
"23991",1012000,"Powiat radomszczański",2011,462
"23992",1013000,"Powiat rawski",2011,771
"23993",1014000,"Powiat sieradzki",2011,0
"23994",1016000,"Powiat tomaszowski",2011,410
"23995",1017000,"Powiat wieluński",2011,0
"23996",1018000,"Powiat wieruszowski",2011,76
"23997",1019000,"Powiat zduńskowolski",2011,0
"23998",1020000,"Powiat zgierski",2011,0
"23999",1061000,"Powiat m.Łódź",2011,62876
"24000",1062000,"Powiat m.Piotrków Trybunalski",2011,9452
"24001",1063000,"Powiat m.Skierniewice",2011,2667
"24002",1201000,"Powiat bocheński",2011,1244
"24003",1202000,"Powiat brzeski",2011,1526
"24004",1203000,"Powiat chrzanowski",2011,1663
"24005",1204000,"Powiat dąbrowski",2011,663
"24006",1205000,"Powiat gorlicki",2011,192
"24007",1206000,"Powiat krakowski",2011,251
"24008",1207000,"Powiat limanowski",2011,924
"24009",1208000,"Powiat miechowski",2011,0
"24010",1209000,"Powiat myślenicki",2011,436
"24011",1210000,"Powiat nowosądecki",2011,1620
"24012",1211000,"Powiat nowotarski",2011,1873
"24013",1212000,"Powiat olkuski",2011,701
"24014",1213000,"Powiat oświęcimski",2011,2169
"24015",1214000,"Powiat proszowicki",2011,0
"24016",1215000,"Powiat suski",2011,0
"24017",1216000,"Powiat tarnowski",2011,28
"24018",1217000,"Powiat tatrzański",2011,1774
"24019",1218000,"Powiat wadowicki",2011,1026
"24020",1219000,"Powiat wielicki",2011,0
"24021",1261000,"Powiat m.Kraków",2011,132914
"24022",1262000,"Powiat m.Nowy Sącz",2011,8904
"24023",1263000,"Powiat m.Tarnów",2011,3019
"24024",1402000,"Powiat ciechanowski",2011,822
"24025",1403000,"Powiat garwoliński",2011,571
"24026",1404000,"Powiat gostyniński",2011,187
"24027",1405000,"Powiat grodziski",2011,1320
"24028",1406000,"Powiat grójecki",2011,238
"24029",1407000,"Powiat kozienicki",2011,0
"24030",1408000,"Powiat legionowski",2011,50
"24031",1409000,"Powiat lipski",2011,0
"24032",1410000,"Powiat łosicki",2011,83
"24033",1411000,"Powiat makowski",2011,119
"24034",1412000,"Powiat miński",2011,70
"24035",1413000,"Powiat mławski",2011,351
"24036",1414000,"Powiat nowodworski",2011,325
"24037",1416000,"Powiat ostrowski",2011,393
"24038",1417000,"Powiat otwocki",2011,4
"24039",1418000,"Powiat piaseczyński",2011,58
"24040",1420000,"Powiat płoński",2011,301
"24041",1421000,"Powiat pruszkowski",2011,19876
"24042",1422000,"Powiat przasnyski",2011,138
"24043",1423000,"Powiat przysuski",2011,12
"24044",1424000,"Powiat pułtuski",2011,435
"24045",1425000,"Powiat radomski",2011,0
"24046",1427000,"Powiat sierpecki",2011,0
"24047",1428000,"Powiat sochaczewski",2011,748
"24048",1429000,"Powiat sokołowski",2011,228
"24049",1430000,"Powiat szydłowiecki",2011,0
"24050",1431000,"Powiat warszawski",2011,NA
"24051",1432000,"Powiat warszawski zachodni",2011,0
"24052",1433000,"Powiat węgrowski",2011,244
"24053",1434000,"Powiat wołomiński",2011,0
"24054",1435000,"Powiat wyszkowski",2011,248
"24055",1436000,"Powiat zwoleński",2011,0
"24056",1437000,"Powiat żuromiński",2011,23
"24057",1438000,"Powiat żyrardowski",2011,627
"24058",1461000,"Powiat m.Ostrołęka",2011,1238
"24059",1462000,"Powiat m.Płock",2011,22585
"24060",1463000,"Powiat m.Radom",2011,15381
"24061",1464000,"Powiat m.Siedlce",2011,7242
"24062",1465000,"Powiat m. st. Warszawa",2011,251980
"24063",1601000,"Powiat brzeski",2011,286
"24064",1602000,"Powiat głubczycki",2011,0
"24065",1603000,"Powiat kędzierzyńsko-kozielski",2011,1096
"24066",1604000,"Powiat kluczborski",2011,0
"24067",1605000,"Powiat krapkowicki",2011,608
"24068",1606000,"Powiat namysłowski",2011,0
"24069",1607000,"Powiat nyski",2011,1106
"24070",1608000,"Powiat oleski",2011,101
"24071",1609000,"Powiat opolski",2011,0
"24072",1610000,"Powiat prudnicki",2011,0
"24073",1611000,"Powiat strzelecki",2011,0
"24074",1661000,"Powiat m.Opole",2011,12676
"24075",1801000,"Powiat bieszczadzki",2011,122
"24076",1802000,"Powiat brzozowski",2011,187
"24077",1803000,"Powiat dębicki",2011,604
"24078",1804000,"Powiat jarosławski",2011,261
"24079",1805000,"Powiat jasielski",2011,416
"24080",1806000,"Powiat kolbuszowski",2011,0
"24081",1807000,"Powiat krośnieński",2011,401
"24082",1808000,"Powiat leżajski",2011,0
"24083",1809000,"Powiat lubaczowski",2011,314
"24084",1810000,"Powiat łańcucki",2011,63
"24085",1811000,"Powiat mielecki",2011,1110
"24086",1812000,"Powiat niżański",2011,209
"24087",1813000,"Powiat przemyski",2011,0
"24088",1814000,"Powiat przeworski",2011,119
"24089",1815000,"Powiat ropczycko-sędziszowski",2011,115
"24090",1816000,"Powiat rzeszowski",2011,0
"24091",1817000,"Powiat sanocki",2011,495
"24092",1818000,"Powiat stalowowolski",2011,2086
"24093",1819000,"Powiat strzyżowski",2011,80
"24094",1820000,"Powiat tarnobrzeski",2011,23
"24095",1821000,"Powiat leski",2011,71
"24096",1861000,"Powiat m.Krosno",2011,1997
"24097",1862000,"Powiat m.Przemyśl",2011,461
"24098",1863000,"Powiat m.Rzeszów",2011,14912
"24099",1864000,"Powiat m.Tarnobrzeg",2011,429
"24100",2001000,"Powiat augustowski",2011,0
"24101",2002000,"Powiat białostocki",2011,1
"24102",2003000,"Powiat bielski",2011,0
"24103",2004000,"Powiat grajewski",2011,259
"24104",2005000,"Powiat hajnowski",2011,52
"24105",2006000,"Powiat kolneński",2011,81
"24106",2009000,"Powiat sejneński",2011,0
"24107",2010000,"Powiat siemiatycki",2011,10
"24108",2011000,"Powiat sokólski",2011,193
"24109",2013000,"Powiat wysokomazowiecki",2011,39
"24110",2014000,"Powiat zambrowski",2011,0
"24111",2061000,"Powiat m.Białystok",2011,30124
"24112",2062000,"Powiat m.Łomża",2011,558
"24113",2063000,"Powiat m.Suwałki",2011,1668
"24114",2201000,"Powiat bytowski",2011,48
"24115",2202000,"Powiat chojnicki",2011,498
"24116",2203000,"Powiat człuchowski",2011,0
"24117",2204000,"Powiat gdański",2011,0
"24118",2205000,"Powiat kartuski",2011,0
"24119",2206000,"Powiat kościerski",2011,0
"24120",2207000,"Powiat kwidzyński",2011,724
"24121",2208000,"Powiat lęborski",2011,758
"24122",2209000,"Powiat malborski",2011,950
"24123",2210000,"Powiat nowodworski",2011,0
"24124",2211000,"Powiat pucki",2011,0
"24125",2212000,"Powiat słupski",2011,433
"24126",2213000,"Powiat starogardzki",2011,869
"24127",2214000,"Powiat tczewski",2011,0
"24128",2215000,"Powiat wejherowski",2011,6116
"24129",2216000,"Powiat sztumski",2011,0
"24130",2261000,"Powiat m.Gdańsk",2011,71729
"24131",2262000,"Powiat m.Gdynia",2011,14934
"24132",2263000,"Powiat m.Słupsk",2011,846
"24133",2264000,"Powiat m.Sopot",2011,9692
"24134",2401000,"Powiat będziński",2011,0
"24135",2402000,"Powiat bielski",2011,1133
"24136",2403000,"Powiat cieszyński",2011,1370
"24137",2404000,"Powiat częstochowski",2011,4
"24138",2405000,"Powiat gliwicki",2011,916
"24139",2406000,"Powiat kłobucki",2011,41
"24140",2407000,"Powiat lubliniecki",2011,493
"24141",2408000,"Powiat mikołowski",2011,0
"24142",2409000,"Powiat myszkowski",2011,108
"24143",2410000,"Powiat pszczyński",2011,0
"24144",2411000,"Powiat raciborski",2011,1176
"24145",2413000,"Powiat tarnogórski",2011,46
"24146",2414000,"Powiat bieruńsko-lędziński",2011,4
"24147",2415000,"Powiat wodzisławski",2011,240
"24148",2416000,"Powiat zawierciański",2011,361
"24149",2417000,"Powiat żywiecki",2011,1309
"24150",2461000,"Powiat m.Bielsko-Biała",2011,35485
"24151",2462000,"Powiat m.Bytom",2011,15640
"24152",2463000,"Powiat m.Chorzów",2011,0
"24153",2464000,"Powiat m.Częstochowa",2011,29321
"24154",2465000,"Powiat m.Dąbrowa Górnicza",2011,9945
"24155",2466000,"Powiat m.Gliwice",2011,29857
"24156",2467000,"Powiat m.Jastrzębie-Zdrój",2011,1645
"24157",2468000,"Powiat m.Jaworzno",2011,0
"24158",2469000,"Powiat m.Katowice",2011,81174
"24159",2470000,"Powiat m.Mysłowice",2011,0
"24160",2471000,"Powiat m.Piekary Śląskie",2011,0
"24161",2472000,"Powiat m.Ruda Śląska",2011,14814
"24162",2473000,"Powiat m.Rybnik",2011,27177
"24163",2474000,"Powiat m.Siemianowice Śląskie",2011,0
"24164",2475000,"Powiat m.Sosnowiec",2011,18731
"24165",2477000,"Powiat m.Tychy",2011,10292
"24166",2478000,"Powiat m.Zabrze",2011,19048
"24167",2479000,"Powiat m.Żory",2011,750
"24168",2601000,"Powiat buski",2011,190
"24169",2602000,"Powiat jędrzejowski",2011,10
"24170",2603000,"Powiat kazimierski",2011,0
"24171",2604000,"Powiat kielecki",2011,0
"24172",2605000,"Powiat konecki",2011,5
"24173",2606000,"Powiat opatowski",2011,0
"24174",2607000,"Powiat ostrowiecki",2011,1386
"24175",2608000,"Powiat pińczowski",2011,0
"24176",2609000,"Powiat sandomierski",2011,0
"24177",2610000,"Powiat skarżyski",2011,16
"24178",2611000,"Powiat starachowicki",2011,267
"24179",2612000,"Powiat staszowski",2011,143
"24180",2613000,"Powiat włoszczowski",2011,0
"24181",2661000,"Powiat m.Kielce",2011,16663
"24182",2801000,"Powiat bartoszycki",2011,0
"24183",2802000,"Powiat braniewski",2011,0
"24184",2803000,"Powiat działdowski",2011,128
"24185",2804000,"Powiat elbląski",2011,74
"24186",2805000,"Powiat ełcki",2011,293
"24187",2806000,"Powiat giżycki",2011,35
"24188",2807000,"Powiat iławski",2011,1078
"24189",2808000,"Powiat kętrzyński",2011,0
"24190",2809000,"Powiat lidzbarski",2011,0
"24191",2810000,"Powiat mrągowski",2011,266
"24192",2811000,"Powiat nidzicki",2011,0
"24193",2812000,"Powiat nowomiejski",2011,112
"24194",2813000,"Powiat olecki",2011,260
"24195",2814000,"Powiat olsztyński",2011,135
"24196",2815000,"Powiat ostródzki",2011,180
"24197",2816000,"Powiat piski",2011,0
"24198",2817000,"Powiat szczycieński",2011,0
"24199",2818000,"Powiat gołdapski",2011,140
"24200",2819000,"Powiat węgorzewski",2011,0
"24201",2861000,"Powiat m.Elbląg",2011,11718
"24202",2862000,"Powiat m.Olsztyn",2011,17500
"24203",3001000,"Powiat chodzieski",2011,415
"24204",3002000,"Powiat czarnkowsko-trzcianecki",2011,0
"24205",3003000,"Powiat gnieźnieński",2011,5398
"24206",3004000,"Powiat gostyński",2011,1006
"24207",3005000,"Powiat grodziski",2011,0
"24208",3006000,"Powiat jarociński",2011,1093
"24209",3008000,"Powiat kępiński",2011,9
"24210",3009000,"Powiat kolski",2011,123
"24211",3010000,"Powiat koniński",2011,20
"24212",3011000,"Powiat kościański",2011,0
"24213",3012000,"Powiat krotoszyński",2011,678
"24214",3014000,"Powiat międzychodzki",2011,0
"24215",3015000,"Powiat nowotomyski",2011,0
"24216",3017000,"Powiat ostrowski",2011,909
"24217",3018000,"Powiat ostrzeszowski",2011,465
"24218",3019000,"Powiat pilski",2011,8204
"24219",3020000,"Powiat pleszewski",2011,346
"24220",3021000,"Powiat poznański",2011,325
"24221",3022000,"Powiat rawicki",2011,564
"24222",3023000,"Powiat słupecki",2011,759
"24223",3024000,"Powiat szamotulski",2011,386
"24224",3025000,"Powiat średzki",2011,947
"24225",3026000,"Powiat śremski",2011,323
"24226",3027000,"Powiat turecki",2011,431
"24227",3028000,"Powiat wągrowiecki",2011,966
"24228",3029000,"Powiat wolsztyński",2011,0
"24229",3030000,"Powiat wrzesiński",2011,305
"24230",3031000,"Powiat złotowski",2011,9
"24231",3061000,"Powiat m.Kalisz",2011,4806
"24232",3062000,"Powiat m.Konin",2011,5079
"24233",3063000,"Powiat m.Leszno",2011,1858
"24234",3064000,"Powiat m.Poznań",2011,97940
"24235",3201000,"Powiat białogardzki",2011,293
"24236",3202000,"Powiat choszczeński",2011,50
"24237",3203000,"Powiat drawski",2011,132
"24238",3204000,"Powiat goleniowski",2011,113
"24239",3205000,"Powiat gryficki",2011,235
"24240",3206000,"Powiat gryfiński",2011,444
"24241",3207000,"Powiat kamieński",2011,141
"24242",3208000,"Powiat kołobrzeski",2011,2000
"24243",3209000,"Powiat koszaliński",2011,389
"24244",3210000,"Powiat myśliborski",2011,0
"24245",3211000,"Powiat policki",2011,0
"24246",3212000,"Powiat pyrzycki",2011,0
"24247",3213000,"Powiat sławieński",2011,563
"24248",3214000,"Powiat stargardzki",2011,1276
"24249",3215000,"Powiat szczecinecki",2011,998
"24250",3216000,"Powiat świdwiński",2011,22
"24251",3217000,"Powiat wałecki",2011,549
"24252",3261000,"Powiat m.Koszalin",2011,11225
"24253",3262000,"Powiat m.Szczecin",2011,31439
"24254",3263000,"Powiat m.Świnoujście",2011,0
"24255",201000,"Powiat bolesławiecki",2012,1183
"24256",202000,"Powiat dzierżoniowski",2012,298
"24257",203000,"Powiat głogowski",2012,592
"24258",204000,"Powiat górowski",2012,304
"24259",205000,"Powiat jaworski",2012,0
"24260",206000,"Powiat jeleniogórski",2012,0
"24261",207000,"Powiat kamiennogórski",2012,0
"24262",208000,"Powiat kłodzki",2012,6107
"24263",209000,"Powiat legnicki",2012,0
"24264",210000,"Powiat lubański",2012,266
"24265",211000,"Powiat lubiński",2012,11047
"24266",212000,"Powiat lwówecki",2012,0
"24267",214000,"Powiat oleśnicki",2012,0
"24268",215000,"Powiat oławski",2012,0
"24269",216000,"Powiat polkowicki",2012,399
"24270",217000,"Powiat strzeliński",2012,0
"24271",218000,"Powiat średzki",2012,278
"24272",219000,"Powiat świdnicki",2012,102
"24273",220000,"Powiat trzebnicki",2012,41
"24274",221000,"Powiat wałbrzyski",2012,14049
"24275",222000,"Powiat wołowski",2012,82
"24276",223000,"Powiat wrocławski",2012,0
"24277",224000,"Powiat ząbkowicki",2012,42
"24278",225000,"Powiat zgorzelecki",2012,460
"24279",226000,"Powiat złotoryjski",2012,298
"24280",261000,"Powiat m.Jelenia Góra",2012,1794
"24281",262000,"Powiat m.Legnica",2012,10098
"24282",263000,"Powiat m.Wałbrzych do 2002",2012,NA
"24283",264000,"Powiat m.Wrocław",2012,90846
"24284",265000,"Powiat m.Wałbrzych od 2013",2012,NA
"24285",401000,"Powiat aleksandrowski",2012,0
"24286",402000,"Powiat brodnicki",2012,0
"24287",403000,"Powiat bydgoski",2012,0
"24288",404000,"Powiat chełmiński",2012,0
"24289",405000,"Powiat golubsko-dobrzyński",2012,0
"24290",406000,"Powiat grudziądzki",2012,0
"24291",407000,"Powiat inowrocławski",2012,0
"24292",408000,"Powiat lipnowski",2012,23
"24293",409000,"Powiat mogileński",2012,218
"24294",410000,"Powiat nakielski",2012,49
"24295",411000,"Powiat radziejowski",2012,0
"24296",412000,"Powiat rypiński",2012,142
"24297",413000,"Powiat sępoleński",2012,40
"24298",414000,"Powiat świecki",2012,1402
"24299",415000,"Powiat toruński",2012,0
"24300",416000,"Powiat tucholski",2012,0
"24301",417000,"Powiat wąbrzeski",2012,16
"24302",419000,"Powiat żniński",2012,0
"24303",461000,"Powiat m.Bydgoszcz",2012,42992
"24304",462000,"Powiat m.Grudziądz",2012,7379
"24305",463000,"Powiat m.Toruń",2012,40415
"24306",464000,"Powiat m.Włocławek",2012,8162
"24307",601000,"Powiat bialski",2012,138
"24308",602000,"Powiat biłgorajski",2012,334
"24309",604000,"Powiat hrubieszowski",2012,56
"24310",605000,"Powiat janowski",2012,160
"24311",606000,"Powiat krasnostawski",2012,204
