"","Kod","Nazwa","rok","ZASOBY_MIESZKANIOWE_przecietna_liczba_osob_na_1_izbe"
"34747",1430000,"Powiat szydłowiecki",2003,0.94
"34748",1432000,"Powiat warszawski zachodni",2003,0.69
"34749",1433000,"Powiat węgrowski",2003,0.84
"34750",1434000,"Powiat wołomiński",2003,0.78
"34751",1435000,"Powiat wyszkowski",2003,0.91
"34752",1436000,"Powiat zwoleński",2003,0.95
"34753",1437000,"Powiat żuromiński",2003,0.86
"34754",1438000,"Powiat żyrardowski",2003,0.83
"34755",1461000,"Powiat m.Ostrołęka",2003,0.78
"34756",1462000,"Powiat m.Płock",2003,0.82
"34757",1463000,"Powiat m.Radom",2003,0.9
"34758",1464000,"Powiat m.Siedlce",2003,0.8
"34759",1465000,"Powiat m. st. Warszawa",2003,0.73
"34760",1601000,"Powiat brzeski",2003,0.84
"34761",1602000,"Powiat głubczycki",2003,0.81
"34762",1603000,"Powiat kędzierzyńsko-kozielski",2003,0.74
"34763",1604000,"Powiat kluczborski",2003,0.81
"34764",1605000,"Powiat krapkowicki",2003,0.77
"34765",1606000,"Powiat namysłowski",2003,0.84
"34766",1607000,"Powiat nyski",2003,0.83
"34767",1608000,"Powiat oleski",2003,0.77
"34768",1609000,"Powiat opolski",2003,0.75
"34769",1610000,"Powiat prudnicki",2003,0.75
"34770",1611000,"Powiat strzelecki",2003,0.79
"34771",1661000,"Powiat m.Opole",2003,0.78
"34772",1801000,"Powiat bieszczadzki",2003,0.93
"34773",1802000,"Powiat brzozowski",2003,0.94
"34774",1803000,"Powiat dębicki",2003,0.97
"34775",1804000,"Powiat jarosławski",2003,0.94
"34776",1805000,"Powiat jasielski",2003,0.9
"34777",1806000,"Powiat kolbuszowski",2003,0.99
"34778",1807000,"Powiat krośnieński",2003,0.85
"34779",1808000,"Powiat leżajski",2003,0.93
"34780",1809000,"Powiat lubaczowski",2003,0.94
"34781",1810000,"Powiat łańcucki",2003,0.87
"34782",1811000,"Powiat mielecki",2003,0.92
"34783",1812000,"Powiat niżański",2003,0.89
"34784",1813000,"Powiat przemyski",2003,0.96
"34785",1814000,"Powiat przeworski",2003,0.91
"34786",1815000,"Powiat ropczycko-sędziszowski",2003,1
"34787",1816000,"Powiat rzeszowski",2003,0.86
"34788",1817000,"Powiat sanocki",2003,0.89
"34789",1818000,"Powiat stalowowolski",2003,0.86
"34790",1819000,"Powiat strzyżowski",2003,0.89
"34791",1820000,"Powiat tarnobrzeski",2003,0.92
"34792",1821000,"Powiat leski",2003,0.9
"34793",1861000,"Powiat m.Krosno",2003,0.8
"34794",1862000,"Powiat m.Przemyśl",2003,0.87
"34795",1863000,"Powiat m.Rzeszów",2003,0.83
"34796",1864000,"Powiat m.Tarnobrzeg",2003,0.86
"34797",2001000,"Powiat augustowski",2003,0.79
"34798",2002000,"Powiat białostocki",2003,0.74
"34799",2003000,"Powiat bielski",2003,0.7
"34800",2004000,"Powiat grajewski",2003,0.89
"34801",2005000,"Powiat hajnowski",2003,0.65
"34802",2006000,"Powiat kolneński",2003,0.98
"34803",2007000,"Powiat łomżyński",2003,0.88
"34804",2008000,"Powiat moniecki",2003,0.84
"34805",2009000,"Powiat sejneński",2003,0.8
"34806",2010000,"Powiat siemiatycki",2003,0.72
"34807",2011000,"Powiat sokólski",2003,0.79
"34808",2012000,"Powiat suwalski",2003,0.86
"34809",2013000,"Powiat wysokomazowiecki",2003,0.8
"34810",2014000,"Powiat zambrowski",2003,0.86
"34811",2061000,"Powiat m.Białystok",2003,0.75
"34812",2062000,"Powiat m.Łomża",2003,0.8
"34813",2063000,"Powiat m.Suwałki",2003,0.81
"34814",2201000,"Powiat bytowski",2003,0.89
"34815",2202000,"Powiat chojnicki",2003,0.87
"34816",2203000,"Powiat człuchowski",2003,0.87
"34817",2204000,"Powiat gdański",2003,0.86
"34818",2205000,"Powiat kartuski",2003,0.87
"34819",2206000,"Powiat kościerski",2003,0.88
"34820",2207000,"Powiat kwidzyński",2003,0.91
"34821",2208000,"Powiat lęborski",2003,0.84
"34822",2209000,"Powiat malborski",2003,0.87
"34823",2210000,"Powiat nowodworski",2003,0.82
"34824",2211000,"Powiat pucki",2003,0.75
"34825",2212000,"Powiat słupski",2003,0.87
"34826",2213000,"Powiat starogardzki",2003,0.86
"34827",2214000,"Powiat tczewski",2003,0.92
"34828",2215000,"Powiat wejherowski",2003,0.87
"34829",2216000,"Powiat sztumski",2003,0.91
"34830",2261000,"Powiat m.Gdańsk",2003,0.82
"34831",2262000,"Powiat m.Gdynia",2003,0.76
"34832",2263000,"Powiat m.Słupsk",2003,0.8
"34833",2264000,"Powiat m.Sopot",2003,0.69
"34834",2401000,"Powiat będziński",2003,0.72
"34835",2402000,"Powiat bielski",2003,0.78
"34836",2403000,"Powiat cieszyński",2003,0.7
"34837",2404000,"Powiat częstochowski",2003,0.81
"34838",2405000,"Powiat gliwicki",2003,0.79
"34839",2406000,"Powiat kłobucki",2003,0.82
"34840",2407000,"Powiat lubliniecki",2003,0.78
"34841",2408000,"Powiat mikołowski",2003,0.75
"34842",2409000,"Powiat myszkowski",2003,0.77
"34843",2410000,"Powiat pszczyński",2003,0.8
"34844",2411000,"Powiat raciborski",2003,0.76
"34845",2412000,"Powiat rybnicki",2003,0.75
"34846",2413000,"Powiat tarnogórski",2003,0.76
"34847",2414000,"Powiat bieruńsko-lędziński",2003,0.79
"34848",2415000,"Powiat wodzisławski",2003,0.74
"34849",2416000,"Powiat zawierciański",2003,0.75
"34850",2417000,"Powiat żywiecki",2003,0.8
"34851",2461000,"Powiat m.Bielsko-Biała",2003,0.8
"34852",2462000,"Powiat m.Bytom",2003,0.83
"34853",2463000,"Powiat m.Chorzów",2003,0.78
"34854",2464000,"Powiat m.Częstochowa",2003,0.82
"34855",2465000,"Powiat m.Dąbrowa Górnicza",2003,0.79
"34856",2466000,"Powiat m.Gliwice",2003,0.79
"34857",2467000,"Powiat m.Jastrzębie-Zdrój",2003,0.89
"34858",2468000,"Powiat m.Jaworzno",2003,0.85
"34859",2469000,"Powiat m.Katowice",2003,0.74
"34860",2470000,"Powiat m.Mysłowice",2003,0.8
"34861",2471000,"Powiat m.Piekary Śląskie",2003,0.77
"34862",2472000,"Powiat m.Ruda Śląska",2003,0.84
"34863",2473000,"Powiat m.Rybnik",2003,0.8
"34864",2474000,"Powiat m.Siemianowice Śląskie",2003,0.79
"34865",2475000,"Powiat m.Sosnowiec",2003,0.79
"34866",2476000,"Powiat m.Świętochłowice",2003,0.85
"34867",2477000,"Powiat m.Tychy",2003,0.85
"34868",2478000,"Powiat m.Zabrze",2003,0.9
"34869",2479000,"Powiat m.Żory",2003,0.95
"34870",2601000,"Powiat buski",2003,0.83
"34871",2602000,"Powiat jędrzejowski",2003,0.87
"34872",2603000,"Powiat kazimierski",2003,0.84
"34873",2604000,"Powiat kielecki",2003,0.95
"34874",2605000,"Powiat konecki",2003,0.86
"34875",2606000,"Powiat opatowski",2003,0.94
"34876",2607000,"Powiat ostrowiecki",2003,0.83
"34877",2608000,"Powiat pińczowski",2003,0.82
"34878",2609000,"Powiat sandomierski",2003,0.89
"34879",2610000,"Powiat skarżyski",2003,0.81
"34880",2611000,"Powiat starachowicki",2003,0.88
"34881",2612000,"Powiat staszowski",2003,0.87
"34882",2613000,"Powiat włoszczowski",2003,0.89
"34883",2661000,"Powiat m.Kielce",2003,0.85
"34884",2801000,"Powiat bartoszycki",2003,0.87
"34885",2802000,"Powiat braniewski",2003,0.92
"34886",2803000,"Powiat działdowski",2003,0.87
"34887",2804000,"Powiat elbląski",2003,0.92
"34888",2805000,"Powiat ełcki",2003,0.87
"34889",2806000,"Powiat giżycki",2003,0.79
"34890",2807000,"Powiat iławski",2003,0.92
"34891",2808000,"Powiat kętrzyński",2003,0.85
"34892",2809000,"Powiat lidzbarski",2003,0.85
"34893",2810000,"Powiat mrągowski",2003,0.8
"34894",2811000,"Powiat nidzicki",2003,0.91
"34895",2812000,"Powiat nowomiejski",2003,0.88
"34896",2813000,"Powiat olecki",2003,0.85
"34897",2814000,"Powiat olsztyński",2003,0.88
"34898",2815000,"Powiat ostródzki",2003,0.9
"34899",2816000,"Powiat piski",2003,0.88
"34900",2817000,"Powiat szczycieński",2003,0.9
"34901",2818000,"Powiat gołdapski",2003,0.85
"34902",2819000,"Powiat węgorzewski",2003,0.82
"34903",2861000,"Powiat m.Elbląg",2003,0.86
"34904",2862000,"Powiat m.Olsztyn",2003,0.78
"34905",3001000,"Powiat chodzieski",2003,0.84
"34906",3002000,"Powiat czarnkowsko-trzcianecki",2003,0.85
"34907",3003000,"Powiat gnieźnieński",2003,0.9
"34908",3004000,"Powiat gostyński",2003,0.89
"34909",3005000,"Powiat grodziski",2003,0.89
"34910",3006000,"Powiat jarociński",2003,0.86
"34911",3007000,"Powiat kaliski",2003,0.91
"34912",3008000,"Powiat kępiński",2003,0.83
"34913",3009000,"Powiat kolski",2003,0.84
"34914",3010000,"Powiat koniński",2003,0.89
"34915",3011000,"Powiat kościański",2003,0.88
"34916",3012000,"Powiat krotoszyński",2003,0.84
"34917",3013000,"Powiat leszczyński",2003,0.88
"34918",3014000,"Powiat międzychodzki",2003,0.85
"34919",3015000,"Powiat nowotomyski",2003,0.84
"34920",3016000,"Powiat obornicki",2003,0.88
"34921",3017000,"Powiat ostrowski",2003,0.84
"34922",3018000,"Powiat ostrzeszowski",2003,0.81
"34923",3019000,"Powiat pilski",2003,0.86
"34924",3020000,"Powiat pleszewski",2003,0.88
"34925",3021000,"Powiat poznański",2003,0.8
"34926",3022000,"Powiat rawicki",2003,0.84
"34927",3023000,"Powiat słupecki",2003,0.87
"34928",3024000,"Powiat szamotulski",2003,0.86
"34929",3025000,"Powiat średzki",2003,0.89
"34930",3026000,"Powiat śremski",2003,0.91
"34931",3027000,"Powiat turecki",2003,0.86
"34932",3028000,"Powiat wągrowiecki",2003,0.88
"34933",3029000,"Powiat wolsztyński",2003,0.86
"34934",3030000,"Powiat wrzesiński",2003,0.86
"34935",3031000,"Powiat złotowski",2003,0.85
"34936",3061000,"Powiat m.Kalisz",2003,0.82
"34937",3062000,"Powiat m.Konin",2003,0.81
"34938",3063000,"Powiat m.Leszno",2003,0.76
"34939",3064000,"Powiat m.Poznań",2003,0.76
"34940",3201000,"Powiat białogardzki",2003,0.84
"34941",3202000,"Powiat choszczeński",2003,0.86
"34942",3203000,"Powiat drawski",2003,0.84
"34943",3204000,"Powiat goleniowski",2003,0.84
"34944",3205000,"Powiat gryficki",2003,0.82
"34945",3206000,"Powiat gryfiński",2003,0.87
"34946",3207000,"Powiat kamieński",2003,0.75
"34947",3208000,"Powiat kołobrzeski",2003,0.74
"34948",3209000,"Powiat koszaliński",2003,0.84
"34949",3210000,"Powiat myśliborski",2003,0.83
"34950",3211000,"Powiat policki",2003,0.82
"34951",3212000,"Powiat pyrzycki",2003,0.89
"34952",3213000,"Powiat sławieński",2003,0.82
"34953",3214000,"Powiat stargardzki",2003,0.87
"34954",3215000,"Powiat szczecinecki",2003,0.8
"34955",3216000,"Powiat świdwiński",2003,0.85
"34956",3217000,"Powiat wałecki",2003,0.84
"34957",3218000,"Powiat łobeski",2003,0.84
"34958",3261000,"Powiat m.Koszalin",2003,0.77
"34959",3262000,"Powiat m.Szczecin",2003,0.79
"34960",3263000,"Powiat m.Świnoujście",2003,0.76
"34961",201000,"Powiat bolesławiecki",2004,0.77
"34962",202000,"Powiat dzierżoniowski",2004,0.82
"34963",203000,"Powiat głogowski",2004,0.83
"34964",204000,"Powiat górowski",2004,0.83
"34965",205000,"Powiat jaworski",2004,0.81
"34966",206000,"Powiat jeleniogórski",2004,0.75
"34967",207000,"Powiat kamiennogórski",2004,0.88
"34968",208000,"Powiat kłodzki",2004,0.8
"34969",209000,"Powiat legnicki",2004,0.79
"34970",210000,"Powiat lubański",2004,0.77
"34971",211000,"Powiat lubiński",2004,0.82
"34972",212000,"Powiat lwówecki",2004,0.76
"34973",213000,"Powiat milicki",2004,0.87
"34974",214000,"Powiat oleśnicki",2004,0.87
"34975",215000,"Powiat oławski",2004,0.85
"34976",216000,"Powiat polkowicki",2004,0.83
"34977",217000,"Powiat strzeliński",2004,0.83
"34978",218000,"Powiat średzki",2004,0.82
"34979",219000,"Powiat świdnicki",2004,0.82
"34980",220000,"Powiat trzebnicki",2004,0.83
"34981",221000,"Powiat wałbrzyski",2004,0.83
"34982",222000,"Powiat wołowski",2004,0.81
"34983",223000,"Powiat wrocławski",2004,0.78
"34984",224000,"Powiat ząbkowicki",2004,0.81
"34985",225000,"Powiat zgorzelecki",2004,0.77
"34986",226000,"Powiat złotoryjski",2004,0.81
"34987",261000,"Powiat m.Jelenia Góra",2004,0.76
"34988",262000,"Powiat m.Legnica",2004,0.77
"34989",264000,"Powiat m.Wrocław",2004,0.77
"34990",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"34991",401000,"Powiat aleksandrowski",2004,0.79
"34992",402000,"Powiat brodnicki",2004,0.87
"34993",403000,"Powiat bydgoski",2004,0.85
"34994",404000,"Powiat chełmiński",2004,0.92
"34995",405000,"Powiat golubsko-dobrzyński",2004,0.93
"34996",406000,"Powiat grudziądzki",2004,0.91
"34997",407000,"Powiat inowrocławski",2004,0.87
"34998",408000,"Powiat lipnowski",2004,0.95
"34999",409000,"Powiat mogileński",2004,0.88
"35000",410000,"Powiat nakielski",2004,0.94
"35001",411000,"Powiat radziejowski",2004,0.88
"35002",412000,"Powiat rypiński",2004,0.92
"35003",413000,"Powiat sępoleński",2004,0.9
"35004",414000,"Powiat świecki",2004,0.87
"35005",415000,"Powiat toruński",2004,0.94
"35006",416000,"Powiat tucholski",2004,0.85
"35007",417000,"Powiat wąbrzeski",2004,0.89
"35008",418000,"Powiat włocławski",2004,0.92
"35009",419000,"Powiat żniński",2004,0.91
"35010",461000,"Powiat m.Bydgoszcz",2004,0.79
"35011",462000,"Powiat m.Grudziądz",2004,0.83
"35012",463000,"Powiat m.Toruń",2004,0.79
"35013",464000,"Powiat m.Włocławek",2004,0.83
"35014",601000,"Powiat bialski",2004,0.82
"35015",602000,"Powiat biłgorajski",2004,0.89
"35016",603000,"Powiat chełmski",2004,0.88
"35017",604000,"Powiat hrubieszowski",2004,0.86
"35018",605000,"Powiat janowski",2004,0.97
"35019",606000,"Powiat krasnostawski",2004,0.82
"35020",607000,"Powiat kraśnicki",2004,0.88
"35021",608000,"Powiat lubartowski",2004,0.88
"35022",609000,"Powiat lubelski",2004,0.86
"35023",610000,"Powiat łęczyński",2004,0.92
"35024",611000,"Powiat łukowski",2004,0.94
"35025",612000,"Powiat opolski",2004,0.9
"35026",613000,"Powiat parczewski",2004,0.82
"35027",614000,"Powiat puławski",2004,0.82
"35028",615000,"Powiat radzyński",2004,0.85
"35029",616000,"Powiat rycki",2004,0.87
"35030",617000,"Powiat świdnicki",2004,0.86
"35031",618000,"Powiat tomaszowski",2004,0.86
"35032",619000,"Powiat włodawski",2004,0.8
"35033",620000,"Powiat zamojski",2004,0.88
"35034",661000,"Powiat m.Biała Podlaska",2004,0.78
"35035",662000,"Powiat m.Chełm",2004,0.8
"35036",663000,"Powiat m.Lublin",2004,0.77
"35037",664000,"Powiat m.Zamość",2004,0.82
"35038",801000,"Powiat gorzowski",2004,0.8
"35039",802000,"Powiat krośnieński",2004,0.81
"35040",803000,"Powiat międzyrzecki",2004,0.81
"35041",804000,"Powiat nowosolski",2004,0.84
"35042",805000,"Powiat słubicki",2004,0.83
"35043",806000,"Powiat strzelecko-drezdenecki",2004,0.83
"35044",807000,"Powiat sulęciński",2004,0.8
"35045",808000,"Powiat świebodziński",2004,0.85
"35046",809000,"Powiat zielonogórski",2004,0.82
"35047",810000,"Powiat żagański",2004,0.8
"35048",811000,"Powiat żarski",2004,0.8
"35049",812000,"Powiat wschowski",2004,0.86
"35050",861000,"Powiat m.Gorzów Wielkopolski",2004,0.77
"35051",862000,"Powiat m.Zielona Góra",2004,0.78
"35052",1001000,"Powiat bełchatowski",2004,0.79
"35053",1002000,"Powiat kutnowski",2004,0.82
"35054",1003000,"Powiat łaski",2004,0.77
"35055",1004000,"Powiat łęczycki",2004,0.87
"35056",1005000,"Powiat łowicki",2004,0.78
"35057",1006000,"Powiat łódzki wschodni",2004,0.74
"35058",1007000,"Powiat opoczyński",2004,0.88
"35059",1008000,"Powiat pabianicki",2004,0.74
"35060",1009000,"Powiat pajęczański",2004,0.82
"35061",1010000,"Powiat piotrkowski",2004,0.82
"35062",1011000,"Powiat poddębicki",2004,0.78
"35063",1012000,"Powiat radomszczański",2004,0.8
"35064",1013000,"Powiat rawski",2004,0.88
"35065",1014000,"Powiat sieradzki",2004,0.85
"35066",1015000,"Powiat skierniewicki",2004,0.86
"35067",1016000,"Powiat tomaszowski",2004,0.8
"35068",1017000,"Powiat wieluński",2004,0.8
"35069",1018000,"Powiat wieruszowski",2004,0.78
"35070",1019000,"Powiat zduńskowolski",2004,0.83
"35071",1020000,"Powiat zgierski",2004,0.75
"35072",1021000,"Powiat brzeziński",2004,0.81
"35073",1061000,"Powiat m.Łódź",2004,0.76
"35074",1062000,"Powiat m.Piotrków Trybunalski",2004,0.8
"35075",1063000,"Powiat m.Skierniewice",2004,0.74
"35076",1201000,"Powiat bocheński",2004,0.82
"35077",1202000,"Powiat brzeski",2004,0.87
"35078",1203000,"Powiat chrzanowski",2004,0.79
"35079",1204000,"Powiat dąbrowski",2004,0.96
"35080",1205000,"Powiat gorlicki",2004,0.93
"35081",1206000,"Powiat krakowski",2004,0.81
"35082",1207000,"Powiat limanowski",2004,1
"35083",1208000,"Powiat miechowski",2004,0.79
"35084",1209000,"Powiat myślenicki",2004,0.89
"35085",1210000,"Powiat nowosądecki",2004,1.03
"35086",1211000,"Powiat nowotarski",2004,0.86
"35087",1212000,"Powiat olkuski",2004,0.79
"35088",1213000,"Powiat oświęcimski",2004,0.81
"35089",1214000,"Powiat proszowicki",2004,0.86
"35090",1215000,"Powiat suski",2004,0.84
"35091",1216000,"Powiat tarnowski",2004,0.96
"35092",1217000,"Powiat tatrzański",2004,0.68
"35093",1218000,"Powiat wadowicki",2004,0.86
"35094",1219000,"Powiat wielicki",2004,0.77
"35095",1261000,"Powiat m.Kraków",2004,0.83
"35096",1262000,"Powiat m.Nowy Sącz",2004,0.83
"35097",1263000,"Powiat m.Tarnów",2004,0.83
"35098",1401000,"Powiat białobrzeski",2004,0.87
"35099",1402000,"Powiat ciechanowski",2004,0.86
"35100",1403000,"Powiat garwoliński",2004,0.91
"35101",1404000,"Powiat gostyniński",2004,0.85
"35102",1405000,"Powiat grodziski",2004,0.75
"35103",1406000,"Powiat grójecki",2004,0.84
"35104",1407000,"Powiat kozienicki",2004,0.84
"35105",1408000,"Powiat legionowski",2004,0.75
"35106",1409000,"Powiat lipski",2004,0.86
"35107",1410000,"Powiat łosicki",2004,0.79
"35108",1411000,"Powiat makowski",2004,0.85
"35109",1412000,"Powiat miński",2004,0.82
"35110",1413000,"Powiat mławski",2004,0.87
"35111",1414000,"Powiat nowodworski",2004,0.83
"35112",1415000,"Powiat ostrołęcki",2004,0.92
"35113",1416000,"Powiat ostrowski",2004,0.84
"35114",1417000,"Powiat otwocki",2004,0.78
"35115",1418000,"Powiat piaseczyński",2004,0.77
"35116",1419000,"Powiat płocki",2004,0.9
"35117",1420000,"Powiat płoński",2004,0.88
"35118",1421000,"Powiat pruszkowski",2004,0.7
"35119",1422000,"Powiat przasnyski",2004,0.9
"35120",1423000,"Powiat przysuski",2004,0.93
"35121",1424000,"Powiat pułtuski",2004,0.85
"35122",1425000,"Powiat radomski",2004,0.97
"35123",1426000,"Powiat siedlecki",2004,0.87
"35124",1427000,"Powiat sierpecki",2004,0.88
"35125",1428000,"Powiat sochaczewski",2004,0.84
"35126",1429000,"Powiat sokołowski",2004,0.77
"35127",1430000,"Powiat szydłowiecki",2004,0.93
"35128",1432000,"Powiat warszawski zachodni",2004,0.69
"35129",1433000,"Powiat węgrowski",2004,0.83
"35130",1434000,"Powiat wołomiński",2004,0.78
"35131",1435000,"Powiat wyszkowski",2004,0.91
"35132",1436000,"Powiat zwoleński",2004,0.94
"35133",1437000,"Powiat żuromiński",2004,0.85
"35134",1438000,"Powiat żyrardowski",2004,0.82
"35135",1461000,"Powiat m.Ostrołęka",2004,0.77
"35136",1462000,"Powiat m.Płock",2004,0.8
"35137",1463000,"Powiat m.Radom",2004,0.89
"35138",1464000,"Powiat m.Siedlce",2004,0.78
"35139",1465000,"Powiat m. st. Warszawa",2004,0.73
"35140",1601000,"Powiat brzeski",2004,0.83
"35141",1602000,"Powiat głubczycki",2004,0.8
"35142",1603000,"Powiat kędzierzyńsko-kozielski",2004,0.74
"35143",1604000,"Powiat kluczborski",2004,0.81
"35144",1605000,"Powiat krapkowicki",2004,0.76
"35145",1606000,"Powiat namysłowski",2004,0.83
"35146",1607000,"Powiat nyski",2004,0.83
"35147",1608000,"Powiat oleski",2004,0.77
"35148",1609000,"Powiat opolski",2004,0.74
"35149",1610000,"Powiat prudnicki",2004,0.74
"35150",1611000,"Powiat strzelecki",2004,0.78
"35151",1661000,"Powiat m.Opole",2004,0.77
"35152",1801000,"Powiat bieszczadzki",2004,0.92
"35153",1802000,"Powiat brzozowski",2004,0.93
"35154",1803000,"Powiat dębicki",2004,0.96
"35155",1804000,"Powiat jarosławski",2004,0.93
"35156",1805000,"Powiat jasielski",2004,0.89
"35157",1806000,"Powiat kolbuszowski",2004,0.98
"35158",1807000,"Powiat krośnieński",2004,0.84
"35159",1808000,"Powiat leżajski",2004,0.92
"35160",1809000,"Powiat lubaczowski",2004,0.93
"35161",1810000,"Powiat łańcucki",2004,0.86
"35162",1811000,"Powiat mielecki",2004,0.92
"35163",1812000,"Powiat niżański",2004,0.88
"35164",1813000,"Powiat przemyski",2004,0.95
"35165",1814000,"Powiat przeworski",2004,0.91
"35166",1815000,"Powiat ropczycko-sędziszowski",2004,0.99
"35167",1816000,"Powiat rzeszowski",2004,0.85
"35168",1817000,"Powiat sanocki",2004,0.89
"35169",1818000,"Powiat stalowowolski",2004,0.85
"35170",1819000,"Powiat strzyżowski",2004,0.89
"35171",1820000,"Powiat tarnobrzeski",2004,0.92
"35172",1821000,"Powiat leski",2004,0.9
"35173",1861000,"Powiat m.Krosno",2004,0.79
"35174",1862000,"Powiat m.Przemyśl",2004,0.87
"35175",1863000,"Powiat m.Rzeszów",2004,0.82
"35176",1864000,"Powiat m.Tarnobrzeg",2004,0.85
"35177",2001000,"Powiat augustowski",2004,0.78
"35178",2002000,"Powiat białostocki",2004,0.73
"35179",2003000,"Powiat bielski",2004,0.69
"35180",2004000,"Powiat grajewski",2004,0.88
"35181",2005000,"Powiat hajnowski",2004,0.64
"35182",2006000,"Powiat kolneński",2004,0.97
"35183",2007000,"Powiat łomżyński",2004,0.87
"35184",2008000,"Powiat moniecki",2004,0.83
"35185",2009000,"Powiat sejneński",2004,0.79
"35186",2010000,"Powiat siemiatycki",2004,0.7
"35187",2011000,"Powiat sokólski",2004,0.78
"35188",2012000,"Powiat suwalski",2004,0.84
"35189",2013000,"Powiat wysokomazowiecki",2004,0.8
