"","Kod","Nazwa","rok","TURYSTYCZNE_OBIEKTY_NOCLEGOWE_I_ICH_WYKORZYSTANIE_CTAB_udzielone_noclegi_turystom_zagranicznym_w_turystycznych_obiektach_noclegowych_na_10_tys_mieszkancow_ogolem"
"69129",1430000,"Powiat szydłowiecki",2003,120
"69130",1432000,"Powiat warszawski zachodni",2003,122
"69131",1433000,"Powiat węgrowski",2003,120
"69132",1434000,"Powiat wołomiński",2003,117
"69133",1435000,"Powiat wyszkowski",2003,299
"69134",1436000,"Powiat zwoleński",2003,0
"69135",1437000,"Powiat żuromiński",2003,0
"69136",1438000,"Powiat żyrardowski",2003,258
"69137",1461000,"Powiat m.Ostrołęka",2003,479
"69138",1462000,"Powiat m.Płock",2003,928
"69139",1463000,"Powiat m.Radom",2003,358
"69140",1464000,"Powiat m.Siedlce",2003,291
"69141",1465000,"Powiat m. st. Warszawa",2003,6496
"69142",1601000,"Powiat brzeski",2003,160
"69143",1602000,"Powiat głubczycki",2003,642
"69144",1603000,"Powiat kędzierzyńsko-kozielski",2003,126
"69145",1604000,"Powiat kluczborski",2003,170
"69146",1605000,"Powiat krapkowicki",2003,873
"69147",1606000,"Powiat namysłowski",2003,945
"69148",1607000,"Powiat nyski",2003,515
"69149",1608000,"Powiat oleski",2003,527
"69150",1609000,"Powiat opolski",2003,268
"69151",1610000,"Powiat prudnicki",2003,221
"69152",1611000,"Powiat strzelecki",2003,322
"69153",1661000,"Powiat m.Opole",2003,1897
"69154",1801000,"Powiat bieszczadzki",2003,1596
"69155",1802000,"Powiat brzozowski",2003,11
"69156",1803000,"Powiat dębicki",2003,251
"69157",1804000,"Powiat jarosławski",2003,543
"69158",1805000,"Powiat jasielski",2003,128
"69159",1806000,"Powiat kolbuszowski",2003,99
"69160",1807000,"Powiat krośnieński",2003,246
"69161",1808000,"Powiat leżajski",2003,217
"69162",1809000,"Powiat lubaczowski",2003,197
"69163",1810000,"Powiat łańcucki",2003,482
"69164",1811000,"Powiat mielecki",2003,507
"69165",1812000,"Powiat niżański",2003,100
"69166",1813000,"Powiat przemyski",2003,875
"69167",1814000,"Powiat przeworski",2003,450
"69168",1815000,"Powiat ropczycko-sędziszowski",2003,132
"69169",1816000,"Powiat rzeszowski",2003,615
"69170",1817000,"Powiat sanocki",2003,215
"69171",1818000,"Powiat stalowowolski",2003,454
"69172",1819000,"Powiat strzyżowski",2003,0
"69173",1820000,"Powiat tarnobrzeski",2003,273
"69174",1821000,"Powiat leski",2003,2005
"69175",1861000,"Powiat m.Krosno",2003,418
"69176",1862000,"Powiat m.Przemyśl",2003,2460
"69177",1863000,"Powiat m.Rzeszów",2003,2971
"69178",1864000,"Powiat m.Tarnobrzeg",2003,231
"69179",2001000,"Powiat augustowski",2003,2323
"69180",2002000,"Powiat białostocki",2003,875
"69181",2003000,"Powiat bielski",2003,221
"69182",2004000,"Powiat grajewski",2003,172
"69183",2005000,"Powiat hajnowski",2003,1805
"69184",2006000,"Powiat kolneński",2003,0
"69185",2007000,"Powiat łomżyński",2003,1169
"69186",2008000,"Powiat moniecki",2003,238
"69187",2009000,"Powiat sejneński",2003,310
"69188",2010000,"Powiat siemiatycki",2003,488
"69189",2011000,"Powiat sokólski",2003,62
"69190",2012000,"Powiat suwalski",2003,1421
"69191",2013000,"Powiat wysokomazowiecki",2003,36
"69192",2014000,"Powiat zambrowski",2003,46
"69193",2061000,"Powiat m.Białystok",2003,2200
"69194",2062000,"Powiat m.Łomża",2003,675
"69195",2063000,"Powiat m.Suwałki",2003,933
"69196",2201000,"Powiat bytowski",2003,630
"69197",2202000,"Powiat chojnicki",2003,373
"69198",2203000,"Powiat człuchowski",2003,237
"69199",2204000,"Powiat gdański",2003,409
"69200",2205000,"Powiat kartuski",2003,285
"69201",2206000,"Powiat kościerski",2003,282
"69202",2207000,"Powiat kwidzyński",2003,490
"69203",2208000,"Powiat lęborski",2003,4292
"69204",2209000,"Powiat malborski",2003,3243
"69205",2210000,"Powiat nowodworski",2003,2163
"69206",2211000,"Powiat pucki",2003,2960
"69207",2212000,"Powiat słupski",2003,2330
"69208",2213000,"Powiat starogardzki",2003,125
"69209",2214000,"Powiat tczewski",2003,397
"69210",2215000,"Powiat wejherowski",2003,589
"69211",2216000,"Powiat sztumski",2003,59
"69212",2261000,"Powiat m.Gdańsk",2003,6426
"69213",2262000,"Powiat m.Gdynia",2003,2558
"69214",2263000,"Powiat m.Słupsk",2003,987
"69215",2264000,"Powiat m.Sopot",2003,15430
"69216",2401000,"Powiat będziński",2003,115
"69217",2402000,"Powiat bielski",2003,1355
"69218",2403000,"Powiat cieszyński",2003,3979
"69219",2404000,"Powiat częstochowski",2003,244
"69220",2405000,"Powiat gliwicki",2003,276
"69221",2406000,"Powiat kłobucki",2003,57
"69222",2407000,"Powiat lubliniecki",2003,131
"69223",2408000,"Powiat mikołowski",2003,180
"69224",2409000,"Powiat myszkowski",2003,84
"69225",2410000,"Powiat pszczyński",2003,237
"69226",2411000,"Powiat raciborski",2003,868
"69227",2412000,"Powiat rybnicki",2003,0
"69228",2413000,"Powiat tarnogórski",2003,196
"69229",2414000,"Powiat bieruńsko-lędziński",2003,110
"69230",2415000,"Powiat wodzisławski",2003,95
"69231",2416000,"Powiat zawierciański",2003,105
"69232",2417000,"Powiat żywiecki",2003,246
"69233",2461000,"Powiat m.Bielsko-Biała",2003,2246
"69234",2462000,"Powiat m.Bytom",2003,150
"69235",2463000,"Powiat m.Chorzów",2003,695
"69236",2464000,"Powiat m.Częstochowa",2003,1732
"69237",2465000,"Powiat m.Dąbrowa Górnicza",2003,42
"69238",2466000,"Powiat m.Gliwice",2003,1183
"69239",2467000,"Powiat m.Jastrzębie-Zdrój",2003,87
"69240",2468000,"Powiat m.Jaworzno",2003,400
"69241",2469000,"Powiat m.Katowice",2003,2088
"69242",2470000,"Powiat m.Mysłowice",2003,355
"69243",2471000,"Powiat m.Piekary Śląskie",2003,282
"69244",2472000,"Powiat m.Ruda Śląska",2003,119
"69245",2473000,"Powiat m.Rybnik",2003,567
"69246",2474000,"Powiat m.Siemianowice Śląskie",2003,142
"69247",2475000,"Powiat m.Sosnowiec",2003,441
"69248",2476000,"Powiat m.Świętochłowice",2003,0
"69249",2477000,"Powiat m.Tychy",2003,626
"69250",2478000,"Powiat m.Zabrze",2003,443
"69251",2479000,"Powiat m.Żory",2003,407
"69252",2601000,"Powiat buski",2003,190
"69253",2602000,"Powiat jędrzejowski",2003,17
"69254",2603000,"Powiat kazimierski",2003,51
"69255",2604000,"Powiat kielecki",2003,322
"69256",2605000,"Powiat konecki",2003,64
"69257",2606000,"Powiat opatowski",2003,21
"69258",2607000,"Powiat ostrowiecki",2003,739
"69259",2608000,"Powiat pińczowski",2003,116
"69260",2609000,"Powiat sandomierski",2003,354
"69261",2610000,"Powiat skarżyski",2003,81
"69262",2611000,"Powiat starachowicki",2003,1651
"69263",2612000,"Powiat staszowski",2003,60
"69264",2613000,"Powiat włoszczowski",2003,4
"69265",2661000,"Powiat m.Kielce",2003,698
"69266",2801000,"Powiat bartoszycki",2003,194
"69267",2802000,"Powiat braniewski",2003,1486
"69268",2803000,"Powiat działdowski",2003,373
"69269",2804000,"Powiat elbląski",2003,787
"69270",2805000,"Powiat ełcki",2003,897
"69271",2806000,"Powiat giżycki",2003,7382
"69272",2807000,"Powiat iławski",2003,455
"69273",2808000,"Powiat kętrzyński",2003,1838
"69274",2809000,"Powiat lidzbarski",2003,1575
"69275",2810000,"Powiat mrągowski",2003,47539
"69276",2811000,"Powiat nidzicki",2003,122
"69277",2812000,"Powiat nowomiejski",2003,265
"69278",2813000,"Powiat olecki",2003,556
"69279",2814000,"Powiat olsztyński",2003,899
"69280",2815000,"Powiat ostródzki",2003,2375
"69281",2816000,"Powiat piski",2003,510
"69282",2817000,"Powiat szczycieński",2003,1093
"69283",2818000,"Powiat gołdapski",2003,689
"69284",2819000,"Powiat węgorzewski",2003,596
"69285",2861000,"Powiat m.Elbląg",2003,2331
"69286",2862000,"Powiat m.Olsztyn",2003,4124
"69287",3001000,"Powiat chodzieski",2003,800
"69288",3002000,"Powiat czarnkowsko-trzcianecki",2003,591
"69289",3003000,"Powiat gnieźnieński",2003,1207
"69290",3004000,"Powiat gostyński",2003,355
"69291",3005000,"Powiat grodziski",2003,147
"69292",3006000,"Powiat jarociński",2003,70
"69293",3007000,"Powiat kaliski",2003,88
"69294",3008000,"Powiat kępiński",2003,241
"69295",3009000,"Powiat kolski",2003,65
"69296",3010000,"Powiat koniński",2003,481
"69297",3011000,"Powiat kościański",2003,313
"69298",3012000,"Powiat krotoszyński",2003,110
"69299",3013000,"Powiat leszczyński",2003,1303
"69300",3014000,"Powiat międzychodzki",2003,445
"69301",3015000,"Powiat nowotomyski",2003,722
"69302",3016000,"Powiat obornicki",2003,374
"69303",3017000,"Powiat ostrowski",2003,941
"69304",3018000,"Powiat ostrzeszowski",2003,980
"69305",3019000,"Powiat pilski",2003,2087
"69306",3020000,"Powiat pleszewski",2003,277
"69307",3021000,"Powiat poznański",2003,1096
"69308",3022000,"Powiat rawicki",2003,60
"69309",3023000,"Powiat słupecki",2003,9
"69310",3024000,"Powiat szamotulski",2003,821
"69311",3025000,"Powiat średzki",2003,207
"69312",3026000,"Powiat śremski",2003,85
"69313",3027000,"Powiat turecki",2003,149
"69314",3028000,"Powiat wągrowiecki",2003,587
"69315",3029000,"Powiat wolsztyński",2003,355
"69316",3030000,"Powiat wrzesiński",2003,488
"69317",3031000,"Powiat złotowski",2003,168
"69318",3061000,"Powiat m.Kalisz",2003,627
"69319",3062000,"Powiat m.Konin",2003,953
"69320",3063000,"Powiat m.Leszno",2003,1110
"69321",3064000,"Powiat m.Poznań",2003,5056
"69322",3201000,"Powiat białogardzki",2003,408
"69323",3202000,"Powiat choszczeński",2003,43
"69324",3203000,"Powiat drawski",2003,905
"69325",3204000,"Powiat goleniowski",2003,314
"69326",3205000,"Powiat gryficki",2003,22078
"69327",3206000,"Powiat gryfiński",2003,1680
"69328",3207000,"Powiat kamieński",2003,28879
"69329",3208000,"Powiat kołobrzeski",2003,84192
"69330",3209000,"Powiat koszaliński",2003,7364
"69331",3210000,"Powiat myśliborski",2003,1667
"69332",3211000,"Powiat policki",2003,482
"69333",3212000,"Powiat pyrzycki",2003,194
"69334",3213000,"Powiat sławieński",2003,3701
"69335",3214000,"Powiat stargardzki",2003,959
"69336",3215000,"Powiat szczecinecki",2003,1160
"69337",3216000,"Powiat świdwiński",2003,2969
"69338",3217000,"Powiat wałecki",2003,1376
"69339",3218000,"Powiat łobeski",2003,5
"69340",3261000,"Powiat m.Koszalin",2003,822
"69341",3262000,"Powiat m.Szczecin",2003,5875
"69342",3263000,"Powiat m.Świnoujście",2003,52308
"69343",201000,"Powiat bolesławiecki",2004,2921
"69344",202000,"Powiat dzierżoniowski",2004,1020
"69345",203000,"Powiat głogowski",2004,965
"69346",204000,"Powiat górowski",2004,0
"69347",205000,"Powiat jaworski",2004,734
"69348",206000,"Powiat jeleniogórski",2004,23589
"69349",207000,"Powiat kamiennogórski",2004,366
"69350",208000,"Powiat kłodzki",2004,7037
"69351",209000,"Powiat legnicki",2004,645
"69352",210000,"Powiat lubański",2004,25933
"69353",211000,"Powiat lubiński",2004,470
"69354",212000,"Powiat lwówecki",2004,2372
"69355",213000,"Powiat milicki",2004,372
"69356",214000,"Powiat oleśnicki",2004,830
"69357",215000,"Powiat oławski",2004,103
"69358",216000,"Powiat polkowicki",2004,1303
"69359",217000,"Powiat strzeliński",2004,533
"69360",218000,"Powiat średzki",2004,302
"69361",219000,"Powiat świdnicki",2004,1821
"69362",220000,"Powiat trzebnicki",2004,260
"69363",221000,"Powiat wałbrzyski",2004,1921
"69364",222000,"Powiat wołowski",2004,334
"69365",223000,"Powiat wrocławski",2004,344
"69366",224000,"Powiat ząbkowicki",2004,129
"69367",225000,"Powiat zgorzelecki",2004,3082
"69368",226000,"Powiat złotoryjski",2004,2166
"69369",261000,"Powiat m.Jelenia Góra",2004,12503
"69370",262000,"Powiat m.Legnica",2004,3215
"69371",263000,"Powiat m.Wałbrzych do 2002",2004,NA
"69372",264000,"Powiat m.Wrocław",2004,5817
"69373",265000,"Powiat m.Wałbrzych od 2013",2004,NA
"69374",401000,"Powiat aleksandrowski",2004,1055
"69375",402000,"Powiat brodnicki",2004,279
"69376",403000,"Powiat bydgoski",2004,450
"69377",404000,"Powiat chełmiński",2004,453
"69378",405000,"Powiat golubsko-dobrzyński",2004,37
"69379",406000,"Powiat grudziądzki",2004,34
"69380",407000,"Powiat inowrocławski",2004,296
"69381",408000,"Powiat lipnowski",2004,154
"69382",409000,"Powiat mogileński",2004,40
"69383",410000,"Powiat nakielski",2004,66
"69384",411000,"Powiat radziejowski",2004,0
"69385",412000,"Powiat rypiński",2004,25
"69386",413000,"Powiat sępoleński",2004,159
"69387",414000,"Powiat świecki",2004,426
"69388",415000,"Powiat toruński",2004,181
"69389",416000,"Powiat tucholski",2004,135
"69390",417000,"Powiat wąbrzeski",2004,93
"69391",418000,"Powiat włocławski",2004,23
"69392",419000,"Powiat żniński",2004,418
"69393",461000,"Powiat m.Bydgoszcz",2004,738
"69394",462000,"Powiat m.Grudziądz",2004,450
"69395",463000,"Powiat m.Toruń",2004,3226
"69396",464000,"Powiat m.Włocławek",2004,792
"69397",601000,"Powiat bialski",2004,1516
"69398",602000,"Powiat biłgorajski",2004,106
"69399",603000,"Powiat chełmski",2004,328
"69400",604000,"Powiat hrubieszowski",2004,33
"69401",605000,"Powiat janowski",2004,109
"69402",606000,"Powiat krasnostawski",2004,97
"69403",607000,"Powiat kraśnicki",2004,75
"69404",608000,"Powiat lubartowski",2004,166
"69405",609000,"Powiat lubelski",2004,69
"69406",610000,"Powiat łęczyński",2004,6
"69407",611000,"Powiat łukowski",2004,13
"69408",612000,"Powiat opolski",2004,50
"69409",613000,"Powiat parczewski",2004,29
"69410",614000,"Powiat puławski",2004,964
"69411",615000,"Powiat radzyński",2004,75
"69412",616000,"Powiat rycki",2004,26
"69413",617000,"Powiat świdnicki",2004,118
"69414",618000,"Powiat tomaszowski",2004,219
"69415",619000,"Powiat włodawski",2004,181
"69416",620000,"Powiat zamojski",2004,57
"69417",661000,"Powiat m.Biała Podlaska",2004,2450
"69418",662000,"Powiat m.Chełm",2004,565
"69419",663000,"Powiat m.Lublin",2004,1938
"69420",664000,"Powiat m.Zamość",2004,1855
"69421",801000,"Powiat gorzowski",2004,1296
"69422",802000,"Powiat krośnieński",2004,3054
"69423",803000,"Powiat międzyrzecki",2004,1756
"69424",804000,"Powiat nowosolski",2004,402
"69425",805000,"Powiat słubicki",2004,14279
"69426",806000,"Powiat strzelecko-drezdenecki",2004,712
"69427",807000,"Powiat sulęciński",2004,5957
"69428",808000,"Powiat świebodziński",2004,4410
"69429",809000,"Powiat zielonogórski",2004,1749
"69430",810000,"Powiat żagański",2004,569
"69431",811000,"Powiat żarski",2004,2396
"69432",812000,"Powiat wschowski",2004,668
"69433",861000,"Powiat m.Gorzów Wielkopolski",2004,2414
"69434",862000,"Powiat m.Zielona Góra",2004,2033
"69435",1001000,"Powiat bełchatowski",2004,625
"69436",1002000,"Powiat kutnowski",2004,158
"69437",1003000,"Powiat łaski",2004,13
"69438",1004000,"Powiat łęczycki",2004,23
"69439",1005000,"Powiat łowicki",2004,105
"69440",1006000,"Powiat łódzki wschodni",2004,905
"69441",1007000,"Powiat opoczyński",2004,369
"69442",1008000,"Powiat pabianicki",2004,308
"69443",1009000,"Powiat pajęczański",2004,0
"69444",1010000,"Powiat piotrkowski",2004,602
"69445",1011000,"Powiat poddębicki",2004,286
"69446",1012000,"Powiat radomszczański",2004,376
"69447",1013000,"Powiat rawski",2004,161
"69448",1014000,"Powiat sieradzki",2004,287
"69449",1015000,"Powiat skierniewicki",2004,19
"69450",1016000,"Powiat tomaszowski",2004,972
"69451",1017000,"Powiat wieluński",2004,477
"69452",1018000,"Powiat wieruszowski",2004,736
"69453",1019000,"Powiat zduńskowolski",2004,49
"69454",1020000,"Powiat zgierski",2004,364
"69455",1021000,"Powiat brzeziński",2004,45
"69456",1061000,"Powiat m.Łódź",2004,1369
"69457",1062000,"Powiat m.Piotrków Trybunalski",2004,446
"69458",1063000,"Powiat m.Skierniewice",2004,726
"69459",1201000,"Powiat bocheński",2004,455
"69460",1202000,"Powiat brzeski",2004,223
"69461",1203000,"Powiat chrzanowski",2004,113
"69462",1204000,"Powiat dąbrowski",2004,0
"69463",1205000,"Powiat gorlicki",2004,304
"69464",1206000,"Powiat krakowski",2004,1000
"69465",1207000,"Powiat limanowski",2004,231
"69466",1208000,"Powiat miechowski",2004,176
"69467",1209000,"Powiat myślenicki",2004,216
"69468",1210000,"Powiat nowosądecki",2004,1497
"69469",1211000,"Powiat nowotarski",2004,525
"69470",1212000,"Powiat olkuski",2004,247
"69471",1213000,"Powiat oświęcimski",2004,2228
"69472",1214000,"Powiat proszowicki",2004,249
"69473",1215000,"Powiat suski",2004,710
"69474",1216000,"Powiat tarnowski",2004,71
"69475",1217000,"Powiat tatrzański",2004,30168
"69476",1218000,"Powiat wadowicki",2004,520
"69477",1219000,"Powiat wielicki",2004,516
"69478",1261000,"Powiat m.Kraków",2004,16869
"69479",1262000,"Powiat m.Nowy Sącz",2004,929
"69480",1263000,"Powiat m.Tarnów",2004,994
"69481",1401000,"Powiat białobrzeski",2004,114
"69482",1402000,"Powiat ciechanowski",2004,509
"69483",1403000,"Powiat garwoliński",2004,205
"69484",1404000,"Powiat gostyniński",2004,12
"69485",1405000,"Powiat grodziski",2004,208
"69486",1406000,"Powiat grójecki",2004,584
"69487",1407000,"Powiat kozienicki",2004,168
"69488",1408000,"Powiat legionowski",2004,546
"69489",1409000,"Powiat lipski",2004,0
"69490",1410000,"Powiat łosicki",2004,6
"69491",1411000,"Powiat makowski",2004,53
"69492",1412000,"Powiat miński",2004,111
"69493",1413000,"Powiat mławski",2004,57
"69494",1414000,"Powiat nowodworski",2004,664
"69495",1415000,"Powiat ostrołęcki",2004,0
"69496",1416000,"Powiat ostrowski",2004,575
"69497",1417000,"Powiat otwocki",2004,194
"69498",1418000,"Powiat piaseczyński",2004,313
"69499",1419000,"Powiat płocki",2004,69
"69500",1420000,"Powiat płoński",2004,476
"69501",1421000,"Powiat pruszkowski",2004,545
"69502",1422000,"Powiat przasnyski",2004,0
"69503",1423000,"Powiat przysuski",2004,8
"69504",1424000,"Powiat pułtuski",2004,757
"69505",1425000,"Powiat radomski",2004,52
"69506",1426000,"Powiat siedlecki",2004,200
"69507",1427000,"Powiat sierpecki",2004,43
"69508",1428000,"Powiat sochaczewski",2004,449
"69509",1429000,"Powiat sokołowski",2004,14
"69510",1430000,"Powiat szydłowiecki",2004,254
"69511",1432000,"Powiat warszawski zachodni",2004,116
"69512",1433000,"Powiat węgrowski",2004,57
"69513",1434000,"Powiat wołomiński",2004,75
"69514",1435000,"Powiat wyszkowski",2004,230
"69515",1436000,"Powiat zwoleński",2004,0
"69516",1437000,"Powiat żuromiński",2004,6
"69517",1438000,"Powiat żyrardowski",2004,270
"69518",1461000,"Powiat m.Ostrołęka",2004,378
"69519",1462000,"Powiat m.Płock",2004,945
"69520",1463000,"Powiat m.Radom",2004,489
"69521",1464000,"Powiat m.Siedlce",2004,190
"69522",1465000,"Powiat m. st. Warszawa",2004,7766
"69523",1601000,"Powiat brzeski",2004,157
"69524",1602000,"Powiat głubczycki",2004,669
"69525",1603000,"Powiat kędzierzyńsko-kozielski",2004,510
"69526",1604000,"Powiat kluczborski",2004,304
"69527",1605000,"Powiat krapkowicki",2004,835
"69528",1606000,"Powiat namysłowski",2004,480
"69529",1607000,"Powiat nyski",2004,563
"69530",1608000,"Powiat oleski",2004,764
"69531",1609000,"Powiat opolski",2004,307
"69532",1610000,"Powiat prudnicki",2004,122
"69533",1611000,"Powiat strzelecki",2004,308
"69534",1661000,"Powiat m.Opole",2004,2176
"69535",1801000,"Powiat bieszczadzki",2004,1611
"69536",1802000,"Powiat brzozowski",2004,12
"69537",1803000,"Powiat dębicki",2004,237
"69538",1804000,"Powiat jarosławski",2004,631
"69539",1805000,"Powiat jasielski",2004,61
"69540",1806000,"Powiat kolbuszowski",2004,11
"69541",1807000,"Powiat krośnieński",2004,573
"69542",1808000,"Powiat leżajski",2004,170
"69543",1809000,"Powiat lubaczowski",2004,199
"69544",1810000,"Powiat łańcucki",2004,500
"69545",1811000,"Powiat mielecki",2004,489
"69546",1812000,"Powiat niżański",2004,65
"69547",1813000,"Powiat przemyski",2004,450
"69548",1814000,"Powiat przeworski",2004,161
"69549",1815000,"Powiat ropczycko-sędziszowski",2004,89
"69550",1816000,"Powiat rzeszowski",2004,600
"69551",1817000,"Powiat sanocki",2004,150
"69552",1818000,"Powiat stalowowolski",2004,607
"69553",1819000,"Powiat strzyżowski",2004,6
"69554",1820000,"Powiat tarnobrzeski",2004,262
"69555",1821000,"Powiat leski",2004,2265
"69556",1861000,"Powiat m.Krosno",2004,452
"69557",1862000,"Powiat m.Przemyśl",2004,2264
"69558",1863000,"Powiat m.Rzeszów",2004,2548
"69559",1864000,"Powiat m.Tarnobrzeg",2004,580
"69560",2001000,"Powiat augustowski",2004,2800
"69561",2002000,"Powiat białostocki",2004,906
"69562",2003000,"Powiat bielski",2004,250
"69563",2004000,"Powiat grajewski",2004,262
"69564",2005000,"Powiat hajnowski",2004,1614
"69565",2006000,"Powiat kolneński",2004,0
"69566",2007000,"Powiat łomżyński",2004,1062
"69567",2008000,"Powiat moniecki",2004,196
"69568",2009000,"Powiat sejneński",2004,331
"69569",2010000,"Powiat siemiatycki",2004,810
"69570",2011000,"Powiat sokólski",2004,123
