"","Kod","Nazwa","rok","Kluby_sportowe_lacznie_z_klubami_wyznaniowymi_i_UKS_cwiczacy_ogolem_osoba"
"9690",1427000,"Powiat sierpecki",2000,NA
"9691",1428000,"Powiat sochaczewski",2000,NA
"9692",1429000,"Powiat sokołowski",2000,NA
"9693",1430000,"Powiat szydłowiecki",2000,NA
"9694",1432000,"Powiat warszawski zachodni",2000,NA
"9695",1433000,"Powiat węgrowski",2000,NA
"9696",1434000,"Powiat wołomiński",2000,NA
"9697",1435000,"Powiat wyszkowski",2000,NA
"9698",1436000,"Powiat zwoleński",2000,NA
"9699",1437000,"Powiat żuromiński",2000,NA
"9700",1438000,"Powiat żyrardowski",2000,NA
"9701",1461000,"Powiat m.Ostrołęka",2000,NA
"9702",1462000,"Powiat m.Płock",2000,NA
"9703",1463000,"Powiat m.Radom",2000,NA
"9704",1464000,"Powiat m.Siedlce",2000,NA
"9705",1465000,"Powiat m. st. Warszawa",2000,NA
"9706",1601000,"Powiat brzeski",2000,NA
"9707",1602000,"Powiat głubczycki",2000,NA
"9708",1603000,"Powiat kędzierzyńsko-kozielski",2000,NA
"9709",1604000,"Powiat kluczborski",2000,NA
"9710",1605000,"Powiat krapkowicki",2000,NA
"9711",1606000,"Powiat namysłowski",2000,NA
"9712",1607000,"Powiat nyski",2000,NA
"9713",1608000,"Powiat oleski",2000,NA
"9714",1609000,"Powiat opolski",2000,NA
"9715",1610000,"Powiat prudnicki",2000,NA
"9716",1611000,"Powiat strzelecki",2000,NA
"9717",1661000,"Powiat m.Opole",2000,NA
"9718",1801000,"Powiat bieszczadzki",2000,NA
"9719",1802000,"Powiat brzozowski",2000,NA
"9720",1803000,"Powiat dębicki",2000,NA
"9721",1804000,"Powiat jarosławski",2000,NA
"9722",1805000,"Powiat jasielski",2000,NA
"9723",1806000,"Powiat kolbuszowski",2000,NA
"9724",1807000,"Powiat krośnieński",2000,NA
"9725",1808000,"Powiat leżajski",2000,NA
"9726",1809000,"Powiat lubaczowski",2000,NA
"9727",1810000,"Powiat łańcucki",2000,NA
"9728",1811000,"Powiat mielecki",2000,NA
"9729",1812000,"Powiat niżański",2000,NA
"9730",1813000,"Powiat przemyski",2000,NA
"9731",1814000,"Powiat przeworski",2000,NA
"9732",1815000,"Powiat ropczycko-sędziszowski",2000,NA
"9733",1816000,"Powiat rzeszowski",2000,NA
"9734",1817000,"Powiat sanocki",2000,NA
"9735",1818000,"Powiat stalowowolski",2000,NA
"9736",1819000,"Powiat strzyżowski",2000,NA
"9737",1820000,"Powiat tarnobrzeski",2000,NA
"9738",1821000,"Powiat leski",2000,NA
"9739",1861000,"Powiat m.Krosno",2000,NA
"9740",1862000,"Powiat m.Przemyśl",2000,NA
"9741",1863000,"Powiat m.Rzeszów",2000,NA
"9742",1864000,"Powiat m.Tarnobrzeg",2000,NA
"9743",2001000,"Powiat augustowski",2000,NA
"9744",2002000,"Powiat białostocki",2000,NA
"9745",2003000,"Powiat bielski",2000,NA
"9746",2004000,"Powiat grajewski",2000,NA
"9747",2005000,"Powiat hajnowski",2000,NA
"9748",2006000,"Powiat kolneński",2000,NA
"9749",2007000,"Powiat łomżyński",2000,NA
"9750",2008000,"Powiat moniecki",2000,NA
"9751",2009000,"Powiat sejneński",2000,NA
"9752",2010000,"Powiat siemiatycki",2000,NA
"9753",2011000,"Powiat sokólski",2000,NA
"9754",2012000,"Powiat suwalski",2000,NA
"9755",2013000,"Powiat wysokomazowiecki",2000,NA
"9756",2014000,"Powiat zambrowski",2000,NA
"9757",2061000,"Powiat m.Białystok",2000,NA
"9758",2062000,"Powiat m.Łomża",2000,NA
"9759",2063000,"Powiat m.Suwałki",2000,NA
"9760",2201000,"Powiat bytowski",2000,NA
"9761",2202000,"Powiat chojnicki",2000,NA
"9762",2203000,"Powiat człuchowski",2000,NA
"9763",2204000,"Powiat gdański",2000,NA
"9764",2205000,"Powiat kartuski",2000,NA
"9765",2206000,"Powiat kościerski",2000,NA
"9766",2207000,"Powiat kwidzyński",2000,NA
"9767",2208000,"Powiat lęborski",2000,NA
"9768",2209000,"Powiat malborski",2000,NA
"9769",2210000,"Powiat nowodworski",2000,NA
"9770",2211000,"Powiat pucki",2000,NA
"9771",2212000,"Powiat słupski",2000,NA
"9772",2213000,"Powiat starogardzki",2000,NA
"9773",2214000,"Powiat tczewski",2000,NA
"9774",2215000,"Powiat wejherowski",2000,NA
"9775",2216000,"Powiat sztumski",2000,NA
"9776",2261000,"Powiat m.Gdańsk",2000,NA
"9777",2262000,"Powiat m.Gdynia",2000,NA
"9778",2263000,"Powiat m.Słupsk",2000,NA
"9779",2264000,"Powiat m.Sopot",2000,NA
"9780",2401000,"Powiat będziński",2000,NA
"9781",2402000,"Powiat bielski",2000,NA
"9782",2403000,"Powiat cieszyński",2000,NA
"9783",2404000,"Powiat częstochowski",2000,NA
"9784",2405000,"Powiat gliwicki",2000,NA
"9785",2406000,"Powiat kłobucki",2000,NA
"9786",2407000,"Powiat lubliniecki",2000,NA
"9787",2408000,"Powiat mikołowski",2000,NA
"9788",2409000,"Powiat myszkowski",2000,NA
"9789",2410000,"Powiat pszczyński",2000,NA
"9790",2411000,"Powiat raciborski",2000,NA
"9791",2412000,"Powiat rybnicki",2000,NA
"9792",2413000,"Powiat tarnogórski",2000,NA
"9793",2414000,"Powiat bieruńsko-lędziński",2000,NA
"9794",2415000,"Powiat wodzisławski",2000,NA
"9795",2416000,"Powiat zawierciański",2000,NA
"9796",2417000,"Powiat żywiecki",2000,NA
"9797",2461000,"Powiat m.Bielsko-Biała",2000,NA
"9798",2462000,"Powiat m.Bytom",2000,NA
"9799",2463000,"Powiat m.Chorzów",2000,NA
"9800",2464000,"Powiat m.Częstochowa",2000,NA
"9801",2465000,"Powiat m.Dąbrowa Górnicza",2000,NA
"9802",2466000,"Powiat m.Gliwice",2000,NA
"9803",2467000,"Powiat m.Jastrzębie-Zdrój",2000,NA
"9804",2468000,"Powiat m.Jaworzno",2000,NA
"9805",2469000,"Powiat m.Katowice",2000,NA
"9806",2470000,"Powiat m.Mysłowice",2000,NA
"9807",2471000,"Powiat m.Piekary Śląskie",2000,NA
"9808",2472000,"Powiat m.Ruda Śląska",2000,NA
"9809",2473000,"Powiat m.Rybnik",2000,NA
"9810",2474000,"Powiat m.Siemianowice Śląskie",2000,NA
"9811",2475000,"Powiat m.Sosnowiec",2000,NA
"9812",2476000,"Powiat m.Świętochłowice",2000,NA
"9813",2477000,"Powiat m.Tychy",2000,NA
"9814",2478000,"Powiat m.Zabrze",2000,NA
"9815",2479000,"Powiat m.Żory",2000,NA
"9816",2601000,"Powiat buski",2000,NA
"9817",2602000,"Powiat jędrzejowski",2000,NA
"9818",2603000,"Powiat kazimierski",2000,NA
"9819",2604000,"Powiat kielecki",2000,NA
"9820",2605000,"Powiat konecki",2000,NA
"9821",2606000,"Powiat opatowski",2000,NA
"9822",2607000,"Powiat ostrowiecki",2000,NA
"9823",2608000,"Powiat pińczowski",2000,NA
"9824",2609000,"Powiat sandomierski",2000,NA
"9825",2610000,"Powiat skarżyski",2000,NA
"9826",2611000,"Powiat starachowicki",2000,NA
"9827",2612000,"Powiat staszowski",2000,NA
"9828",2613000,"Powiat włoszczowski",2000,NA
"9829",2661000,"Powiat m.Kielce",2000,NA
"9830",2801000,"Powiat bartoszycki",2000,NA
"9831",2802000,"Powiat braniewski",2000,NA
"9832",2803000,"Powiat działdowski",2000,NA
"9833",2804000,"Powiat elbląski",2000,NA
"9834",2805000,"Powiat ełcki",2000,NA
"9835",2806000,"Powiat giżycki",2000,NA
"9836",2807000,"Powiat iławski",2000,NA
"9837",2808000,"Powiat kętrzyński",2000,NA
"9838",2809000,"Powiat lidzbarski",2000,NA
"9839",2810000,"Powiat mrągowski",2000,NA
"9840",2811000,"Powiat nidzicki",2000,NA
"9841",2812000,"Powiat nowomiejski",2000,NA
"9842",2813000,"Powiat olecki",2000,NA
"9843",2814000,"Powiat olsztyński",2000,NA
"9844",2815000,"Powiat ostródzki",2000,NA
"9845",2816000,"Powiat piski",2000,NA
"9846",2817000,"Powiat szczycieński",2000,NA
"9847",2818000,"Powiat gołdapski",2000,NA
"9848",2819000,"Powiat węgorzewski",2000,NA
"9849",2861000,"Powiat m.Elbląg",2000,NA
"9850",2862000,"Powiat m.Olsztyn",2000,NA
"9851",3001000,"Powiat chodzieski",2000,NA
"9852",3002000,"Powiat czarnkowsko-trzcianecki",2000,NA
"9853",3003000,"Powiat gnieźnieński",2000,NA
"9854",3004000,"Powiat gostyński",2000,NA
"9855",3005000,"Powiat grodziski",2000,NA
"9856",3006000,"Powiat jarociński",2000,NA
"9857",3007000,"Powiat kaliski",2000,NA
"9858",3008000,"Powiat kępiński",2000,NA
"9859",3009000,"Powiat kolski",2000,NA
"9860",3010000,"Powiat koniński",2000,NA
"9861",3011000,"Powiat kościański",2000,NA
"9862",3012000,"Powiat krotoszyński",2000,NA
"9863",3013000,"Powiat leszczyński",2000,NA
"9864",3014000,"Powiat międzychodzki",2000,NA
"9865",3015000,"Powiat nowotomyski",2000,NA
"9866",3016000,"Powiat obornicki",2000,NA
"9867",3017000,"Powiat ostrowski",2000,NA
"9868",3018000,"Powiat ostrzeszowski",2000,NA
"9869",3019000,"Powiat pilski",2000,NA
"9870",3020000,"Powiat pleszewski",2000,NA
"9871",3021000,"Powiat poznański",2000,NA
"9872",3022000,"Powiat rawicki",2000,NA
"9873",3023000,"Powiat słupecki",2000,NA
"9874",3024000,"Powiat szamotulski",2000,NA
"9875",3025000,"Powiat średzki",2000,NA
"9876",3026000,"Powiat śremski",2000,NA
"9877",3027000,"Powiat turecki",2000,NA
"9878",3028000,"Powiat wągrowiecki",2000,NA
"9879",3029000,"Powiat wolsztyński",2000,NA
"9880",3030000,"Powiat wrzesiński",2000,NA
"9881",3031000,"Powiat złotowski",2000,NA
"9882",3061000,"Powiat m.Kalisz",2000,NA
"9883",3062000,"Powiat m.Konin",2000,NA
"9884",3063000,"Powiat m.Leszno",2000,NA
"9885",3064000,"Powiat m.Poznań",2000,NA
"9886",3201000,"Powiat białogardzki",2000,NA
"9887",3202000,"Powiat choszczeński",2000,NA
"9888",3203000,"Powiat drawski",2000,NA
"9889",3204000,"Powiat goleniowski",2000,NA
"9890",3205000,"Powiat gryficki",2000,NA
"9891",3206000,"Powiat gryfiński",2000,NA
"9892",3207000,"Powiat kamieński",2000,NA
"9893",3208000,"Powiat kołobrzeski",2000,NA
"9894",3209000,"Powiat koszaliński",2000,NA
"9895",3210000,"Powiat myśliborski",2000,NA
"9896",3211000,"Powiat policki",2000,NA
"9897",3212000,"Powiat pyrzycki",2000,NA
"9898",3213000,"Powiat sławieński",2000,NA
"9899",3214000,"Powiat stargardzki",2000,NA
"9900",3215000,"Powiat szczecinecki",2000,NA
"9901",3216000,"Powiat świdwiński",2000,NA
"9902",3217000,"Powiat wałecki",2000,NA
"9903",3218000,"Powiat łobeski",2000,NA
"9904",3261000,"Powiat m.Koszalin",2000,NA
"9905",3262000,"Powiat m.Szczecin",2000,NA
"9906",3263000,"Powiat m.Świnoujście",2000,NA
"9907",201000,"Powiat bolesławiecki",2001,NA
"9908",202000,"Powiat dzierżoniowski",2001,NA
"9909",203000,"Powiat głogowski",2001,NA
"9910",204000,"Powiat górowski",2001,NA
"9911",205000,"Powiat jaworski",2001,NA
"9912",206000,"Powiat jeleniogórski",2001,NA
"9913",207000,"Powiat kamiennogórski",2001,NA
"9914",208000,"Powiat kłodzki",2001,NA
"9915",209000,"Powiat legnicki",2001,NA
"9916",210000,"Powiat lubański",2001,NA
"9917",211000,"Powiat lubiński",2001,NA
"9918",212000,"Powiat lwówecki",2001,NA
"9919",213000,"Powiat milicki",2001,NA
"9920",214000,"Powiat oleśnicki",2001,NA
"9921",215000,"Powiat oławski",2001,NA
"9922",216000,"Powiat polkowicki",2001,NA
"9923",217000,"Powiat strzeliński",2001,NA
"9924",218000,"Powiat średzki",2001,NA
"9925",219000,"Powiat świdnicki",2001,NA
"9926",220000,"Powiat trzebnicki",2001,NA
"9927",221000,"Powiat wałbrzyski",2001,NA
"9928",222000,"Powiat wołowski",2001,NA
"9929",223000,"Powiat wrocławski",2001,NA
"9930",224000,"Powiat ząbkowicki",2001,NA
"9931",225000,"Powiat zgorzelecki",2001,NA
"9932",226000,"Powiat złotoryjski",2001,NA
"9933",261000,"Powiat m.Jelenia Góra",2001,NA
"9934",262000,"Powiat m.Legnica",2001,NA
"9935",263000,"Powiat m.Wałbrzych do 2002",2001,NA
"9936",264000,"Powiat m.Wrocław",2001,NA
"9937",265000,"Powiat m.Wałbrzych od 2013",2001,NA
"9938",401000,"Powiat aleksandrowski",2001,NA
"9939",402000,"Powiat brodnicki",2001,NA
"9940",403000,"Powiat bydgoski",2001,NA
"9941",404000,"Powiat chełmiński",2001,NA
"9942",405000,"Powiat golubsko-dobrzyński",2001,NA
"9943",406000,"Powiat grudziądzki",2001,NA
"9944",407000,"Powiat inowrocławski",2001,NA
"9945",408000,"Powiat lipnowski",2001,NA
"9946",409000,"Powiat mogileński",2001,NA
"9947",410000,"Powiat nakielski",2001,NA
"9948",411000,"Powiat radziejowski",2001,NA
"9949",412000,"Powiat rypiński",2001,NA
"9950",413000,"Powiat sępoleński",2001,NA
"9951",414000,"Powiat świecki",2001,NA
"9952",415000,"Powiat toruński",2001,NA
"9953",416000,"Powiat tucholski",2001,NA
"9954",417000,"Powiat wąbrzeski",2001,NA
"9955",418000,"Powiat włocławski",2001,NA
"9956",419000,"Powiat żniński",2001,NA
"9957",461000,"Powiat m.Bydgoszcz",2001,NA
"9958",462000,"Powiat m.Grudziądz",2001,NA
"9959",463000,"Powiat m.Toruń",2001,NA
"9960",464000,"Powiat m.Włocławek",2001,NA
"9961",601000,"Powiat bialski",2001,NA
"9962",602000,"Powiat biłgorajski",2001,NA
"9963",603000,"Powiat chełmski",2001,NA
"9964",604000,"Powiat hrubieszowski",2001,NA
"9965",605000,"Powiat janowski",2001,NA
"9966",606000,"Powiat krasnostawski",2001,NA
"9967",607000,"Powiat kraśnicki",2001,NA
"9968",608000,"Powiat lubartowski",2001,NA
"9969",609000,"Powiat lubelski",2001,NA
"9970",610000,"Powiat łęczyński",2001,NA
"9971",611000,"Powiat łukowski",2001,NA
"9972",612000,"Powiat opolski",2001,NA
"9973",613000,"Powiat parczewski",2001,NA
"9974",614000,"Powiat puławski",2001,NA
"9975",615000,"Powiat radzyński",2001,NA
"9976",616000,"Powiat rycki",2001,NA
"9977",617000,"Powiat świdnicki",2001,NA
"9978",618000,"Powiat tomaszowski",2001,NA
"9979",619000,"Powiat włodawski",2001,NA
"9980",620000,"Powiat zamojski",2001,NA
"9981",661000,"Powiat m.Biała Podlaska",2001,NA
"9982",662000,"Powiat m.Chełm",2001,NA
"9983",663000,"Powiat m.Lublin",2001,NA
"9984",664000,"Powiat m.Zamość",2001,NA
"9985",801000,"Powiat gorzowski",2001,NA
"9986",802000,"Powiat krośnieński",2001,NA
"9987",803000,"Powiat międzyrzecki",2001,NA
"9988",804000,"Powiat nowosolski",2001,NA
"9989",805000,"Powiat słubicki",2001,NA
"9990",806000,"Powiat strzelecko-drezdenecki",2001,NA
"9991",807000,"Powiat sulęciński",2001,NA
"9992",808000,"Powiat świebodziński",2001,NA
"9993",809000,"Powiat zielonogórski",2001,NA
"9994",810000,"Powiat żagański",2001,NA
"9995",811000,"Powiat żarski",2001,NA
"9996",812000,"Powiat wschowski",2001,NA
"9997",861000,"Powiat m.Gorzów Wielkopolski",2001,NA
"9998",862000,"Powiat m.Zielona Góra",2001,NA
"9999",1001000,"Powiat bełchatowski",2001,NA
"10000",1002000,"Powiat kutnowski",2001,NA
"10001",1003000,"Powiat łaski",2001,NA
"10002",1004000,"Powiat łęczycki",2001,NA
"10003",1005000,"Powiat łowicki",2001,NA
"10004",1006000,"Powiat łódzki wschodni",2001,NA
"10005",1007000,"Powiat opoczyński",2001,NA
"10006",1008000,"Powiat pabianicki",2001,NA
"10007",1009000,"Powiat pajęczański",2001,NA
"10008",1010000,"Powiat piotrkowski",2001,NA
"10009",1011000,"Powiat poddębicki",2001,NA
"10010",1012000,"Powiat radomszczański",2001,NA
"10011",1013000,"Powiat rawski",2001,NA
"10012",1014000,"Powiat sieradzki",2001,NA
"10013",1015000,"Powiat skierniewicki",2001,NA
"10014",1016000,"Powiat tomaszowski",2001,NA
"10015",1017000,"Powiat wieluński",2001,NA
"10016",1018000,"Powiat wieruszowski",2001,NA
"10017",1019000,"Powiat zduńskowolski",2001,NA
"10018",1020000,"Powiat zgierski",2001,NA
"10019",1021000,"Powiat brzeziński",2001,NA
"10020",1061000,"Powiat m.Łódź",2001,NA
"10021",1062000,"Powiat m.Piotrków Trybunalski",2001,NA
"10022",1063000,"Powiat m.Skierniewice",2001,NA
"10023",1201000,"Powiat bocheński",2001,NA
"10024",1202000,"Powiat brzeski",2001,NA
"10025",1203000,"Powiat chrzanowski",2001,NA
"10026",1204000,"Powiat dąbrowski",2001,NA
"10027",1205000,"Powiat gorlicki",2001,NA
"10028",1206000,"Powiat krakowski",2001,NA
"10029",1207000,"Powiat limanowski",2001,NA
"10030",1208000,"Powiat miechowski",2001,NA
"10031",1209000,"Powiat myślenicki",2001,NA
"10032",1210000,"Powiat nowosądecki",2001,NA
"10033",1211000,"Powiat nowotarski",2001,NA
"10034",1212000,"Powiat olkuski",2001,NA
"10035",1213000,"Powiat oświęcimski",2001,NA
"10036",1214000,"Powiat proszowicki",2001,NA
"10037",1215000,"Powiat suski",2001,NA
"10038",1216000,"Powiat tarnowski",2001,NA
"10039",1217000,"Powiat tatrzański",2001,NA
"10040",1218000,"Powiat wadowicki",2001,NA
"10041",1219000,"Powiat wielicki",2001,NA
"10042",1261000,"Powiat m.Kraków",2001,NA
"10043",1262000,"Powiat m.Nowy Sącz",2001,NA
"10044",1263000,"Powiat m.Tarnów",2001,NA
"10045",1401000,"Powiat białobrzeski",2001,NA
"10046",1402000,"Powiat ciechanowski",2001,NA
"10047",1403000,"Powiat garwoliński",2001,NA
"10048",1404000,"Powiat gostyniński",2001,NA
"10049",1405000,"Powiat grodziski",2001,NA
"10050",1406000,"Powiat grójecki",2001,NA
"10051",1407000,"Powiat kozienicki",2001,NA
"10052",1408000,"Powiat legionowski",2001,NA
"10053",1409000,"Powiat lipski",2001,NA
"10054",1410000,"Powiat łosicki",2001,NA
"10055",1411000,"Powiat makowski",2001,NA
"10056",1412000,"Powiat miński",2001,NA
"10057",1413000,"Powiat mławski",2001,NA
"10058",1414000,"Powiat nowodworski",2001,NA
"10059",1415000,"Powiat ostrołęcki",2001,NA
"10060",1416000,"Powiat ostrowski",2001,NA
"10061",1417000,"Powiat otwocki",2001,NA
"10062",1418000,"Powiat piaseczyński",2001,NA
"10063",1419000,"Powiat płocki",2001,NA
"10064",1420000,"Powiat płoński",2001,NA
"10065",1421000,"Powiat pruszkowski",2001,NA
"10066",1422000,"Powiat przasnyski",2001,NA
"10067",1423000,"Powiat przysuski",2001,NA
"10068",1424000,"Powiat pułtuski",2001,NA
"10069",1425000,"Powiat radomski",2001,NA
"10070",1426000,"Powiat siedlecki",2001,NA
"10071",1427000,"Powiat sierpecki",2001,NA
"10072",1428000,"Powiat sochaczewski",2001,NA
"10073",1429000,"Powiat sokołowski",2001,NA
"10074",1430000,"Powiat szydłowiecki",2001,NA
"10075",1432000,"Powiat warszawski zachodni",2001,NA
"10076",1433000,"Powiat węgrowski",2001,NA
"10077",1434000,"Powiat wołomiński",2001,NA
"10078",1435000,"Powiat wyszkowski",2001,NA
"10079",1436000,"Powiat zwoleński",2001,NA
"10080",1437000,"Powiat żuromiński",2001,NA
"10081",1438000,"Powiat żyrardowski",2001,NA
"10082",1461000,"Powiat m.Ostrołęka",2001,NA
"10083",1462000,"Powiat m.Płock",2001,NA
"10084",1463000,"Powiat m.Radom",2001,NA
"10085",1464000,"Powiat m.Siedlce",2001,NA
"10086",1465000,"Powiat m. st. Warszawa",2001,NA
"10087",1601000,"Powiat brzeski",2001,NA
"10088",1602000,"Powiat głubczycki",2001,NA
"10089",1603000,"Powiat kędzierzyńsko-kozielski",2001,NA
"10090",1604000,"Powiat kluczborski",2001,NA
"10091",1605000,"Powiat krapkowicki",2001,NA
"10092",1606000,"Powiat namysłowski",2001,NA
"10093",1607000,"Powiat nyski",2001,NA
"10094",1608000,"Powiat oleski",2001,NA
"10095",1609000,"Powiat opolski",2001,NA
"10096",1610000,"Powiat prudnicki",2001,NA
"10097",1611000,"Powiat strzelecki",2001,NA
"10098",1661000,"Powiat m.Opole",2001,NA
"10099",1801000,"Powiat bieszczadzki",2001,NA
"10100",1802000,"Powiat brzozowski",2001,NA
"10101",1803000,"Powiat dębicki",2001,NA
"10102",1804000,"Powiat jarosławski",2001,NA
"10103",1805000,"Powiat jasielski",2001,NA
"10104",1806000,"Powiat kolbuszowski",2001,NA
"10105",1807000,"Powiat krośnieński",2001,NA
"10106",1808000,"Powiat leżajski",2001,NA
"10107",1809000,"Powiat lubaczowski",2001,NA
"10108",1810000,"Powiat łańcucki",2001,NA
"10109",1811000,"Powiat mielecki",2001,NA
"10110",1812000,"Powiat niżański",2001,NA
"10111",1813000,"Powiat przemyski",2001,NA
"10112",1814000,"Powiat przeworski",2001,NA
"10113",1815000,"Powiat ropczycko-sędziszowski",2001,NA
"10114",1816000,"Powiat rzeszowski",2001,NA
"10115",1817000,"Powiat sanocki",2001,NA
"10116",1818000,"Powiat stalowowolski",2001,NA
"10117",1819000,"Powiat strzyżowski",2001,NA
"10118",1820000,"Powiat tarnobrzeski",2001,NA
"10119",1821000,"Powiat leski",2001,NA
"10120",1861000,"Powiat m.Krosno",2001,NA
"10121",1862000,"Powiat m.Przemyśl",2001,NA
"10122",1863000,"Powiat m.Rzeszów",2001,NA
"10123",1864000,"Powiat m.Tarnobrzeg",2001,NA
"10124",2001000,"Powiat augustowski",2001,NA
"10125",2002000,"Powiat białostocki",2001,NA
"10126",2003000,"Powiat bielski",2001,NA
"10127",2004000,"Powiat grajewski",2001,NA
"10128",2005000,"Powiat hajnowski",2001,NA
"10129",2006000,"Powiat kolneński",2001,NA
"10130",2007000,"Powiat łomżyński",2001,NA
"10131",2008000,"Powiat moniecki",2001,NA
"10132",2009000,"Powiat sejneński",2001,NA
"10133",2010000,"Powiat siemiatycki",2001,NA
"10134",2011000,"Powiat sokólski",2001,NA
"10135",2012000,"Powiat suwalski",2001,NA
"10136",2013000,"Powiat wysokomazowiecki",2001,NA
"10137",2014000,"Powiat zambrowski",2001,NA
"10138",2061000,"Powiat m.Białystok",2001,NA
"10139",2062000,"Powiat m.Łomża",2001,NA
"10140",2063000,"Powiat m.Suwałki",2001,NA
"10141",2201000,"Powiat bytowski",2001,NA
"10142",2202000,"Powiat chojnicki",2001,NA
"10143",2203000,"Powiat człuchowski",2001,NA
"10144",2204000,"Powiat gdański",2001,NA
"10145",2205000,"Powiat kartuski",2001,NA
"10146",2206000,"Powiat kościerski",2001,NA
"10147",2207000,"Powiat kwidzyński",2001,NA
"10148",2208000,"Powiat lęborski",2001,NA
"10149",2209000,"Powiat malborski",2001,NA
"10150",2210000,"Powiat nowodworski",2001,NA
"10151",2211000,"Powiat pucki",2001,NA
"10152",2212000,"Powiat słupski",2001,NA
"10153",2213000,"Powiat starogardzki",2001,NA
"10154",2214000,"Powiat tczewski",2001,NA
"10155",2215000,"Powiat wejherowski",2001,NA
"10156",2216000,"Powiat sztumski",2001,NA
"10157",2261000,"Powiat m.Gdańsk",2001,NA
"10158",2262000,"Powiat m.Gdynia",2001,NA
"10159",2263000,"Powiat m.Słupsk",2001,NA
"10160",2264000,"Powiat m.Sopot",2001,NA
"10161",2401000,"Powiat będziński",2001,NA
"10162",2402000,"Powiat bielski",2001,NA
"10163",2403000,"Powiat cieszyński",2001,NA
"10164",2404000,"Powiat częstochowski",2001,NA
"10165",2405000,"Powiat gliwicki",2001,NA
"10166",2406000,"Powiat kłobucki",2001,NA
"10167",2407000,"Powiat lubliniecki",2001,NA
"10168",2408000,"Powiat mikołowski",2001,NA
"10169",2409000,"Powiat myszkowski",2001,NA
"10170",2410000,"Powiat pszczyński",2001,NA
"10171",2411000,"Powiat raciborski",2001,NA
"10172",2412000,"Powiat rybnicki",2001,NA
"10173",2413000,"Powiat tarnogórski",2001,NA
"10174",2414000,"Powiat bieruńsko-lędziński",2001,NA
"10175",2415000,"Powiat wodzisławski",2001,NA
"10176",2416000,"Powiat zawierciański",2001,NA
"10177",2417000,"Powiat żywiecki",2001,NA
"10178",2461000,"Powiat m.Bielsko-Biała",2001,NA
