"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_wydatki_bieZace_ogolem_zl"
"20412",2805000,"Powiat ełcki",2000,NA
"20413",2806000,"Powiat giżycki",2000,NA
"20414",2807000,"Powiat iławski",2000,NA
"20415",2808000,"Powiat kętrzyński",2000,NA
"20416",2809000,"Powiat lidzbarski",2000,NA
"20417",2810000,"Powiat mrągowski",2000,NA
"20418",2811000,"Powiat nidzicki",2000,NA
"20419",2812000,"Powiat nowomiejski",2000,NA
"20420",2813000,"Powiat olecki",2000,NA
"20421",2814000,"Powiat olsztyński",2000,NA
"20422",2815000,"Powiat ostródzki",2000,NA
"20423",2816000,"Powiat piski",2000,NA
"20424",2817000,"Powiat szczycieński",2000,NA
"20425",2818000,"Powiat gołdapski",2000,NA
"20426",2819000,"Powiat węgorzewski",2000,NA
"20427",3001000,"Powiat chodzieski",2000,NA
"20428",3002000,"Powiat czarnkowsko-trzcianecki",2000,NA
"20429",3003000,"Powiat gnieźnieński",2000,NA
"20430",3004000,"Powiat gostyński",2000,NA
"20431",3005000,"Powiat grodziski",2000,NA
"20432",3006000,"Powiat jarociński",2000,NA
"20433",3007000,"Powiat kaliski",2000,NA
"20434",3008000,"Powiat kępiński",2000,NA
"20435",3009000,"Powiat kolski",2000,NA
"20436",3010000,"Powiat koniński",2000,NA
"20437",3011000,"Powiat kościański",2000,NA
"20438",3012000,"Powiat krotoszyński",2000,NA
"20439",3013000,"Powiat leszczyński",2000,NA
"20440",3014000,"Powiat międzychodzki",2000,NA
"20441",3015000,"Powiat nowotomyski",2000,NA
"20442",3016000,"Powiat obornicki",2000,NA
"20443",3017000,"Powiat ostrowski",2000,NA
"20444",3018000,"Powiat ostrzeszowski",2000,NA
"20445",3019000,"Powiat pilski",2000,NA
"20446",3020000,"Powiat pleszewski",2000,NA
"20447",3021000,"Powiat poznański",2000,NA
"20448",3022000,"Powiat rawicki",2000,NA
"20449",3023000,"Powiat słupecki",2000,NA
"20450",3024000,"Powiat szamotulski",2000,NA
"20451",3025000,"Powiat średzki",2000,NA
"20452",3026000,"Powiat śremski",2000,NA
"20453",3027000,"Powiat turecki",2000,NA
"20454",3028000,"Powiat wągrowiecki",2000,NA
"20455",3029000,"Powiat wolsztyński",2000,NA
"20456",3030000,"Powiat wrzesiński",2000,NA
"20457",3031000,"Powiat złotowski",2000,NA
"20458",3201000,"Powiat białogardzki",2000,NA
"20459",3202000,"Powiat choszczeński",2000,NA
"20460",3203000,"Powiat drawski",2000,NA
"20461",3204000,"Powiat goleniowski",2000,NA
"20462",3205000,"Powiat gryficki",2000,NA
"20463",3206000,"Powiat gryfiński",2000,NA
"20464",3207000,"Powiat kamieński",2000,NA
"20465",3208000,"Powiat kołobrzeski",2000,NA
"20466",3209000,"Powiat koszaliński",2000,NA
"20467",3210000,"Powiat myśliborski",2000,NA
"20468",3211000,"Powiat policki",2000,NA
"20469",3212000,"Powiat pyrzycki",2000,NA
"20470",3213000,"Powiat sławieński",2000,NA
"20471",3214000,"Powiat stargardzki",2000,NA
"20472",3215000,"Powiat szczecinecki",2000,NA
"20473",3216000,"Powiat świdwiński",2000,NA
"20474",3217000,"Powiat wałecki",2000,NA
"20475",3218000,"Powiat łobeski",2000,NA
"20476",201000,"Powiat bolesławiecki",2001,NA
"20477",202000,"Powiat dzierżoniowski",2001,NA
"20478",203000,"Powiat głogowski",2001,NA
"20479",204000,"Powiat górowski",2001,NA
"20480",205000,"Powiat jaworski",2001,NA
"20481",206000,"Powiat jeleniogórski",2001,NA
"20482",207000,"Powiat kamiennogórski",2001,NA
"20483",208000,"Powiat kłodzki",2001,NA
"20484",209000,"Powiat legnicki",2001,NA
"20485",210000,"Powiat lubański",2001,NA
"20486",211000,"Powiat lubiński",2001,NA
"20487",212000,"Powiat lwówecki",2001,NA
"20488",213000,"Powiat milicki",2001,NA
"20489",214000,"Powiat oleśnicki",2001,NA
"20490",215000,"Powiat oławski",2001,NA
"20491",216000,"Powiat polkowicki",2001,NA
"20492",217000,"Powiat strzeliński",2001,NA
"20493",218000,"Powiat średzki",2001,NA
"20494",219000,"Powiat świdnicki",2001,NA
"20495",220000,"Powiat trzebnicki",2001,NA
"20496",221000,"Powiat wałbrzyski",2001,NA
"20497",222000,"Powiat wołowski",2001,NA
"20498",223000,"Powiat wrocławski",2001,NA
"20499",224000,"Powiat ząbkowicki",2001,NA
"20500",225000,"Powiat zgorzelecki",2001,NA
"20501",226000,"Powiat złotoryjski",2001,NA
"20502",401000,"Powiat aleksandrowski",2001,NA
"20503",402000,"Powiat brodnicki",2001,NA
"20504",403000,"Powiat bydgoski",2001,NA
"20505",404000,"Powiat chełmiński",2001,NA
"20506",405000,"Powiat golubsko-dobrzyński",2001,NA
"20507",406000,"Powiat grudziądzki",2001,NA
"20508",407000,"Powiat inowrocławski",2001,NA
"20509",408000,"Powiat lipnowski",2001,NA
"20510",409000,"Powiat mogileński",2001,NA
"20511",410000,"Powiat nakielski",2001,NA
"20512",411000,"Powiat radziejowski",2001,NA
"20513",412000,"Powiat rypiński",2001,NA
"20514",413000,"Powiat sępoleński",2001,NA
"20515",414000,"Powiat świecki",2001,NA
"20516",415000,"Powiat toruński",2001,NA
"20517",416000,"Powiat tucholski",2001,NA
"20518",417000,"Powiat wąbrzeski",2001,NA
"20519",418000,"Powiat włocławski",2001,NA
"20520",419000,"Powiat żniński",2001,NA
"20521",601000,"Powiat bialski",2001,NA
"20522",602000,"Powiat biłgorajski",2001,NA
"20523",603000,"Powiat chełmski",2001,NA
"20524",604000,"Powiat hrubieszowski",2001,NA
"20525",605000,"Powiat janowski",2001,NA
"20526",606000,"Powiat krasnostawski",2001,NA
"20527",607000,"Powiat kraśnicki",2001,NA
"20528",608000,"Powiat lubartowski",2001,NA
"20529",609000,"Powiat lubelski",2001,NA
"20530",610000,"Powiat łęczyński",2001,NA
"20531",611000,"Powiat łukowski",2001,NA
"20532",612000,"Powiat opolski",2001,NA
"20533",613000,"Powiat parczewski",2001,NA
"20534",614000,"Powiat puławski",2001,NA
"20535",615000,"Powiat radzyński",2001,NA
"20536",616000,"Powiat rycki",2001,NA
"20537",617000,"Powiat świdnicki",2001,NA
"20538",618000,"Powiat tomaszowski",2001,NA
"20539",619000,"Powiat włodawski",2001,NA
"20540",620000,"Powiat zamojski",2001,NA
"20541",801000,"Powiat gorzowski",2001,NA
"20542",802000,"Powiat krośnieński",2001,NA
"20543",803000,"Powiat międzyrzecki",2001,NA
"20544",804000,"Powiat nowosolski",2001,NA
"20545",805000,"Powiat słubicki",2001,NA
"20546",806000,"Powiat strzelecko-drezdenecki",2001,NA
"20547",807000,"Powiat sulęciński",2001,NA
"20548",808000,"Powiat świebodziński",2001,NA
"20549",809000,"Powiat zielonogórski",2001,NA
"20550",810000,"Powiat żagański",2001,NA
"20551",811000,"Powiat żarski",2001,NA
"20552",812000,"Powiat wschowski",2001,NA
"20553",1001000,"Powiat bełchatowski",2001,NA
"20554",1002000,"Powiat kutnowski",2001,NA
"20555",1003000,"Powiat łaski",2001,NA
"20556",1004000,"Powiat łęczycki",2001,NA
"20557",1005000,"Powiat łowicki",2001,NA
"20558",1006000,"Powiat łódzki wschodni",2001,NA
"20559",1007000,"Powiat opoczyński",2001,NA
"20560",1008000,"Powiat pabianicki",2001,NA
"20561",1009000,"Powiat pajęczański",2001,NA
"20562",1010000,"Powiat piotrkowski",2001,NA
"20563",1011000,"Powiat poddębicki",2001,NA
"20564",1012000,"Powiat radomszczański",2001,NA
"20565",1013000,"Powiat rawski",2001,NA
"20566",1014000,"Powiat sieradzki",2001,NA
"20567",1015000,"Powiat skierniewicki",2001,NA
"20568",1016000,"Powiat tomaszowski",2001,NA
"20569",1017000,"Powiat wieluński",2001,NA
"20570",1018000,"Powiat wieruszowski",2001,NA
"20571",1019000,"Powiat zduńskowolski",2001,NA
"20572",1020000,"Powiat zgierski",2001,NA
"20573",1021000,"Powiat brzeziński",2001,NA
"20574",1201000,"Powiat bocheński",2001,NA
"20575",1202000,"Powiat brzeski",2001,NA
"20576",1203000,"Powiat chrzanowski",2001,NA
"20577",1204000,"Powiat dąbrowski",2001,NA
"20578",1205000,"Powiat gorlicki",2001,NA
"20579",1206000,"Powiat krakowski",2001,NA
"20580",1207000,"Powiat limanowski",2001,NA
"20581",1208000,"Powiat miechowski",2001,NA
"20582",1209000,"Powiat myślenicki",2001,NA
"20583",1210000,"Powiat nowosądecki",2001,NA
"20584",1211000,"Powiat nowotarski",2001,NA
"20585",1212000,"Powiat olkuski",2001,NA
"20586",1213000,"Powiat oświęcimski",2001,NA
"20587",1214000,"Powiat proszowicki",2001,NA
"20588",1215000,"Powiat suski",2001,NA
"20589",1216000,"Powiat tarnowski",2001,NA
"20590",1217000,"Powiat tatrzański",2001,NA
"20591",1218000,"Powiat wadowicki",2001,NA
"20592",1219000,"Powiat wielicki",2001,NA
"20593",1401000,"Powiat białobrzeski",2001,NA
"20594",1402000,"Powiat ciechanowski",2001,NA
"20595",1403000,"Powiat garwoliński",2001,NA
"20596",1404000,"Powiat gostyniński",2001,NA
"20597",1405000,"Powiat grodziski",2001,NA
"20598",1406000,"Powiat grójecki",2001,NA
"20599",1407000,"Powiat kozienicki",2001,NA
"20600",1408000,"Powiat legionowski",2001,NA
"20601",1409000,"Powiat lipski",2001,NA
"20602",1410000,"Powiat łosicki",2001,NA
"20603",1411000,"Powiat makowski",2001,NA
"20604",1412000,"Powiat miński",2001,NA
"20605",1413000,"Powiat mławski",2001,NA
"20606",1414000,"Powiat nowodworski",2001,NA
"20607",1415000,"Powiat ostrołęcki",2001,NA
"20608",1416000,"Powiat ostrowski",2001,NA
"20609",1417000,"Powiat otwocki",2001,NA
"20610",1418000,"Powiat piaseczyński",2001,NA
"20611",1419000,"Powiat płocki",2001,NA
"20612",1420000,"Powiat płoński",2001,NA
"20613",1421000,"Powiat pruszkowski",2001,NA
"20614",1422000,"Powiat przasnyski",2001,NA
"20615",1423000,"Powiat przysuski",2001,NA
"20616",1424000,"Powiat pułtuski",2001,NA
"20617",1425000,"Powiat radomski",2001,NA
"20618",1426000,"Powiat siedlecki",2001,NA
"20619",1427000,"Powiat sierpecki",2001,NA
"20620",1428000,"Powiat sochaczewski",2001,NA
"20621",1429000,"Powiat sokołowski",2001,NA
"20622",1430000,"Powiat szydłowiecki",2001,NA
"20623",1431000,"Powiat warszawski",2001,NA
"20624",1432000,"Powiat warszawski zachodni",2001,NA
"20625",1433000,"Powiat węgrowski",2001,NA
"20626",1434000,"Powiat wołomiński",2001,NA
"20627",1435000,"Powiat wyszkowski",2001,NA
"20628",1436000,"Powiat zwoleński",2001,NA
"20629",1437000,"Powiat żuromiński",2001,NA
"20630",1438000,"Powiat żyrardowski",2001,NA
"20631",1601000,"Powiat brzeski",2001,NA
"20632",1602000,"Powiat głubczycki",2001,NA
"20633",1603000,"Powiat kędzierzyńsko-kozielski",2001,NA
"20634",1604000,"Powiat kluczborski",2001,NA
"20635",1605000,"Powiat krapkowicki",2001,NA
"20636",1606000,"Powiat namysłowski",2001,NA
"20637",1607000,"Powiat nyski",2001,NA
"20638",1608000,"Powiat oleski",2001,NA
"20639",1609000,"Powiat opolski",2001,NA
"20640",1610000,"Powiat prudnicki",2001,NA
"20641",1611000,"Powiat strzelecki",2001,NA
"20642",1801000,"Powiat bieszczadzki",2001,NA
"20643",1802000,"Powiat brzozowski",2001,NA
"20644",1803000,"Powiat dębicki",2001,NA
"20645",1804000,"Powiat jarosławski",2001,NA
"20646",1805000,"Powiat jasielski",2001,NA
"20647",1806000,"Powiat kolbuszowski",2001,NA
"20648",1807000,"Powiat krośnieński",2001,NA
"20649",1808000,"Powiat leżajski",2001,NA
"20650",1809000,"Powiat lubaczowski",2001,NA
"20651",1810000,"Powiat łańcucki",2001,NA
"20652",1811000,"Powiat mielecki",2001,NA
"20653",1812000,"Powiat niżański",2001,NA
"20654",1813000,"Powiat przemyski",2001,NA
"20655",1814000,"Powiat przeworski",2001,NA
"20656",1815000,"Powiat ropczycko-sędziszowski",2001,NA
"20657",1816000,"Powiat rzeszowski",2001,NA
"20658",1817000,"Powiat sanocki",2001,NA
"20659",1818000,"Powiat stalowowolski",2001,NA
"20660",1819000,"Powiat strzyżowski",2001,NA
"20661",1820000,"Powiat tarnobrzeski",2001,NA
"20662",1821000,"Powiat leski",2001,NA
"20663",2001000,"Powiat augustowski",2001,NA
"20664",2002000,"Powiat białostocki",2001,NA
"20665",2003000,"Powiat bielski",2001,NA
"20666",2004000,"Powiat grajewski",2001,NA
"20667",2005000,"Powiat hajnowski",2001,NA
"20668",2006000,"Powiat kolneński",2001,NA
"20669",2007000,"Powiat łomżyński",2001,NA
"20670",2008000,"Powiat moniecki",2001,NA
"20671",2009000,"Powiat sejneński",2001,NA
"20672",2010000,"Powiat siemiatycki",2001,NA
"20673",2011000,"Powiat sokólski",2001,NA
"20674",2012000,"Powiat suwalski",2001,NA
"20675",2013000,"Powiat wysokomazowiecki",2001,NA
"20676",2014000,"Powiat zambrowski",2001,NA
"20677",2201000,"Powiat bytowski",2001,NA
"20678",2202000,"Powiat chojnicki",2001,NA
"20679",2203000,"Powiat człuchowski",2001,NA
"20680",2204000,"Powiat gdański",2001,NA
"20681",2205000,"Powiat kartuski",2001,NA
"20682",2206000,"Powiat kościerski",2001,NA
"20683",2207000,"Powiat kwidzyński",2001,NA
"20684",2208000,"Powiat lęborski",2001,NA
"20685",2209000,"Powiat malborski",2001,NA
"20686",2210000,"Powiat nowodworski",2001,NA
"20687",2211000,"Powiat pucki",2001,NA
"20688",2212000,"Powiat słupski",2001,NA
"20689",2213000,"Powiat starogardzki",2001,NA
"20690",2214000,"Powiat tczewski",2001,NA
"20691",2215000,"Powiat wejherowski",2001,NA
"20692",2216000,"Powiat sztumski",2001,NA
"20693",2401000,"Powiat będziński",2001,NA
"20694",2402000,"Powiat bielski",2001,NA
"20695",2403000,"Powiat cieszyński",2001,NA
"20696",2404000,"Powiat częstochowski",2001,NA
"20697",2405000,"Powiat gliwicki",2001,NA
"20698",2406000,"Powiat kłobucki",2001,NA
"20699",2407000,"Powiat lubliniecki",2001,NA
"20700",2408000,"Powiat mikołowski",2001,NA
"20701",2409000,"Powiat myszkowski",2001,NA
"20702",2410000,"Powiat pszczyński",2001,NA
"20703",2411000,"Powiat raciborski",2001,NA
"20704",2412000,"Powiat rybnicki",2001,NA
"20705",2413000,"Powiat tarnogórski",2001,NA
"20706",2414000,"Powiat bieruńsko-lędziński",2001,NA
"20707",2415000,"Powiat wodzisławski",2001,NA
"20708",2416000,"Powiat zawierciański",2001,NA
"20709",2417000,"Powiat żywiecki",2001,NA
"20710",2601000,"Powiat buski",2001,NA
"20711",2602000,"Powiat jędrzejowski",2001,NA
"20712",2603000,"Powiat kazimierski",2001,NA
"20713",2604000,"Powiat kielecki",2001,NA
"20714",2605000,"Powiat konecki",2001,NA
"20715",2606000,"Powiat opatowski",2001,NA
"20716",2607000,"Powiat ostrowiecki",2001,NA
"20717",2608000,"Powiat pińczowski",2001,NA
"20718",2609000,"Powiat sandomierski",2001,NA
"20719",2610000,"Powiat skarżyski",2001,NA
"20720",2611000,"Powiat starachowicki",2001,NA
"20721",2612000,"Powiat staszowski",2001,NA
"20722",2613000,"Powiat włoszczowski",2001,NA
"20723",2801000,"Powiat bartoszycki",2001,NA
"20724",2802000,"Powiat braniewski",2001,NA
"20725",2803000,"Powiat działdowski",2001,NA
"20726",2804000,"Powiat elbląski",2001,NA
"20727",2805000,"Powiat ełcki",2001,NA
"20728",2806000,"Powiat giżycki",2001,NA
"20729",2807000,"Powiat iławski",2001,NA
"20730",2808000,"Powiat kętrzyński",2001,NA
"20731",2809000,"Powiat lidzbarski",2001,NA
"20732",2810000,"Powiat mrągowski",2001,NA
"20733",2811000,"Powiat nidzicki",2001,NA
"20734",2812000,"Powiat nowomiejski",2001,NA
"20735",2813000,"Powiat olecki",2001,NA
"20736",2814000,"Powiat olsztyński",2001,NA
"20737",2815000,"Powiat ostródzki",2001,NA
"20738",2816000,"Powiat piski",2001,NA
"20739",2817000,"Powiat szczycieński",2001,NA
"20740",2818000,"Powiat gołdapski",2001,NA
"20741",2819000,"Powiat węgorzewski",2001,NA
"20742",3001000,"Powiat chodzieski",2001,NA
"20743",3002000,"Powiat czarnkowsko-trzcianecki",2001,NA
"20744",3003000,"Powiat gnieźnieński",2001,NA
"20745",3004000,"Powiat gostyński",2001,NA
"20746",3005000,"Powiat grodziski",2001,NA
"20747",3006000,"Powiat jarociński",2001,NA
"20748",3007000,"Powiat kaliski",2001,NA
"20749",3008000,"Powiat kępiński",2001,NA
"20750",3009000,"Powiat kolski",2001,NA
"20751",3010000,"Powiat koniński",2001,NA
"20752",3011000,"Powiat kościański",2001,NA
"20753",3012000,"Powiat krotoszyński",2001,NA
"20754",3013000,"Powiat leszczyński",2001,NA
"20755",3014000,"Powiat międzychodzki",2001,NA
"20756",3015000,"Powiat nowotomyski",2001,NA
"20757",3016000,"Powiat obornicki",2001,NA
"20758",3017000,"Powiat ostrowski",2001,NA
"20759",3018000,"Powiat ostrzeszowski",2001,NA
"20760",3019000,"Powiat pilski",2001,NA
"20761",3020000,"Powiat pleszewski",2001,NA
"20762",3021000,"Powiat poznański",2001,NA
"20763",3022000,"Powiat rawicki",2001,NA
"20764",3023000,"Powiat słupecki",2001,NA
"20765",3024000,"Powiat szamotulski",2001,NA
"20766",3025000,"Powiat średzki",2001,NA
"20767",3026000,"Powiat śremski",2001,NA
"20768",3027000,"Powiat turecki",2001,NA
"20769",3028000,"Powiat wągrowiecki",2001,NA
"20770",3029000,"Powiat wolsztyński",2001,NA
"20771",3030000,"Powiat wrzesiński",2001,NA
"20772",3031000,"Powiat złotowski",2001,NA
"20773",3201000,"Powiat białogardzki",2001,NA
"20774",3202000,"Powiat choszczeński",2001,NA
"20775",3203000,"Powiat drawski",2001,NA
"20776",3204000,"Powiat goleniowski",2001,NA
"20777",3205000,"Powiat gryficki",2001,NA
"20778",3206000,"Powiat gryfiński",2001,NA
"20779",3207000,"Powiat kamieński",2001,NA
"20780",3208000,"Powiat kołobrzeski",2001,NA
"20781",3209000,"Powiat koszaliński",2001,NA
"20782",3210000,"Powiat myśliborski",2001,NA
"20783",3211000,"Powiat policki",2001,NA
"20784",3212000,"Powiat pyrzycki",2001,NA
"20785",3213000,"Powiat sławieński",2001,NA
"20786",3214000,"Powiat stargardzki",2001,NA
"20787",3215000,"Powiat szczecinecki",2001,NA
"20788",3216000,"Powiat świdwiński",2001,NA
"20789",3217000,"Powiat wałecki",2001,NA
"20790",3218000,"Powiat łobeski",2001,NA
"20791",201000,"Powiat bolesławiecki",2002,NA
"20792",202000,"Powiat dzierżoniowski",2002,NA
"20793",203000,"Powiat głogowski",2002,NA
"20794",204000,"Powiat górowski",2002,NA
"20795",205000,"Powiat jaworski",2002,NA
"20796",206000,"Powiat jeleniogórski",2002,NA
"20797",207000,"Powiat kamiennogórski",2002,NA
"20798",208000,"Powiat kłodzki",2002,NA
"20799",209000,"Powiat legnicki",2002,NA
"20800",210000,"Powiat lubański",2002,NA
"20801",211000,"Powiat lubiński",2002,NA
"20802",212000,"Powiat lwówecki",2002,NA
"20803",213000,"Powiat milicki",2002,NA
"20804",214000,"Powiat oleśnicki",2002,NA
"20805",215000,"Powiat oławski",2002,NA
"20806",216000,"Powiat polkowicki",2002,NA
"20807",217000,"Powiat strzeliński",2002,NA
"20808",218000,"Powiat średzki",2002,NA
"20809",219000,"Powiat świdnicki",2002,NA
"20810",220000,"Powiat trzebnicki",2002,NA
"20811",221000,"Powiat wałbrzyski",2002,NA
"20812",222000,"Powiat wołowski",2002,NA
"20813",223000,"Powiat wrocławski",2002,NA
"20814",224000,"Powiat ząbkowicki",2002,NA
"20815",225000,"Powiat zgorzelecki",2002,NA
"20816",226000,"Powiat złotoryjski",2002,NA
"20817",401000,"Powiat aleksandrowski",2002,NA
"20818",402000,"Powiat brodnicki",2002,NA
"20819",403000,"Powiat bydgoski",2002,NA
"20820",404000,"Powiat chełmiński",2002,NA
"20821",405000,"Powiat golubsko-dobrzyński",2002,NA
"20822",406000,"Powiat grudziądzki",2002,NA
"20823",407000,"Powiat inowrocławski",2002,NA
"20824",408000,"Powiat lipnowski",2002,NA
"20825",409000,"Powiat mogileński",2002,NA
"20826",410000,"Powiat nakielski",2002,NA
"20827",411000,"Powiat radziejowski",2002,NA
"20828",412000,"Powiat rypiński",2002,NA
"20829",413000,"Powiat sępoleński",2002,NA
"20830",414000,"Powiat świecki",2002,NA
"20831",415000,"Powiat toruński",2002,NA
"20832",416000,"Powiat tucholski",2002,NA
"20833",417000,"Powiat wąbrzeski",2002,NA
"20834",418000,"Powiat włocławski",2002,NA
"20835",419000,"Powiat żniński",2002,NA
"20836",601000,"Powiat bialski",2002,NA
"20837",602000,"Powiat biłgorajski",2002,NA
"20838",603000,"Powiat chełmski",2002,NA
"20839",604000,"Powiat hrubieszowski",2002,NA
"20840",605000,"Powiat janowski",2002,NA
"20841",606000,"Powiat krasnostawski",2002,NA
"20842",607000,"Powiat kraśnicki",2002,NA
"20843",608000,"Powiat lubartowski",2002,NA
"20844",609000,"Powiat lubelski",2002,NA
"20845",610000,"Powiat łęczyński",2002,NA
"20846",611000,"Powiat łukowski",2002,NA
"20847",612000,"Powiat opolski",2002,NA
"20848",613000,"Powiat parczewski",2002,NA
"20849",614000,"Powiat puławski",2002,NA
"20850",615000,"Powiat radzyński",2002,NA
"20851",616000,"Powiat rycki",2002,NA
"20852",617000,"Powiat świdnicki",2002,NA
"20853",618000,"Powiat tomaszowski",2002,NA
"20854",619000,"Powiat włodawski",2002,NA
"20855",620000,"Powiat zamojski",2002,NA
"20856",801000,"Powiat gorzowski",2002,NA
"20857",802000,"Powiat krośnieński",2002,NA
"20858",803000,"Powiat międzyrzecki",2002,NA
"20859",804000,"Powiat nowosolski",2002,NA
"20860",805000,"Powiat słubicki",2002,NA
"20861",806000,"Powiat strzelecko-drezdenecki",2002,NA
"20862",807000,"Powiat sulęciński",2002,NA
"20863",808000,"Powiat świebodziński",2002,NA
"20864",809000,"Powiat zielonogórski",2002,NA
"20865",810000,"Powiat żagański",2002,NA
