"","Kod","Nazwa","rok","POJAZDY_CTAB_samochody_cieZarowe_o_ladownosci_10_ton_i_wiekszej_szt"
"38223",1207000,"Powiat limanowski",2015,NA
"38224",1208000,"Powiat miechowski",2015,NA
"38225",1209000,"Powiat myślenicki",2015,NA
"38226",1210000,"Powiat nowosądecki",2015,NA
"38227",1211000,"Powiat nowotarski",2015,NA
"38228",1212000,"Powiat olkuski",2015,NA
"38229",1213000,"Powiat oświęcimski",2015,NA
"38230",1214000,"Powiat proszowicki",2015,NA
"38231",1215000,"Powiat suski",2015,NA
"38232",1216000,"Powiat tarnowski",2015,NA
"38233",1217000,"Powiat tatrzański",2015,NA
"38234",1218000,"Powiat wadowicki",2015,NA
"38235",1219000,"Powiat wielicki",2015,NA
"38236",1261000,"Powiat m.Kraków",2015,NA
"38237",1262000,"Powiat m.Nowy Sącz",2015,NA
"38238",1263000,"Powiat m.Tarnów",2015,NA
"38239",1401000,"Powiat białobrzeski",2015,NA
"38240",1402000,"Powiat ciechanowski",2015,NA
"38241",1403000,"Powiat garwoliński",2015,NA
"38242",1404000,"Powiat gostyniński",2015,NA
"38243",1405000,"Powiat grodziski",2015,NA
"38244",1406000,"Powiat grójecki",2015,NA
"38245",1407000,"Powiat kozienicki",2015,NA
"38246",1408000,"Powiat legionowski",2015,NA
"38247",1409000,"Powiat lipski",2015,NA
"38248",1410000,"Powiat łosicki",2015,NA
"38249",1411000,"Powiat makowski",2015,NA
"38250",1412000,"Powiat miński",2015,NA
"38251",1413000,"Powiat mławski",2015,NA
"38252",1414000,"Powiat nowodworski",2015,NA
"38253",1415000,"Powiat ostrołęcki",2015,NA
"38254",1416000,"Powiat ostrowski",2015,NA
"38255",1417000,"Powiat otwocki",2015,NA
"38256",1418000,"Powiat piaseczyński",2015,NA
"38257",1419000,"Powiat płocki",2015,NA
"38258",1420000,"Powiat płoński",2015,NA
"38259",1421000,"Powiat pruszkowski",2015,NA
"38260",1422000,"Powiat przasnyski",2015,NA
"38261",1423000,"Powiat przysuski",2015,NA
"38262",1424000,"Powiat pułtuski",2015,NA
"38263",1425000,"Powiat radomski",2015,NA
"38264",1426000,"Powiat siedlecki",2015,NA
"38265",1427000,"Powiat sierpecki",2015,NA
"38266",1428000,"Powiat sochaczewski",2015,NA
"38267",1429000,"Powiat sokołowski",2015,NA
"38268",1430000,"Powiat szydłowiecki",2015,NA
"38269",1432000,"Powiat warszawski zachodni",2015,NA
"38270",1433000,"Powiat węgrowski",2015,NA
"38271",1434000,"Powiat wołomiński",2015,NA
"38272",1435000,"Powiat wyszkowski",2015,NA
"38273",1436000,"Powiat zwoleński",2015,NA
"38274",1437000,"Powiat żuromiński",2015,NA
"38275",1438000,"Powiat żyrardowski",2015,NA
"38276",1461000,"Powiat m.Ostrołęka",2015,NA
"38277",1462000,"Powiat m.Płock",2015,NA
"38278",1463000,"Powiat m.Radom",2015,NA
"38279",1464000,"Powiat m.Siedlce",2015,NA
"38280",1465000,"Powiat m. st. Warszawa",2015,NA
"38281",1601000,"Powiat brzeski",2015,NA
"38282",1602000,"Powiat głubczycki",2015,NA
"38283",1603000,"Powiat kędzierzyńsko-kozielski",2015,NA
"38284",1604000,"Powiat kluczborski",2015,NA
"38285",1605000,"Powiat krapkowicki",2015,NA
"38286",1606000,"Powiat namysłowski",2015,NA
"38287",1607000,"Powiat nyski",2015,NA
"38288",1608000,"Powiat oleski",2015,NA
"38289",1609000,"Powiat opolski",2015,NA
"38290",1610000,"Powiat prudnicki",2015,NA
"38291",1611000,"Powiat strzelecki",2015,NA
"38292",1661000,"Powiat m.Opole",2015,NA
"38293",1801000,"Powiat bieszczadzki",2015,NA
"38294",1802000,"Powiat brzozowski",2015,NA
"38295",1803000,"Powiat dębicki",2015,NA
"38296",1804000,"Powiat jarosławski",2015,NA
"38297",1805000,"Powiat jasielski",2015,NA
"38298",1806000,"Powiat kolbuszowski",2015,NA
"38299",1807000,"Powiat krośnieński",2015,NA
"38300",1808000,"Powiat leżajski",2015,NA
"38301",1809000,"Powiat lubaczowski",2015,NA
"38302",1810000,"Powiat łańcucki",2015,NA
"38303",1811000,"Powiat mielecki",2015,NA
"38304",1812000,"Powiat niżański",2015,NA
"38305",1813000,"Powiat przemyski",2015,NA
"38306",1814000,"Powiat przeworski",2015,NA
"38307",1815000,"Powiat ropczycko-sędziszowski",2015,NA
"38308",1816000,"Powiat rzeszowski",2015,NA
"38309",1817000,"Powiat sanocki",2015,NA
"38310",1818000,"Powiat stalowowolski",2015,NA
"38311",1819000,"Powiat strzyżowski",2015,NA
"38312",1820000,"Powiat tarnobrzeski",2015,NA
"38313",1821000,"Powiat leski",2015,NA
"38314",1861000,"Powiat m.Krosno",2015,NA
"38315",1862000,"Powiat m.Przemyśl",2015,NA
"38316",1863000,"Powiat m.Rzeszów",2015,NA
"38317",1864000,"Powiat m.Tarnobrzeg",2015,NA
"38318",2001000,"Powiat augustowski",2015,NA
"38319",2002000,"Powiat białostocki",2015,NA
"38320",2003000,"Powiat bielski",2015,NA
"38321",2004000,"Powiat grajewski",2015,NA
"38322",2005000,"Powiat hajnowski",2015,NA
"38323",2006000,"Powiat kolneński",2015,NA
"38324",2007000,"Powiat łomżyński",2015,NA
"38325",2008000,"Powiat moniecki",2015,NA
"38326",2009000,"Powiat sejneński",2015,NA
"38327",2010000,"Powiat siemiatycki",2015,NA
"38328",2011000,"Powiat sokólski",2015,NA
"38329",2012000,"Powiat suwalski",2015,NA
"38330",2013000,"Powiat wysokomazowiecki",2015,NA
"38331",2014000,"Powiat zambrowski",2015,NA
"38332",2061000,"Powiat m.Białystok",2015,NA
"38333",2062000,"Powiat m.Łomża",2015,NA
"38334",2063000,"Powiat m.Suwałki",2015,NA
"38335",2201000,"Powiat bytowski",2015,NA
"38336",2202000,"Powiat chojnicki",2015,NA
"38337",2203000,"Powiat człuchowski",2015,NA
"38338",2204000,"Powiat gdański",2015,NA
"38339",2205000,"Powiat kartuski",2015,NA
"38340",2206000,"Powiat kościerski",2015,NA
"38341",2207000,"Powiat kwidzyński",2015,NA
"38342",2208000,"Powiat lęborski",2015,NA
"38343",2209000,"Powiat malborski",2015,NA
"38344",2210000,"Powiat nowodworski",2015,NA
"38345",2211000,"Powiat pucki",2015,NA
"38346",2212000,"Powiat słupski",2015,NA
"38347",2213000,"Powiat starogardzki",2015,NA
"38348",2214000,"Powiat tczewski",2015,NA
"38349",2215000,"Powiat wejherowski",2015,NA
"38350",2216000,"Powiat sztumski",2015,NA
"38351",2261000,"Powiat m.Gdańsk",2015,NA
"38352",2262000,"Powiat m.Gdynia",2015,NA
"38353",2263000,"Powiat m.Słupsk",2015,NA
"38354",2264000,"Powiat m.Sopot",2015,NA
"38355",2401000,"Powiat będziński",2015,NA
"38356",2402000,"Powiat bielski",2015,NA
"38357",2403000,"Powiat cieszyński",2015,NA
"38358",2404000,"Powiat częstochowski",2015,NA
"38359",2405000,"Powiat gliwicki",2015,NA
"38360",2406000,"Powiat kłobucki",2015,NA
"38361",2407000,"Powiat lubliniecki",2015,NA
"38362",2408000,"Powiat mikołowski",2015,NA
"38363",2409000,"Powiat myszkowski",2015,NA
"38364",2410000,"Powiat pszczyński",2015,NA
"38365",2411000,"Powiat raciborski",2015,NA
"38366",2412000,"Powiat rybnicki",2015,NA
"38367",2413000,"Powiat tarnogórski",2015,NA
"38368",2414000,"Powiat bieruńsko-lędziński",2015,NA
"38369",2415000,"Powiat wodzisławski",2015,NA
"38370",2416000,"Powiat zawierciański",2015,NA
"38371",2417000,"Powiat żywiecki",2015,NA
"38372",2461000,"Powiat m.Bielsko-Biała",2015,NA
"38373",2462000,"Powiat m.Bytom",2015,NA
"38374",2463000,"Powiat m.Chorzów",2015,NA
"38375",2464000,"Powiat m.Częstochowa",2015,NA
"38376",2465000,"Powiat m.Dąbrowa Górnicza",2015,NA
"38377",2466000,"Powiat m.Gliwice",2015,NA
"38378",2467000,"Powiat m.Jastrzębie-Zdrój",2015,NA
"38379",2468000,"Powiat m.Jaworzno",2015,NA
"38380",2469000,"Powiat m.Katowice",2015,NA
"38381",2470000,"Powiat m.Mysłowice",2015,NA
"38382",2471000,"Powiat m.Piekary Śląskie",2015,NA
"38383",2472000,"Powiat m.Ruda Śląska",2015,NA
"38384",2473000,"Powiat m.Rybnik",2015,NA
"38385",2474000,"Powiat m.Siemianowice Śląskie",2015,NA
"38386",2475000,"Powiat m.Sosnowiec",2015,NA
"38387",2476000,"Powiat m.Świętochłowice",2015,NA
"38388",2477000,"Powiat m.Tychy",2015,NA
"38389",2478000,"Powiat m.Zabrze",2015,NA
"38390",2479000,"Powiat m.Żory",2015,NA
"38391",2601000,"Powiat buski",2015,NA
"38392",2602000,"Powiat jędrzejowski",2015,NA
"38393",2603000,"Powiat kazimierski",2015,NA
"38394",2604000,"Powiat kielecki",2015,NA
"38395",2605000,"Powiat konecki",2015,NA
"38396",2606000,"Powiat opatowski",2015,NA
"38397",2607000,"Powiat ostrowiecki",2015,NA
"38398",2608000,"Powiat pińczowski",2015,NA
"38399",2609000,"Powiat sandomierski",2015,NA
"38400",2610000,"Powiat skarżyski",2015,NA
"38401",2611000,"Powiat starachowicki",2015,NA
"38402",2612000,"Powiat staszowski",2015,NA
"38403",2613000,"Powiat włoszczowski",2015,NA
"38404",2661000,"Powiat m.Kielce",2015,NA
"38405",2801000,"Powiat bartoszycki",2015,NA
"38406",2802000,"Powiat braniewski",2015,NA
"38407",2803000,"Powiat działdowski",2015,NA
"38408",2804000,"Powiat elbląski",2015,NA
"38409",2805000,"Powiat ełcki",2015,NA
"38410",2806000,"Powiat giżycki",2015,NA
"38411",2807000,"Powiat iławski",2015,NA
"38412",2808000,"Powiat kętrzyński",2015,NA
"38413",2809000,"Powiat lidzbarski",2015,NA
"38414",2810000,"Powiat mrągowski",2015,NA
"38415",2811000,"Powiat nidzicki",2015,NA
"38416",2812000,"Powiat nowomiejski",2015,NA
"38417",2813000,"Powiat olecki",2015,NA
"38418",2814000,"Powiat olsztyński",2015,NA
"38419",2815000,"Powiat ostródzki",2015,NA
"38420",2816000,"Powiat piski",2015,NA
"38421",2817000,"Powiat szczycieński",2015,NA
"38422",2818000,"Powiat gołdapski",2015,NA
"38423",2819000,"Powiat węgorzewski",2015,NA
"38424",2861000,"Powiat m.Elbląg",2015,NA
"38425",2862000,"Powiat m.Olsztyn",2015,NA
"38426",3001000,"Powiat chodzieski",2015,NA
"38427",3002000,"Powiat czarnkowsko-trzcianecki",2015,NA
"38428",3003000,"Powiat gnieźnieński",2015,NA
"38429",3004000,"Powiat gostyński",2015,NA
"38430",3005000,"Powiat grodziski",2015,NA
"38431",3006000,"Powiat jarociński",2015,NA
"38432",3007000,"Powiat kaliski",2015,NA
"38433",3008000,"Powiat kępiński",2015,NA
"38434",3009000,"Powiat kolski",2015,NA
"38435",3010000,"Powiat koniński",2015,NA
"38436",3011000,"Powiat kościański",2015,NA
"38437",3012000,"Powiat krotoszyński",2015,NA
"38438",3013000,"Powiat leszczyński",2015,NA
"38439",3014000,"Powiat międzychodzki",2015,NA
"38440",3015000,"Powiat nowotomyski",2015,NA
"38441",3016000,"Powiat obornicki",2015,NA
"38442",3017000,"Powiat ostrowski",2015,NA
"38443",3018000,"Powiat ostrzeszowski",2015,NA
"38444",3019000,"Powiat pilski",2015,NA
"38445",3020000,"Powiat pleszewski",2015,NA
"38446",3021000,"Powiat poznański",2015,NA
"38447",3022000,"Powiat rawicki",2015,NA
"38448",3023000,"Powiat słupecki",2015,NA
"38449",3024000,"Powiat szamotulski",2015,NA
"38450",3025000,"Powiat średzki",2015,NA
"38451",3026000,"Powiat śremski",2015,NA
"38452",3027000,"Powiat turecki",2015,NA
"38453",3028000,"Powiat wągrowiecki",2015,NA
"38454",3029000,"Powiat wolsztyński",2015,NA
"38455",3030000,"Powiat wrzesiński",2015,NA
"38456",3031000,"Powiat złotowski",2015,NA
"38457",3061000,"Powiat m.Kalisz",2015,NA
"38458",3062000,"Powiat m.Konin",2015,NA
"38459",3063000,"Powiat m.Leszno",2015,NA
"38460",3064000,"Powiat m.Poznań",2015,NA
"38461",3201000,"Powiat białogardzki",2015,NA
"38462",3202000,"Powiat choszczeński",2015,NA
"38463",3203000,"Powiat drawski",2015,NA
"38464",3204000,"Powiat goleniowski",2015,NA
"38465",3205000,"Powiat gryficki",2015,NA
"38466",3206000,"Powiat gryfiński",2015,NA
"38467",3207000,"Powiat kamieński",2015,NA
"38468",3208000,"Powiat kołobrzeski",2015,NA
"38469",3209000,"Powiat koszaliński",2015,NA
"38470",3210000,"Powiat myśliborski",2015,NA
"38471",3211000,"Powiat policki",2015,NA
"38472",3212000,"Powiat pyrzycki",2015,NA
"38473",3213000,"Powiat sławieński",2015,NA
"38474",3214000,"Powiat stargardzki",2015,NA
"38475",3215000,"Powiat szczecinecki",2015,NA
"38476",3216000,"Powiat świdwiński",2015,NA
"38477",3217000,"Powiat wałecki",2015,NA
"38478",3218000,"Powiat łobeski",2015,NA
"38479",3261000,"Powiat m.Koszalin",2015,NA
"38480",3262000,"Powiat m.Szczecin",2015,NA
"38481",3263000,"Powiat m.Świnoujście",2015,NA
"38482",201000,"Powiat bolesławiecki",2016,NA
"38483",202000,"Powiat dzierżoniowski",2016,NA
"38484",203000,"Powiat głogowski",2016,NA
"38485",204000,"Powiat górowski",2016,NA
"38486",205000,"Powiat jaworski",2016,NA
"38487",206000,"Powiat jeleniogórski",2016,NA
"38488",207000,"Powiat kamiennogórski",2016,NA
"38489",208000,"Powiat kłodzki",2016,NA
"38490",209000,"Powiat legnicki",2016,NA
"38491",210000,"Powiat lubański",2016,NA
"38492",211000,"Powiat lubiński",2016,NA
"38493",212000,"Powiat lwówecki",2016,NA
"38494",213000,"Powiat milicki",2016,NA
"38495",214000,"Powiat oleśnicki",2016,NA
"38496",215000,"Powiat oławski",2016,NA
"38497",216000,"Powiat polkowicki",2016,NA
"38498",217000,"Powiat strzeliński",2016,NA
"38499",218000,"Powiat średzki",2016,NA
"38500",219000,"Powiat świdnicki",2016,NA
"38501",220000,"Powiat trzebnicki",2016,NA
"38502",221000,"Powiat wałbrzyski",2016,NA
"38503",222000,"Powiat wołowski",2016,NA
"38504",223000,"Powiat wrocławski",2016,NA
"38505",224000,"Powiat ząbkowicki",2016,NA
"38506",225000,"Powiat zgorzelecki",2016,NA
"38507",226000,"Powiat złotoryjski",2016,NA
"38508",261000,"Powiat m.Jelenia Góra",2016,NA
"38509",262000,"Powiat m.Legnica",2016,NA
"38510",263000,"Powiat m.Wałbrzych do 2002",2016,NA
"38511",264000,"Powiat m.Wrocław",2016,NA
"38512",265000,"Powiat m.Wałbrzych od 2013",2016,NA
"38513",401000,"Powiat aleksandrowski",2016,NA
"38514",402000,"Powiat brodnicki",2016,NA
"38515",403000,"Powiat bydgoski",2016,NA
"38516",404000,"Powiat chełmiński",2016,NA
"38517",405000,"Powiat golubsko-dobrzyński",2016,NA
"38518",406000,"Powiat grudziądzki",2016,NA
"38519",407000,"Powiat inowrocławski",2016,NA
"38520",408000,"Powiat lipnowski",2016,NA
"38521",409000,"Powiat mogileński",2016,NA
"38522",410000,"Powiat nakielski",2016,NA
"38523",411000,"Powiat radziejowski",2016,NA
"38524",412000,"Powiat rypiński",2016,NA
"38525",413000,"Powiat sępoleński",2016,NA
"38526",414000,"Powiat świecki",2016,NA
"38527",415000,"Powiat toruński",2016,NA
"38528",416000,"Powiat tucholski",2016,NA
"38529",417000,"Powiat wąbrzeski",2016,NA
"38530",418000,"Powiat włocławski",2016,NA
"38531",419000,"Powiat żniński",2016,NA
"38532",461000,"Powiat m.Bydgoszcz",2016,NA
"38533",462000,"Powiat m.Grudziądz",2016,NA
"38534",463000,"Powiat m.Toruń",2016,NA
"38535",464000,"Powiat m.Włocławek",2016,NA
"38536",601000,"Powiat bialski",2016,NA
"38537",602000,"Powiat biłgorajski",2016,NA
"38538",603000,"Powiat chełmski",2016,NA
"38539",604000,"Powiat hrubieszowski",2016,NA
"38540",605000,"Powiat janowski",2016,NA
"38541",606000,"Powiat krasnostawski",2016,NA
"38542",607000,"Powiat kraśnicki",2016,NA
"38543",608000,"Powiat lubartowski",2016,NA
"38544",609000,"Powiat lubelski",2016,NA
"38545",610000,"Powiat łęczyński",2016,NA
"38546",611000,"Powiat łukowski",2016,NA
"38547",612000,"Powiat opolski",2016,NA
"38548",613000,"Powiat parczewski",2016,NA
"38549",614000,"Powiat puławski",2016,NA
"38550",615000,"Powiat radzyński",2016,NA
"38551",616000,"Powiat rycki",2016,NA
"38552",617000,"Powiat świdnicki",2016,NA
"38553",618000,"Powiat tomaszowski",2016,NA
"38554",619000,"Powiat włodawski",2016,NA
"38555",620000,"Powiat zamojski",2016,NA
"38556",661000,"Powiat m.Biała Podlaska",2016,NA
"38557",662000,"Powiat m.Chełm",2016,NA
"38558",663000,"Powiat m.Lublin",2016,NA
"38559",664000,"Powiat m.Zamość",2016,NA
"38560",801000,"Powiat gorzowski",2016,NA
"38561",802000,"Powiat krośnieński",2016,NA
"38562",803000,"Powiat międzyrzecki",2016,NA
"38563",804000,"Powiat nowosolski",2016,NA
"38564",805000,"Powiat słubicki",2016,NA
"38565",806000,"Powiat strzelecko-drezdenecki",2016,NA
"38566",807000,"Powiat sulęciński",2016,NA
"38567",808000,"Powiat świebodziński",2016,NA
"38568",809000,"Powiat zielonogórski",2016,NA
"38569",810000,"Powiat żagański",2016,NA
"38570",811000,"Powiat żarski",2016,NA
"38571",812000,"Powiat wschowski",2016,NA
"38572",861000,"Powiat m.Gorzów Wielkopolski",2016,NA
"38573",862000,"Powiat m.Zielona Góra",2016,NA
"38574",1001000,"Powiat bełchatowski",2016,NA
"38575",1002000,"Powiat kutnowski",2016,NA
"38576",1003000,"Powiat łaski",2016,NA
"38577",1004000,"Powiat łęczycki",2016,NA
"38578",1005000,"Powiat łowicki",2016,NA
"38579",1006000,"Powiat łódzki wschodni",2016,NA
"38580",1007000,"Powiat opoczyński",2016,NA
"38581",1008000,"Powiat pabianicki",2016,NA
"38582",1009000,"Powiat pajęczański",2016,NA
"38583",1010000,"Powiat piotrkowski",2016,NA
"38584",1011000,"Powiat poddębicki",2016,NA
"38585",1012000,"Powiat radomszczański",2016,NA
"38586",1013000,"Powiat rawski",2016,NA
"38587",1014000,"Powiat sieradzki",2016,NA
"38588",1015000,"Powiat skierniewicki",2016,NA
"38589",1016000,"Powiat tomaszowski",2016,NA
"38590",1017000,"Powiat wieluński",2016,NA
"38591",1018000,"Powiat wieruszowski",2016,NA
"38592",1019000,"Powiat zduńskowolski",2016,NA
"38593",1020000,"Powiat zgierski",2016,NA
"38594",1021000,"Powiat brzeziński",2016,NA
"38595",1061000,"Powiat m.Łódź",2016,NA
"38596",1062000,"Powiat m.Piotrków Trybunalski",2016,NA
"38597",1063000,"Powiat m.Skierniewice",2016,NA
"38598",1201000,"Powiat bocheński",2016,NA
"38599",1202000,"Powiat brzeski",2016,NA
"38600",1203000,"Powiat chrzanowski",2016,NA
"38601",1204000,"Powiat dąbrowski",2016,NA
"38602",1205000,"Powiat gorlicki",2016,NA
"38603",1206000,"Powiat krakowski",2016,NA
"38604",1207000,"Powiat limanowski",2016,NA
"38605",1208000,"Powiat miechowski",2016,NA
"38606",1209000,"Powiat myślenicki",2016,NA
"38607",1210000,"Powiat nowosądecki",2016,NA
"38608",1211000,"Powiat nowotarski",2016,NA
"38609",1212000,"Powiat olkuski",2016,NA
"38610",1213000,"Powiat oświęcimski",2016,NA
"38611",1214000,"Powiat proszowicki",2016,NA
"38612",1215000,"Powiat suski",2016,NA
"38613",1216000,"Powiat tarnowski",2016,NA
"38614",1217000,"Powiat tatrzański",2016,NA
"38615",1218000,"Powiat wadowicki",2016,NA
"38616",1219000,"Powiat wielicki",2016,NA
"38617",1261000,"Powiat m.Kraków",2016,NA
"38618",1262000,"Powiat m.Nowy Sącz",2016,NA
"38619",1263000,"Powiat m.Tarnów",2016,NA
"38620",1401000,"Powiat białobrzeski",2016,NA
"38621",1402000,"Powiat ciechanowski",2016,NA
"38622",1403000,"Powiat garwoliński",2016,NA
"38623",1404000,"Powiat gostyniński",2016,NA
"38624",1405000,"Powiat grodziski",2016,NA
"38625",1406000,"Powiat grójecki",2016,NA
"38626",1407000,"Powiat kozienicki",2016,NA
"38627",1408000,"Powiat legionowski",2016,NA
"38628",1409000,"Powiat lipski",2016,NA
"38629",1410000,"Powiat łosicki",2016,NA
"38630",1411000,"Powiat makowski",2016,NA
"38631",1412000,"Powiat miński",2016,NA
"38632",1413000,"Powiat mławski",2016,NA
"38633",1414000,"Powiat nowodworski",2016,NA
"38634",1415000,"Powiat ostrołęcki",2016,NA
"38635",1416000,"Powiat ostrowski",2016,NA
"38636",1417000,"Powiat otwocki",2016,NA
"38637",1418000,"Powiat piaseczyński",2016,NA
"38638",1419000,"Powiat płocki",2016,NA
"38639",1420000,"Powiat płoński",2016,NA
"38640",1421000,"Powiat pruszkowski",2016,NA
"38641",1422000,"Powiat przasnyski",2016,NA
"38642",1423000,"Powiat przysuski",2016,NA
"38643",1424000,"Powiat pułtuski",2016,NA
"38644",1425000,"Powiat radomski",2016,NA
"38645",1426000,"Powiat siedlecki",2016,NA
"38646",1427000,"Powiat sierpecki",2016,NA
"38647",1428000,"Powiat sochaczewski",2016,NA
"38648",1429000,"Powiat sokołowski",2016,NA
"38649",1430000,"Powiat szydłowiecki",2016,NA
"38650",1432000,"Powiat warszawski zachodni",2016,NA
"38651",1433000,"Powiat węgrowski",2016,NA
"38652",1434000,"Powiat wołomiński",2016,NA
"38653",1435000,"Powiat wyszkowski",2016,NA
"38654",1436000,"Powiat zwoleński",2016,NA
"38655",1437000,"Powiat żuromiński",2016,NA
"38656",1438000,"Powiat żyrardowski",2016,NA
"38657",1461000,"Powiat m.Ostrołęka",2016,NA
"38658",1462000,"Powiat m.Płock",2016,NA
"38659",1463000,"Powiat m.Radom",2016,NA
"38660",1464000,"Powiat m.Siedlce",2016,NA
"38661",1465000,"Powiat m. st. Warszawa",2016,NA
"38662",1601000,"Powiat brzeski",2016,NA
"38663",1602000,"Powiat głubczycki",2016,NA
"38664",1603000,"Powiat kędzierzyńsko-kozielski",2016,NA
"38665",1604000,"Powiat kluczborski",2016,NA
"38666",1605000,"Powiat krapkowicki",2016,NA
"38667",1606000,"Powiat namysłowski",2016,NA
"38668",1607000,"Powiat nyski",2016,NA
"38669",1608000,"Powiat oleski",2016,NA
"38670",1609000,"Powiat opolski",2016,NA
"38671",1610000,"Powiat prudnicki",2016,NA
"38672",1611000,"Powiat strzelecki",2016,NA
"38673",1661000,"Powiat m.Opole",2016,NA
"38674",1801000,"Powiat bieszczadzki",2016,NA
"38675",1802000,"Powiat brzozowski",2016,NA
"38676",1803000,"Powiat dębicki",2016,NA
"38677",1804000,"Powiat jarosławski",2016,NA
"38678",1805000,"Powiat jasielski",2016,NA
"38679",1806000,"Powiat kolbuszowski",2016,NA
"38680",1807000,"Powiat krośnieński",2016,NA
"38681",1808000,"Powiat leżajski",2016,NA
"38682",1809000,"Powiat lubaczowski",2016,NA
"38683",1810000,"Powiat łańcucki",2016,NA
"38684",1811000,"Powiat mielecki",2016,NA
"38685",1812000,"Powiat niżański",2016,NA
"38686",1813000,"Powiat przemyski",2016,NA
"38687",1814000,"Powiat przeworski",2016,NA
"38688",1815000,"Powiat ropczycko-sędziszowski",2016,NA
"38689",1816000,"Powiat rzeszowski",2016,NA
"38690",1817000,"Powiat sanocki",2016,NA
"38691",1818000,"Powiat stalowowolski",2016,NA
"38692",1819000,"Powiat strzyżowski",2016,NA
"38693",1820000,"Powiat tarnobrzeski",2016,NA
"38694",1821000,"Powiat leski",2016,NA
"38695",1861000,"Powiat m.Krosno",2016,NA
"38696",1862000,"Powiat m.Przemyśl",2016,NA
"38697",1863000,"Powiat m.Rzeszów",2016,NA
"38698",1864000,"Powiat m.Tarnobrzeg",2016,NA
"38699",2001000,"Powiat augustowski",2016,NA
"38700",2002000,"Powiat białostocki",2016,NA
"38701",2003000,"Powiat bielski",2016,NA
"38702",2004000,"Powiat grajewski",2016,NA
"38703",2005000,"Powiat hajnowski",2016,NA
"38704",2006000,"Powiat kolneński",2016,NA
"38705",2007000,"Powiat łomżyński",2016,NA
"38706",2008000,"Powiat moniecki",2016,NA
"38707",2009000,"Powiat sejneński",2016,NA
"38708",2010000,"Powiat siemiatycki",2016,NA
"38709",2011000,"Powiat sokólski",2016,NA
"38710",2012000,"Powiat suwalski",2016,NA
"38711",2013000,"Powiat wysokomazowiecki",2016,NA
"38712",2014000,"Powiat zambrowski",2016,NA
"38713",2061000,"Powiat m.Białystok",2016,NA
"38714",2062000,"Powiat m.Łomża",2016,NA
"38715",2063000,"Powiat m.Suwałki",2016,NA
"38716",2201000,"Powiat bytowski",2016,NA
"38717",2202000,"Powiat chojnicki",2016,NA
"38718",2203000,"Powiat człuchowski",2016,NA
"38719",2204000,"Powiat gdański",2016,NA
"38720",2205000,"Powiat kartuski",2016,NA
"38721",2206000,"Powiat kościerski",2016,NA
"38722",2207000,"Powiat kwidzyński",2016,NA
"38723",2208000,"Powiat lęborski",2016,NA
"38724",2209000,"Powiat malborski",2016,NA
"38725",2210000,"Powiat nowodworski",2016,NA
"38726",2211000,"Powiat pucki",2016,NA
"38727",2212000,"Powiat słupski",2016,NA
"38728",2213000,"Powiat starogardzki",2016,NA
"38729",2214000,"Powiat tczewski",2016,NA
"38730",2215000,"Powiat wejherowski",2016,NA
"38731",2216000,"Powiat sztumski",2016,NA
"38732",2261000,"Powiat m.Gdańsk",2016,NA
"38733",2262000,"Powiat m.Gdynia",2016,NA
"38734",2263000,"Powiat m.Słupsk",2016,NA
"38735",2264000,"Powiat m.Sopot",2016,NA
"38736",2401000,"Powiat będziński",2016,NA
"38737",2402000,"Powiat bielski",2016,NA
"38738",2403000,"Powiat cieszyński",2016,NA
"38739",2404000,"Powiat częstochowski",2016,NA
"38740",2405000,"Powiat gliwicki",2016,NA
"38741",2406000,"Powiat kłobucki",2016,NA
"38742",2407000,"Powiat lubliniecki",2016,NA
"38743",2408000,"Powiat mikołowski",2016,NA
"38744",2409000,"Powiat myszkowski",2016,NA
"38745",2410000,"Powiat pszczyński",2016,NA
"38746",2411000,"Powiat raciborski",2016,NA
"38747",2412000,"Powiat rybnicki",2016,NA
"38748",2413000,"Powiat tarnogórski",2016,NA
"38749",2414000,"Powiat bieruńsko-lędziński",2016,NA
"38750",2415000,"Powiat wodzisławski",2016,NA
"38751",2416000,"Powiat zawierciański",2016,NA
"38752",2417000,"Powiat żywiecki",2016,NA
"38753",2461000,"Powiat m.Bielsko-Biała",2016,NA
"38754",2462000,"Powiat m.Bytom",2016,NA
"38755",2463000,"Powiat m.Chorzów",2016,NA
"38756",2464000,"Powiat m.Częstochowa",2016,NA
"38757",2465000,"Powiat m.Dąbrowa Górnicza",2016,NA
"38758",2466000,"Powiat m.Gliwice",2016,NA
"38759",2467000,"Powiat m.Jastrzębie-Zdrój",2016,NA
"38760",2468000,"Powiat m.Jaworzno",2016,NA
"38761",2469000,"Powiat m.Katowice",2016,NA
"38762",2470000,"Powiat m.Mysłowice",2016,NA
"38763",2471000,"Powiat m.Piekary Śląskie",2016,NA
"38764",2472000,"Powiat m.Ruda Śląska",2016,NA
"38765",2473000,"Powiat m.Rybnik",2016,NA
"38766",2474000,"Powiat m.Siemianowice Śląskie",2016,NA
"38767",2475000,"Powiat m.Sosnowiec",2016,NA
"38768",2476000,"Powiat m.Świętochłowice",2016,NA
"38769",2477000,"Powiat m.Tychy",2016,NA
"38770",2478000,"Powiat m.Zabrze",2016,NA
"38771",2479000,"Powiat m.Żory",2016,NA
"38772",2601000,"Powiat buski",2016,NA
