"","Kod","Nazwa","rok","Wydatki_powiatow_ogolem_ogolem_zl"
"4628",2401000,"Powiat będziński",2013,110597662.22
"4629",2402000,"Powiat bielski",2013,108092587.71
"4630",2403000,"Powiat cieszyński",2013,146531546.29
"4631",2404000,"Powiat częstochowski",2013,97408146
"4632",2405000,"Powiat gliwicki",2013,68931564.39
"4633",2406000,"Powiat kłobucki",2013,52250844.95
"4634",2407000,"Powiat lubliniecki",2013,88894863.27
"4635",2408000,"Powiat mikołowski",2013,82358059.02
"4636",2409000,"Powiat myszkowski",2013,66616845.14
"4637",2410000,"Powiat pszczyński",2013,93551514.04
"4638",2411000,"Powiat raciborski",2013,103160516.61
"4639",2412000,"Powiat rybnicki",2013,37796543.13
"4640",2413000,"Powiat tarnogórski",2013,132355487.29
"4641",2414000,"Powiat bieruńsko-lędziński",2013,54894314.84
"4642",2415000,"Powiat wodzisławski",2013,129122013.78
"4643",2416000,"Powiat zawierciański",2013,117372232.22
"4644",2417000,"Powiat żywiecki",2013,137266697.67
"4645",2601000,"Powiat buski",2013,85127138.67
"4646",2602000,"Powiat jędrzejowski",2013,81663480.62
"4647",2603000,"Powiat kazimierski",2013,44126845.88
"4648",2604000,"Powiat kielecki",2013,135653342.02
"4649",2605000,"Powiat konecki",2013,77262436.25
"4650",2606000,"Powiat opatowski",2013,74948988.82
"4651",2607000,"Powiat ostrowiecki",2013,119689113.89
"4652",2608000,"Powiat pińczowski",2013,39766463.49
"4653",2609000,"Powiat sandomierski",2013,75022948.73
"4654",2610000,"Powiat skarżyski",2013,98294013.22
"4655",2611000,"Powiat starachowicki",2013,92953452.17
"4656",2612000,"Powiat staszowski",2013,55590672.68
"4657",2613000,"Powiat włoszczowski",2013,45456039.53
"4658",2801000,"Powiat bartoszycki",2013,67719773.94
"4659",2802000,"Powiat braniewski",2013,45637827.43
"4660",2803000,"Powiat działdowski",2013,54936817.58
"4661",2804000,"Powiat elbląski",2013,62411929.44
"4662",2805000,"Powiat ełcki",2013,107129257.89
"4663",2806000,"Powiat giżycki",2013,73320456.51
"4664",2807000,"Powiat iławski",2013,89321783.56
"4665",2808000,"Powiat kętrzyński",2013,70380941.95
"4666",2809000,"Powiat lidzbarski",2013,84834126.7
"4667",2810000,"Powiat mrągowski",2013,50667338.94
"4668",2811000,"Powiat nidzicki",2013,36850945.41
"4669",2812000,"Powiat nowomiejski",2013,36921572.27
"4670",2813000,"Powiat olecki",2013,44060524.6
"4671",2814000,"Powiat olsztyński",2013,103350490.69
"4672",2815000,"Powiat ostródzki",2013,115791712.68
"4673",2816000,"Powiat piski",2013,67556859.89
"4674",2817000,"Powiat szczycieński",2013,76666247.73
"4675",2818000,"Powiat gołdapski",2013,38024035.26
"4676",2819000,"Powiat węgorzewski",2013,34392031.77
"4677",3001000,"Powiat chodzieski",2013,44655443.18
"4678",3002000,"Powiat czarnkowsko-trzcianecki",2013,83310157.1
"4679",3003000,"Powiat gnieźnieński",2013,118704204.18
"4680",3004000,"Powiat gostyński",2013,68757655.79
"4681",3005000,"Powiat grodziski",2013,37466703.83
"4682",3006000,"Powiat jarociński",2013,64131103.95
"4683",3007000,"Powiat kaliski",2013,42443123.14
"4684",3008000,"Powiat kępiński",2013,51223388.61
"4685",3009000,"Powiat kolski",2013,72280456.53
"4686",3010000,"Powiat koniński",2013,77059377.04
"4687",3011000,"Powiat kościański",2013,64886915.15
"4688",3012000,"Powiat krotoszyński",2013,73968819.02
"4689",3013000,"Powiat leszczyński",2013,34927491.48
"4690",3014000,"Powiat międzychodzki",2013,47929119.44
"4691",3015000,"Powiat nowotomyski",2013,53531717.49
"4692",3016000,"Powiat obornicki",2013,41484426.7
"4693",3017000,"Powiat ostrowski",2013,127656125.57
"4694",3018000,"Powiat ostrzeszowski",2013,55814550.84
"4695",3019000,"Powiat pilski",2013,138684518.35
"4696",3020000,"Powiat pleszewski",2013,86497922.19
"4697",3021000,"Powiat poznański",2013,220348088.16
"4698",3022000,"Powiat rawicki",2013,46494712.97
"4699",3023000,"Powiat słupecki",2013,63147281.28
"4700",3024000,"Powiat szamotulski",2013,67437504.29
"4701",3025000,"Powiat średzki",2013,41181096.2
"4702",3026000,"Powiat śremski",2013,53984667.72
"4703",3027000,"Powiat turecki",2013,81309652.97
"4704",3028000,"Powiat wągrowiecki",2013,67430451.47
"4705",3029000,"Powiat wolsztyński",2013,49643991.92
"4706",3030000,"Powiat wrzesiński",2013,60634825.55
"4707",3031000,"Powiat złotowski",2013,57515910.02
"4708",3201000,"Powiat białogardzki",2013,51483534.1
"4709",3202000,"Powiat choszczeński",2013,50276861.04
"4710",3203000,"Powiat drawski",2013,65870195.99
"4711",3204000,"Powiat goleniowski",2013,77549764.8
"4712",3205000,"Powiat gryficki",2013,75063101.82
"4713",3206000,"Powiat gryfiński",2013,70353786.61
"4714",3207000,"Powiat kamieński",2013,45309974.24
"4715",3208000,"Powiat kołobrzeski",2013,85237564.18
"4716",3209000,"Powiat koszaliński",2013,72004238.86
"4717",3210000,"Powiat myśliborski",2013,87855830.58
"4718",3211000,"Powiat policki",2013,75112169.69
"4719",3212000,"Powiat pyrzycki",2013,42936260.32
"4720",3213000,"Powiat sławieński",2013,53165281.19
"4721",3214000,"Powiat stargardzki",2013,99537042.25
"4722",3215000,"Powiat szczecinecki",2013,92378639.06
"4723",3216000,"Powiat świdwiński",2013,58822565.42
"4724",3217000,"Powiat wałecki",2013,61245590.5
"4725",3218000,"Powiat łobeski",2013,34186813.55
"4726",201000,"Powiat bolesławiecki",2014,75369281.2
"4727",202000,"Powiat dzierżoniowski",2014,93058782.65
"4728",203000,"Powiat głogowski",2014,118623324.88
"4729",204000,"Powiat górowski",2014,38123299.14
"4730",205000,"Powiat jaworski",2014,53233898.63
"4731",206000,"Powiat jeleniogórski",2014,64812905.57
"4732",207000,"Powiat kamiennogórski",2014,49101862.36
"4733",208000,"Powiat kłodzki",2014,170297008
"4734",209000,"Powiat legnicki",2014,59989890.06
"4735",210000,"Powiat lubański",2014,61488490.2
"4736",211000,"Powiat lubiński",2014,107395357.69
"4737",212000,"Powiat lwówecki",2014,53182412.63
"4738",213000,"Powiat milicki",2014,57085476.84
"4739",214000,"Powiat oleśnicki",2014,95518485.55
"4740",215000,"Powiat oławski",2014,61069729.05
"4741",216000,"Powiat polkowicki",2014,78565076.58
"4742",217000,"Powiat strzeliński",2014,47970202.52
"4743",218000,"Powiat średzki",2014,37203815.73
"4744",219000,"Powiat świdnicki",2014,133569026.11
"4745",220000,"Powiat trzebnicki",2014,77964486.38
"4746",221000,"Powiat wałbrzyski",2014,46962009.62
"4747",222000,"Powiat wołowski",2014,67542285.78
"4748",223000,"Powiat wrocławski",2014,105736899.08
"4749",224000,"Powiat ząbkowicki",2014,77688190.48
"4750",225000,"Powiat zgorzelecki",2014,93663235.45
"4751",226000,"Powiat złotoryjski",2014,44025069.51
"4752",401000,"Powiat aleksandrowski",2014,45060715.66
"4753",402000,"Powiat brodnicki",2014,67258821
"4754",403000,"Powiat bydgoski",2014,74788228.47
"4755",404000,"Powiat chełmiński",2014,52661631.92
"4756",405000,"Powiat golubsko-dobrzyński",2014,47278170.73
"4757",406000,"Powiat grudziądzki",2014,25780099.32
"4758",407000,"Powiat inowrocławski",2014,154886696.77
"4759",408000,"Powiat lipnowski",2014,63332356.02
"4760",409000,"Powiat mogileński",2014,61168614.05
"4761",410000,"Powiat nakielski",2014,86174274.53
"4762",411000,"Powiat radziejowski",2014,44813997.09
"4763",412000,"Powiat rypiński",2014,43882234.01
"4764",413000,"Powiat sępoleński",2014,54544902.86
"4765",414000,"Powiat świecki",2014,99732303.28
"4766",415000,"Powiat toruński",2014,90981827.2
"4767",416000,"Powiat tucholski",2014,52028756.16
"4768",417000,"Powiat wąbrzeski",2014,41890812.21
"4769",418000,"Powiat włocławski",2014,75661310.77
"4770",419000,"Powiat żniński",2014,71317445.28
"4771",601000,"Powiat bialski",2014,82156111.29
"4772",602000,"Powiat biłgorajski",2014,96630197.87
"4773",603000,"Powiat chełmski",2014,79624922.54
"4774",604000,"Powiat hrubieszowski",2014,57041955.83
"4775",605000,"Powiat janowski",2014,48766550.34
"4776",606000,"Powiat krasnostawski",2014,73329467.72
"4777",607000,"Powiat kraśnicki",2014,97993980.28
"4778",608000,"Powiat lubartowski",2014,89425910.78
"4779",609000,"Powiat lubelski",2014,131470932.17
"4780",610000,"Powiat łęczyński",2014,56036523.39
"4781",611000,"Powiat łukowski",2014,108811496.71
"4782",612000,"Powiat opolski",2014,48997076.47
"4783",613000,"Powiat parczewski",2014,32076842.31
"4784",614000,"Powiat puławski",2014,113997001.15
"4785",615000,"Powiat radzyński",2014,48877679.25
"4786",616000,"Powiat rycki",2014,52881784.84
"4787",617000,"Powiat świdnicki",2014,61309102.82
"4788",618000,"Powiat tomaszowski",2014,73153993.97
"4789",619000,"Powiat włodawski",2014,62882219.19
"4790",620000,"Powiat zamojski",2014,57633603.42
"4791",801000,"Powiat gorzowski",2014,47854826.78
"4792",802000,"Powiat krośnieński",2014,56183732.13
"4793",803000,"Powiat międzyrzecki",2014,59831113.64
"4794",804000,"Powiat nowosolski",2014,75027096.45
"4795",805000,"Powiat słubicki",2014,43478412.9
"4796",806000,"Powiat strzelecko-drezdenecki",2014,40324107.84
"4797",807000,"Powiat sulęciński",2014,40118222.08
"4798",808000,"Powiat świebodziński",2014,59081410.15
"4799",809000,"Powiat zielonogórski",2014,68740463.93
"4800",810000,"Powiat żagański",2014,71874468.2
"4801",811000,"Powiat żarski",2014,105517500.55
"4802",812000,"Powiat wschowski",2014,37813271.7
"4803",1001000,"Powiat bełchatowski",2014,115559246.57
"4804",1002000,"Powiat kutnowski",2014,105004376.42
"4805",1003000,"Powiat łaski",2014,47560105.38
"4806",1004000,"Powiat łęczycki",2014,56172170.48
"4807",1005000,"Powiat łowicki",2014,66682836.95
"4808",1006000,"Powiat łódzki wschodni",2014,46176535.48
"4809",1007000,"Powiat opoczyński",2014,66046751.07
"4810",1008000,"Powiat pabianicki",2014,89018573.07
"4811",1009000,"Powiat pajęczański",2014,41953880.9
"4812",1010000,"Powiat piotrkowski",2014,68052478.11
"4813",1011000,"Powiat poddębicki",2014,36763474.61
"4814",1012000,"Powiat radomszczański",2014,93300163.09
"4815",1013000,"Powiat rawski",2014,48540542.63
"4816",1014000,"Powiat sieradzki",2014,120358745.99
"4817",1015000,"Powiat skierniewicki",2014,21060824.15
"4818",1016000,"Powiat tomaszowski",2014,106143802.91
"4819",1017000,"Powiat wieluński",2014,68710020.71
"4820",1018000,"Powiat wieruszowski",2014,37421844.65
"4821",1019000,"Powiat zduńskowolski",2014,78137115.06
"4822",1020000,"Powiat zgierski",2014,114793231.54
"4823",1021000,"Powiat brzeziński",2014,29681207.83
"4824",1201000,"Powiat bocheński",2014,104942741.33
"4825",1202000,"Powiat brzeski",2014,75700268.46
"4826",1203000,"Powiat chrzanowski",2014,95100890.03
"4827",1204000,"Powiat dąbrowski",2014,50699693.56
"4828",1205000,"Powiat gorlicki",2014,113676474.53
"4829",1206000,"Powiat krakowski",2014,161278907.47
"4830",1207000,"Powiat limanowski",2014,128898136.82
"4831",1208000,"Powiat miechowski",2014,60324687.4
"4832",1209000,"Powiat myślenicki",2014,108989239.01
"4833",1210000,"Powiat nowosądecki",2014,142180276.21
"4834",1211000,"Powiat nowotarski",2014,156809245.57
"4835",1212000,"Powiat olkuski",2014,95924324.59
"4836",1213000,"Powiat oświęcimski",2014,154557830.87
"4837",1214000,"Powiat proszowicki",2014,33701449.25
"4838",1215000,"Powiat suski",2014,82223753.68
"4839",1216000,"Powiat tarnowski",2014,120718703.19
"4840",1217000,"Powiat tatrzański",2014,71379507.73
"4841",1218000,"Powiat wadowicki",2014,115972988.44
"4842",1219000,"Powiat wielicki",2014,72968310.44
"4843",1401000,"Powiat białobrzeski",2014,29794058.43
"4844",1402000,"Powiat ciechanowski",2014,108418656.53
"4845",1403000,"Powiat garwoliński",2014,113527051.48
"4846",1404000,"Powiat gostyniński",2014,49327519.34
"4847",1405000,"Powiat grodziski",2014,82098872.58
"4848",1406000,"Powiat grójecki",2014,88383838.59
"4849",1407000,"Powiat kozienicki",2014,53908583.65
"4850",1408000,"Powiat legionowski",2014,85953892.59
"4851",1409000,"Powiat lipski",2014,43743813.16
"4852",1410000,"Powiat łosicki",2014,44377835.31
"4853",1411000,"Powiat makowski",2014,51116696.91
"4854",1412000,"Powiat miński",2014,122447808.64
"4855",1413000,"Powiat mławski",2014,69102159.77
"4856",1414000,"Powiat nowodworski",2014,53052344.35
"4857",1415000,"Powiat ostrołęcki",2014,73925204.2
"4858",1416000,"Powiat ostrowski",2014,69643847.25
"4859",1417000,"Powiat otwocki",2014,104368163.09
"4860",1418000,"Powiat piaseczyński",2014,182056924.6
"4861",1419000,"Powiat płocki",2014,107011022.96
"4862",1420000,"Powiat płoński",2014,93116057.91
"4863",1421000,"Powiat pruszkowski",2014,118271814.59
"4864",1422000,"Powiat przasnyski",2014,93980628.95
"4865",1423000,"Powiat przysuski",2014,75095339.8
"4866",1424000,"Powiat pułtuski",2014,65647606.09
"4867",1425000,"Powiat radomski",2014,131586393.1
"4868",1426000,"Powiat siedlecki",2014,51979172.98
"4869",1427000,"Powiat sierpecki",2014,54209639.27
"4870",1428000,"Powiat sochaczewski",2014,70780666.19
"4871",1429000,"Powiat sokołowski",2014,49632467.08
"4872",1430000,"Powiat szydłowiecki",2014,37839581.41
"4873",1431000,"Powiat warszawski",2014,NA
"4874",1432000,"Powiat warszawski zachodni",2014,120211941.47
"4875",1433000,"Powiat węgrowski",2014,61348500.87
"4876",1434000,"Powiat wołomiński",2014,163079247.16
"4877",1435000,"Powiat wyszkowski",2014,90211294.24
"4878",1436000,"Powiat zwoleński",2014,40947129.44
"4879",1437000,"Powiat żuromiński",2014,41992225.47
"4880",1438000,"Powiat żyrardowski",2014,57937881.27
"4881",1601000,"Powiat brzeski",2014,75868442.71
"4882",1602000,"Powiat głubczycki",2014,61574469.8
"4883",1603000,"Powiat kędzierzyńsko-kozielski",2014,100673817.62
"4884",1604000,"Powiat kluczborski",2014,79908598.14
"4885",1605000,"Powiat krapkowicki",2014,38423655.53
"4886",1606000,"Powiat namysłowski",2014,44969983.47
"4887",1607000,"Powiat nyski",2014,122488213.7
"4888",1608000,"Powiat oleski",2014,55592247.78
"4889",1609000,"Powiat opolski",2014,72604424.12
"4890",1610000,"Powiat prudnicki",2014,57482969.84
"4891",1611000,"Powiat strzelecki",2014,68694811.61
"4892",1801000,"Powiat bieszczadzki",2014,38800802.92
"4893",1802000,"Powiat brzozowski",2014,58092487.86
"4894",1803000,"Powiat dębicki",2014,110001436.46
"4895",1804000,"Powiat jarosławski",2014,142417951.68
"4896",1805000,"Powiat jasielski",2014,115422736.84
"4897",1806000,"Powiat kolbuszowski",2014,43225679.2
"4898",1807000,"Powiat krośnieński",2014,80391630.71
"4899",1808000,"Powiat leżajski",2014,81631213.43
"4900",1809000,"Powiat lubaczowski",2014,67882660.97
"4901",1810000,"Powiat łańcucki",2014,75890814.59
"4902",1811000,"Powiat mielecki",2014,129379792.03
"4903",1812000,"Powiat niżański",2014,50214146.25
"4904",1813000,"Powiat przemyski",2014,38588606.94
"4905",1814000,"Powiat przeworski",2014,61206808.91
"4906",1815000,"Powiat ropczycko-sędziszowski",2014,71611736.8
"4907",1816000,"Powiat rzeszowski",2014,130083892.63
"4908",1817000,"Powiat sanocki",2014,93557533.94
"4909",1818000,"Powiat stalowowolski",2014,97927169.51
"4910",1819000,"Powiat strzyżowski",2014,67814471.34
"4911",1820000,"Powiat tarnobrzeski",2014,44948247.08
"4912",1821000,"Powiat leski",2014,27907494.84
"4913",2001000,"Powiat augustowski",2014,59842611.14
"4914",2002000,"Powiat białostocki",2014,116171261.72
"4915",2003000,"Powiat bielski",2014,52956419.24
"4916",2004000,"Powiat grajewski",2014,50269053.85
"4917",2005000,"Powiat hajnowski",2014,40426231.22
"4918",2006000,"Powiat kolneński",2014,26075321.91
"4919",2007000,"Powiat łomżyński",2014,33559566.2
"4920",2008000,"Powiat moniecki",2014,42050673.88
"4921",2009000,"Powiat sejneński",2014,21589498.82
"4922",2010000,"Powiat siemiatycki",2014,67053917.96
"4923",2011000,"Powiat sokólski",2014,72893328.69
"4924",2012000,"Powiat suwalski",2014,35916544.1
"4925",2013000,"Powiat wysokomazowiecki",2014,69458446.01
"4926",2014000,"Powiat zambrowski",2014,43128249.58
"4927",2201000,"Powiat bytowski",2014,83440550.01
"4928",2202000,"Powiat chojnicki",2014,100109290.72
"4929",2203000,"Powiat człuchowski",2014,98726972.44
"4930",2204000,"Powiat gdański",2014,81351391.14
"4931",2205000,"Powiat kartuski",2014,98414383.78
"4932",2206000,"Powiat kościerski",2014,65740423.36
"4933",2207000,"Powiat kwidzyński",2014,79509550.64
"4934",2208000,"Powiat lęborski",2014,66822051.66
"4935",2209000,"Powiat malborski",2014,79519286.59
"4936",2210000,"Powiat nowodworski",2014,40193302.89
"4937",2211000,"Powiat pucki",2014,72057491.59
"4938",2212000,"Powiat słupski",2014,80369806.87
"4939",2213000,"Powiat starogardzki",2014,124124977.9
"4940",2214000,"Powiat tczewski",2014,128187243.09
"4941",2215000,"Powiat wejherowski",2014,145369770.69
"4942",2216000,"Powiat sztumski",2014,44310353.08
"4943",2401000,"Powiat będziński",2014,115867646.55
"4944",2402000,"Powiat bielski",2014,116106510.95
"4945",2403000,"Powiat cieszyński",2014,148468515.62
"4946",2404000,"Powiat częstochowski",2014,84598129.1
"4947",2405000,"Powiat gliwicki",2014,74099376.15
"4948",2406000,"Powiat kłobucki",2014,63488487
"4949",2407000,"Powiat lubliniecki",2014,85192603.82
"4950",2408000,"Powiat mikołowski",2014,82381937.3
"4951",2409000,"Powiat myszkowski",2014,64535823.04
"4952",2410000,"Powiat pszczyński",2014,91325008.44
"4953",2411000,"Powiat raciborski",2014,110045301.7
"4954",2412000,"Powiat rybnicki",2014,41046631.48
"4955",2413000,"Powiat tarnogórski",2014,134552792.61
"4956",2414000,"Powiat bieruńsko-lędziński",2014,54201829.47
"4957",2415000,"Powiat wodzisławski",2014,138919673.05
"4958",2416000,"Powiat zawierciański",2014,125508748.33
"4959",2417000,"Powiat żywiecki",2014,132415214.25
"4960",2601000,"Powiat buski",2014,82945889.18
"4961",2602000,"Powiat jędrzejowski",2014,82426712.37
"4962",2603000,"Powiat kazimierski",2014,44883073.11
"4963",2604000,"Powiat kielecki",2014,144136907.44
"4964",2605000,"Powiat konecki",2014,79194948.81
"4965",2606000,"Powiat opatowski",2014,87709996.42
"4966",2607000,"Powiat ostrowiecki",2014,124566880.14
"4967",2608000,"Powiat pińczowski",2014,43204739.07
"4968",2609000,"Powiat sandomierski",2014,78829986.99
"4969",2610000,"Powiat skarżyski",2014,97904054.61
"4970",2611000,"Powiat starachowicki",2014,96543724.43
"4971",2612000,"Powiat staszowski",2014,57222930.83
"4972",2613000,"Powiat włoszczowski",2014,47517395.39
"4973",2801000,"Powiat bartoszycki",2014,72757090.1
"4974",2802000,"Powiat braniewski",2014,45460612.86
"4975",2803000,"Powiat działdowski",2014,56220753.54
"4976",2804000,"Powiat elbląski",2014,51311262.26
"4977",2805000,"Powiat ełcki",2014,96675424.23
"4978",2806000,"Powiat giżycki",2014,71646198.74
"4979",2807000,"Powiat iławski",2014,108518453.81
"4980",2808000,"Powiat kętrzyński",2014,63657114.74
"4981",2809000,"Powiat lidzbarski",2014,85981804.25
"4982",2810000,"Powiat mrągowski",2014,55539515.99
"4983",2811000,"Powiat nidzicki",2014,36036786.78
"4984",2812000,"Powiat nowomiejski",2014,34585936.76
"4985",2813000,"Powiat olecki",2014,46961939.85
"4986",2814000,"Powiat olsztyński",2014,121763770.11
"4987",2815000,"Powiat ostródzki",2014,116400854.95
"4988",2816000,"Powiat piski",2014,68523548.7
"4989",2817000,"Powiat szczycieński",2014,74069772.18
"4990",2818000,"Powiat gołdapski",2014,32320065.43
"4991",2819000,"Powiat węgorzewski",2014,35444339.22
"4992",3001000,"Powiat chodzieski",2014,46754301.32
"4993",3002000,"Powiat czarnkowsko-trzcianecki",2014,82822765.42
"4994",3003000,"Powiat gnieźnieński",2014,117996810.79
"4995",3004000,"Powiat gostyński",2014,68743180.04
"4996",3005000,"Powiat grodziski",2014,34428549.24
"4997",3006000,"Powiat jarociński",2014,68634832.97
"4998",3007000,"Powiat kaliski",2014,48449376.77
"4999",3008000,"Powiat kępiński",2014,52021051.18
"5000",3009000,"Powiat kolski",2014,73751363.08
"5001",3010000,"Powiat koniński",2014,81124195.72
"5002",3011000,"Powiat kościański",2014,61070696.48
"5003",3012000,"Powiat krotoszyński",2014,86937950.08
"5004",3013000,"Powiat leszczyński",2014,36836357.34
"5005",3014000,"Powiat międzychodzki",2014,45812976.4
"5006",3015000,"Powiat nowotomyski",2014,53808631.89
"5007",3016000,"Powiat obornicki",2014,44543986.23
"5008",3017000,"Powiat ostrowski",2014,135508356.57
"5009",3018000,"Powiat ostrzeszowski",2014,57457958.12
"5010",3019000,"Powiat pilski",2014,139140797.17
"5011",3020000,"Powiat pleszewski",2014,91830723.72
"5012",3021000,"Powiat poznański",2014,223466438.83
"5013",3022000,"Powiat rawicki",2014,48778540.54
"5014",3023000,"Powiat słupecki",2014,69910234.81
"5015",3024000,"Powiat szamotulski",2014,74764689.71
"5016",3025000,"Powiat średzki",2014,43975297.93
"5017",3026000,"Powiat śremski",2014,61309200.61
"5018",3027000,"Powiat turecki",2014,74991252.05
"5019",3028000,"Powiat wągrowiecki",2014,74032421.37
"5020",3029000,"Powiat wolsztyński",2014,56040057.93
"5021",3030000,"Powiat wrzesiński",2014,62876677.24
"5022",3031000,"Powiat złotowski",2014,66575522.06
"5023",3201000,"Powiat białogardzki",2014,52007583.61
"5024",3202000,"Powiat choszczeński",2014,56548783.43
"5025",3203000,"Powiat drawski",2014,67816594.19
"5026",3204000,"Powiat goleniowski",2014,84868018.71
"5027",3205000,"Powiat gryficki",2014,79155899.94
"5028",3206000,"Powiat gryfiński",2014,68851371.35
"5029",3207000,"Powiat kamieński",2014,48676663.68
"5030",3208000,"Powiat kołobrzeski",2014,91411163.81
"5031",3209000,"Powiat koszaliński",2014,75074351.27
"5032",3210000,"Powiat myśliborski",2014,72301283.15
"5033",3211000,"Powiat policki",2014,74258367.72
"5034",3212000,"Powiat pyrzycki",2014,42666974.35
"5035",3213000,"Powiat sławieński",2014,53968813.54
"5036",3214000,"Powiat stargardzki",2014,100826896.58
"5037",3215000,"Powiat szczecinecki",2014,98551419.21
"5038",3216000,"Powiat świdwiński",2014,61955366.88
"5039",3217000,"Powiat wałecki",2014,47300112.51
"5040",3218000,"Powiat łobeski",2014,40296617.62
"5041",201000,"Powiat bolesławiecki",2015,74568547.61
"5042",202000,"Powiat dzierżoniowski",2015,89059298.54
"5043",203000,"Powiat głogowski",2015,97110617.23
"5044",204000,"Powiat górowski",2015,35513433.18
"5045",205000,"Powiat jaworski",2015,53804724.51
"5046",206000,"Powiat jeleniogórski",2015,66078948.49
"5047",207000,"Powiat kamiennogórski",2015,43581285.25
"5048",208000,"Powiat kłodzki",2015,172211140.5
"5049",209000,"Powiat legnicki",2015,60206443.24
"5050",210000,"Powiat lubański",2015,59740635.88
"5051",211000,"Powiat lubiński",2015,80768427.8
"5052",212000,"Powiat lwówecki",2015,53360715.61
"5053",213000,"Powiat milicki",2015,49970656.61
"5054",214000,"Powiat oleśnicki",2015,91583006.51
"5055",215000,"Powiat oławski",2015,67840686.5
"5056",216000,"Powiat polkowicki",2015,67650842.82
"5057",217000,"Powiat strzeliński",2015,46499603.18
"5058",218000,"Powiat średzki",2015,38402771.2
"5059",219000,"Powiat świdnicki",2015,128609910.96
"5060",220000,"Powiat trzebnicki",2015,74630620.98
"5061",221000,"Powiat wałbrzyski",2015,46483956.45
"5062",222000,"Powiat wołowski",2015,59860273.24
"5063",223000,"Powiat wrocławski",2015,103456494.35
"5064",224000,"Powiat ząbkowicki",2015,75635526.89
"5065",225000,"Powiat zgorzelecki",2015,87367647.32
"5066",226000,"Powiat złotoryjski",2015,46328253.37
"5067",401000,"Powiat aleksandrowski",2015,48983335.68
"5068",402000,"Powiat brodnicki",2015,68960368.42
"5069",403000,"Powiat bydgoski",2015,65912806.68
"5070",404000,"Powiat chełmiński",2015,56033769.64
"5071",405000,"Powiat golubsko-dobrzyński",2015,45318734.36
"5072",406000,"Powiat grudziądzki",2015,26133978.74
"5073",407000,"Powiat inowrocławski",2015,142011428.44
"5074",408000,"Powiat lipnowski",2015,58914512.61
"5075",409000,"Powiat mogileński",2015,62969874.81
"5076",410000,"Powiat nakielski",2015,80837607.29
"5077",411000,"Powiat radziejowski",2015,46493187.04
"5078",412000,"Powiat rypiński",2015,48046311.74
"5079",413000,"Powiat sępoleński",2015,55252784.14
"5080",414000,"Powiat świecki",2015,94935177.88
"5081",415000,"Powiat toruński",2015,83341444.62
"5082",416000,"Powiat tucholski",2015,53219908.54
"5083",417000,"Powiat wąbrzeski",2015,41024880.52
"5084",418000,"Powiat włocławski",2015,75024214.87
"5085",419000,"Powiat żniński",2015,65698489.49
"5086",601000,"Powiat bialski",2015,83171635.58
"5087",602000,"Powiat biłgorajski",2015,92763696.15
"5088",603000,"Powiat chełmski",2015,70253200.81
"5089",604000,"Powiat hrubieszowski",2015,67558181.77
"5090",605000,"Powiat janowski",2015,49538940.77
"5091",606000,"Powiat krasnostawski",2015,78857079.39
"5092",607000,"Powiat kraśnicki",2015,95856268
"5093",608000,"Powiat lubartowski",2015,77503724.67
"5094",609000,"Powiat lubelski",2015,134539189.7
"5095",610000,"Powiat łęczyński",2015,51707509.88
"5096",611000,"Powiat łukowski",2015,96113750.95
"5097",612000,"Powiat opolski",2015,44590215.06
"5098",613000,"Powiat parczewski",2015,37245314.16
"5099",614000,"Powiat puławski",2015,112762606.79
"5100",615000,"Powiat radzyński",2015,52598825.19
"5101",616000,"Powiat rycki",2015,54920639.59
"5102",617000,"Powiat świdnicki",2015,62618415.82
"5103",618000,"Powiat tomaszowski",2015,69093828.89
"5104",619000,"Powiat włodawski",2015,49641352.34
"5105",620000,"Powiat zamojski",2015,51934805.41
"5106",801000,"Powiat gorzowski",2015,91286374.67
"5107",802000,"Powiat krośnieński",2015,53102479.26
"5108",803000,"Powiat międzyrzecki",2015,71172215.63
"5109",804000,"Powiat nowosolski",2015,71511739.71
"5110",805000,"Powiat słubicki",2015,40999167.37
"5111",806000,"Powiat strzelecko-drezdenecki",2015,41337546.47
"5112",807000,"Powiat sulęciński",2015,37571591.35
"5113",808000,"Powiat świebodziński",2015,50906123.15
"5114",809000,"Powiat zielonogórski",2015,66955373.81
"5115",810000,"Powiat żagański",2015,64186965.42
"5116",811000,"Powiat żarski",2015,93448530.75
"5117",812000,"Powiat wschowski",2015,36477240.42
"5118",1001000,"Powiat bełchatowski",2015,123543399.79
"5119",1002000,"Powiat kutnowski",2015,97906707.92
"5120",1003000,"Powiat łaski",2015,37974260.58
"5121",1004000,"Powiat łęczycki",2015,55356008.12
"5122",1005000,"Powiat łowicki",2015,69348871.99
"5123",1006000,"Powiat łódzki wschodni",2015,44807964.57
"5124",1007000,"Powiat opoczyński",2015,76043131.31
"5125",1008000,"Powiat pabianicki",2015,85523533.28
"5126",1009000,"Powiat pajęczański",2015,36850389.23
"5127",1010000,"Powiat piotrkowski",2015,64934930.06
"5128",1011000,"Powiat poddębicki",2015,39277074.97
"5129",1012000,"Powiat radomszczański",2015,95755581.92
"5130",1013000,"Powiat rawski",2015,48497549.67
"5131",1014000,"Powiat sieradzki",2015,113850219.46
"5132",1015000,"Powiat skierniewicki",2015,16756218.1
"5133",1016000,"Powiat tomaszowski",2015,100319047.1
