"","Kod","Nazwa","rok","Liczba_ludnosci_na_1_miejsce_w_kinach_stalych_ogolem_osoba"
"2439",1415000,"Powiat ostrołęcki",2008,0
"2440",1416000,"Powiat ostrowski",2008,340
"2441",1417000,"Powiat otwocki",2008,309
"2442",1418000,"Powiat piaseczyński",2008,1467
"2443",1419000,"Powiat płocki",2008,0
"2444",1420000,"Powiat płoński",2008,199
"2445",1421000,"Powiat pruszkowski",2008,65
"2446",1422000,"Powiat przasnyski",2008,203
"2447",1423000,"Powiat przysuski",2008,197
"2448",1424000,"Powiat pułtuski",2008,227
"2449",1425000,"Powiat radomski",2008,0
"2450",1426000,"Powiat siedlecki",2008,0
"2451",1427000,"Powiat sierpecki",2008,0
"2452",1428000,"Powiat sochaczewski",2008,233
"2453",1429000,"Powiat sokołowski",2008,155
"2454",1430000,"Powiat szydłowiecki",2008,0
"2455",1432000,"Powiat warszawski zachodni",2008,0
"2456",1433000,"Powiat węgrowski",2008,240
"2457",1434000,"Powiat wołomiński",2008,526
"2458",1435000,"Powiat wyszkowski",2008,1360
"2459",1436000,"Powiat zwoleński",2008,0
"2460",1437000,"Powiat żuromiński",2008,189
"2461",1438000,"Powiat żyrardowski",2008,511
"2462",1461000,"Powiat m.Ostrołęka",2008,140
"2463",1462000,"Powiat m.Płock",2008,179
"2464",1463000,"Powiat m.Radom",2008,167
"2465",1464000,"Powiat m.Siedlce",2008,316
"2466",1465000,"Powiat m. st. Warszawa",2008,54
"2467",1601000,"Powiat brzeski",2008,200
"2468",1602000,"Powiat głubczycki",2008,0
"2469",1603000,"Powiat kędzierzyńsko-kozielski",2008,0
"2470",1604000,"Powiat kluczborski",2008,230
"2471",1605000,"Powiat krapkowicki",2008,99
"2472",1606000,"Powiat namysłowski",2008,0
"2473",1607000,"Powiat nyski",2008,160
"2474",1608000,"Powiat oleski",2008,123
"2475",1609000,"Powiat opolski",2008,269
"2476",1610000,"Powiat prudnicki",2008,0
"2477",1611000,"Powiat strzelecki",2008,0
"2478",1661000,"Powiat m.Opole",2008,94
"2479",1801000,"Powiat bieszczadzki",2008,116
"2480",1802000,"Powiat brzozowski",2008,220
"2481",1803000,"Powiat dębicki",2008,249
"2482",1804000,"Powiat jarosławski",2008,358
"2483",1805000,"Powiat jasielski",2008,579
"2484",1806000,"Powiat kolbuszowski",2008,0
"2485",1807000,"Powiat krośnieński",2008,215
"2486",1808000,"Powiat leżajski",2008,96
"2487",1809000,"Powiat lubaczowski",2008,279
"2488",1810000,"Powiat łańcucki",2008,194
"2489",1811000,"Powiat mielecki",2008,257
"2490",1812000,"Powiat niżański",2008,144
"2491",1813000,"Powiat przemyski",2008,318
"2492",1814000,"Powiat przeworski",2008,177
"2493",1815000,"Powiat ropczycko-sędziszowski",2008,151
"2494",1816000,"Powiat rzeszowski",2008,0
"2495",1817000,"Powiat sanocki",2008,278
"2496",1818000,"Powiat stalowowolski",2008,95
"2497",1819000,"Powiat strzyżowski",2008,202
"2498",1820000,"Powiat tarnobrzeski",2008,242
"2499",1821000,"Powiat leski",2008,180
"2500",1861000,"Powiat m.Krosno",2008,144
"2501",1862000,"Powiat m.Przemyśl",2008,128
"2502",1863000,"Powiat m.Rzeszów",2008,99
"2503",1864000,"Powiat m.Tarnobrzeg",2008,156
"2504",2001000,"Powiat augustowski",2008,0
"2505",2002000,"Powiat białostocki",2008,477
"2506",2003000,"Powiat bielski",2008,0
"2507",2004000,"Powiat grajewski",2008,168
"2508",2005000,"Powiat hajnowski",2008,228
"2509",2006000,"Powiat kolneński",2008,141
"2510",2007000,"Powiat łomżyński",2008,0
"2511",2008000,"Powiat moniecki",2008,0
"2512",2009000,"Powiat sejneński",2008,0
"2513",2010000,"Powiat siemiatycki",2008,280
"2514",2011000,"Powiat sokólski",2008,128
"2515",2012000,"Powiat suwalski",2008,0
"2516",2013000,"Powiat wysokomazowiecki",2008,126
"2517",2014000,"Powiat zambrowski",2008,0
"2518",2061000,"Powiat m.Białystok",2008,67
"2519",2062000,"Powiat m.Łomża",2008,318
"2520",2063000,"Powiat m.Suwałki",2008,350
"2521",2201000,"Powiat bytowski",2008,124
"2522",2202000,"Powiat chojnicki",2008,172
"2523",2203000,"Powiat człuchowski",2008,239
"2524",2204000,"Powiat gdański",2008,0
"2525",2205000,"Powiat kartuski",2008,0
"2526",2206000,"Powiat kościerski",2008,0
"2527",2207000,"Powiat kwidzyński",2008,218
"2528",2208000,"Powiat lęborski",2008,307
"2529",2209000,"Powiat malborski",2008,279
"2530",2210000,"Powiat nowodworski",2008,0
"2531",2211000,"Powiat pucki",2008,391
"2532",2212000,"Powiat słupski",2008,318
"2533",2213000,"Powiat starogardzki",2008,363
"2534",2214000,"Powiat tczewski",2008,0
"2535",2215000,"Powiat wejherowski",2008,1260
"2536",2216000,"Powiat sztumski",2008,139
"2537",2261000,"Powiat m.Gdańsk",2008,58
"2538",2262000,"Powiat m.Gdynia",2008,117
"2539",2263000,"Powiat m.Słupsk",2008,137
"2540",2264000,"Powiat m.Sopot",2008,105
"2541",2401000,"Powiat będziński",2008,927
"2542",2402000,"Powiat bielski",2008,1453
"2543",2403000,"Powiat cieszyński",2008,247
"2544",2404000,"Powiat częstochowski",2008,0
"2545",2405000,"Powiat gliwicki",2008,600
"2546",2406000,"Powiat kłobucki",2008,176
"2547",2407000,"Powiat lubliniecki",2008,143
"2548",2408000,"Powiat mikołowski",2008,0
"2549",2409000,"Powiat myszkowski",2008,166
"2550",2410000,"Powiat pszczyński",2008,0
"2551",2411000,"Powiat raciborski",2008,204
"2552",2412000,"Powiat rybnicki",2008,0
"2553",2413000,"Powiat tarnogórski",2008,280
"2554",2414000,"Powiat bieruńsko-lędziński",2008,159
"2555",2415000,"Powiat wodzisławski",2008,209
"2556",2416000,"Powiat zawierciański",2008,229
"2557",2417000,"Powiat żywiecki",2008,614
"2558",2461000,"Powiat m.Bielsko-Biała",2008,106
"2559",2462000,"Powiat m.Bytom",2008,369
"2560",2463000,"Powiat m.Chorzów",2008,223
"2561",2464000,"Powiat m.Częstochowa",2008,128
"2562",2465000,"Powiat m.Dąbrowa Górnicza",2008,79
"2563",2466000,"Powiat m.Gliwice",2008,69
"2564",2467000,"Powiat m.Jastrzębie-Zdrój",2008,123
"2565",2468000,"Powiat m.Jaworzno",2008,0
"2566",2469000,"Powiat m.Katowice",2008,34
"2567",2470000,"Powiat m.Mysłowice",2008,417
"2568",2471000,"Powiat m.Piekary Śląskie",2008,0
"2569",2472000,"Powiat m.Ruda Śląska",2008,75
"2570",2473000,"Powiat m.Rybnik",2008,39
"2571",2474000,"Powiat m.Siemianowice Śląskie",2008,174
"2572",2475000,"Powiat m.Sosnowiec",2008,106
"2573",2476000,"Powiat m.Świętochłowice",2008,0
"2574",2477000,"Powiat m.Tychy",2008,106
"2575",2478000,"Powiat m.Zabrze",2008,57
"2576",2479000,"Powiat m.Żory",2008,218
"2577",2601000,"Powiat buski",2008,186
"2578",2602000,"Powiat jędrzejowski",2008,397
"2579",2603000,"Powiat kazimierski",2008,0
"2580",2604000,"Powiat kielecki",2008,0
"2581",2605000,"Powiat konecki",2008,171
"2582",2606000,"Powiat opatowski",2008,0
"2583",2607000,"Powiat ostrowiecki",2008,248
"2584",2608000,"Powiat pińczowski",2008,0
"2585",2609000,"Powiat sandomierski",2008,0
"2586",2610000,"Powiat skarżyski",2008,120
"2587",2611000,"Powiat starachowicki",2008,168
"2588",2612000,"Powiat staszowski",2008,287
"2589",2613000,"Powiat włoszczowski",2008,0
"2590",2661000,"Powiat m.Kielce",2008,99
"2591",2801000,"Powiat bartoszycki",2008,0
"2592",2802000,"Powiat braniewski",2008,0
"2593",2803000,"Powiat działdowski",2008,261
"2594",2804000,"Powiat elbląski",2008,154
"2595",2805000,"Powiat ełcki",2008,429
"2596",2806000,"Powiat giżycki",2008,113
"2597",2807000,"Powiat iławski",2008,219
"2598",2808000,"Powiat kętrzyński",2008,261
"2599",2809000,"Powiat lidzbarski",2008,142
"2600",2810000,"Powiat mrągowski",2008,111
"2601",2811000,"Powiat nidzicki",2008,0
"2602",2812000,"Powiat nowomiejski",2008,199
"2603",2813000,"Powiat olecki",2008,95
"2604",2814000,"Powiat olsztyński",2008,752
"2605",2815000,"Powiat ostródzki",2008,343
"2606",2816000,"Powiat piski",2008,0
"2607",2817000,"Powiat szczycieński",2008,0
"2608",2818000,"Powiat gołdapski",2008,0
"2609",2819000,"Powiat węgorzewski",2008,0
"2610",2861000,"Powiat m.Elbląg",2008,74
"2611",2862000,"Powiat m.Olsztyn",2008,135
"2612",3001000,"Powiat chodzieski",2008,260
"2613",3002000,"Powiat czarnkowsko-trzcianecki",2008,149
"2614",3003000,"Powiat gnieźnieński",2008,260
"2615",3004000,"Powiat gostyński",2008,169
"2616",3005000,"Powiat grodziski",2008,0
"2617",3006000,"Powiat jarociński",2008,0
"2618",3007000,"Powiat kaliski",2008,0
"2619",3008000,"Powiat kępiński",2008,241
"2620",3009000,"Powiat kolski",2008,295
"2621",3010000,"Powiat koniński",2008,746
"2622",3011000,"Powiat kościański",2008,0
"2623",3012000,"Powiat krotoszyński",2008,216
"2624",3013000,"Powiat leszczyński",2008,0
"2625",3014000,"Powiat międzychodzki",2008,0
"2626",3015000,"Powiat nowotomyski",2008,537
"2627",3016000,"Powiat obornicki",2008,0
"2628",3017000,"Powiat ostrowski",2008,397
"2629",3018000,"Powiat ostrzeszowski",2008,184
"2630",3019000,"Powiat pilski",2008,124
"2631",3020000,"Powiat pleszewski",2008,407
"2632",3021000,"Powiat poznański",2008,1442
"2633",3022000,"Powiat rawicki",2008,0
"2634",3023000,"Powiat słupecki",2008,366
"2635",3024000,"Powiat szamotulski",2008,472
"2636",3025000,"Powiat średzki",2008,0
"2637",3026000,"Powiat śremski",2008,509
"2638",3027000,"Powiat turecki",2008,279
"2639",3028000,"Powiat wągrowiecki",2008,280
"2640",3029000,"Powiat wolsztyński",2008,0
"2641",3030000,"Powiat wrzesiński",2008,350
"2642",3031000,"Powiat złotowski",2008,409
"2643",3061000,"Powiat m.Kalisz",2008,140
"2644",3062000,"Powiat m.Konin",2008,56
"2645",3063000,"Powiat m.Leszno",2008,0
"2646",3064000,"Powiat m.Poznań",2008,37
"2647",3201000,"Powiat białogardzki",2008,0
"2648",3202000,"Powiat choszczeński",2008,83
"2649",3203000,"Powiat drawski",2008,0
"2650",3204000,"Powiat goleniowski",2008,162
"2651",3205000,"Powiat gryficki",2008,128
"2652",3206000,"Powiat gryfiński",2008,598
"2653",3207000,"Powiat kamieński",2008,368
"2654",3208000,"Powiat kołobrzeski",2008,176
"2655",3209000,"Powiat koszaliński",2008,249
"2656",3210000,"Powiat myśliborski",2008,0
"2657",3211000,"Powiat policki",2008,272
"2658",3212000,"Powiat pyrzycki",2008,0
"2659",3213000,"Powiat sławieński",2008,133
"2660",3214000,"Powiat stargardzki",2008,303
"2661",3215000,"Powiat szczecinecki",2008,258
"2662",3216000,"Powiat świdwiński",2008,88
"2663",3217000,"Powiat wałecki",2008,131
"2664",3218000,"Powiat łobeski",2008,0
"2665",3261000,"Powiat m.Koszalin",2008,252
"2666",3262000,"Powiat m.Szczecin",2008,113
"2667",3263000,"Powiat m.Świnoujście",2008,0
"2668",201000,"Powiat bolesławiecki",2009,159
"2669",202000,"Powiat dzierżoniowski",2009,157
"2670",203000,"Powiat głogowski",2009,174
"2671",204000,"Powiat górowski",2009,113
"2672",205000,"Powiat jaworski",2009,0
"2673",206000,"Powiat jeleniogórski",2009,0
"2674",207000,"Powiat kamiennogórski",2009,131
"2675",208000,"Powiat kłodzki",2009,160
"2676",209000,"Powiat legnicki",2009,0
"2677",210000,"Powiat lubański",2009,85
"2678",211000,"Powiat lubiński",2009,63
"2679",212000,"Powiat lwówecki",2009,0
"2680",213000,"Powiat milicki",2009,0
"2681",214000,"Powiat oleśnicki",2009,0
"2682",215000,"Powiat oławski",2009,0
"2683",216000,"Powiat polkowicki",2009,177
"2684",217000,"Powiat strzeliński",2009,0
"2685",218000,"Powiat średzki",2009,264
"2686",219000,"Powiat świdnicki",2009,118
"2687",220000,"Powiat trzebnicki",2009,0
"2688",221000,"Powiat wałbrzyski",2009,201
"2689",222000,"Powiat wołowski",2009,204
"2690",223000,"Powiat wrocławski",2009,0
"2691",224000,"Powiat ząbkowicki",2009,163
"2692",225000,"Powiat zgorzelecki",2009,246
"2693",226000,"Powiat złotoryjski",2009,216
"2694",261000,"Powiat m.Jelenia Góra",2009,67
"2695",262000,"Powiat m.Legnica",2009,57
"2696",263000,"Powiat m.Wałbrzych do 2002",2009,NA
"2697",264000,"Powiat m.Wrocław",2009,47
"2698",265000,"Powiat m.Wałbrzych od 2013",2009,NA
"2699",401000,"Powiat aleksandrowski",2009,0
"2700",402000,"Powiat brodnicki",2009,0
"2701",403000,"Powiat bydgoski",2009,0
"2702",404000,"Powiat chełmiński",2009,0
"2703",405000,"Powiat golubsko-dobrzyński",2009,0
"2704",406000,"Powiat grudziądzki",2009,0
"2705",407000,"Powiat inowrocławski",2009,0
"2706",408000,"Powiat lipnowski",2009,463
"2707",409000,"Powiat mogileński",2009,172
"2708",410000,"Powiat nakielski",2009,161
"2709",411000,"Powiat radziejowski",2009,0
"2710",412000,"Powiat rypiński",2009,0
"2711",413000,"Powiat sępoleński",2009,74
"2712",414000,"Powiat świecki",2009,265
"2713",415000,"Powiat toruński",2009,0
"2714",416000,"Powiat tucholski",2009,0
"2715",417000,"Powiat wąbrzeski",2009,104
"2716",418000,"Powiat włocławski",2009,0
"2717",419000,"Powiat żniński",2009,0
"2718",461000,"Powiat m.Bydgoszcz",2009,72
"2719",462000,"Powiat m.Grudziądz",2009,450
"2720",463000,"Powiat m.Toruń",2009,73
"2721",464000,"Powiat m.Włocławek",2009,94
"2722",601000,"Powiat bialski",2009,344
"2723",602000,"Powiat biłgorajski",2009,340
"2724",603000,"Powiat chełmski",2009,0
"2725",604000,"Powiat hrubieszowski",2009,168
"2726",605000,"Powiat janowski",2009,0
"2727",606000,"Powiat krasnostawski",2009,320
"2728",607000,"Powiat kraśnicki",2009,199
"2729",608000,"Powiat lubartowski",2009,466
"2730",609000,"Powiat lubelski",2009,0
"2731",610000,"Powiat łęczyński",2009,0
"2732",611000,"Powiat łukowski",2009,507
"2733",612000,"Powiat opolski",2009,151
"2734",613000,"Powiat parczewski",2009,0
"2735",614000,"Powiat puławski",2009,112
"2736",615000,"Powiat radzyński",2009,304
"2737",616000,"Powiat rycki",2009,91
"2738",617000,"Powiat świdnicki",2009,113
"2739",618000,"Powiat tomaszowski",2009,254
"2740",619000,"Powiat włodawski",2009,146
"2741",620000,"Powiat zamojski",2009,666
"2742",661000,"Powiat m.Biała Podlaska",2009,205
"2743",662000,"Powiat m.Chełm",2009,0
"2744",663000,"Powiat m.Lublin",2009,119
"2745",664000,"Powiat m.Zamość",2009,200
"2746",801000,"Powiat gorzowski",2009,0
"2747",802000,"Powiat krośnieński",2009,0
"2748",803000,"Powiat międzyrzecki",2009,530
"2749",804000,"Powiat nowosolski",2009,345
"2750",805000,"Powiat słubicki",2009,128
"2751",806000,"Powiat strzelecko-drezdenecki",2009,0
"2752",807000,"Powiat sulęciński",2009,127
"2753",808000,"Powiat świebodziński",2009,102
"2754",809000,"Powiat zielonogórski",2009,542
"2755",810000,"Powiat żagański",2009,0
"2756",811000,"Powiat żarski",2009,295
"2757",812000,"Powiat wschowski",2009,0
"2758",861000,"Powiat m.Gorzów Wielkopolski",2009,114
"2759",862000,"Powiat m.Zielona Góra",2009,64
"2760",1001000,"Powiat bełchatowski",2009,465
"2761",1002000,"Powiat kutnowski",2009,256
"2762",1003000,"Powiat łaski",2009,0
"2763",1004000,"Powiat łęczycki",2009,157
"2764",1005000,"Powiat łowicki",2009,588
"2765",1006000,"Powiat łódzki wschodni",2009,534
"2766",1007000,"Powiat opoczyński",2009,206
"2767",1008000,"Powiat pabianicki",2009,441
"2768",1009000,"Powiat pajęczański",2009,136
"2769",1010000,"Powiat piotrkowski",2009,0
"2770",1011000,"Powiat poddębicki",2009,0
"2771",1012000,"Powiat radomszczański",2009,157
"2772",1013000,"Powiat rawski",2009,136
"2773",1014000,"Powiat sieradzki",2009,0
"2774",1015000,"Powiat skierniewicki",2009,0
"2775",1016000,"Powiat tomaszowski",2009,445
"2776",1017000,"Powiat wieluński",2009,135
"2777",1018000,"Powiat wieruszowski",2009,324
"2778",1019000,"Powiat zduńskowolski",2009,0
"2779",1020000,"Powiat zgierski",2009,360
"2780",1021000,"Powiat brzeziński",2009,0
"2781",1061000,"Powiat m.Łódź",2009,114
"2782",1062000,"Powiat m.Piotrków Trybunalski",2009,73
"2783",1063000,"Powiat m.Skierniewice",2009,106
"2784",1201000,"Powiat bocheński",2009,601
"2785",1202000,"Powiat brzeski",2009,652
"2786",1203000,"Powiat chrzanowski",2009,157
"2787",1204000,"Powiat dąbrowski",2009,374
"2788",1205000,"Powiat gorlicki",2009,188
"2789",1206000,"Powiat krakowski",2009,825
"2790",1207000,"Powiat limanowski",2009,310
"2791",1208000,"Powiat miechowski",2009,0
"2792",1209000,"Powiat myślenicki",2009,306
"2793",1210000,"Powiat nowosądecki",2009,543
"2794",1211000,"Powiat nowotarski",2009,477
"2795",1212000,"Powiat olkuski",2009,103
"2796",1213000,"Powiat oświęcimski",2009,137
"2797",1214000,"Powiat proszowicki",2009,0
"2798",1215000,"Powiat suski",2009,0
"2799",1216000,"Powiat tarnowski",2009,666
"2800",1217000,"Powiat tatrzański",2009,363
"2801",1218000,"Powiat wadowicki",2009,399
"2802",1219000,"Powiat wielicki",2009,0
"2803",1261000,"Powiat m.Kraków",2009,50
"2804",1262000,"Powiat m.Nowy Sącz",2009,111
"2805",1263000,"Powiat m.Tarnów",2009,124
"2806",1401000,"Powiat białobrzeski",2009,0
"2807",1402000,"Powiat ciechanowski",2009,234
"2808",1403000,"Powiat garwoliński",2009,428
"2809",1404000,"Powiat gostyniński",2009,120
"2810",1405000,"Powiat grodziski",2009,218
"2811",1406000,"Powiat grójecki",2009,359
"2812",1407000,"Powiat kozienicki",2009,0
"2813",1408000,"Powiat legionowski",2009,2576
"2814",1409000,"Powiat lipski",2009,0
"2815",1410000,"Powiat łosicki",2009,125
"2816",1411000,"Powiat makowski",2009,177
"2817",1412000,"Powiat miński",2009,261
"2818",1413000,"Powiat mławski",2009,213
"2819",1414000,"Powiat nowodworski",2009,470
"2820",1415000,"Powiat ostrołęcki",2009,0
"2821",1416000,"Powiat ostrowski",2009,339
"2822",1417000,"Powiat otwocki",2009,623
"2823",1418000,"Powiat piaseczyński",2009,1499
"2824",1419000,"Powiat płocki",2009,0
"2825",1420000,"Powiat płoński",2009,199
"2826",1421000,"Powiat pruszkowski",2009,66
"2827",1422000,"Powiat przasnyski",2009,201
"2828",1423000,"Powiat przysuski",2009,196
"2829",1424000,"Powiat pułtuski",2009,227
"2830",1425000,"Powiat radomski",2009,0
"2831",1426000,"Powiat siedlecki",2009,0
"2832",1427000,"Powiat sierpecki",2009,0
"2833",1428000,"Powiat sochaczewski",2009,0
"2834",1429000,"Powiat sokołowski",2009,154
"2835",1430000,"Powiat szydłowiecki",2009,0
"2836",1432000,"Powiat warszawski zachodni",2009,0
"2837",1433000,"Powiat węgrowski",2009,240
"2838",1434000,"Powiat wołomiński",2009,509
"2839",1435000,"Powiat wyszkowski",2009,1364
"2840",1436000,"Powiat zwoleński",2009,0
"2841",1437000,"Powiat żuromiński",2009,189
"2842",1438000,"Powiat żyrardowski",2009,513
"2843",1461000,"Powiat m.Ostrołęka",2009,140
"2844",1462000,"Powiat m.Płock",2009,127
"2845",1463000,"Powiat m.Radom",2009,167
"2846",1464000,"Powiat m.Siedlce",2009,317
"2847",1465000,"Powiat m. st. Warszawa",2009,56
"2848",1601000,"Powiat brzeski",2009,200
"2849",1602000,"Powiat głubczycki",2009,0
"2850",1603000,"Powiat kędzierzyńsko-kozielski",2009,334
"2851",1604000,"Powiat kluczborski",2009,0
"2852",1605000,"Powiat krapkowicki",2009,99
"2853",1606000,"Powiat namysłowski",2009,0
"2854",1607000,"Powiat nyski",2009,262
"2855",1608000,"Powiat oleski",2009,123
"2856",1609000,"Powiat opolski",2009,0
"2857",1610000,"Powiat prudnicki",2009,0
"2858",1611000,"Powiat strzelecki",2009,0
"2859",1661000,"Powiat m.Opole",2009,94
"2860",1801000,"Powiat bieszczadzki",2009,116
"2861",1802000,"Powiat brzozowski",2009,220
"2862",1803000,"Powiat dębicki",2009,250
"2863",1804000,"Powiat jarosławski",2009,358
"2864",1805000,"Powiat jasielski",2009,0
"2865",1806000,"Powiat kolbuszowski",2009,0
"2866",1807000,"Powiat krośnieński",2009,215
"2867",1808000,"Powiat leżajski",2009,96
"2868",1809000,"Powiat lubaczowski",2009,278
"2869",1810000,"Powiat łańcucki",2009,195
"2870",1811000,"Powiat mielecki",2009,258
"2871",1812000,"Powiat niżański",2009,144
"2872",1813000,"Powiat przemyski",2009,0
"2873",1814000,"Powiat przeworski",2009,177
"2874",1815000,"Powiat ropczycko-sędziszowski",2009,151
"2875",1816000,"Powiat rzeszowski",2009,0
"2876",1817000,"Powiat sanocki",2009,278
"2877",1818000,"Powiat stalowowolski",2009,94
"2878",1819000,"Powiat strzyżowski",2009,202
"2879",1820000,"Powiat tarnobrzeski",2009,242
"2880",1821000,"Powiat leski",2009,181
"2881",1861000,"Powiat m.Krosno",2009,61
"2882",1862000,"Powiat m.Przemyśl",2009,205
"2883",1863000,"Powiat m.Rzeszów",2009,101
"2884",1864000,"Powiat m.Tarnobrzeg",2009,155
"2885",2001000,"Powiat augustowski",2009,0
"2886",2002000,"Powiat białostocki",2009,0
"2887",2003000,"Powiat bielski",2009,0
"2888",2004000,"Powiat grajewski",2009,167
"2889",2005000,"Powiat hajnowski",2009,226
"2890",2006000,"Powiat kolneński",2009,140
"2891",2007000,"Powiat łomżyński",2009,0
